seed,metric,bank,elapsed_seconds,value
11,bank_probability_by_elapsed_time,0.0,3.875,0.0
11,bank_probability_by_elapsed_time,1.0,3.875,0.0
11,bank_probability_by_elapsed_time,2.0,3.875,0.0
11,bank_probability_by_elapsed_time,3.0,3.875,0.0
23,gate_entropy_mean,,,1.1399044985602123
23,bank_utilization,0.0,,0.12773359840954274
23,bank_utilization,1.0,,0.5680086149768059
23,bank_utilization,2.0,,0.30425778661365144
23,bank_utilization,3.0,,0.0
23,bank_probability_by_elapsed_time,0.0,0.125,0.1284284251742065
23,bank_probability_by_elapsed_time,1.0,0.125,0.5654848143458366
23,bank_probability_by_elapsed_time,2.0,0.125,0.19835571851581335
23,bank_probability_by_elapsed_time,3.0,0.125,0.10773103963583708
23,bank_probability_by_elapsed_time,0.0,0.375,0.0796661488711834
23,bank_probability_by_elapsed_time,1.0,0.375,0.5154336672276258
23,bank_probability_by_elapsed_time,2.0,0.375,0.34659052453935146
23,bank_probability_by_elapsed_time,3.0,0.375,0.0583096519112587
23,bank_probability_by_elapsed_time,0.0,0.625,0.11796211837262836
23,bank_probability_by_elapsed_time,1.0,0.625,0.4836038191165916
23,bank_probability_by_elapsed_time,2.0,0.625,0.3061126974696146
23,bank_probability_by_elapsed_time,3.0,0.625,0.09232134229897224
23,bank_probability_by_elapsed_time,0.0,0.875,0.20427436861872847
23,bank_probability_by_elapsed_time,1.0,0.875,0.16416070224809343
23,bank_probability_by_elapsed_time,2.0,0.875,0.5505184728581125
23,bank_probability_by_elapsed_time,3.0,0.875,0.08104647343364697
23,bank_probability_by_elapsed_time,0.0,1.125,0.3634837135957305
23,bank_probability_by_elapsed_time,1.0,1.125,0.07288363597290531
23,bank_probability_by_elapsed_time,2.0,1.125,0.49965065011552945
23,bank_probability_by_elapsed_time,3.0,1.125,0.06398200524650562
23,bank_probability_by_elapsed_time,0.0,1.375,0.3897683314495066
23,bank_probability_by_elapsed_time,1.0,1.375,0.15512424737564165
23,bank_probability_by_elapsed_time,2.0,1.375,0.3388649768278368
23,bank_probability_by_elapsed_time,3.0,1.375,0.11624243247686737
23,bank_probability_by_elapsed_time,0.0,1.625,0.4394183061944628
23,bank_probability_by_elapsed_time,1.0,1.625,0.20467820955277646
23,bank_probability_by_elapsed_time,2.0,1.625,0.195428010184788
23,bank_probability_by_elapsed_time,3.0,1.625,0.16047547258509015
23,bank_probability_by_elapsed_time,0.0,1.875,0.42156082732336864
23,bank_probability_by_elapsed_time,1.0,1.875,0.21576229788008192
23,bank_probability_by_elapsed_time,2.0,1.875,0.11299136266821906
23,bank_probability_by_elapsed_time,3.0,1.875,0.24968551638580505
23,bank_probability_by_elapsed_time,0.0,2.125,0.3438030481338501
23,bank_probability_by_elapsed_time,1.0,2.125,0.21864672501881918
23,bank_probability_by_elapsed_time,2.0,2.125,0.0979872594277064
23,bank_probability_by_elapsed_time,3.0,2.125,0.339562992254893
23,bank_probability_by_elapsed_time,0.0,2.375,0.0
23,bank_probability_by_elapsed_time,1.0,2.375,0.0
23,bank_probability_by_elapsed_time,2.0,2.375,0.0
23,bank_probability_by_elapsed_time,3.0,2.375,0.0
23,bank_probability_by_elapsed_time,0.0,2.625,0.0
23,bank_probability_by_elapsed_time,1.0,2.625,0.0
23,bank_probability_by_elapsed_time,2.0,2.625,0.0
23,bank_probability_by_elapsed_time,3.0,2.625,0.0
23,bank_probability_by_elapsed_time,0.0,2.875,0.0
23,bank_probability_by_elapsed_time,1.0,2.875,0.0
23,bank_probability_by_elapsed_time,2.0,2.875,0.0
23,bank_probability_by_elapsed_time,3.0,2.875,0.0
23,bank_probability_by_elapsed_time,0.0,3.125,0.0
23,bank_probability_by_elapsed_time,1.0,3.125,0.0
23,bank_probability_by_elapsed_time,2.0,3.125,0.0
23,bank_probability_by_elapsed_time,3.0,3.125,0.0
23,bank_probability_by_elapsed_time,0.0,3.375,0.0
23,bank_probability_by_elapsed_time,1.0,3.375,0.0
23,bank_probability_by_elapsed_time,2.0,3.375,0.0
23,bank_probability_by_elapsed_time,3.0,3.375,0.0
23,bank_probability_by_elapsed_time,0.0,3.625,0.0
23,bank_probability_by_elapsed_time,1.0,3.625,0.0
23,bank_probability_by_elapsed_time,2.0,3.625,0.0
23,bank_probability_by_elapsed_time,3.0,3.625,0.0
23,bank_probability_by_elapsed_time,0.0,3.875,0.0
23,bank_probability_by_elapsed_time,1.0,3.875,0.0
23,bank_probability_by_elapsed_time,2.0,3.875,0.0
23,bank_probability_by_elapsed_time,3.0,3.875,0.0
37,gate_entropy_mean,,,1.1883662109188562
37,bank_utilization,0.0,,0.28793903247183567
37,bank_utilization,1.0,,0.22133863485752153
37,bank_utilization,2.0,,0.12939032471835651
37,bank_utilization,3.0,,0.36133200795228626
37,bank_probability_by_elapsed_time,0.0,0.125,0.5414816159754992
37,bank_probability_by_elapsed_time,1.0,0.125,0.15086767822504044
37,bank_probability_by_elapsed_time,2.0,0.125,0.11280752206221223
37,bank_probability_by_elapsed_time,3.0,0.125,0.1948431944474578
37,bank_probability_by_elapsed_time,0.0,0.375,0.2924953531473875
37,bank_probability_by_elapsed_time,1.0,0.375,0.13502448983490467
37,bank_probability_by_elapsed_time,2.0,0.375,0.09029666008427739
37,bank_probability_by_elapsed_time,3.0,0.375,0.4821834936738014
37,bank_probability_by_elapsed_time,0.0,0.625,0.12524560144446356
37,bank_probability_by_elapsed_time,1.0,0.625,0.17994057170125013
37,bank_probability_by_elapsed_time,2.0,0.625,0.1530084501747106
37,bank_probability_by_elapsed_time,3.0,0.625,0.5418053622072709
37,bank_probability_by_elapsed_time,0.0,0.875,0.07735336074861777
37,bank_probability_by_elapsed_time,1.0,0.875,0.3220623719067884
37,bank_probability_by_elapsed_time,2.0,0.875,0.3841665387445376
37,bank_probability_by_elapsed_time,3.0,0.875,0.216417718534661
37,bank_probability_by_elapsed_time,0.0,1.125,0.10486462752625442
37,bank_probability_by_elapsed_time,1.0,1.125,0.5687512235846489
37,bank_probability_by_elapsed_time,2.0,1.125,0.19093473612028322
37,bank_probability_by_elapsed_time,3.0,1.125,0.13544941728661775
37,bank_probability_by_elapsed_time,0.0,1.375,0.20297646885926224
37,bank_probability_by_elapsed_time,1.0,1.375,0.4120741327857565
37,bank_probability_by_elapsed_time,2.0,1.375,0.10887410032292144
37,bank_probability_by_elapsed_time,3.0,1.375,0.27607529641340334
37,bank_probability_by_elapsed_time,0.0,1.625,0.4131733940787686
37,bank_probability_by_elapsed_time,1.0,1.625,0.28954229858315106
37,bank_probability_by_elapsed_time,2.0,1.625,0.12280744712040262
37,bank_probability_by_elapsed_time,3.0,1.625,0.174476862315414
37,bank_probability_by_elapsed_time,0.0,1.875,0.46462281601769584
37,bank_probability_by_elapsed_time,1.0,1.875,0.30625511975515457
37,bank_probability_by_elapsed_time,2.0,1.875,0.13212733155205136
37,bank_probability_by_elapsed_time,3.0,1.875,0.0969947025179863
37,bank_probability_by_elapsed_time,0.0,2.125,0.4379400114218394
37,bank_probability_by_elapsed_time,1.0,2.125,0.3018142183621724
37,bank_probability_by_elapsed_time,2.0,2.125,0.12202754616737366
37,bank_probability_by_elapsed_time,3.0,2.125,0.13821823398272196
37,bank_probability_by_elapsed_time,0.0,2.375,0.0
37,bank_probability_by_elapsed_time,1.0,2.375,0.0
37,bank_probability_by_elapsed_time,2.0,2.375,0.0
37,bank_probability_by_elapsed_time,3.0,2.375,0.0
37,bank_probability_by_elapsed_time,0.0,2.625,0.0
37,bank_probability_by_elapsed_time,1.0,2.625,0.0
37,bank_probability_by_elapsed_time,2.0,2.625,0.0
37,bank_probability_by_elapsed_time,3.0,2.625,0.0
37,bank_probability_by_elapsed_time,0.0,2.875,0.0
37,bank_probability_by_elapsed_time,1.0,2.875,0.0
37,bank_probability_by_elapsed_time,2.0,2.875,0.0
37,bank_probability_by_elapsed_time,3.0,2.875,0.0
37,bank_probability_by_elapsed_time,0.0,3.125,0.0
37,bank_probability_by_elapsed_time,1.0,3.125,0.0
37,bank_probability_by_elapsed_time,2.0,3.125,0.0
37,bank_probability_by_elapsed_time,3.0,3.125,0.0
37,bank_probability_by_elapsed_time,0.0,3.375,0.0
37,bank_probability_by_elapsed_time,1.0,3.375,0.0
37,bank_probability_by_elapsed_time,2.0,3.375,0.0
37,bank_probability_by_elapsed_time,3.0,3.375,0.0
37,bank_probability_by_elapsed_time,0.0,3.625,0.0
37,bank_probability_by_elapsed_time,1.0,3.625,0.0
37,bank_probability_by_elapsed_time,2.0,3.625,0.0
37,bank_probability_by_elapsed_time,3.0,3.625,0.0
37,bank_probability_by_elapsed_time,0.0,3.875,0.0
37,bank_probability_by_elapsed_time,1.0,3.875,0.0
37,bank_probability_by_elapsed_time,2.0,3.875,0.0
37,bank_probability_by_elapsed_time,3.0,3.875,0.0
53,gate_entropy_mean,,,1.1678506134360573
53,bank_utilization,0.0,,0.1910205434062293
53,bank_utilization,1.0,,0.23442677269715043
53,bank_utilization,2.0,,0.5745526838966203
53,bank_utilization,3.0,,0.0
53,bank_probability_by_elapsed_time,0.0,0.125,0.31740425527095795
53,bank_probability_by_elapsed_time,1.0,0.125,0.11329056276008487
53,bank_probability_by_elapsed_time,2.0,0.125,0.4358426705002785
53,bank_probability_by_elapsed_time,3.0,0.125,0.13346252730116248
53,bank_probability_by_elapsed_time,0.0,0.375,0.19924865756183863
53,bank_probability_by_elapsed_time,1.0,0.375,0.10045444127172232
53,bank_probability_by_elapsed_time,2.0,0.375,0.6087266430258751
53,bank_probability_by_elapsed_time,3.0,0.375,0.09157024417072535
53,bank_probability_by_elapsed_time,0.0,0.625,0.3400139472738574
53,bank_probability_by_elapsed_time,1.0,0.625,0.24348956768967442
53,bank_probability_by_elapsed_time,2.0,0.625,0.33455220307783573
53,bank_probability_by_elapsed_time,3.0,0.625,0.08194426929136527
53,bank_probability_by_elapsed_time,0.0,0.875,0.1829225612486103
53,bank_probability_by_elapsed_time,1.0,0.875,0.5889675739753264
53,bank_probability_by_elapsed_time,2.0,0.875,0.1526420157634331
53,bank_probability_by_elapsed_time,3.0,0.875,0.07546787289970946
53,bank_probability_by_elapsed_time,0.0,1.125,0.09206019000262972
53,bank_probability_by_elapsed_time,1.0,1.125,0.3930488223957408
53,bank_probability_by_elapsed_time,2.0,1.125,0.42000111886270486
53,bank_probability_by_elapsed_time,3.0,1.125,0.09488986233712002
53,bank_probability_by_elapsed_time,0.0,1.375,0.23098771075725047
53,bank_probability_by_elapsed_time,1.0,1.375,0.17396993589160034
53,bank_probability_by_elapsed_time,2.0,1.375,0.46478189148715005
53,bank_probability_by_elapsed_time,3.0,1.375,0.1302604471850065
53,bank_probability_by_elapsed_time,0.0,1.625,0.35542409556004606
53,bank_probability_by_elapsed_time,1.0,1.625,0.18480587244323157
53,bank_probability_by_elapsed_time,2.0,1.625,0.2935517772815181
53,bank_probability_by_elapsed_time,3.0,1.625,0.1662182527983073
53,bank_probability_by_elapsed_time,0.0,1.875,0.49960178903170993
53,bank_probability_by_elapsed_time,1.0,1.875,0.13460230110656649
53,bank_probability_by_elapsed_time,2.0,1.875,0.19021182698862893
53,bank_probability_by_elapsed_time,3.0,1.875,0.17558409827096122
53,bank_probability_by_elapsed_time,0.0,2.125,0.652479887008667
53,bank_probability_by_elapsed_time,1.0,2.125,0.11415057877699535
53,bank_probability_by_elapsed_time,2.0,2.125,0.1179555927713712
53,bank_probability_by_elapsed_time,3.0,2.125,0.11541398117939632
53,bank_probability_by_elapsed_time,0.0,2.375,0.0
53,bank_probability_by_elapsed_time,1.0,2.375,0.0
53,bank_probability_by_elapsed_time,2.0,2.375,0.0
53,bank_probability_by_elapsed_time,3.0,2.375,0.0
53,bank_probability_by_elapsed_time,0.0,2.625,0.0
53,bank_probability_by_elapsed_time,1.0,2.625,0.0
53,bank_probability_by_elapsed_time,2.0,2.625,0.0
53,bank_probability_by_elapsed_time,3.0,2.625,0.0
53,bank_probability_by_elapsed_time,0.0,2.875,0.0
53,bank_probability_by_elapsed_time,1.0,2.875,0.0
53,bank_probability_by_elapsed_time,2.0,2.875,0.0
53,bank_probability_by_elapsed_time,3.0,2.875,0.0
53,bank_probability_by_elapsed_time,0.0,3.125,0.0
53,bank_probability_by_elapsed_time,1.0,3.125,0.0
53,bank_probability_by_elapsed_time,2.0,3.125,0.0
53,bank_probability_by_elapsed_time,3.0,3.125,0.0
53,bank_probability_by_elapsed_time,0.0,3.375,0.0
53,bank_probability_by_elapsed_time,1.0,3.375,0.0
53,bank_probability_by_elapsed_time,2.0,3.375,0.0
53,bank_probability_by_elapsed_time,3.0,3.375,0.0
53,bank_probability_by_elapsed_time,0.0,3.625,0.0
53,bank_probability_by_elapsed_time,1.0,3.625,0.0
53,bank_probability_by_elapsed_time,2.0,3.625,0.0
53,bank_probability_by_elapsed_time,3.0,3.625,0.0
53,bank_probability_by_elapsed_time,0.0,3.875,0.0
53,bank_probability_by_elapsed_time,1.0,3.875,0.0
53,bank_probability_by_elapsed_time,2.0,3.875,0.0
53,bank_probability_by_elapsed_time,3.0,3.875,0.0
71,gate_entropy_mean,,,1.113275726754749
71,bank_utilization,0.0,,0.5556660039761432
71,bank_utilization,1.0,,0.024188204108681246
71,bank_utilization,2.0,,0.06527501656726309
71,bank_utilization,3.0,,0.3548707753479125
71,bank_probability_by_elapsed_time,0.0,0.125,0.43784813955426216
71,bank_probability_by_elapsed_time,1.0,0.125,0.2455081669613719
71,bank_probability_by_elapsed_time,2.0,0.125,0.12464186130091548
71,bank_probability_by_elapsed_time,3.0,0.125,0.19200183730572462
71,bank_probability_by_elapsed_time,0.0,0.375,0.6029477156698704
71,bank_probability_by_elapsed_time,1.0,0.375,0.07445575017482042
71,bank_probability_by_elapsed_time,2.0,0.375,0.12272118777036667
71,bank_probability_by_elapsed_time,3.0,0.375,0.1998753547668457
71,bank_probability_by_elapsed_time,0.0,0.625,0.5856344778077913
71,bank_probability_by_elapsed_time,1.0,0.625,0.09391522819745991
71,bank_probability_by_elapsed_time,2.0,0.625,0.0907657524839658
71,bank_probability_by_elapsed_time,3.0,0.625,0.22968454756277942
71,bank_probability_by_elapsed_time,0.0,0.875,0.203679388997109
71,bank_probability_by_elapsed_time,1.0,0.875,0.10653068261641355
71,bank_probability_by_elapsed_time,2.0,0.875,0.11306856220703876
71,bank_probability_by_elapsed_time,3.0,0.875,0.5767213700888966
71,bank_probability_by_elapsed_time,0.0,1.125,0.09881884054203702
71,bank_probability_by_elapsed_time,1.0,1.125,0.06361334521299715
71,bank_probability_by_elapsed_time,2.0,1.125,0.17348123255428993
71,bank_probability_by_elapsed_time,3.0,1.125,0.6640865573457851
71,bank_probability_by_elapsed_time,0.0,1.375,0.14012823853725062
71,bank_probability_by_elapsed_time,1.0,1.375,0.07232075258375356
71,bank_probability_by_elapsed_time,2.0,1.375,0.34757408563194436
71,bank_probability_by_elapsed_time,3.0,1.375,0.4399769139873842
71,bank_probability_by_elapsed_time,0.0,1.625,0.17648028061517235
71,bank_probability_by_elapsed_time,1.0,1.625,0.0876668994179339
71,bank_probability_by_elapsed_time,2.0,1.625,0.5457438224727668
71,bank_probability_by_elapsed_time,3.0,1.625,0.19010899342524196
71,bank_probability_by_elapsed_time,0.0,1.875,0.16024258321239834
71,bank_probability_by_elapsed_time,1.0,1.875,0.14839329009964353
71,bank_probability_by_elapsed_time,2.0,1.875,0.5298552129949842
71,bank_probability_by_elapsed_time,3.0,1.875,0.1615089258977345
71,bank_probability_by_elapsed_time,0.0,2.125,0.12887089947859445
71,bank_probability_by_elapsed_time,1.0,2.125,0.1862352341413498
71,bank_probability_by_elapsed_time,2.0,2.125,0.5348157286643982
71,bank_probability_by_elapsed_time,3.0,2.125,0.15007810294628143
71,bank_probability_by_elapsed_time,0.0,2.375,0.0
71,bank_probability_by_elapsed_time,1.0,2.375,0.0
71,bank_probability_by_elapsed_time,2.0,2.375,0.0
71,bank_probability_by_elapsed_time,3.0,2.375,0.0
71,bank_probability_by_elapsed_time,0.0,2.625,0.0
71,bank_probability_by_elapsed_time,1.0,2.625,0.0
71,bank_probability_by_elapsed_time,2.0,2.625,0.0
71,bank_probability_by_elapsed_time,3.0,2.625,0.0
71,bank_probability_by_elapsed_time,0.0,2.875,0.0
71,bank_probability_by_elapsed_time,1.0,2.875,0.0
71,bank_probability_by_elapsed_time,2.0,2.875,0.0
71,bank_probability_by_elapsed_time,3.0,2.875,0.0
71,bank_probability_by_elapsed_time,0.0,3.125,0.0
71,bank_probability_by_elapsed_time,1.0,3.125,0.0
71,bank_probability_by_elapsed_time,2.0,3.125,0.0
71,bank_probability_by_elapsed_time,3.0,3.125,0.0
71,bank_probability_by_elapsed_time,0.0,3.375,0.0
71,bank_probability_by_elapsed_time,1.0,3.375,0.0
71,bank_probability_by_elapsed_time,2.0,3.375,0.0
71,bank_probability_by_elapsed_time,3.0,3.375,0.0
71,bank_probability_by_elapsed_time,0.0,3.625,0.0
71,bank_probability_by_elapsed_time,1.0,3.625,0.0
71,bank_probability_by_elapsed_time,2.0,3.625,0.0
71,bank_probability_by_elapsed_time,3.0,3.625,0.0
71,bank_probability_by_elapsed_time,0.0,3.875,0.0
71,bank_probability_by_elapsed_time,1.0,3.875,0.0
71,bank_probability_by_elapsed_time,2.0,3.875,0.0
71,bank_probability_by_elapsed_time,3.0,3.875,0.0
