anchor,seed,accuracy,balanced_accuracy,feature,loss,macro_f1,n_samples,split
oracle_progress,23,0.09523809523809523,0.08333333333333333,mean_delta_z,2.4774276863376965,0.014492753623188406,126,val
oracle_progress,23,0.0958904109589041,0.08333333333333333,mean_delta_z,2.480012846898028,0.014583333333333332,146,test
oracle_progress,23,0.09294320137693632,0.08333333333333333,final_delta_z,2.475076907614963,0.014173228346456693,581,train
oracle_progress,23,0.09523809523809523,0.08333333333333333,final_delta_z,2.4774276863376965,0.014492753623188406,126,val
oracle_progress,23,0.0958904109589041,0.08333333333333333,final_delta_z,2.480012846898028,0.014583333333333332,146,test
clock,37,0.459552495697074,0.4421007489567885,mean_delta_z,1.5952682392895807,0.42416817005858104,581,train
clock,37,0.30952380952380953,0.2911135161135161,mean_delta_z,1.9154319852898611,0.2784054264839015,126,val
clock,37,0.4041095890410959,0.39718753468753465,mean_delta_z,1.8612806287939643,0.3784543015427573,146,test
clock,37,0.3614457831325301,0.34708329841908264,final_delta_z,1.9030483884775617,0.32641843622120126,581,train
clock,37,0.2777777777777778,0.25963203463203466,final_delta_z,2.0922218138229356,0.23175235794801008,126,val
clock,37,0.3013698630136986,0.28056804306804306,final_delta_z,2.005126416088363,0.2707678772269639,146,test
oracle_progress,37,0.09294320137693632,0.08333333333333333,mean_delta_z,2.475076907614963,0.014173228346456693,581,train
oracle_progress,37,0.09523809523809523,0.08333333333333333,mean_delta_z,2.4774276863376965,0.014492753623188406,126,val
oracle_progress,37,0.0958904109589041,0.08333333333333333,mean_delta_z,2.480012846898028,0.014583333333333332,146,test
oracle_progress,37,0.09294320137693632,0.08333333333333333,final_delta_z,2.475076907614963,0.014173228346456693,581,train
oracle_progress,37,0.09523809523809523,0.08333333333333333,final_delta_z,2.4774276863376965,0.014492753623188406,126,val
oracle_progress,37,0.0958904109589041,0.08333333333333333,final_delta_z,2.480012846898028,0.014583333333333332,146,test
clock,53,0.09294320137693632,0.08333333333333333,mean_delta_z,2.475076907614963,0.014173228346456693,581,train
clock,53,0.09523809523809523,0.08333333333333333,mean_delta_z,2.4774276863376965,0.014492753623188406,126,val
clock,53,0.0958904109589041,0.08333333333333333,mean_delta_z,2.480012846898028,0.014583333333333332,146,test
clock,53,0.09294320137693632,0.08333333333333333,final_delta_z,2.475076907614963,0.014173228346456693,581,train
clock,53,0.09523809523809523,0.08333333333333333,final_delta_z,2.4774276863376965,0.014492753623188406,126,val
clock,53,0.0958904109589041,0.08333333333333333,final_delta_z,2.480012846898028,0.014583333333333332,146,test
oracle_progress,53,0.6729776247848537,0.6577505411772594,mean_delta_z,0.9949944694847255,0.657081734867995,581,train
oracle_progress,53,0.36507936507936506,0.34607383357383353,mean_delta_z,1.8674436664170517,0.33294054347975915,126,val
oracle_progress,53,0.4452054794520548,0.43738344988344985,mean_delta_z,1.8215569325196512,0.4250066615158334,146,test
oracle_progress,53,0.4475043029259897,0.43019545862373576,final_delta_z,1.6850865454069817,0.4161484249678535,581,train
oracle_progress,53,0.30952380952380953,0.28724747474747475,final_delta_z,2.1505332379943938,0.24304799839823057,126,val
oracle_progress,53,0.3972602739726027,0.37633338883338885,final_delta_z,1.961854870358392,0.36767336404249695,146,test
clock,71,0.09294320137693632,0.08333333333333333,mean_delta_z,2.475076907614963,0.014173228346456693,581,train
clock,71,0.09523809523809523,0.08333333333333333,mean_delta_z,2.4774276863376965,0.014492753623188406,126,val
clock,71,0.0958904109589041,0.08333333333333333,mean_delta_z,2.480012846898028,0.014583333333333332,146,test
clock,71,0.09294320137693632,0.08333333333333333,final_delta_z,2.475076907614963,0.014173228346456693,581,train
clock,71,0.09523809523809523,0.08333333333333333,final_delta_z,2.4774276863376965,0.014492753623188406,126,val
clock,71,0.0958904109589041,0.08333333333333333,final_delta_z,2.480012846898028,0.014583333333333332,146,test
oracle_progress,71,0.09294320137693632,0.08333333333333333,mean_delta_z,2.475076907614963,0.014173228346456693,581,train
oracle_progress,71,0.09523809523809523,0.08333333333333333,mean_delta_z,2.4774276863376965,0.014492753623188406,126,val
oracle_progress,71,0.0958904109589041,0.08333333333333333,mean_delta_z,2.480012846898028,0.014583333333333332,146,test
oracle_progress,71,0.09294320137693632,0.08333333333333333,final_delta_z,2.475076907614963,0.014173228346456693,581,train
oracle_progress,71,0.09523809523809523,0.08333333333333333,final_delta_z,2.4774276863376965,0.014492753623188406,126,val
oracle_progress,71,0.0958904109589041,0.08333333333333333,final_delta_z,2.480012846898028,0.014583333333333332,146,test
