interface,architecture,tau_mem_ms,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
raw_l2,ff,125.0,11,54,0.6257289872727583,0.8753772284174509,1.382322072982788,0.4738516113516113
raw_l2,ff,125.0,11,55,0.6172755502177187,0.8766954159488738,1.3786578178405762,0.4807960557960558
raw_l2,ff,125.0,11,56,0.6096210379198373,0.8772153925655486,1.386675238609314,0.490055315055315
raw_l2,ff,125.0,11,57,0.6024954579578209,0.8772456296240875,1.3860725164413452,0.4831108706108706
raw_l2,ff,125.0,11,58,0.5934753416942853,0.8771761851796431,1.376331090927124,0.4807960557960557
raw_l2,ff,125.0,11,59,0.5879520984196622,0.8787485122236682,1.3677763938903809,0.4738516113516113
raw_l2,ff,125.0,11,60,0.5793280708194805,0.8771761851796431,1.3859188556671145,0.4738516113516113
raw_l2,ff,125.0,11,61,0.5725567502429686,0.881374887360635,1.381749153137207,0.4890031265031264
raw_l2,ff,125.0,11,62,0.5653528936348355,0.8852643842419913,1.367533802986145,0.4738516113516113
raw_l2,ff,125.0,11,63,0.5588230154190129,0.8836303973138867,1.3666813373565674,0.4669071669071669
raw_l2,ff,125.0,11,64,0.5530537933162486,0.8846418124718073,1.3717797994613647,0.4761664261664262
raw_l2,ff,125.0,11,65,0.5465968838041703,0.8877875864509145,1.3704369068145752,0.4877405002405001
raw_l2,ff,125.0,11,66,0.5401213826698198,0.8867660810745704,1.3645758628845217,0.4877405002405002
raw_l2,ff,125.0,11,67,0.5345882835979101,0.8869690725275619,1.3687777519226074,0.4877405002405002
raw_l2,ff,125.0,11,68,0.5291517910366419,0.8853338286864356,1.36806058883667,0.4946849446849446
raw_l2,ff,125.0,11,69,0.5230785349252507,0.8913226543242176,1.3593686819076538,0.4807960557960558
raw_l2,ff,125.0,11,70,0.5185561422739505,0.8911903642286924,1.3664101362228394,0.4946849446849446
raw_l2,ff,125.0,11,71,0.5114837349384459,0.8960722493189107,1.3559638261795044,0.4794071669071668
raw_l2,ff,125.0,11,72,0.5050850472639021,0.8988511984134827,1.3677912950515747,0.4669071669071669
raw_l2,ff,125.0,11,73,0.5009446435458894,0.9004560681741055,1.380000114440918,0.4738516113516113
raw_l2,ff,125.0,11,74,0.4958628158561128,0.8994624230522218,1.3593804836273191,0.4738516113516113
raw_l2,ff,125.0,11,75,0.4902817398668772,0.8999793792143391,1.3562381267547607,0.4794071669071668
raw_l2,ff,125.0,11,76,0.4855305102113602,0.9024859971542272,1.3613379001617432,0.4724627224627224
raw_l2,ff,125.0,11,77,0.4803153269262199,0.9068989331769036,1.3611102104187012,0.4807960557960557
raw_l2,ff,125.0,11,78,0.476930665785187,0.9036938049717756,1.368715524673462,0.4877405002405001
raw_l2,ff,125.0,11,79,0.4711175883595996,0.9036938049717756,1.3571531772613523,0.4877405002405001
raw_l2,ff,125.0,11,80,0.4659488419144576,0.9068989331769036,1.3641992807388306,0.4738516113516113
raw_l2,ff,125.0,11,81,0.4613866234605365,0.908442143053447,1.3630554676055908,0.4946849446849446
raw_l2,ff,125.0,11,82,0.4566787680845047,0.9095871052199146,1.350778102874756,0.4932960557960558
raw_l2,ff,125.0,11,83,0.4515765715076262,0.9111896693224788,1.3529529571533203,0.4863516113516113
raw_l2,ff,125.0,11,84,0.446228023650519,0.9111896693224788,1.3615617752075195,0.4863516113516113
raw_l2,ff,125.0,11,85,0.4421658332294523,0.9111303150964578,1.3617230653762815,0.4863516113516113
raw_l2,ff,125.0,11,86,0.4380066407116678,0.9127560464936946,1.3599940538406372,0.4946849446849446
raw_l2,ff,125.0,11,87,0.4339541550757758,0.9116110843272272,1.3536558151245115,0.4946849446849446
raw_l2,ff,125.0,11,88,0.4285868849483497,0.917504384575366,1.3503737449645996,0.4863516113516113
raw_l2,ff,125.0,11,89,0.4254999580871628,0.9206792757219552,1.359200954437256,0.4863516113516113
raw_l2,ff,125.0,11,90,0.4206644556711134,0.9174741475168272,1.3531368970870972,0.4863516113516113
raw_l2,ff,125.0,11,91,0.4181495580738875,0.9206792757219552,1.350639820098877,0.5016293891293891
raw_l2,ff,125.0,11,92,0.4143641769065299,0.9222224855984984,1.354364037513733,0.4886664261664261
raw_l2,ff,125.0,11,93,0.4098729163972523,0.9253973767450878,1.352487087249756,0.4969997594997595
raw_l2,ff,125.0,11,94,0.4056854434247271,0.9276308413560032,1.3547269105911257,0.5108886483886484
raw_l2,ff,125.0,11,95,0.4020838898553701,0.9257124778567576,1.360747456550598,0.4863516113516113
raw_l2,ff,125.0,11,96,0.3986321880054145,0.9302679147038612,1.352847933769226,0.4932960557960557
raw_l2,ff,125.0,11,97,0.3949202062135719,0.9237948126425236,1.3532342910766602,0.5002405002405003
raw_l2,ff,125.0,11,98,0.3913087426282453,0.9275121329039616,1.359948754310608,0.5039442039442039
raw_l2,ff,125.0,11,99,0.3881450563720499,0.9307486839346302,1.3663294315338137,0.4850949975949976
raw_l2,ff,125.0,11,100,0.3843549376100353,0.9356305690248486,1.3564622402191162,0.5039442039442039
raw_l2,ff,125.0,23,1,2.440714646534748,0.1496755339640559,2.403630495071411,0.1551587301587301
raw_l2,ff,125.0,23,2,2.3329028414366784,0.3096591947535344,2.3372159004211426,0.1829365079365079
raw_l2,ff,125.0,23,3,2.242556627358914,0.3229421777849451,2.276068687438965,0.1640873015873015
raw_l2,ff,125.0,23,4,2.1519802457904653,0.3605677175724346,2.2100493907928467,0.2015873015873015
raw_l2,ff,125.0,23,5,2.058093891291528,0.4479473523403878,2.1472926139831543,0.271031746031746
raw_l2,ff,125.0,23,6,1.967086029955524,0.5733451528378013,2.0856778621673584,0.308531746031746
raw_l2,ff,125.0,23,7,1.8842537602130804,0.6219754662129845,2.034942150115967,0.3099206349206349
raw_l2,ff,125.0,23,8,1.804131976503513,0.6427306212691478,1.988472819328308,0.3265873015873016
raw_l2,ff,125.0,23,9,1.7275386242365878,0.6525215521015141,1.9435856342315676,0.3341630591630591
raw_l2,ff,125.0,23,10,1.6572905489581793,0.6803302586352483,1.8995919227600095,0.3695165945165946
raw_l2,ff,125.0,23,11,1.5937118431787278,0.7094484241377553,1.864389419555664,0.376461038961039
raw_l2,ff,125.0,23,12,1.5317361295325826,0.7296417792575811,1.8349124193191528,0.3932960557960557
raw_l2,ff,125.0,23,13,1.4745778175721689,0.7566888242956127,1.8111605644226076,0.3797017797017797
raw_l2,ff,125.0,23,14,1.4222138545599328,0.7592255554047633,1.7871416807174685,0.4011664261664261
raw_l2,ff,125.0,23,15,1.3722220363797502,0.7540368630267923,1.7592169046401978,0.4177008177008177
raw_l2,ff,125.0,23,16,1.3253458098166986,0.7634884260258024,1.7313032150268557,0.4385341510341509
raw_l2,ff,125.0,23,17,1.2800919149910932,0.780962318241469,1.7116684913635254,0.4382335257335257
raw_l2,ff,125.0,23,18,1.2377109954361252,0.7905161030473854,1.7020982503890991,0.4209716209716209
raw_l2,ff,125.0,23,19,1.1988868458956323,0.7981946702926827,1.686736226081848,0.4431938431938432
raw_l2,ff,125.0,23,20,1.161955508225551,0.8006478536614258,1.666873812675476,0.4437890812890813
raw_l2,ff,125.0,23,21,1.1281596980283677,0.8055975093733393,1.6489536762237549,0.4507335257335257
raw_l2,ff,125.0,23,22,1.0957936600440543,0.8064652523900387,1.633467435836792,0.4759319384319385
raw_l2,ff,125.0,23,23,1.06642605330981,0.8182987031143051,1.6258128881454468,0.4782467532467532
raw_l2,ff,125.0,23,24,1.0379870169749563,0.8178434068362672,1.6137624979019165,0.4851911976911977
raw_l2,ff,125.0,23,25,1.0127290928425354,0.8147278699156989,1.6069525480270386,0.4699134199134199
raw_l2,ff,125.0,23,26,0.9877117516251728,0.8166201860664778,1.5910649299621582,0.4921356421356421
raw_l2,ff,125.0,23,27,0.9643531816141124,0.8257107588133598,1.577040195465088,0.4921356421356421
raw_l2,ff,125.0,23,28,0.9426747254783644,0.8328118668790472,1.574324607849121,0.4861171236171236
raw_l2,ff,125.0,23,29,0.9204498701784984,0.8350673274678412,1.567645788192749,0.4921356421356421
raw_l2,ff,125.0,23,30,0.9012063788875244,0.8348660830448987,1.557200312614441,0.4921356421356421
raw_l2,ff,125.0,23,31,0.8820052841444229,0.8299338852020459,1.544045090675354,0.4861171236171236
raw_l2,ff,125.0,23,32,0.8628110630171639,0.836919179319693,1.5504372119903564,0.4861171236171236
raw_l2,ff,125.0,23,33,0.8474751943770457,0.837212320685254,1.5531070232391355,0.4930615680615681
raw_l2,ff,125.0,23,34,0.8296918193977999,0.837212320685254,1.536990523338318,0.5013949013949014
raw_l2,ff,125.0,23,35,0.814734194139195,0.8425239132866187,1.5166019201278689,0.5013949013949014
raw_l2,ff,125.0,23,36,0.8009114098220602,0.8361215125827474,1.5277554988861084,0.4861171236171237
raw_l2,ff,125.0,23,37,0.785211807171367,0.8467957080793624,1.5373117923736572,0.4861171236171237
raw_l2,ff,125.0,23,38,0.7727584157671247,0.8472390683800124,1.518652319908142,0.5083393458393458
raw_l2,ff,125.0,23,39,0.7576469985219985,0.8452234324610745,1.507034420967102,0.4875060125060125
raw_l2,ff,125.0,23,40,0.7458842723997448,0.8470188977982066,1.5152100324630735,0.494450456950457
raw_l2,ff,125.0,23,41,0.7328893263245614,0.849073113964058,1.5114611387252808,0.5000060125060126
raw_l2,ff,125.0,23,42,0.7214499529380601,0.8490416911385174,1.5036872625350952,0.4861171236171236
raw_l2,ff,125.0,23,43,0.70977114205106,0.8562146131213728,1.4939112663269043,0.4930615680615681
raw_l2,ff,125.0,23,44,0.6979821412575635,0.8557036068320647,1.497514247894287,0.4930615680615681
raw_l2,ff,125.0,23,45,0.6885234481701548,0.857254395736026,1.5068669319152832,0.4944504569504569
raw_l2,ff,125.0,23,46,0.677553595035704,0.85718369437856,1.495362401008606,0.4930615680615681
raw_l2,ff,125.0,23,47,0.6678936240389918,0.8686581903748835,1.48475980758667,0.4930615680615681
raw_l2,ff,125.0,23,48,0.6583708809903485,0.8680866440925529,1.4898868799209597,0.4930615680615681
raw_l2,ff,125.0,23,49,0.6488167405538838,0.8596826456335229,1.4912643432617188,0.5000060125060125
raw_l2,ff,125.0,23,50,0.6403124208294381,0.8741744673985136,1.491384506225586,0.5006373256373257
raw_l2,ff,125.0,23,51,0.6315239635063736,0.8737815075080045,1.4846994876861572,0.5006373256373257
raw_l2,ff,125.0,23,52,0.6223367094583232,0.8686302589744032,1.472822189331055,0.5119107744107744
raw_l2,ff,125.0,23,53,0.6154155676828604,0.8706205095981167,1.4730156660079956,0.5119107744107744
raw_l2,ff,125.0,23,54,0.6055377158568771,0.8765452326717961,1.4937599897384644,0.519486531986532
raw_l2,ff,125.0,23,55,0.5983242118625346,0.8767778122627722,1.4932230710983276,0.5075817700817701
raw_l2,ff,125.0,23,56,0.590753429933177,0.8785275399316176,1.4852834939956665,0.5006373256373257
raw_l2,ff,125.0,23,57,0.5838506308972528,0.8774359821183616,1.4794317483901978,0.5055976430976431
raw_l2,ff,125.0,23,58,0.5761150460235018,0.8789768863368462,1.47518789768219,0.519486531986532
raw_l2,ff,125.0,23,59,0.5694279726113797,0.8790397319879273,1.4876821041107178,0.5125420875420875
raw_l2,ff,125.0,23,60,0.5634051369512758,0.8786610869401645,1.4835667610168457,0.5000060125060126
raw_l2,ff,125.0,23,61,0.5556779462786426,0.8837566472440582,1.4868077039718628,0.5055976430976431
raw_l2,ff,125.0,23,62,0.5493145417325879,0.8845906617771586,1.4727765321731567,0.517502405002405
raw_l2,ff,125.0,23,63,0.5427678015063839,0.8855218755226512,1.4848668575286863,0.5125420875420875
raw_l2,ff,125.0,23,64,0.5361088628202626,0.8866389062886384,1.4832381010055542,0.519486531986532
raw_l2,ff,125.0,23,65,0.5304414670972118,0.888210047565662,1.4814358949661257,0.5327801827801827
raw_l2,ff,125.0,23,66,0.5237525280904852,0.8879607598163742,1.480798840522766,0.5244468494468494
raw_l2,ff,125.0,23,67,0.5172194984201309,0.8912691979715106,1.4834452867507937,0.519486531986532
raw_l2,ff,125.0,23,68,0.5116698750120022,0.8920294920101064,1.4869205951690674,0.5125420875420876
raw_l2,ff,125.0,23,69,0.5055152204996952,0.8962240538454841,1.4867775440216064,0.5125420875420875
raw_l2,ff,125.0,23,70,0.5004755097494273,0.8931210498233625,1.485417366027832,0.5125420875420875
raw_l2,ff,125.0,23,71,0.4946055750838655,0.8944992898658182,1.4741723537445068,0.5119107744107744
raw_l2,ff,125.0,23,72,0.4891732905489647,0.8967612827982728,1.4836605787277222,0.519486531986532
raw_l2,ff,125.0,23,73,0.4832467695316636,0.9038487010989265,1.4829987287521362,0.5125420875420875
raw_l2,ff,125.0,23,74,0.4775402338184711,0.9021832913452812,1.4783813953399658,0.5244468494468494
raw_l2,ff,125.0,23,75,0.4731068701423999,0.9035929542132776,1.4762012958526611,0.5188552188552189
raw_l2,ff,125.0,23,76,0.4672963710537055,0.905297642498848,1.4919254779815674,0.5125420875420875
raw_l2,ff,125.0,23,77,0.4633701245673962,0.9069944750780335,1.490501046180725,0.5125420875420875
raw_l2,ff,125.0,23,78,0.4580934527819005,0.9053177181929434,1.4802311658859253,0.5244468494468494
raw_l2,ff,125.0,23,79,0.4534782734467117,0.9059367985380672,1.4842374324798584,0.5055976430976431
raw_l2,ff,125.0,23,80,0.4475853563175759,0.9059367985380672,1.4874638319015503,0.5125420875420875
raw_l2,ff,125.0,23,81,0.443020565220493,0.9101996032831616,1.4836101531982422,0.519486531986532
raw_l2,ff,125.0,23,82,0.4390727461102497,0.9100974791001551,1.4769726991653442,0.5313912938912939
raw_l2,ff,125.0,23,83,0.4337249782943069,0.9084634921720506,1.4831445217132568,0.5313912938912939
raw_l2,ff,125.0,23,84,0.4298032613506415,0.9101996032831616,1.4878547191619873,0.5139309764309765
raw_l2,ff,125.0,23,85,0.4254896558192839,0.9107165594452792,1.4828702211380005,0.5208754208754209
raw_l2,ff,125.0,23,86,0.4203010930354336,0.9107165594452792,1.4893391132354736,0.519486531986532
raw_l2,ff,125.0,23,87,0.4165048382265843,0.9118335902112664,1.4878782033920288,0.519486531986532
raw_l2,ff,125.0,23,88,0.4111732849258153,0.9134675771393708,1.4866037368774414,0.519486531986532
raw_l2,ff,125.0,23,89,0.4093010714357773,0.9183066922726036,1.488908290863037,0.506986531986532
raw_l2,ff,125.0,23,90,0.4041517974485013,0.9193608773875098,1.4904074668884275,0.5055976430976431
raw_l2,ff,125.0,23,91,0.4000610272670982,0.916124326356841,1.4849307537078855,0.519486531986532
raw_l2,ff,125.0,23,92,0.3958559079855526,0.9145217622542772,1.4903557300567627,0.5125420875420875
raw_l2,ff,125.0,23,93,0.3926572011793336,0.9176561891019392,1.4884616136550903,0.5139309764309765
raw_l2,ff,125.0,23,94,0.3888188660042216,0.9192901760300436,1.5030763149261477,0.506986531986532
raw_l2,ff,125.0,23,95,0.3848974234881376,0.9242314153462832,1.4928264617919922,0.5208754208754209
raw_l2,ff,125.0,23,96,0.3800597452973745,0.922628851243719,1.487498760223389,0.5125420875420875
raw_l2,ff,125.0,23,97,0.377047709569258,0.9253170232867296,1.5028142929077148,0.4986531986531987
raw_l2,ff,125.0,23,98,0.3724961740937783,0.922628851243719,1.493247389793396,0.5208754208754209
raw_l2,ff,125.0,23,99,0.3697541385324809,0.9274679663769516,1.4894639253616333,0.5208754208754209
raw_l2,ff,125.0,23,100,0.3654710354472602,0.9285535743173984,1.497759461402893,0.5208754208754209
raw_l2,ff,125.0,101,1,2.439929771341268,0.2047221774265799,2.380448341369629,0.2291666666666666
raw_l2,ff,125.0,101,2,2.330655715551721,0.3395144758435546,2.307952880859375,0.2708333333333333
raw_l2,ff,125.0,101,3,2.235129446663257,0.3658228149212703,2.2362725734710693,0.2680555555555556
raw_l2,ff,125.0,101,4,2.135253309588014,0.4523903014008915,2.1676928997039795,0.3271825396825397
raw_l2,ff,125.0,101,5,2.03636747629425,0.5146329352845261,2.1035919189453125,0.3410714285714286
raw_l2,ff,125.0,101,6,1.9475101899362064,0.6014207451781443,2.045207500457764,0.3569805194805195
raw_l2,ff,125.0,101,7,1.8627724559294787,0.6200924298790096,1.9927258491516116,0.3444805194805194
raw_l2,ff,125.0,101,8,1.7820089423512837,0.6427662521650236,1.9483003616333008,0.349440836940837
raw_l2,ff,125.0,101,9,1.7065122962613524,0.6574313559907823,1.9040931463241575,0.3786075036075035
raw_l2,ff,125.0,101,10,1.6394446095172797,0.6710923931627332,1.866019606590271,0.3633297258297258
raw_l2,ff,125.0,101,11,1.5721100823193943,0.694063648632094,1.829967021942139,0.3847943722943722
raw_l2,ff,125.0,101,12,1.5122239501463977,0.7110983847073901,1.798506498336792,0.387109187109187
raw_l2,ff,125.0,101,13,1.456519248358354,0.7374165288881912,1.765231966972351,0.4357202982202982
raw_l2,ff,125.0,101,14,1.4037494169044822,0.747693240835687,1.7385272979736328,0.4294071669071669
raw_l2,ff,125.0,101,15,1.3562259173434286,0.7561060772964362,1.724133849143982,0.4274230399230398
raw_l2,ff,125.0,101,16,1.3107082021010723,0.768493777298779,1.7071861028671265,0.4085738335738335
raw_l2,ff,125.0,101,17,1.267647186983473,0.7834231840628632,1.6839430332183838,0.4204785954785954
raw_l2,ff,125.0,101,18,1.228018083999161,0.7884689626592366,1.662520170211792,0.4393278018278018
raw_l2,ff,125.0,101,19,1.1909911497119372,0.7981413089288374,1.646788239479065,0.4532166907166907
raw_l2,ff,125.0,101,20,1.1546823826591242,0.8155202488330779,1.6358429193496704,0.4393278018278018
raw_l2,ff,125.0,101,21,1.1233669012631071,0.8149320820499426,1.6242518424987793,0.4109187109187109
raw_l2,ff,125.0,101,22,1.092322626130306,0.8236115250457963,1.606075644493103,0.4456409331409331
raw_l2,ff,125.0,101,23,1.0651578837540805,0.829390284770403,1.5877825021743774,0.4532166907166907
raw_l2,ff,125.0,101,24,1.0375550710395771,0.833616778694873,1.587764859199524,0.4707130832130832
raw_l2,ff,125.0,101,25,1.0133160211133054,0.8354869980775783,1.5839115381240845,0.4442881192881193
raw_l2,ff,125.0,101,26,0.987674281231918,0.8402050991007108,1.5644866228103638,0.4707130832130831
raw_l2,ff,125.0,101,27,0.9644008203956224,0.8427169686283961,1.5524333715438845,0.4776575276575276
raw_l2,ff,125.0,101,28,0.9440277656876898,0.841185105883298,1.5486500263214111,0.4726972101972102
raw_l2,ff,125.0,101,29,0.9218322992735188,0.8432624531120526,1.541254639625549,0.4707130832130832
raw_l2,ff,125.0,101,30,0.903452293905662,0.8488642411492395,1.5419105291366575,0.4707130832130832
raw_l2,ff,125.0,101,31,0.8831005029752209,0.8498317294835872,1.5309423208236694,0.4637686387686386
raw_l2,ff,125.0,101,32,0.8657304090600005,0.8530309078159063,1.5231478214263916,0.4674362674362673
raw_l2,ff,125.0,101,33,0.8489971685122295,0.8512319510537142,1.5107601881027222,0.4793410293410293
raw_l2,ff,125.0,101,34,0.8317987735218108,0.8577467031809802,1.4997392892837524,0.4637686387686386
raw_l2,ff,125.0,101,35,0.8167736513889595,0.8595770827687127,1.5050767660140991,0.4637686387686386
raw_l2,ff,125.0,101,36,0.8040777917778226,0.858032687125168,1.5096912384033203,0.4631373256373256
raw_l2,ff,125.0,101,37,0.7886420656604735,0.8563381602040411,1.5013552904129028,0.4561928811928811
raw_l2,ff,125.0,101,38,0.7746156665421189,0.8611482240457363,1.4910389184951782,0.4654521404521404
raw_l2,ff,125.0,101,39,0.7625932546778103,0.8595142371176318,1.486913561820984,0.4723965848965849
raw_l2,ff,125.0,101,40,0.7496536463345185,0.8595735913436527,1.4772733449935913,0.4604918229918229
raw_l2,ff,125.0,101,41,0.7368580142930534,0.8612075782717573,1.487918257713318,0.4561928811928811
raw_l2,ff,125.0,101,42,0.7268995423119983,0.8628843351568475,1.4862573146820068,0.4654521404521404
raw_l2,ff,125.0,101,43,0.7167274063507579,0.8564021916221235,1.4745254516601562,0.4680675805675805
raw_l2,ff,125.0,101,44,0.7058185669312994,0.864577676310973,1.4719722270965576,0.4723965848965849
raw_l2,ff,125.0,101,45,0.6938385829047369,0.8695503384527528,1.4744449853897097,0.4654521404521404
raw_l2,ff,125.0,101,46,0.6845320769923895,0.872562565423313,1.4635356664657593,0.4723965848965849
raw_l2,ff,125.0,101,47,0.6756288605179516,0.8709600013207489,1.462792992591858,0.4747113997113996
raw_l2,ff,125.0,101,48,0.6662386889712125,0.872755466657881,1.463796854019165,0.4773569023569022
raw_l2,ff,125.0,101,49,0.6571675279464656,0.877467617808204,1.463349461555481,0.4723965848965848
raw_l2,ff,125.0,101,50,0.648992698286979,0.8737817203723065,1.462181568145752,0.4886002886002885
raw_l2,ff,125.0,101,51,0.6390063213809632,0.8785894126799989,1.451349139213562,0.4935606060606059
raw_l2,ff,125.0,101,52,0.6323508316596486,0.8748085629326754,1.438173770904541,0.4796717171717171
raw_l2,ff,125.0,101,53,0.6247725491884859,0.8747492087066545,1.4472285509109497,0.4816558441558441
raw_l2,ff,125.0,101,54,0.6162840394678296,0.8837882829339007,1.4539822340011597,0.481655844155844
raw_l2,ff,125.0,101,55,0.6074179307318801,0.8822450730573576,1.4413923025131226,0.4941919191919191
raw_l2,ff,125.0,101,56,0.5997665064880647,0.8875649574213594,1.44434654712677,0.5034511784511785
raw_l2,ff,125.0,101,57,0.5930671585201192,0.8870585624481683,1.4497218132019043,0.506096681096681
raw_l2,ff,125.0,101,58,0.5860039066529725,0.8870271396226278,1.443710207939148,0.506096681096681
raw_l2,ff,125.0,101,59,0.5794803864369089,0.8822764958828979,1.4385216236114502,0.5011363636363636
raw_l2,ff,125.0,101,60,0.5718501221497581,0.8910822190268562,1.445240497589111,0.496506734006734
raw_l2,ff,125.0,101,61,0.5652901688254023,0.8907735770515477,1.44245445728302,0.4935606060606059
raw_l2,ff,125.0,101,62,0.5593347491988216,0.8870259538556263,1.442773938179016,0.5054653679653679
raw_l2,ff,125.0,101,63,0.5536308297807296,0.8902322678277561,1.443811058998108,0.4985209235209234
raw_l2,ff,125.0,101,64,0.5467266884605159,0.8957397800569665,1.434849739074707,0.496506734006734
raw_l2,ff,125.0,101,65,0.5411743556570884,0.8947640361917508,1.4322633743286133,0.4958754208754208
