backbone_objective,head_objective,case,optimizer,scaling_mode,reg_lambda_mean,reg_lambda_std,train_task_ce_mean,train_task_ce_std,val_task_ce_mean,val_task_ce_std,analog_test_ba_mean,analog_test_ba_std,lif_test_ba_mean,lif_test_ba_std,analog_to_lif_gap_pp_mean,analog_to_lif_gap_pp_std,legacy_l2_wholecount_probe_test_ba_mean,legacy_l2_wholecount_probe_test_ba_std,legacy_l2_fixed250_probe_test_ba_mean,legacy_l2_fixed250_probe_test_ba_std,weight_norm_raw_mean,weight_norm_raw_std
tsce,wcce,C4_scale_lbfgs_reg,lbfgs,scale_only,0.007,0.005196152422706632,0.2973134169975917,0.1876130204687725,1.554891586303711,0.23221226630889466,0.5347980722980723,0.013933696637693527,0.4122014559514559,0.017435621130497993,12.259661634661633,3.1369118125213515,0.5961214711214712,0.03179651432247856,0.5819994819994819,0.04825785705615101,45.71478279091077,20.181425489247996
tsce,wcce,Ref_scale_lbfgs_converged,lbfgs,scale_only,0.007,0.005196152422706632,0.2973158235351245,0.18761018570038535,1.554909388224284,0.23223258209487324,0.5347980722980723,0.013933696637693527,0.4122014559514559,0.017435621130497993,12.259661634661633,3.1369118125213515,0.5961214711214712,0.03179651432247856,0.5819994819994819,0.04825785705615101,45.71359845606048,20.179537281962123
wcce,tsce,C0_adam100,adam,none,0.0,0.0,1.732990304629008,0.03794040818770526,2.0386486450831094,0.038187384249150684,0.4786340973840973,0.012919725303939611,0.4849030599030599,0.04078271537578708,-0.6268962518962566,3.2645449253844157,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,4.1289022737260845,0.5701662251395713
wcce,tsce,C1_adam500,adam,none,0.0,0.0,1.6219019889831543,0.06356785300762312,2.069998780886332,0.06686933287733124,0.5046652421652421,0.011222879749706125,0.48921402671402675,0.04679148751055929,1.5451215451215419,4.646512732598016,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,6.487965960624252,1.5868803436634156
wcce,tsce,C2_lbfgs_noreg,lbfgs,none,0.0,0.0,1.5683367252349854,0.01983977106883655,2.1378475030263266,0.066578891891127,0.49572903947903946,0.02627983446366684,0.3906517094017094,0.03823169428263232,10.507733007733004,1.9620572214794876,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,10.005370128610247,0.28772682905544156
wcce,tsce,C3_lbfgs_reg,lbfgs,none,0.0037,0.005474486277268397,1.6011606454849243,0.033724813707181805,2.0751334031422934,0.04385248486845671,0.5001678876678876,0.022515010153653935,0.42379796129796127,0.049053657302855255,7.636992636992635,5.639754857612285,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,7.388820950427981,2.568807339209581
wcce,tsce,C4_scale_lbfgs_reg,lbfgs,scale_only,0.007,0.005196152422706632,1.5824927886327107,0.010830721112804755,2.0761751333872476,0.023854776166112233,0.4945461945461944,0.02085876320854001,0.41563829688829695,0.03564365424494249,7.890789765789755,2.7858919347469735,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,7.748253467879806,1.3403541342888612
wcce,tsce,Ref_scale_lbfgs_converged,lbfgs,scale_only,0.007,0.005196152422706632,1.5824944178263347,0.01083194774420555,2.0761454900105796,0.02390578521055131,0.4966829466829466,0.024559667612639183,0.4172339234839235,0.03742074009107696,7.944902319902314,2.7832609951886877,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,7.740057240371132,1.3261651307297713
wcce,wcce,C0_adam100,adam,none,0.0,0.0,0.8178224364916483,0.10136336649434129,1.3754137357076008,0.07188034075710173,0.5527065527065527,0.036761983431688156,0.5227619602619603,0.01298728653759066,2.9944592444592395,2.4091751361613722,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,6.56440055888113,0.9319473576482596
wcce,wcce,C1_adam500,adam,none,0.0,0.0,0.2584258218606313,0.042024088690572614,1.280855377515157,0.04542824500250893,0.5610294797794797,0.032916565263502964,0.5021448458948459,0.034435863476956464,5.888463388463387,3.5444195057230603,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,17.389242787904177,0.9574574999464482
wcce,wcce,C2_lbfgs_noreg,lbfgs,none,0.0,0.0,0.005706836003810167,0.002474529867716674,5229.4286702473955,8557.031870103476,0.533492895992896,0.011919485723479813,0.37270368520368513,0.02175163741158608,16.078921078921084,2.1717010523254,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,145926.62244509367,240845.44928622965
wcce,wcce,C3_lbfgs_reg,lbfgs,none,0.004,0.005196152422706632,0.3478402644395828,0.17170545763812,1.2907345692316692,0.03565614845724154,0.5555400617900618,0.029551256150467397,0.4658420283420283,0.014537544981949592,8.969803344803347,2.2592005736097596,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,14.247868558115806,5.331886284936066
wcce,wcce,C4_scale_lbfgs_reg,lbfgs,scale_only,0.033400000000000006,0.05767729189204361,0.16692127101123333,0.2495155360986019,2.1845783789952598,0.7981727756290621,0.5562833000333,0.027760746720937247,0.44575424575424577,0.04421394816002573,11.052905427905424,4.678547098226069,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,60.10709071224698,43.2975509887933
wcce,wcce,Ref_scale_lbfgs_converged,lbfgs,scale_only,0.033400000000000006,0.05767729189204361,0.16677936849494776,0.24963478726755894,2.1821806828180947,0.7966456547681677,0.5497897935397935,0.03150763968466067,0.45218993968993965,0.04304450392189032,9.759985384985384,4.600501625111312,0.5862734487734488,0.00974412952227766,0.5872525622525622,0.01710593596700865,60.29212590815286,43.48109167525902
