temporal_mode,source_method,seed,representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
ema,r2_main_e2e,11,r4_count_only,0.8,1.305430293083191,0.1920829170829171,0.1917808219178082,0.1449423289406311,0.0337143803843605,2.787671232876712,0.2397260273972602
ema,r2_main_e2e,11,r3_gate,0.9,1.72862708568573,0.2354673104673104,0.2534246575342466,0.2426987997090795,0.0736414844267727,6.089041095890411,0.5205479452054794
ema,r2_main_e2e,11,r4_peak,0.9,1.72862708568573,0.2107420357420357,0.2260273972602739,0.2151425047451879,0.016235917826375,1.3424657534246576,0.5273972602739726
ema,r2_main_e2e,11,r4_count_only,0.9,1.72862708568573,0.216559829059829,0.2123287671232876,0.1644461382902243,0.016235917826375,1.3424657534246576,0.5273972602739726
ema,r2_main_e2e,23,r2_dense,0.0,-inf,0.5882756132756132,0.6027397260273972,0.5805438370634449,1.0,82.68493150684931,0.0
ema,r2_main_e2e,23,r2_hard_token,0.0,-inf,0.5226121101121101,0.5342465753424658,0.4913977668832479,1.0,82.68493150684931,0.0
ema,r2_main_e2e,23,magnitude_only,0.0,-inf,0.1700729825729826,0.1780821917808219,0.1295801740175141,1.0,,0.0
ema,r2_main_e2e,23,r3_gate,0.2,0.0707242265343666,0.5729749417249417,0.5821917808219178,0.5642579825504089,0.7695493704440026,63.63013698630137,0.0
ema,r2_main_e2e,23,r4_peak,0.2,0.0707242265343666,0.5243548118548118,0.5342465753424658,0.5105755563178167,0.1718025182239894,14.205479452054794,0.0
ema,r2_main_e2e,23,r4_count_only,0.2,0.0707242265343666,0.1456071706071706,0.1438356164383561,0.1000556993414136,0.1718025182239894,14.205479452054794,0.0
ema,r2_main_e2e,23,r3_gate,0.4,0.2717154622077942,0.5561029248529248,0.5684931506849316,0.5486980932193786,0.5729787939032471,47.37671232876713,0.0
ema,r2_main_e2e,23,r4_peak,0.4,0.2717154622077942,0.520127095127095,0.5342465753424658,0.5106129993970802,0.1326209410205434,10.965753424657532,0.0
ema,r2_main_e2e,23,r4_count_only,0.4,0.2717154622077942,0.1161630036630036,0.1232876712328767,0.0827739763223634,0.1326209410205434,10.965753424657532,0.0
ema,r2_main_e2e,23,r3_gate,0.6,0.5437604188919067,0.4853687978687978,0.5,0.4819473536161135,0.3596752816434725,29.73972602739726,0.0
ema,r2_main_e2e,23,r4_peak,0.6,0.5437604188919067,0.4346764346764347,0.4452054794520548,0.4366622429857723,0.0870609675281643,7.198630136986301,0.0
ema,r2_main_e2e,23,r4_count_only,0.6,0.5437604188919067,0.1316461316461316,0.136986301369863,0.0884766474066009,0.0870609675281643,7.198630136986301,0.0
ema,r2_main_e2e,23,r3_gate,0.8,0.936435341835022,0.3907412032412032,0.3972602739726027,0.4050717361720772,0.1683233929754804,13.917808219178085,0.1301369863013698
ema,r2_main_e2e,23,r4_peak,0.8,0.936435341835022,0.401789183039183,0.410958904109589,0.411150518532849,0.0420808482438701,3.4794520547945207,0.1438356164383561
ema,r2_main_e2e,23,r4_count_only,0.8,0.936435341835022,0.1607989232989232,0.1643835616438356,0.1260276155118238,0.0420808482438701,3.4794520547945207,0.1438356164383561
ema,r2_main_e2e,23,r3_gate,0.9,1.2506802082061768,0.2430520868020868,0.2397260273972602,0.2306079167858973,0.0838303512259774,6.931506849315069,0.410958904109589
ema,r2_main_e2e,23,r4_peak,0.9,1.2506802082061768,0.2680271117771117,0.2671232876712329,0.2781087061177157,0.021040424121935,1.7397260273972603,0.4246575342465753
ema,r2_main_e2e,23,r4_count_only,0.9,1.2506802082061768,0.1224358974358974,0.1301369863013698,0.0885601306407852,0.021040424121935,1.7397260273972603,0.4246575342465753
ema,r2_main_e2e,37,r2_dense,0.0,-inf,0.5065497002997003,0.5136986301369864,0.4935417351826021,1.0,82.68493150684931,0.0
ema,r2_main_e2e,37,r2_hard_token,0.0,-inf,0.4290854978354978,0.4315068493150685,0.4143375469597033,1.0,82.68493150684931,0.0
ema,r2_main_e2e,37,magnitude_only,0.0,-inf,0.17261211011211,0.1780821917808219,0.1345339996320388,1.0,,0.0
ema,r2_main_e2e,37,r3_gate,0.2,0.1063893064856529,0.5125020812520812,0.5205479452054794,0.5015162340239739,0.7649933730947648,63.25342465753425,0.0
ema,r2_main_e2e,37,r4_peak,0.2,0.1063893064856529,0.5428300865800865,0.5547945205479452,0.5411057399548448,0.1731278992710404,14.315068493150685,0.0
ema,r2_main_e2e,37,r4_count_only,0.2,0.1063893064856529,0.1394452769452769,0.1438356164383561,0.1167130054900952,0.1731278992710404,14.315068493150685,0.0
ema,r2_main_e2e,37,r3_gate,0.4,0.3961535692214966,0.4549263236763236,0.4589041095890411,0.4277861271282324,0.5620444002650762,46.47260273972603,0.0
ema,r2_main_e2e,37,r4_peak,0.4,0.3961535692214966,0.4808170995670995,0.4863013698630137,0.4654720097444556,0.1316269052352551,10.883561643835616,0.0
ema,r2_main_e2e,37,r4_count_only,0.4,0.3961535692214966,0.114088689088689,0.1164383561643835,0.0720103698044874,0.1316269052352551,10.883561643835616,0.0
ema,r2_main_e2e,37,r3_gate,0.6,0.7587283849716187,0.4060307747807748,0.4041095890410959,0.399206217240273,0.3676275679257786,30.3972602739726,0.0
ema,r2_main_e2e,37,r4_peak,0.6,0.7587283849716187,0.4407738095238095,0.4383561643835616,0.4319671552217992,0.0878893306825712,7.267123287671233,0.0
ema,r2_main_e2e,37,r4_count_only,0.6,0.7587283849716187,0.184536297036297,0.184931506849315,0.138301767914593,0.0878893306825712,7.267123287671233,0.0
ema,r2_main_e2e,37,r3_gate,0.8,1.2741446495056152,0.2857739482739482,0.2876712328767123,0.2903666038213442,0.1776838966202783,14.691780821917808,0.1164383561643835
ema,r2_main_e2e,37,r4_peak,0.8,1.2741446495056152,0.2704718892218892,0.2808219178082192,0.262561674562582,0.0444831013916501,3.6780821917808217,0.1164383561643835
ema,r2_main_e2e,37,r4_count_only,0.8,1.2741446495056152,0.1363220113220113,0.1438356164383561,0.0697938504542278,0.0444831013916501,3.6780821917808217,0.1164383561643835
ema,r2_main_e2e,37,r3_gate,0.9,1.717149257659912,0.2626859251859252,0.2671232876712329,0.2833609055638487,0.0853214049039098,7.054794520547945,0.3835616438356164
ema,r2_main_e2e,37,r4_peak,0.9,1.717149257659912,0.2338911088911088,0.2397260273972602,0.2478559614109486,0.0232770046388336,1.9246575342465757,0.3835616438356164
ema,r2_main_e2e,37,r4_count_only,0.9,1.717149257659912,0.1536331723831723,0.1438356164383561,0.1140599238160213,0.0232770046388336,1.9246575342465757,0.3835616438356164
