temporal_mode,source_method,seed,representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
t0,r0b_analog,23,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.5553030303030303,0.5547945205479452,0.5548296858144056,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r0_direct_l2,0.0,-inf,0.5951208513708514,0.6027397260273972,0.5886323296910186,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r0a_integrated_128d,0.0,-inf,0.5951208513708514,0.6027397260273972,0.5886323296910186,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r0b_analog_16d,0.0,-inf,0.5037712287712287,0.5,0.4932621118895628,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r1_main_what_posthoc,0.0,-inf,0.4856893106893106,0.4863013698630137,0.475109131446294,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r2_main_activity_x_what_posthoc,0.0,-inf,0.4875624375624375,0.4863013698630137,0.4791913044678109,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.5209457209457209,0.5273972602739726,0.5234501955279943,1.0,82.68493150684931,0.0
t0,r0b_analog,37,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.5096583971583971,0.5068493150684932,0.5102536612766791,1.0,82.68493150684931,0.0
t0,r2_main_frozen,11,r2_dense,0.0,-inf,0.5312250249750249,0.541095890410959,0.5216030235338015,1.0,82.68493150684931,0.0
t0,r2_main_frozen,11,r2_hard_token,0.0,-inf,0.4653311965811965,0.4726027397260274,0.4558780093243008,1.0,82.68493150684931,0.0
t0,r2_main_frozen,11,magnitude_only,0.0,-inf,0.1395215895215895,0.1438356164383561,0.0943985680885613,1.0,,0.0
t0,r2_main_frozen,11,r3_gate,0.2,0.0583608634769916,0.525272644022644,0.5342465753424658,0.5166827023091325,0.7817263088137839,64.63698630136986,0.0
t0,r2_main_frozen,11,r4_peak,0.2,0.0583608634769916,0.531461593961594,0.541095890410959,0.5214840290193471,0.4556825712392313,37.67808219178082,0.0
t0,r2_main_frozen,11,r4_count_only,0.2,0.0583608634769916,0.2054036241536241,0.1986301369863013,0.1695507966629711,0.4556825712392313,37.67808219178082,0.0
t0,r2_main_frozen,11,r3_gate,0.4,0.2517661452293396,0.5237255799755799,0.5342465753424658,0.5175654473702663,0.5840788601722995,48.2945205479452,0.0
t0,r2_main_frozen,11,r4_peak,0.4,0.2517661452293396,0.5441239316239316,0.5547945205479452,0.5330543225301941,0.3521371769383697,29.116438356164384,0.0
t0,r2_main_frozen,11,r4_count_only,0.4,0.2517661452293396,0.1694930069930069,0.1712328767123287,0.1443991945903391,0.3521371769383697,29.116438356164384,0.0
t0,r2_main_frozen,11,r3_gate,0.6,0.5018942356109619,0.475996225996226,0.4931506849315068,0.4660661771766581,0.3844433399602385,31.78767123287671,0.0
t0,r2_main_frozen,11,r4_peak,0.6,0.5018942356109619,0.5086822899322899,0.5205479452054794,0.4945256645331239,0.2422962226640159,20.034246575342465,0.0
t0,r2_main_frozen,11,r4_count_only,0.6,0.5018942356109619,0.1498099123099123,0.1506849315068493,0.115870784010409,0.2422962226640159,20.034246575342465,0.0
t0,r2_main_frozen,11,r3_gate,0.8,0.8556208610534668,0.428016428016428,0.4383561643835616,0.4183470890800112,0.1940026507620941,16.041095890410958,0.0
t0,r2_main_frozen,11,r4_peak,0.8,0.8556208610534668,0.4450167887667887,0.4520547945205479,0.43603289908465,0.1342776673293572,11.102739726027398,0.0
t0,r2_main_frozen,11,r4_count_only,0.8,0.8556208610534668,0.1388611388611388,0.1438356164383561,0.1038179543305792,0.1342776673293572,11.102739726027398,0.0
t0,r2_main_frozen,11,r3_gate,0.9,1.1547919511795044,0.3590839715839715,0.3698630136986301,0.3401637987659493,0.0931080185553346,7.698630136986301,0.0068493150684931
t0,r2_main_frozen,11,r4_peak,0.9,1.1547919511795044,0.390469252969253,0.4041095890410959,0.3784915711507563,0.0699138502319416,5.780821917808219,0.0068493150684931
t0,r2_main_frozen,11,r4_count_only,0.9,1.1547919511795044,0.1294885669885669,0.136986301369863,0.0974450277554289,0.0699138502319416,5.780821917808219,0.0068493150684931
t0,r2_main_frozen,23,r2_dense,0.0,-inf,0.5418782606282605,0.547945205479452,0.5360763031607021,1.0,82.68493150684931,0.0
t0,r2_main_frozen,23,r2_hard_token,0.0,-inf,0.5019112831612831,0.5136986301369864,0.5068939598895016,1.0,82.68493150684931,0.0
t0,r2_main_frozen,23,magnitude_only,0.0,-inf,0.1726884226884227,0.1780821917808219,0.1262612320583334,1.0,,0.0
t0,r2_main_frozen,23,r3_gate,0.2,0.0649351328611373,0.5383068320568319,0.541095890410959,0.5387176524101076,0.7791583830351226,64.42465753424658,0.0
t0,r2_main_frozen,23,r4_peak,0.2,0.0649351328611373,0.5193965756465756,0.5273972602739726,0.5190455590230704,0.4478959575878065,37.03424657534247,0.0
t0,r2_main_frozen,23,r4_count_only,0.2,0.0649351328611373,0.1819028194028193,0.184931506849315,0.1406774704975917,0.4478959575878065,37.03424657534247,0.0
t0,r2_main_frozen,23,r3_gate,0.4,0.2979454398155212,0.5433032245532244,0.541095890410959,0.5364517537939698,0.5795228628230616,47.917808219178085,0.0
t0,r2_main_frozen,23,r4_peak,0.4,0.2979454398155212,0.5119942557442557,0.5205479452054794,0.5127106486301888,0.3426110006626905,28.328767123287676,0.0
t0,r2_main_frozen,23,r4_count_only,0.4,0.2979454398155212,0.1743270618270618,0.1780821917808219,0.1468709539740013,0.3426110006626905,28.328767123287676,0.0
t0,r2_main_frozen,23,r3_gate,0.6,0.6051973104476929,0.4754440004440003,0.4794520547945205,0.4677839989686558,0.3798045062955599,31.40410958904109,0.0
t0,r2_main_frozen,23,r4_peak,0.6,0.6051973104476929,0.5111943611943611,0.5136986301369864,0.5120150774799731,0.2335984095427435,19.315068493150687,0.0
t0,r2_main_frozen,23,r4_count_only,0.6,0.6051973104476929,0.1950840825840826,0.1986301369863013,0.1661585725738706,0.2335984095427435,19.315068493150687,0.0
t0,r2_main_frozen,23,r3_gate,0.8,1.061820387840271,0.4576340326340327,0.4589041095890411,0.4374063697652408,0.1776010603048376,14.684931506849315,0.0
t0,r2_main_frozen,23,r4_peak,0.8,1.061820387840271,0.4700729825729826,0.4726027397260274,0.4672983773991839,0.11779324055666,9.73972602739726,0.0
t0,r2_main_frozen,23,r4_count_only,0.8,1.061820387840271,0.2143370518370518,0.2123287671232876,0.1738260105907164,0.11779324055666,9.73972602739726,0.0
t0,r2_main_frozen,23,r3_gate,0.9,1.4439493417739868,0.3936882561882562,0.3972602739726027,0.386813457654353,0.0849900596421471,7.027397260273973,0.0342465753424657
t0,r2_main_frozen,23,r4_peak,0.9,1.4439493417739868,0.3983016983016982,0.4041095890410959,0.3918645354139893,0.0596421471172962,4.931506849315069,0.0410958904109589
t0,r2_main_frozen,23,r4_count_only,0.9,1.4439493417739868,0.1787892662892662,0.1780821917808219,0.1401894603821929,0.0596421471172962,4.931506849315069,0.0410958904109589
t0,r2_main_frozen,37,r2_dense,0.0,-inf,0.5312021312021311,0.5342465753424658,0.5159891685544731,1.0,82.68493150684931,0.0
t0,r2_main_frozen,37,r2_hard_token,0.0,-inf,0.4781628094128093,0.4726027397260274,0.4573907241937371,1.0,82.68493150684931,0.0
t0,r2_main_frozen,37,magnitude_only,0.0,-inf,0.136974136974137,0.136986301369863,0.0914048158165805,1.0,,0.0
t0,r2_main_frozen,37,r3_gate,0.2,0.057988978922367,0.5234009046509046,0.5273972602739726,0.5102370309848324,0.7743538767395626,64.02739726027397,0.0
t0,r2_main_frozen,37,r4_peak,0.2,0.057988978922367,0.4955870518370517,0.5,0.4853411191678454,0.4545228628230616,37.58219178082192,0.0
t0,r2_main_frozen,37,r4_count_only,0.2,0.057988978922367,0.1746045621045621,0.184931506849315,0.1623487988091411,0.4545228628230616,37.58219178082192,0.0
t0,r2_main_frozen,37,r3_gate,0.4,0.2642470598220825,0.5290535853035853,0.5342465753424658,0.5184450603695024,0.5703280318091452,47.15753424657535,0.0
t0,r2_main_frozen,37,r4_peak,0.4,0.2642470598220825,0.5338404650904651,0.541095890410959,0.5217801794335634,0.3447647448641484,28.506849315068493,0.0
t0,r2_main_frozen,37,r4_count_only,0.4,0.2642470598220825,0.1431429681429681,0.1506849315068493,0.1153637090244477,0.3447647448641484,28.506849315068493,0.0
t0,r2_main_frozen,37,r3_gate,0.6,0.5310003161430359,0.4921127483627484,0.4931506849315068,0.4756877990430622,0.3719350563286945,30.753424657534246,0.0
t0,r2_main_frozen,37,r4_peak,0.6,0.5310003161430359,0.4619158619158619,0.4657534246575342,0.4446765396360452,0.2337640821736249,19.328767123287676,0.0
t0,r2_main_frozen,37,r4_count_only,0.6,0.5310003161430359,0.1696650571650571,0.1780821917808219,0.1411186739005366,0.2337640821736249,19.328767123287676,0.0
t0,r2_main_frozen,37,r3_gate,0.8,0.9391783475875854,0.4177641802641803,0.4178082191780822,0.3918674340080678,0.1863817097415507,15.41095890410959,0.0
t0,r2_main_frozen,37,r4_peak,0.8,0.9391783475875854,0.4261675824175824,0.4315068493150685,0.4060165898244391,0.1213552021206096,10.034246575342468,0.0068493150684931
t0,r2_main_frozen,37,r4_count_only,0.8,0.9391783475875854,0.1674506049506049,0.1712328767123287,0.1374152013633381,0.1213552021206096,10.034246575342468,0.0068493150684931
t0,r2_main_frozen,37,r3_gate,0.9,1.2826350927352903,0.4042360417360418,0.4041095890410959,0.4029237479241201,0.0906229290921139,7.493150684931507,0.0616438356164383
t0,r2_main_frozen,37,r4_peak,0.9,1.2826350927352903,0.3446400821400821,0.3561643835616438,0.3343814540008247,0.0632869449966865,5.232876712328767,0.0616438356164383
t0,r2_main_frozen,37,r4_count_only,0.9,1.2826350927352903,0.1848346098346098,0.1917808219178082,0.1316692538529099,0.0632869449966865,5.232876712328767,0.0616438356164383
t0,r2_main_e2e,11,r2_dense,0.0,-inf,0.5063644688644687,0.5205479452054794,0.4953244100421519,1.0,82.68493150684931,0.0
t0,r2_main_e2e,11,r2_hard_token,0.0,-inf,0.4659895659895659,0.4726027397260274,0.4534104837114729,1.0,82.68493150684931,0.0
t0,r2_main_e2e,11,magnitude_only,0.0,-inf,0.1498598623598623,0.1506849315068493,0.1128962653023383,1.0,,0.0
t0,r2_main_e2e,11,r3_gate,0.2,0.0691880732774734,0.513532301032301,0.5273972602739726,0.4948743023637834,0.7746023856858847,64.04794520547945,0.0
t0,r2_main_e2e,11,r4_peak,0.2,0.0691880732774734,0.5142628205128205,0.5273972602739726,0.489924255658112,0.4810304837640822,39.773972602739725,0.0
t0,r2_main_e2e,11,r4_count_only,0.2,0.0691880732774734,0.1434759684759684,0.1438356164383561,0.1034725378309683,0.4810304837640822,39.773972602739725,0.0
t0,r2_main_e2e,11,r3_gate,0.4,0.2869894206523895,0.4895965145965145,0.5,0.4803159049339016,0.5688369781312127,47.03424657534247,0.0
t0,r2_main_e2e,11,r4_peak,0.4,0.2869894206523895,0.4954899267399266,0.5068493150684932,0.4794001551293629,0.3658051689860835,30.246575342465757,0.0
t0,r2_main_e2e,11,r4_count_only,0.4,0.2869894206523895,0.1627088189588189,0.1643835616438356,0.1322230660609476,0.3658051689860835,30.246575342465757,0.0
t0,r2_main_e2e,11,r3_gate,0.6,0.5633922815322876,0.4518009768009767,0.4589041095890411,0.4474239417456317,0.3593439363817097,29.71232876712329,0.0
t0,r2_main_e2e,11,r4_peak,0.6,0.5633922815322876,0.4670426795426795,0.4794520547945205,0.4503631874125883,0.2425447316103379,20.054794520547944,0.0
t0,r2_main_e2e,11,r4_count_only,0.6,0.5633922815322876,0.1577602952602952,0.1643835616438356,0.12820802278447,0.2425447316103379,20.054794520547944,0.0
t0,r2_main_e2e,11,r3_gate,0.8,0.9544101357460022,0.4506847319347318,0.4589041095890411,0.4283603799244875,0.170311464546057,14.082191780821915,0.0
t0,r2_main_e2e,11,r4_peak,0.8,0.9544101357460022,0.4573946886446886,0.4726027397260274,0.4422235587485274,0.1245858184227965,10.3013698630137,0.0
t0,r2_main_e2e,11,r4_count_only,0.8,0.9544101357460022,0.1471944721944721,0.1506849315068493,0.1321041495777196,0.1245858184227965,10.3013698630137,0.0
t0,r2_main_e2e,11,r3_gate,0.9,1.2851630449295044,0.3604020979020979,0.3698630136986301,0.3505267405928385,0.0783631544068919,6.47945205479452,0.0136986301369863
t0,r2_main_e2e,11,r4_peak,0.9,1.2851630449295044,0.404485791985792,0.4041095890410959,0.3899695912389411,0.0608846918489065,5.034246575342466,0.0205479452054794
t0,r2_main_e2e,11,r4_count_only,0.9,1.2851630449295044,0.1277902652902653,0.1301369863013698,0.1031438930845221,0.0608846918489065,5.034246575342466,0.0205479452054794
t0,r2_main_e2e,23,r2_dense,0.0,-inf,0.5601911976911976,0.5684931506849316,0.5663566388663328,1.0,82.68493150684931,0.0
t0,r2_main_e2e,23,r2_hard_token,0.0,-inf,0.4792429792429792,0.4863013698630137,0.4833018871202565,1.0,82.68493150684931,0.0
t0,r2_main_e2e,23,magnitude_only,0.0,-inf,0.1707424519924519,0.1712328767123287,0.1299521377092512,1.0,,0.0
t0,r2_main_e2e,23,r3_gate,0.2,0.0665428638458252,0.5601911976911976,0.5684931506849316,0.5687103672622522,0.7784128561961564,64.36301369863014,0.0
t0,r2_main_e2e,23,r4_peak,0.2,0.0665428638458252,0.5439574314574315,0.547945205479452,0.5418048411545181,0.4478959575878065,37.03424657534247,0.0
t0,r2_main_e2e,23,r4_count_only,0.2,0.0665428638458252,0.1757159507159507,0.1780821917808219,0.1555473617830597,0.4478959575878065,37.03424657534247,0.0
t0,r2_main_e2e,23,r3_gate,0.4,0.2906464338302612,0.5812950937950937,0.589041095890411,0.5896306047633054,0.5837475149105368,48.26712328767123,0.0
t0,r2_main_e2e,23,r4_peak,0.4,0.2906464338302612,0.5812950937950937,0.589041095890411,0.5838496968431178,0.3402087475149105,28.13013698630137,0.0
t0,r2_main_e2e,23,r4_count_only,0.4,0.2906464338302612,0.1725302475302475,0.1780821917808219,0.1370809754027515,0.3402087475149105,28.13013698630137,0.0
t0,r2_main_e2e,23,r3_gate,0.6,0.5840511322021484,0.536787518037518,0.541095890410959,0.5402219362285678,0.3852717031146455,31.856164383561644,0.0
t0,r2_main_e2e,23,r4_peak,0.6,0.5840511322021484,0.5454455266955266,0.5547945205479452,0.550166845753146,0.2336812458581842,19.32191780821918,0.0
t0,r2_main_e2e,23,r4_count_only,0.6,0.5840511322021484,0.1612567987567987,0.1643835616438356,0.1251205738705738,0.2336812458581842,19.32191780821918,0.0
t0,r2_main_e2e,23,r3_gate,0.8,1.0349326133728027,0.495792402042402,0.5,0.4869415547041324,0.187624254473161,15.513698630136986,0.0
t0,r2_main_e2e,23,r4_peak,0.8,1.0349326133728027,0.547041847041847,0.5616438356164384,0.5394709656359598,0.1209410205434062,10.0,0.0
t0,r2_main_e2e,23,r4_count_only,0.8,1.0349326133728027,0.1734730547230547,0.1712328767123287,0.1473504918316141,0.1209410205434062,10.0,0.0
t0,r2_main_e2e,23,r3_gate,0.9,1.4310232400894165,0.3919233544233544,0.3972602739726027,0.3753216733362109,0.0839131875414181,6.938356164383562,0.0616438356164383
t0,r2_main_e2e,23,r4_peak,0.9,1.4310232400894165,0.421613109113109,0.4246575342465753,0.419701300168052,0.05649436713055,4.671232876712328,0.0616438356164383
t0,r2_main_e2e,23,r4_count_only,0.9,1.4310232400894165,0.1671009546009546,0.1712328767123287,0.1300640595596736,0.05649436713055,4.671232876712328,0.0616438356164383
t0,r2_main_e2e,37,r2_dense,0.0,-inf,0.5420475357975358,0.547945205479452,0.5313007024458768,1.0,82.68493150684931,0.0
t0,r2_main_e2e,37,r2_hard_token,0.0,-inf,0.4953595016095016,0.4931506849315068,0.473293941670686,1.0,82.68493150684931,0.0
t0,r2_main_e2e,37,magnitude_only,0.0,-inf,0.1293983793983794,0.1301369863013698,0.0765678765678765,1.0,,0.0
t0,r2_main_e2e,37,r3_gate,0.2,0.0581404194235801,0.5301427738927739,0.5342465753424658,0.5189372462289129,0.7753479125248509,64.10958904109589,0.0
t0,r2_main_e2e,37,r4_peak,0.2,0.0581404194235801,0.4952263014763014,0.5,0.4865744538269176,0.4664512922465209,38.56849315068493,0.0
t0,r2_main_e2e,37,r4_count_only,0.2,0.0581404194235801,0.2064477189477189,0.2191780821917808,0.1793013001026925,0.4664512922465209,38.56849315068493,0.0
t0,r2_main_e2e,37,r3_gate,0.4,0.264451265335083,0.5172459484959485,0.5205479452054794,0.5091859894491474,0.5796056991385024,47.92465753424658,0.0
t0,r2_main_e2e,37,r4_peak,0.4,0.264451265335083,0.5157960095460096,0.5205479452054794,0.5018828767956343,0.3580185553346587,29.6027397260274,0.0
t0,r2_main_e2e,37,r4_count_only,0.4,0.264451265335083,0.1833194583194583,0.1917808219178082,0.1549835875816267,0.3580185553346587,29.6027397260274,0.0
t0,r2_main_e2e,37,r3_gate,0.6,0.5335559844970703,0.4785866910866911,0.4794520547945205,0.4616071186282636,0.3860172299536116,31.91780821917808,0.0
t0,r2_main_e2e,37,r4_peak,0.6,0.5335559844970703,0.4709589022089022,0.4726027397260274,0.4579483200742231,0.2493373094764744,20.616438356164384,0.0
t0,r2_main_e2e,37,r4_count_only,0.6,0.5335559844970703,0.1414432789432789,0.1506849315068493,0.096835374234755,0.2493373094764744,20.616438356164384,0.0
t0,r2_main_e2e,37,r3_gate,0.8,0.9450805187225342,0.4238518426018425,0.4315068493150685,0.4114167672584188,0.1874585818422796,15.5,0.0
t0,r2_main_e2e,37,r4_peak,0.8,0.9450805187225342,0.4440899378399378,0.4520547945205479,0.4313732333152087,0.1288104705102717,10.650684931506849,0.0
t0,r2_main_e2e,37,r4_count_only,0.8,0.9450805187225342,0.1317363192363192,0.1438356164383561,0.0908211163089463,0.1288104705102717,10.650684931506849,0.0
t0,r2_main_e2e,37,r3_gate,0.9,1.2923554182052612,0.403085803085803,0.4041095890410959,0.4028210365400322,0.0885520212060967,7.321917808219178,0.0410958904109589
t0,r2_main_e2e,37,r4_peak,0.9,1.2923554182052612,0.3752719502719503,0.3767123287671233,0.3695310980228312,0.0643638170974155,5.321917808219178,0.0410958904109589
t0,r2_main_e2e,37,r4_count_only,0.9,1.2923554182052612,0.1309523809523809,0.1438356164383561,0.0551249362570117,0.0643638170974155,5.321917808219178,0.0410958904109589
raw,r0b_analog,11,r0_direct_l2,0.0,-inf,0.5758297258297258,0.5958904109589042,0.5647219342648474,1.0,82.68493150684931,0.0
raw,r0b_analog,11,r0a_integrated_128d,0.0,-inf,0.5161477411477411,0.5273972602739726,0.5037371394492463,1.0,82.68493150684931,0.0
raw,r0b_analog,11,r0b_analog_16d,0.0,-inf,0.3633900821400821,0.3835616438356164,0.3432209081996321,1.0,82.68493150684931,0.0
raw,r0b_analog,11,r1_main_what_posthoc,0.0,-inf,0.4129301254301254,0.4246575342465753,0.4051850443500749,1.0,82.68493150684931,0.0
raw,r0b_analog,11,r2_main_activity_x_what_posthoc,0.0,-inf,0.4066509879009878,0.4246575342465753,0.402297370694867,1.0,82.68493150684931,0.0
raw,r0b_analog,11,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.3706300643800644,0.3698630136986301,0.3566565677404893,1.0,82.68493150684931,0.0
raw,r0b_analog,11,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.3987776112776113,0.4041095890410959,0.3882139948544246,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r0_direct_l2,0.0,-inf,0.5878697691197691,0.6027397260273972,0.5918189327859674,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r0a_integrated_128d,0.0,-inf,0.5390873015873016,0.547945205479452,0.5277767784642319,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r0b_analog_16d,0.0,-inf,0.5482344044844044,0.5547945205479452,0.544962514835384,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r1_main_what_posthoc,0.0,-inf,0.4990571928071928,0.5,0.5010353746580402,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r2_main_activity_x_what_posthoc,0.0,-inf,0.5469086469086468,0.5547945205479452,0.5463584086522617,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.4323523698523698,0.4383561643835616,0.428679217902616,1.0,82.68493150684931,0.0
raw,r0b_analog,23,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.4923090798090797,0.5,0.4807693562027927,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r0_direct_l2,0.0,-inf,0.5951208513708514,0.6027397260273972,0.5886323296910186,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r0a_integrated_128d,0.0,-inf,0.5210699023199022,0.5273972602739726,0.5152861017277494,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r0b_analog_16d,0.0,-inf,0.5049332611832611,0.5068493150684932,0.4975322789048279,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r1_main_what_posthoc,0.0,-inf,0.3954927017427017,0.3972602739726027,0.3712952576987665,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r2_main_activity_x_what_posthoc,0.0,-inf,0.4403311965811965,0.4383561643835616,0.4268884020844805,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.3913961038961038,0.3904109589041096,0.363203584265443,1.0,82.68493150684931,0.0
raw,r0b_analog,37,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.4144230769230769,0.410958904109589,0.3821123040663232,1.0,82.68493150684931,0.0
raw,r2_main_frozen,11,r2_dense,0.0,-inf,0.4431949994449993,0.4589041095890411,0.4159799003248747,1.0,82.68493150684931,0.0
raw,r2_main_frozen,11,r2_hard_token,0.0,-inf,0.3599261849261849,0.3561643835616438,0.355858367921799,1.0,82.68493150684931,0.0
raw,r2_main_frozen,11,magnitude_only,0.0,-inf,0.1581335331335331,0.1643835616438356,0.0672481640223575,1.0,,0.0
raw,r2_main_frozen,11,r3_gate,0.2,0.0222568996250629,0.4367847430347431,0.4520547945205479,0.4117826549811845,0.7755964214711729,64.13013698630137,0.0
raw,r2_main_frozen,11,r4_peak,0.2,0.0222568996250629,0.4132575757575757,0.4246575342465753,0.3981414891438111,0.1689032471835652,13.965753424657532,0.0
raw,r2_main_frozen,11,r4_count_only,0.2,0.0222568996250629,0.1552281052281052,0.1575342465753424,0.1098172261480958,0.1689032471835652,13.965753424657532,0.0
raw,r2_main_frozen,11,r3_gate,0.4,0.0824928507208824,0.4300747863247862,0.4452054794520548,0.4086593306274351,0.5928595096090126,49.02054794520548,0.0
raw,r2_main_frozen,11,r4_peak,0.4,0.0824928507208824,0.4591651404151404,0.4726027397260274,0.447918747918748,0.1336978131212723,11.054794520547944,0.0
raw,r2_main_frozen,11,r4_count_only,0.4,0.0824928507208824,0.1543623043623043,0.1575342465753424,0.1211692824494922,0.1336978131212723,11.054794520547944,0.0
raw,r2_main_frozen,11,r3_gate,0.6,0.1668715178966522,0.3187944000444,0.3287671232876712,0.3057658759126197,0.3993538767395626,33.02054794520548,0.0
raw,r2_main_frozen,11,r4_peak,0.6,0.1668715178966522,0.3508880008880009,0.363013698630137,0.3289641181345986,0.0951789264413518,7.86986301369863,0.0
raw,r2_main_frozen,11,r4_count_only,0.6,0.1668715178966522,0.1546148296148296,0.1575342465753424,0.1118091132358033,0.0951789264413518,7.86986301369863,0.0
raw,r2_main_frozen,11,r3_gate,0.8,0.3014760613441467,0.2778124653124653,0.2808219178082192,0.2689634779908117,0.1951623591782637,16.136986301369863,0.0342465753424657
raw,r2_main_frozen,11,r4_peak,0.8,0.3014760613441467,0.2451284826284826,0.2534246575342466,0.2288505922277852,0.0522697150430748,4.321917808219178,0.0342465753424657
raw,r2_main_frozen,11,r4_count_only,0.8,0.3014760613441467,0.1530636030636031,0.1506849315068493,0.1070361737028403,0.0522697150430748,4.321917808219178,0.0342465753424657
raw,r2_main_frozen,11,r3_gate,0.9,0.4095833003520965,0.1643273393273393,0.1712328767123287,0.144492758560096,0.1024685222001325,8.472602739726028,0.1643835616438356
raw,r2_main_frozen,11,r4_peak,0.9,0.4095833003520965,0.1840173715173715,0.184931506849315,0.1754601335483688,0.0318919814446653,2.636986301369863,0.1712328767123287
raw,r2_main_frozen,11,r4_count_only,0.9,0.4095833003520965,0.1208485958485958,0.1232876712328767,0.083687550702476,0.0318919814446653,2.636986301369863,0.1712328767123287
raw,r2_main_frozen,23,r2_dense,0.0,-inf,0.5290535853035853,0.5342465753424658,0.527940440146271,1.0,82.68493150684931,0.0
raw,r2_main_frozen,23,r2_hard_token,0.0,-inf,0.2474331224331224,0.2671232876712329,0.2069382140940111,1.0,82.68493150684931,0.0
raw,r2_main_frozen,23,magnitude_only,0.0,-inf,0.1824356199356199,0.1917808219178082,0.136189212612553,1.0,,0.0
raw,r2_main_frozen,23,r3_gate,0.2,0.0375663749873638,0.5235590798090798,0.5273972602739726,0.5249659428126908,0.7615142478462558,62.965753424657535,0.0
raw,r2_main_frozen,23,r4_peak,0.2,0.0375663749873638,0.4877115939615939,0.4931506849315068,0.4967194736860406,0.1581345261762756,13.075342465753424,0.0
raw,r2_main_frozen,23,r4_count_only,0.2,0.0375663749873638,0.1532731157731157,0.1575342465753424,0.1277609702428543,0.1581345261762756,13.075342465753424,0.0
raw,r2_main_frozen,23,r3_gate,0.4,0.1420885324478149,0.5116543179043178,0.5136986301369864,0.518343578890284,0.5640324718356527,46.636986301369866,0.0
