method,epoch,optimization_train_loss_mean,optimization_train_loss_std,optimization_train_loss_count,train_ba_mean,train_ba_std,train_ba_count,val_ba_mean,val_ba_std,val_ba_count,train_loss_mean,train_loss_std,train_loss_count,val_loss_mean,val_loss_std,val_loss_count,weight_frobenius_norm_mean,weight_frobenius_norm_std,weight_frobenius_norm_count,bias_l2_norm_mean,bias_l2_norm_std,bias_l2_norm_count,bias_span_mean,bias_span_std,bias_span_count,mean_row_cosine_to_init_mean,mean_row_cosine_to_init_std,mean_row_cosine_to_init_count,min_row_cosine_to_init_mean,min_row_cosine_to_init_std,min_row_cosine_to_init_count
H0_raw_no_bias,16,1.7413334289092273,0.02096090110013046,3,0.7606225582054061,0.03325293637694146,3,0.46506934423601093,0.04041300284562685,3,1.7172206846790894,0.021265202936569035,3,1.9197781880696614,0.016830482589497372,3,2.7812268662985775,0.020037286810564166,3,0.0,0.0,3,0.0,0.0,3,0.699335574402081,0.009106995726918692,3,0.6343604731343983,0.016847322107067114,3
H0_raw_no_bias,17,1.7050379425783098,0.02184880762159964,3,0.7689689674887226,0.03206974078970787,3,0.4801928010261343,0.04889976881653503,3,1.6816812440436664,0.02224048753586975,3,1.8954508304595947,0.01849022217206943,3,2.8600350979738365,0.021981871506697018,3,0.0,0.0,3,0.0,0.0,3,0.6792226189075675,0.009304764838092604,3,0.6107682060364296,0.015919779441007052,3
H0_raw_no_bias,18,1.669945856653543,0.02247405690532547,3,0.7806635805727516,0.026082940609997662,3,0.46048380631713953,0.03242956987618569,3,1.6474623565214228,0.02317557086659063,3,1.8724875847498577,0.01947133697969546,3,2.9398891260737408,0.02389289217040918,3,0.0,0.0,3,0.0,0.0,3,0.6599856861812134,0.00955207319820105,3,0.5887860780910502,0.014932274433939467,3
H0_raw_no_bias,19,1.6362724338395802,0.02346788552974355,3,0.7899639758884863,0.024078310972300232,3,0.47648909732243067,0.032527260951753484,3,1.614501332320226,0.02402887622816763,3,1.8499099810918171,0.020329488505508746,3,3.0205221649311986,0.0254191388833006,3,0.0,0.0,3,0.0,0.0,3,0.6417194158798634,0.009749698824429014,3,0.5681675803653036,0.014174193236632033,3
H0_raw_no_bias,20,1.6038428209871654,0.024608389784750644,3,0.7967229966909932,0.02124025378484858,3,0.4849887766554433,0.035083339582633884,3,1.5827521257405983,0.02464106442986566,3,1.8284784158070881,0.02032658660931684,3,3.101482359450284,0.02701576219034663,3,0.0,0.0,3,0.0,0.0,3,0.6244929747229401,0.009944219716138172,3,0.548765554655791,0.013455923539753908,3
H0_raw_no_bias,21,1.5722644121839748,0.02478521003476714,3,0.8128287877599923,0.020658979847790755,3,0.4917768959435626,0.029728595260767824,3,1.552039158802503,0.025332373232964025,3,1.808302879333496,0.020016422241411123,3,3.182673956354428,0.02875663307753633,3,0.0,0.0,3,0.0,0.0,3,0.6079849787516535,0.010189277290995847,3,0.5301620581972482,0.01242306284398272,3
H0_raw_no_bias,22,1.5419127539663702,0.025664576052322138,3,0.8177241513163814,0.027942051179622646,3,0.4862213403880071,0.02586403026985929,3,1.5226251508611,0.026088165368768422,3,1.788927396138509,0.02025358519109203,3,3.2640080278597985,0.030699887376753974,3,0.0,0.0,3,0.0,0.0,3,0.5923638857388293,0.010329669026165127,3,0.5124686857870085,0.01135239380922623,3
H0_raw_no_bias,23,1.5128204542128298,0.026450368354440475,3,0.8258962636527115,0.026638854621700635,3,0.4927469135802469,0.036734682403198896,3,1.4940514849713666,0.026768785902925127,3,1.7698413928349812,0.02051057042439629,3,3.3454173064323505,0.0319586214749568,3,0.0,0.0,3,0.0,0.0,3,0.5773496278862374,0.010475849645710572,3,0.4957642060986311,0.010099979350449987,3
H0_raw_no_bias,24,1.484659928463002,0.02715534066994548,3,0.8338000882573321,0.02790235513278595,3,0.4981481481481482,0.024068705917437656,3,1.4663950280765656,0.027277997305872482,3,1.7521840731302898,0.02127674461779622,3,3.4268663908919392,0.03340051611871308,3,0.0,0.0,3,0.0,0.0,3,0.5630123249266054,0.010414844693153817,3,0.4801352081060603,0.009156176224267435,3
H0_raw_no_bias,25,1.4572676040629717,0.027190232998046748,3,0.836723291397302,0.02402469419322164,3,0.5021164021164021,0.021387056900887345,3,1.4397102223684648,0.02778828824033958,3,1.7347771724065144,0.022284047819586268,3,3.508348988754386,0.03485296846057885,3,0.0,0.0,3,0.0,0.0,3,0.5494566347778459,0.010471296898429686,3,0.46533000122778284,0.008591714226165488,3
H0_raw_no_bias,26,1.4309247021557472,0.028171721507844017,3,0.8427028467384164,0.02465948192100094,3,0.5021164021164021,0.021387056900887345,3,1.4139669443503646,0.02823543046237723,3,1.7183502515157063,0.02360124046335898,3,3.5895967844314804,0.036161290597895066,3,0.0,0.0,3,0.0,0.0,3,0.5365390608661142,0.010491292805802018,3,0.4509995027730407,0.008363261583432193,3
H0_raw_no_bias,27,1.4055570212849515,0.028198582199400152,3,0.8478987056116409,0.02216000716164305,3,0.4951719576719576,0.026732150100063547,3,1.3891154487312216,0.028559362183528607,3,1.7032328844070435,0.02400805973112356,3,3.670627932504381,0.03725261706888835,3,0.0,0.0,3,0.0,0.0,3,0.524213995397166,0.010454671876734873,3,0.43750011730804245,0.00848734238794247,3
H0_raw_no_bias,28,1.3810685857985119,0.028995427604885503,3,0.8529681511823516,0.02529316848886969,3,0.49727633477633476,0.027973591784768388,3,1.3650319352617775,0.028938858681456913,3,1.6877551078796387,0.024047006357341416,3,3.751232345103857,0.03851326391482522,3,0.0,0.0,3,0.0,0.0,3,0.5124585162953917,0.010308690883574742,3,0.4245974839157441,0.008568552735644205,3
H0_raw_no_bias,29,1.3574196102970715,0.029536893916036186,3,0.8625601920547004,0.017980908589640396,3,0.504431216931217,0.020734811083917757,3,1.3418782391359392,0.029372943359205723,3,1.6735575993855794,0.024489883774622065,3,3.8309496536552223,0.039387933870830505,3,0.0,0.0,3,0.0,0.0,3,0.5012871646007055,0.010167309549142673,3,0.41244488824189335,0.008421776767093853,3
H0_raw_no_bias,30,1.334285506556517,0.029504764875338804,3,0.8642889955756186,0.02027956015766248,3,0.49959114959114953,0.017206702905540824,3,1.3193067437400094,0.029801724998808756,3,1.659348487854004,0.024796364652491326,3,3.9108490667090874,0.04024435255183474,3,0.0,0.0,3,0.0,0.0,3,0.4906824878640074,0.01005994673986649,3,0.40107844132151066,0.008342225998269408,3
H0_raw_no_bias,31,1.3119139106398128,0.029878657869630686,3,0.8691190622228642,0.02161192228301593,3,0.5042207792207792,0.020408031732275657,3,1.297580124589129,0.030079447467728875,3,1.6449778477350872,0.024842147320330236,3,3.9900681070298076,0.0411235485599828,3,0.0,0.0,3,0.0,0.0,3,0.4806075572734685,0.010043918142790532,3,0.3902473377156088,0.008250713614905331,3
H0_raw_no_bias,32,1.2903788902263018,0.03031449508386338,3,0.8702816609026206,0.023989736994741665,3,0.5042207792207792,0.020408031732275657,3,1.2765936194927066,0.030230694523568837,3,1.6311774651209514,0.0241569916538203,3,4.068704176746711,0.04171813491997213,3,0.0,0.0,3,0.0,0.0,3,0.4709664863706971,0.010028983970238034,3,0.37971152845023814,0.007962978181188985,3
H0_raw_no_bias,33,1.2698355725081025,0.030317677641784238,3,0.8722975346478851,0.022185904746808698,3,0.506535594035594,0.01720670290554083,3,1.2562531829906207,0.030546062047855316,3,1.618276317914327,0.025032334332937577,3,4.146937023905052,0.042495835608024016,3,0.0,0.0,3,0.0,0.0,3,0.46174893762714503,0.009987355123877238,3,0.3696471893421238,0.007724008515970005,3
H0_raw_no_bias,34,1.24962009572463,0.030495563611803764,3,0.8773565250899401,0.014002070927287903,3,0.5088504088504088,0.021035688683578992,3,1.2364512697691488,0.030807715094013168,3,1.6069044669469197,0.025673105980548307,3,4.224325523739859,0.04295257169960556,3,0.0,0.0,3,0.0,0.0,3,0.45290268123362226,0.009894418352347847,3,0.3599221140909074,0.007393008677433455,3
H0_raw_no_bias,35,1.2299859642777304,0.03082239215868532,3,0.8779419444070156,0.014532063508263488,3,0.506535594035594,0.02406226164721709,3,1.2173030060457897,0.031056565780865034,3,1.595542073249817,0.02595240605200466,3,4.301286317057699,0.04371102681762,3,0.0,0.0,3,0.0,0.0,3,0.4444549956248463,0.009765801390055426,3,0.3506430825277558,0.007095194202300988,3
H0_raw_no_bias,36,1.2110660580198995,0.031232190972361278,3,0.8807840469987491,0.013962249527650399,3,0.506072631072631,0.024183422576958335,3,1.198750511128124,0.03121883960055983,3,1.5847479502360027,0.025448467450984363,3,4.377599663140805,0.044544691547849354,3,0.0,0.0,3,0.0,0.0,3,0.4364034756509067,0.009578545531557679,3,0.34179672144627754,0.006891627728631527,3
H0_raw_no_bias,37,1.1925923223134367,0.03136848239741441,3,0.8824180339268537,0.010985085870090101,3,0.506072631072631,0.024183422576958335,3,1.1807783657767208,0.0314204289622937,3,1.5735366741816204,0.025898301516589974,3,4.453412648129555,0.04544515285699146,3,0.0,0.0,3,0.0,0.0,3,0.42873200569283426,0.009524954005893052,3,0.33341626313593786,0.0066835021054328,3
H0_raw_no_bias,38,1.1748307928981552,0.03141053022042628,3,0.884533227076993,0.01389007348010656,3,0.5037578162578162,0.027390972051163223,3,1.1633382621881132,0.03151224924879855,3,1.56374192237854,0.026374201134411714,3,4.528782741914236,0.04635039527574301,3,0.0,0.0,3,0.0,0.0,3,0.4213275423088494,0.009335861049987626,3,0.3254602346780988,0.006510201031866872,3
H0_raw_no_bias,39,1.157858070941472,0.031707422108743215,3,0.8891230660990216,0.017039625246522003,3,0.5067340067340067,0.022547841089765073,3,1.1464066409681697,0.03164362638434729,3,1.554363449414571,0.026884059052507545,3,4.603538096818736,0.04706499335557074,3,0.0,0.0,3,0.0,0.0,3,0.4141928960856731,0.009206432655284934,3,0.3178505615928333,0.006406468981715347,3
H0_raw_no_bias,40,1.140936367893383,0.03161489944468575,3,0.8914833865075457,0.015533729202662388,3,0.5067340067340067,0.022547841089765073,3,1.12998087400687,0.03176413262903018,3,1.5448292096455891,0.02704488043092236,3,4.677760991702948,0.04771823300108441,3,0.0,0.0,3,0.0,0.0,3,0.40734889816398256,0.009068965568705784,3,0.31056338645504517,0.006372484681553882,3
H0_raw_no_bias,41,1.1247050678394885,0.031770630356586664,3,0.8900497777195463,0.01416160794496264,3,0.5067340067340067,0.022547841089765073,3,1.114111019083637,0.031915548612282636,3,1.535713752110799,0.0267577087148206,3,4.751280509667107,0.04861773571846753,3,0.0,0.0,3,0.0,0.0,3,0.40082347945749414,0.00901206599324504,3,0.30343336542057886,0.006286447484316548,3
H0_raw_no_bias,42,1.1088901633034476,0.03197695013120866,3,0.88953457665551,0.013033639212012412,3,0.49957912457912457,0.01824689783320068,3,1.0986828139918465,0.03200793080158756,3,1.5258991320927937,0.02572541620914383,3,4.8240309413846685,0.048998898161495684,3,0.0,0.0,3,0.0,0.0,3,0.3945889997177318,0.009014021649444811,3,0.2967386689279987,0.006209819128917958,3
H0_raw_no_bias,43,1.0938840358337998,0.03223870044930426,3,0.8883682612974638,0.018309377374862556,3,0.4987073112073112,0.015165313772928745,3,1.0837103320618027,0.032186262825534405,3,1.517308274904887,0.025606585516086824,3,4.896199890932612,0.04949264013227845,3,0.0,0.0,3,0.0,0.0,3,0.3886322294865659,0.008981840827499655,3,0.2902586056028739,0.006030309678532241,3
H0_raw_no_bias,44,1.078909918657337,0.03240504528787581,3,0.8934440612617838,0.014129099796943182,3,0.505453342953343,0.018423816582138756,3,1.0690823953109299,0.0322470378013144,3,1.5082371234893799,0.025891115153675943,3,4.967573945186509,0.05007749895760627,3,0.0,0.0,3,0.0,0.0,3,0.3828338058805931,0.008891743102181077,3,0.28396993325728453,0.005609557922939721,3
H0_raw_no_bias,45,1.0644317517250486,0.03230355221212107,3,0.8956700537838977,0.009834925534035305,3,0.505453342953343,0.018423816582138756,3,1.0549566831591481,0.032336041451008,3,1.4999686479568481,0.026342685955221507,3,5.0384262197296685,0.050773413959572626,3,0.0,0.0,3,0.0,0.0,3,0.37723098437810515,0.00878426137262436,3,0.27784548696818795,0.005372507952804424,3
H0_raw_no_bias,46,1.0503809673650746,0.03232831022551716,3,0.8975373621369483,0.011161289999860418,3,0.5140512265512266,0.017028185557805112,3,1.0412236147411102,0.03239916863857122,3,1.492355187733968,0.026416566247964093,3,5.1085970251495425,0.05095526000577071,3,0.0,0.0,3,0.0,0.0,3,0.37185991614571345,0.008714026421560588,3,0.27222427594141063,0.005201969150053037,3
H0_raw_no_bias,47,1.0367929968284042,0.03229845774258785,3,0.8996082502293419,0.0076997869798832224,3,0.5117364117364117,0.019603068419567132,3,1.0279380710933377,0.03246607695607924,3,1.4850378036499023,0.027075895923373287,3,5.178153070710883,0.05129485359462318,3,0.0,0.0,3,0.0,0.0,3,0.3666488608749476,0.008641776941011092,3,0.26681917296124624,0.0050596893123543265,3
H0_raw_no_bias,48,1.023635614212395,0.03265055760688303,3,0.9007174008865105,0.009360698436230894,3,0.5203342953342953,0.01810013282297802,3,1.0149481218571095,0.032623616763478164,3,1.478310187657674,0.027770105810917555,3,5.246946721938843,0.051906984894504106,3,0.0,0.0,3,0.0,0.0,3,0.3616300879442706,0.008543580108490259,3,0.2615399473871786,0.004687449311750898,3
H0_raw_no_bias,49,1.0108121600700943,0.032598674892144554,3,0.9039527828529171,0.014328753280548334,3,0.5180194805194805,0.013750514493572735,3,1.0022796952238864,0.032709994788997776,3,1.471323847770691,0.02737073393738264,3,5.315237634282501,0.05284962843824759,3,0.0,0.0,3,0.0,0.0,3,0.3568079833384801,0.008450631060574837,3,0.2562803499219894,0.004552823093065698,3
H0_raw_no_bias,50,0.9982477275380033,0.032668692240723336,3,0.903952782852917,0.012973878787072183,3,0.5133898508898508,0.019902024297283348,3,0.9899930610645796,0.03270903059561177,3,1.4651652971903484,0.027569053331563367,3,5.382986901365915,0.05338427082378174,3,0.0,0.0,3,0.0,0.0,3,0.35217517348070776,0.008364078871573234,3,0.2512677481299665,0.004424947527181433,3
H0_raw_no_bias,51,0.9860515734688414,0.03249078473870262,3,0.9039632571280972,0.01154393732826102,3,0.5207551707551707,0.011278206467604347,3,0.977987305603695,0.0328154129660462,3,1.4584978421529133,0.028005571478948568,3,5.450291244244145,0.05406127145566929,3,0.0,0.0,3,0.0,0.0,3,0.34767054236033834,0.008252535324615846,3,0.2464628497124616,0.004388790241050012,3
H0_raw_no_bias,52,0.9741809488505518,0.03280232071673934,3,0.9037812142254662,0.00989113193061173,3,0.5193121693121693,0.023897645125934387,3,0.9663753546111828,0.03286426213591781,3,1.4517646233240764,0.028271140458566688,3,5.517092137663685,0.054511567626306046,3,0.0,0.0,3,0.0,0.0,3,0.34337511601085646,0.0081768618291641,3,0.24191042809716426,0.004503880968836131,3
H0_raw_no_bias,53,0.9626848582077902,0.032940742063825634,3,0.9037707399502861,0.007559845037408477,3,0.5153439153439153,0.02399329905467366,3,0.955023938803856,0.0328714989694331,3,1.4452884197235107,0.02819230823577834,3,5.5832097677380945,0.055010060964877615,3,0.0,0.0,3,0.0,0.0,3,0.3391598914300364,0.008098825062676023,3,0.2372968728450785,0.004419416564301636,3
H0_raw_no_bias,54,0.951410486003276,0.03294590414322567,3,0.90742456921014,0.009639934310090217,3,0.5193121693121693,0.027322988641273076,3,0.9440022693990772,0.03293805853348754,3,1.4388808409372966,0.027814710683951305,3,5.648681476357299,0.05561859389760892,3,0.0,0.0,3,0.0,0.0,3,0.3350959782527558,0.008065448075061038,3,0.23292713414274702,0.004508827184168522,3
H0_raw_no_bias,55,0.9405777560043663,0.032986058779887174,3,0.9055654022596542,0.011663958180421919,3,0.5146825396825396,0.020252886206726387,3,0.9332227117018116,0.03296420552377872,3,1.4328513542811077,0.02783837030365592,3,5.713517183211849,0.056185830142528134,3,0.0,0.0,3,0.0,0.0,3,0.3311587417549173,0.008005222720018168,3,0.2286953836527302,0.004395821184448781,3
H0_raw_no_bias,56,0.9297166996759993,0.03291966130582643,3,0.9055456175176472,0.01022409799332648,3,0.5191017316017316,0.020486561470609822,3,0.9227117166666895,0.03303657796779888,3,1.4270063241322835,0.028761354369838916,3,5.77757403990983,0.056646256392616015,3,0.0,0.0,3,0.0,0.0,3,0.3273221404696601,0.007949896779369149,3,0.2244856115366437,0.0041824368934097285,3
H0_raw_no_bias,57,0.9192935137384866,0.03307574126640534,3,0.9080656064892492,0.013210699323722756,3,0.5214165464165464,0.01756325253641005,3,0.9124610548517311,0.03316028517579793,3,1.421615719795227,0.028873623192808884,3,5.841276360930862,0.05691709324242678,3,0.0,0.0,3,0.0,0.0,3,0.3236358442124481,0.00787406232566679,3,0.2205214059150228,0.004138282037312378,3
H0_raw_no_bias,58,0.9091919280986162,0.0331950548807375,3,0.9105873760876317,0.01109085865525623,3,0.520544733044733,0.01328780560292872,3,0.9025387106034787,0.03319497005290805,3,1.4171736637751262,0.029185762720379583,3,5.904462237803813,0.057274274817206844,3,0.0,0.0,3,0.0,0.0,3,0.3200285197380964,0.007787058503552525,3,0.21661061913461555,0.004160743009809315,3
H0_raw_no_bias,59,0.8994101183002732,0.0331600194007646,3,0.9084094954028451,0.011403312195250929,3,0.5253848003848004,0.013877461727993111,3,0.8928466709058173,0.03320566526052713,3,1.4121196667353313,0.02923252341192824,3,5.967297357476373,0.0575962142598593,3,0.0,0.0,3,0.0,0.0,3,0.3165592112326349,0.0077471489583319526,3,0.21293267946454017,0.004240874032343138,3
H0_raw_no_bias,60,0.8897994469789273,0.03336679531868957,3,0.9073407003634619,0.011092306657301362,3,0.5293530543530544,0.013083664842294552,3,0.8833523570157574,0.03329447637354074,3,1.407293399175008,0.029455839264286476,3,6.029513778985115,0.05815237410834865,3,0.0,0.0,3,0.0,0.0,3,0.3131645170138133,0.007668209041249608,3,0.20930522612166083,0.004280668977517111,3
H0_raw_no_bias,61,0.8804732276253912,0.03304086863163639,3,0.907380665103143,0.011489585819117182,3,0.5249338624338624,0.009165203136000643,3,0.8740788096336544,0.03329003147709972,3,1.402552326520284,0.029264154539984436,3,6.091078785613717,0.058595762490866746,3,0.0,0.0,3,0.0,0.0,3,0.3098616073460555,0.007581701151592811,3,0.20585709710046696,0.004076351515822768,3
H0_raw_no_bias,62,0.8712136823763057,0.033275211074914275,3,0.9079593688068467,0.010757011078709463,3,0.5224086099086099,0.013083664842294552,3,0.8650752537495366,0.0333361455849294,3,1.3978707393010457,0.029366763936988723,3,6.1519692338334595,0.059038602390088964,3,0.0,0.0,3,0.0,0.0,3,0.30667297404435867,0.007476740294679582,3,0.20234717458321586,0.003984444859404418,3
H0_raw_no_bias,63,0.8624353584583915,0.033263985489485226,3,0.9094446041334008,0.008095317725682036,3,0.5098424723424723,0.016798954710546057,3,0.8562622004655059,0.03337050082087333,3,1.3928559223810832,0.029520612736642308,3,6.21254260177961,0.05929243549818326,3,0.0,0.0,3,0.0,0.0,3,0.30360292231162916,0.007441680742064823,3,0.19914417852346653,0.003994916769735451,3
H0_raw_no_bias,64,0.8535422549737438,0.03328402485561218,3,0.9094831843803144,0.010383775123957469,3,0.5098424723424723,0.015145516966669376,3,0.8476660419864621,0.03342895714321326,3,1.3886340856552124,0.029118437881672028,3,6.2724379634596295,0.05962618553836407,3,0.0,0.0,3,0.0,0.0,3,0.30062699775221297,0.0073762314092274866,3,0.196058016204283,0.0038690150988058033,3
H0_raw_no_bias,65,0.8450124031910593,0.033476765823306415,3,0.9099871133973152,0.008045155434013188,3,0.5167869167869168,0.009888357201079917,3,0.8392709952213268,0.03344712040955581,3,1.384428342183431,0.02881448663703576,3,6.331816741901655,0.05984524495894083,3,0.0,0.0,3,0.0,0.0,3,0.29771429594242566,0.007288203689541681,3,0.1930061863361142,0.003865119279971436,3
H0_raw_no_bias,66,0.8366758795695542,0.0336249328621668,3,0.9116110450212468,0.010646847969225836,3,0.5214165464165464,0.017563252536409994,3,0.8310770812351951,0.03349059985454773,3,1.380728046099345,0.029484471737373053,3,6.390568113512281,0.06003563440761579,3,0.0,0.0,3,0.0,0.0,3,0.29486345309999734,0.007191068786474726,3,0.1899999524695638,0.003925959799738656,3
H0_raw_no_bias,67,0.8285380573499771,0.0334958003598511,3,0.9121254483134279,0.011491726541399716,3,0.5253848003848004,0.013877461727993111,3,0.8230361151955146,0.03349711945999485,3,1.3770363728205364,0.02993831604325119,3,6.448976281686317,0.060175076873042015,3,0.0,0.0,3,0.0,0.0,3,0.2920827177682597,0.007104704203100085,3,0.1870726952199209,0.0039469209836274985,3
H0_raw_no_bias,68,0.8206887303312413,0.03352539117129549,3,0.9121452330554348,0.00996415848894434,3,0.5270382395382395,0.016873354444375266,3,0.8152188943229867,0.03351504363438435,3,1.3738131920496623,0.03070284034311777,3,6.506997063904328,0.060334026713304206,3,0.0,0.0,3,0.0,0.0,3,0.2893625776014363,0.007013198692610986,3,0.18423887397446603,0.003959085732038679,3
H0_raw_no_bias,69,0.812715172699246,0.03358123460552099,3,0.9138324758537889,0.009819095736379837,3,0.518440355940356,0.013877461727993165,3,0.8075926675238421,0.03355412956786604,3,1.370292027791341,0.030468515422730373,3,6.56450015564813,0.060437081916493045,3,0.0,0.0,3,0.0,0.0,3,0.2867576925747735,0.0069624806694419525,3,0.18145592102719896,0.004121062457246217,3
