seed,accuracy,balanced_accuracy,beta,discharge_ratio_positive,extra_spikes_sum,fireable_discharge_ratio,flush_steps,macro_f1,mean_abs_U_T,mean_abs_U_TK,mean_extra_spikes_per_sample,negative_residual_sum,positive_residual_sum
37,0.3287671232876712,0.32213550338550334,1.0,0.044077289450018924,2651.0,0.0442039618488628,8,0.2870141313230273,193.95202679278862,193.195462865848,18.15753424657534,-309731.7750758177,30072.17586514796
37,0.3561643835616438,0.3469370906870907,1.0,0.08669143236227789,5214.0,0.08694057226705797,16,0.3129541593462012,193.95202679278862,192.4640130941585,35.71232876712329,-309731.7750758177,30072.17586514796
37,0.3972602739726027,0.3866557054057054,1.0,0.16792931853835955,10100.0,0.1684119255652638,32,0.35710259252542875,193.95202679278862,191.06960670146444,69.17808219178082,-309731.7750758177,30072.17586514796
37,0.4246575342465753,0.41655289155289155,1.0,0.3117665991992851,18751.0,0.31266257586873875,64,0.39488106377167265,193.95202679278862,188.6007140074005,128.43150684931507,-309731.7750758177,30072.17586514796
37,0.4794520547945205,0.4717095404595404,1.0,0.5337990863043597,32105.0,0.5353331554725539,128,0.4551606139531836,193.95202679278862,184.78964094803976,219.8972602739726,-309731.7750758177,30072.17586514796
37,0.5273972602739726,0.5246808746808745,0.5,0.0,0.0,,0,0.5164765508524926,8.309494042337551,8.309494042337551,0.0,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.5246808746808745,0.5,0.09353811278659988,431.0,,1,0.5167036798272496,8.309494042337551,4.031744738063752,2.952054794520548,-12254.35984075825,2303.8737214171397
37,0.5205479452054794,0.5171051171051171,0.5,0.153003177527965,705.0,,2,0.5094622614357611,8.309494042337551,1.9376760219999127,4.828767123287672,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.523057498057498,0.5,0.17969734892646103,828.0,,4,0.5153481520915731,8.309494042337551,0.46501261280591427,5.671232876712328,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.523057498057498,0.5,0.17969734892646103,828.0,,8,0.5153481520915731,8.309494042337551,0.029063288300369642,5.671232876712328,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.523057498057498,0.5,0.17969734892646103,828.0,,16,0.5153481520915731,8.309494042337551,0.00011352846992331891,5.671232876712328,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.523057498057498,0.5,0.17969734892646103,828.0,,32,0.5153481520915731,8.309494042337551,1.7323069751482989e-09,5.671232876712328,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.523057498057498,0.5,0.17969734892646103,828.0,,64,0.5153481520915731,8.309494042337551,4.0333414802986636e-19,5.671232876712328,-12254.35984075825,2303.8737214171397
37,0.5273972602739726,0.523057498057498,0.5,0.17969734892646103,828.0,,128,0.5153481520915731,8.309494042337551,2.1864787976578557e-38,5.671232876712328,-12254.35984075825,2303.8737214171397
