seed,head_type,ce_gain,lr_scale,evaluation_readout,split,best_epoch,accuracy,balanced_accuracy,macro_f1
11,linear,5.0,1.0,softmax_vote,test,100,0.5,0.4833125208125208,0.468396157163808
11,linear,5.0,1.0,analog,train,100,0.9036144578313253,0.9044830160849848,0.9056500385647706
11,linear,5.0,1.0,lif_beta05,train,100,0.802065404475043,0.8046563554153239,0.8033892451395338
11,linear,5.0,1.0,softmax_vote,train,100,0.8227194492254734,0.8225901043306659,0.8224506524016971
11,linear,5.0,1.0,analog,val,100,0.5873015873015873,0.582022607022607,0.5831518722518946
11,linear,5.0,1.0,lif_beta05,val,100,0.49206349206349204,0.49418590668590673,0.48772306681873956
11,linear,5.0,1.0,softmax_vote,val,100,0.5476190476190477,0.5267316017316017,0.5062140565684315
11,linear,10.0,1.0,analog,test,30,0.5342465753424658,0.5097263847263847,0.5004085038651955
11,linear,10.0,1.0,lif_beta05,test,30,0.541095890410959,0.5192252192252191,0.517872749246239
11,linear,10.0,1.0,softmax_vote,test,30,0.547945205479452,0.5219648407148406,0.5046221632030913
11,linear,10.0,1.0,analog,train,30,0.8450946643717728,0.8428098197096948,0.844156126453628
11,linear,10.0,1.0,lif_beta05,train,30,0.7693631669535284,0.7709836878453663,0.7698940890012703
11,linear,10.0,1.0,softmax_vote,train,30,0.8072289156626506,0.8012927209962837,0.80140972800922
11,linear,10.0,1.0,analog,val,30,0.5555555555555556,0.5506734006734005,0.5539494393277583
11,linear,10.0,1.0,lif_beta05,val,30,0.5,0.4952080327080328,0.49204682197628324
11,linear,10.0,1.0,softmax_vote,val,30,0.5555555555555556,0.5338083213083213,0.5298364743653129
11,lif,1.0,1.0,analog,test,63,0.5273972602739726,0.5016337828837829,0.4773346464467559
11,lif,1.0,1.0,lif_beta05,test,63,0.5273972602739726,0.50252664002664,0.4821893667953298
11,lif,1.0,1.0,softmax_vote,test,63,0.5205479452054794,0.4950500888000888,0.4712410746037001
11,lif,1.0,1.0,analog,train,63,0.7900172117039587,0.7927296203585468,0.7657476701051672
11,lif,1.0,1.0,lif_beta05,train,63,0.7710843373493976,0.7744952741957415,0.7462974863049356
11,lif,1.0,1.0,softmax_vote,train,63,0.7814113597246127,0.7837072180578425,0.7583663748351733
11,lif,1.0,1.0,analog,val,63,0.5158730158730159,0.4992965367965368,0.4625343045700567
11,lif,1.0,1.0,lif_beta05,val,63,0.5,0.4917568542568543,0.4566073719000738
11,lif,1.0,1.0,softmax_vote,val,63,0.5079365079365079,0.49592352092352093,0.46277874769231836
11,lif,2.0,1.0,analog,test,50,0.5068493150684932,0.4849941724941725,0.44827665022985014
11,lif,2.0,1.0,lif_beta05,test,50,0.5,0.47348623598623596,0.4358787016123972
11,lif,2.0,1.0,softmax_vote,test,50,0.5205479452054794,0.49672549672549665,0.45722618836653917
11,lif,2.0,1.0,analog,train,50,0.7487091222030982,0.7431446276526712,0.6844742519363342
11,lif,2.0,1.0,lif_beta05,train,50,0.7263339070567987,0.7202753052835771,0.6604534815368149
11,lif,2.0,1.0,softmax_vote,train,50,0.7349397590361446,0.7299626811924229,0.6717893367317069
11,lif,2.0,1.0,analog,val,50,0.5317460317460317,0.519534632034632,0.4788469403355884
11,lif,2.0,1.0,lif_beta05,val,50,0.5158730158730159,0.50501443001443,0.4660763450946484
11,lif,2.0,1.0,softmax_vote,val,50,0.5317460317460317,0.519534632034632,0.479845900525725
11,lif,5.0,1.0,analog,test,64,0.5205479452054794,0.49951229326229324,0.47758666786637316
11,lif,5.0,1.0,lif_beta05,test,64,0.5342465753424658,0.5128669941169941,0.4928217507671355
11,lif,5.0,1.0,softmax_vote,test,64,0.5205479452054794,0.4955079642579643,0.4686313070600996
11,lif,5.0,1.0,analog,train,64,0.8244406196213425,0.8141953021959929,0.7871910483058527
11,lif,5.0,1.0,lif_beta05,train,64,0.8141135972461274,0.8028094343354195,0.7764290381036858
11,lif,5.0,1.0,softmax_vote,train,64,0.8141135972461274,0.8039543938668493,0.7774393211231124
11,lif,5.0,1.0,analog,val,64,0.5317460317460317,0.5156204906204908,0.49818447238410046
11,lif,5.0,1.0,lif_beta05,val,64,0.5476190476190477,0.5253066378066378,0.5009573088494657
11,lif,5.0,1.0,softmax_vote,val,64,0.5317460317460317,0.5170093795093795,0.4997971519878213
11,lif,10.0,1.0,analog,test,95,0.5136986301369864,0.4964479964479964,0.49075240317332125
11,lif,10.0,1.0,lif_beta05,test,95,0.4931506849315068,0.47303529803529804,0.47300376399963606
11,lif,10.0,1.0,softmax_vote,test,95,0.5273972602739726,0.507421744921745,0.4979757325577759
11,lif,10.0,1.0,analog,train,95,0.8950086058519794,0.8948704957556681,0.8942692079095339
11,lif,10.0,1.0,lif_beta05,train,95,0.8777969018932874,0.8754439069434876,0.8751255130756673
11,lif,10.0,1.0,softmax_vote,train,95,0.8950086058519794,0.8946764746300432,0.8934994229871855
11,lif,10.0,1.0,analog,val,95,0.5555555555555556,0.5508417508417508,0.5504021504450295
11,lif,10.0,1.0,lif_beta05,val,95,0.5555555555555556,0.5449555074555076,0.5457048653723845
11,lif,10.0,1.0,softmax_vote,val,95,0.5555555555555556,0.5423100048100048,0.5392942182228962
23,linear,1.0,1.0,analog,test,28,0.547945205479452,0.5283182095682095,0.5155063884381423
23,linear,1.0,1.0,lif_beta05,test,28,0.4931506849315068,0.4749111999111999,0.44374540234447357
23,linear,1.0,1.0,softmax_vote,test,28,0.5342465753424658,0.5070138195138195,0.47868878273955723
23,linear,1.0,1.0,analog,train,28,0.6781411359724613,0.6623171473757591,0.6586652300520693
23,linear,1.0,1.0,lif_beta05,train,28,0.5783132530120482,0.5669766615851237,0.5629763007705476
23,linear,1.0,1.0,softmax_vote,train,28,0.5869191049913941,0.5668597322298408,0.5526380924132408
23,linear,1.0,1.0,analog,val,28,0.5079365079365079,0.48777657527657525,0.4555098332298877
23,linear,1.0,1.0,lif_beta05,val,28,0.4523809523809524,0.4371452621452621,0.403602576685965
23,linear,1.0,1.0,softmax_vote,val,28,0.42857142857142855,0.39852092352092355,0.34670838682862276
23,linear,2.0,1.0,analog,test,49,0.541095890410959,0.5300768675768676,0.5148385786849502
23,linear,2.0,1.0,lif_beta05,test,49,0.5068493150684932,0.497999222999223,0.46413226619596926
23,linear,2.0,1.0,softmax_vote,test,49,0.5205479452054794,0.5079156954156954,0.49798096402516623
23,linear,2.0,1.0,analog,train,49,0.7641996557659209,0.76227523225478,0.7619649992674079
23,linear,2.0,1.0,lif_beta05,train,49,0.6626506024096386,0.6604806073246978,0.6593994043111663
23,linear,2.0,1.0,softmax_vote,train,49,0.6746987951807228,0.6683423822018261,0.6632419398247646
23,linear,2.0,1.0,analog,val,49,0.5079365079365079,0.5032467532467532,0.5009663373474115
23,linear,2.0,1.0,lif_beta05,val,49,0.4365079365079365,0.433008658008658,0.4203701412185985
23,linear,2.0,1.0,softmax_vote,val,49,0.4126984126984127,0.3898869648869649,0.36535051488331427
23,linear,5.0,1.0,analog,test,82,0.541095890410959,0.5309426684426684,0.5234006396932094
23,linear,5.0,1.0,lif_beta05,test,82,0.4863013698630137,0.48055000555000554,0.46273437934965456
23,linear,5.0,1.0,softmax_vote,test,82,0.5342465753424658,0.5190628815628815,0.5126220753131886
23,linear,5.0,1.0,analog,train,82,0.8227194492254734,0.8232751923297075,0.8235737169379718
23,linear,5.0,1.0,lif_beta05,train,82,0.7263339070567987,0.7247567243231634,0.7242422008337907
23,linear,5.0,1.0,softmax_vote,train,82,0.7452667814113597,0.74326867764505,0.7446501795279635
23,linear,5.0,1.0,analog,val,82,0.5317460317460317,0.5253427128427129,0.5260478775610354
23,linear,5.0,1.0,lif_beta05,val,82,0.4444444444444444,0.4405844155844156,0.43159939401644204
23,linear,5.0,1.0,softmax_vote,val,82,0.5,0.48641774891774897,0.4922638310381939
23,linear,10.0,1.0,analog,test,24,0.5342465753424658,0.5262820512820513,0.5210357204876905
23,linear,10.0,1.0,lif_beta05,test,24,0.4863013698630137,0.4808344433344433,0.4681692117160663
23,linear,10.0,1.0,softmax_vote,test,24,0.5273972602739726,0.511734792984793,0.502612604257341
23,linear,10.0,1.0,analog,train,24,0.7349397590361446,0.7328280894891471,0.7335575887325799
23,linear,10.0,1.0,lif_beta05,train,24,0.6764199655765921,0.6752087195576211,0.6746542359509459
23,linear,10.0,1.0,softmax_vote,train,24,0.7039586919104991,0.7020545517081623,0.6993911796265094
23,linear,10.0,1.0,analog,val,24,0.5,0.5042087542087542,0.5027135914296356
23,linear,10.0,1.0,lif_beta05,val,24,0.42857142857142855,0.4366161616161615,0.4303682720787984
23,linear,10.0,1.0,softmax_vote,val,24,0.4523809523809524,0.45046897546897546,0.4499387575676443
23,lif,1.0,1.0,analog,test,70,0.4794520547945205,0.45851509601509594,0.4196884064306223
23,lif,1.0,1.0,lif_beta05,test,70,0.5,0.490989565989566,0.46531180337827055
23,lif,1.0,1.0,softmax_vote,test,70,0.4726027397260274,0.4514735264735264,0.4263918200216985
23,lif,1.0,1.0,analog,train,70,0.7177280550774526,0.6967412902991202,0.6804558625797212
23,lif,1.0,1.0,lif_beta05,train,70,0.7418244406196214,0.7226780739832247,0.7008549221870819
23,lif,1.0,1.0,softmax_vote,train,70,0.7056798623063684,0.6820522154071645,0.6650948815325589
23,lif,1.0,1.0,analog,val,70,0.4365079365079365,0.42375541125541133,0.4015592370210533
23,lif,1.0,1.0,lif_beta05,val,70,0.46825396825396826,0.45431096681096683,0.4254437229437229
23,lif,1.0,1.0,softmax_vote,val,70,0.4523809523809524,0.43562409812409814,0.4150989549576285
23,lif,2.0,1.0,analog,test,50,0.5068493150684932,0.4893072205572205,0.4561348320273346
23,lif,2.0,1.0,lif_beta05,test,50,0.5,0.49065795315795313,0.4599173388074989
23,lif,2.0,1.0,softmax_vote,test,50,0.4794520547945205,0.46004134754134746,0.4317402643889216
23,lif,2.0,1.0,analog,train,50,0.7108433734939759,0.6902771276034557,0.6735475091913034
23,lif,2.0,1.0,lif_beta05,train,50,0.7160068846815835,0.6953027533458774,0.6741477769611133
23,lif,2.0,1.0,softmax_vote,train,50,0.7074010327022375,0.6829003371887846,0.6646731764058077
23,lif,2.0,1.0,analog,val,50,0.4444444444444444,0.4364177489177489,0.4131944732785515
23,lif,2.0,1.0,lif_beta05,val,50,0.4603174603174603,0.45093795093795097,0.42076577211634686
23,lif,2.0,1.0,softmax_vote,val,50,0.42063492063492064,0.4128066378066378,0.3920162824657994
23,lif,5.0,1.0,analog,test,80,0.5136986301369864,0.49698010323010317,0.4806421488022035
23,lif,5.0,1.0,lif_beta05,test,80,0.5205479452054794,0.5111777111777112,0.4997899904246654
23,lif,5.0,1.0,softmax_vote,test,80,0.4863013698630137,0.46992382617382616,0.45844226579520697
23,lif,5.0,1.0,analog,train,80,0.8003442340791739,0.7930523956777492,0.7973899564315934
23,lif,5.0,1.0,lif_beta05,train,80,0.8072289156626506,0.7992189474100181,0.8017503346944955
23,lif,5.0,1.0,softmax_vote,train,80,0.7865748709122203,0.7782778903108913,0.782908409091605
23,lif,5.0,1.0,analog,val,80,0.46825396825396826,0.4691558441558441,0.46322826296510505
23,lif,5.0,1.0,lif_beta05,val,80,0.47619047619047616,0.46836219336219337,0.4609504162250158
23,lif,5.0,1.0,softmax_vote,val,80,0.4444444444444444,0.43965848965848964,0.43533388839116394
23,lif,10.0,1.0,analog,test,35,0.5,0.4872329059829059,0.4790558675889074
23,lif,10.0,1.0,lif_beta05,test,35,0.5273972602739726,0.513754995004995,0.506358425012517
23,lif,10.0,1.0,softmax_vote,test,35,0.5205479452054794,0.5050900488400488,0.4972280222653875
23,lif,10.0,1.0,analog,train,35,0.7590361445783133,0.7577889460879089,0.7575407054956714
23,lif,10.0,1.0,lif_beta05,train,35,0.7332185886402753,0.7285722431775725,0.7286994774122367
23,lif,10.0,1.0,softmax_vote,train,35,0.7487091222030982,0.7483722432787241,0.7476995369611994
23,lif,10.0,1.0,analog,val,35,0.49206349206349204,0.4961700336700336,0.4941841027224323
23,lif,10.0,1.0,lif_beta05,val,35,0.48412698412698413,0.4895622895622896,0.48505808032123815
23,lif,10.0,1.0,softmax_vote,val,35,0.46825396825396826,0.47037638287638295,0.4673849476354281
37,linear,1.0,1.0,analog,test,47,0.5821917808219178,0.570564158064158,0.555417569226738
37,linear,1.0,1.0,lif_beta05,test,47,0.5205479452054794,0.5118360805860805,0.49766347687400314
37,linear,1.0,1.0,softmax_vote,test,47,0.4931506849315068,0.4672362359862359,0.4479216209126022
37,linear,1.0,1.0,analog,train,47,0.9242685025817556,0.9221313738546385,0.9252678607175463
37,linear,1.0,1.0,lif_beta05,train,47,0.8175559380378657,0.8180498985756958,0.8214692231284842
37,linear,1.0,1.0,softmax_vote,train,47,0.810671256454389,0.8001838749763994,0.8024061638154869
37,linear,1.0,1.0,analog,val,47,0.5714285714285714,0.5623797498797499,0.5687045768140137
37,linear,1.0,1.0,lif_beta05,val,47,0.5158730158730159,0.5043470418470418,0.5011267832201116
37,linear,1.0,1.0,softmax_vote,val,47,0.5396825396825397,0.5197570947570949,0.528722769438617
37,linear,2.0,1.0,analog,test,53,0.5547945205479452,0.5467546342546342,0.531100366399644
37,linear,2.0,1.0,lif_beta05,test,53,0.5616438356164384,0.5519626207126206,0.54204736355051
37,linear,2.0,1.0,softmax_vote,test,53,0.4931506849315068,0.4733238983238983,0.45694300655177594
37,linear,2.0,1.0,analog,train,53,0.9432013769363167,0.9421082975962709,0.9444580450935715
37,linear,2.0,1.0,lif_beta05,train,53,0.8537005163511188,0.8570133269245813,0.856095178939455
37,linear,2.0,1.0,softmax_vote,train,53,0.8519793459552496,0.847256585367421,0.8506149776349239
37,linear,2.0,1.0,analog,val,53,0.5793650793650794,0.5789141414141414,0.5783574097195556
37,linear,2.0,1.0,lif_beta05,val,53,0.5079365079365079,0.4953823953823953,0.49177586369615356
37,linear,2.0,1.0,softmax_vote,val,53,0.5238095238095238,0.510954785954786,0.5204711338044672
37,linear,5.0,1.0,analog,test,34,0.5547945205479452,0.5448967698967698,0.5304932403003869
37,linear,5.0,1.0,lif_beta05,test,34,0.5547945205479452,0.5480935730935731,0.5408045917171554
37,linear,5.0,1.0,softmax_vote,test,34,0.5273972602739726,0.5113289488289489,0.502963685475868
37,linear,5.0,1.0,analog,train,34,0.9466437177280551,0.9444177513842192,0.946973174055621
37,linear,5.0,1.0,lif_beta05,train,34,0.8777969018932874,0.8762909232842581,0.8788769940407793
37,linear,5.0,1.0,softmax_vote,train,34,0.8795180722891566,0.8731486938347223,0.8780660644786941
37,linear,5.0,1.0,analog,val,34,0.6111111111111112,0.6040824915824916,0.6105329249132305
37,linear,5.0,1.0,lif_beta05,val,34,0.5396825396825397,0.5301406926406926,0.5274667254547709
37,linear,5.0,1.0,softmax_vote,val,34,0.5793650793650794,0.5657888407888408,0.5737829879248643
37,linear,10.0,1.0,analog,test,76,0.5273972602739726,0.5210872460872461,0.5094781885328223
37,linear,10.0,1.0,lif_beta05,test,76,0.5205479452054794,0.5190892440892441,0.5067731536944894
37,linear,10.0,1.0,softmax_vote,test,76,0.5205479452054794,0.5102966477966477,0.5042681229182598
37,linear,10.0,1.0,analog,train,76,0.9621342512908778,0.9608612290758024,0.9626494832169543
37,linear,10.0,1.0,lif_beta05,train,76,0.9036144578313253,0.9030715508086455,0.90314173041291
37,linear,10.0,1.0,softmax_vote,train,76,0.9139414802065404,0.9139518892209377,0.9159635807419035
37,linear,10.0,1.0,analog,val,76,0.6111111111111112,0.6172378547378548,0.6149436219427694
37,linear,10.0,1.0,lif_beta05,val,76,0.5079365079365079,0.5122835497835497,0.511051147512145
37,linear,10.0,1.0,softmax_vote,val,76,0.5793650793650794,0.5716690716690717,0.5724430628063352
37,lif,1.0,1.0,analog,test,77,0.5068493150684932,0.5005855255855255,0.4941578047556308
37,lif,1.0,1.0,lif_beta05,test,77,0.4726027397260274,0.45727466977466974,0.44322312608811393
37,lif,1.0,1.0,softmax_vote,test,77,0.4931506849315068,0.48381063381063383,0.4778905640974606
37,lif,1.0,1.0,analog,train,77,0.9363166953528399,0.9341347193836066,0.9368329536938257
37,lif,1.0,1.0,lif_beta05,train,77,0.9363166953528399,0.9349216879096612,0.9371638598116796
37,lif,1.0,1.0,softmax_vote,train,77,0.9208261617900172,0.9195121944320938,0.9224537162892608
37,lif,1.0,1.0,analog,val,77,0.5714285714285714,0.5701118326118326,0.5631168275496768
37,lif,1.0,1.0,lif_beta05,val,77,0.5396825396825397,0.541576479076479,0.532297315661075
37,lif,1.0,1.0,softmax_vote,val,77,0.5634920634920635,0.5561868686868687,0.5433031432696036
37,lif,2.0,1.0,analog,test,58,0.5273972602739726,0.5184426684426683,0.5065635158942916
37,lif,2.0,1.0,lif_beta05,test,58,0.5,0.48717185592185586,0.47349553357813096
37,lif,2.0,1.0,softmax_vote,test,58,0.5273972602739726,0.5172771672771672,0.5094142016048709
37,lif,2.0,1.0,analog,train,58,0.9380378657487092,0.9359865712354584,0.9387078708780443
37,lif,2.0,1.0,lif_beta05,train,58,0.9328743545611016,0.931520167044905,0.9340426571584288
37,lif,2.0,1.0,softmax_vote,train,58,0.9225473321858864,0.9210845214761189,0.9241426384883998
37,lif,2.0,1.0,analog,val,58,0.5873015873015873,0.5832431457431457,0.5810461728960181
37,lif,2.0,1.0,lif_beta05,val,58,0.5555555555555556,0.5560966810966811,0.545287758287489
37,lif,2.0,1.0,softmax_vote,val,58,0.5952380952380952,0.5957792207792206,0.5942002037254875
37,lif,5.0,1.0,analog,test,28,0.5273972602739726,0.5121815684315684,0.49607300696684486
37,lif,5.0,1.0,lif_beta05,test,28,0.5205479452054794,0.5091464091464091,0.48906836931676373
37,lif,5.0,1.0,softmax_vote,test,28,0.5205479452054794,0.5022248584748584,0.48836541162005553
37,lif,5.0,1.0,analog,train,28,0.9208261617900172,0.9178515487842565,0.9194455021495926
37,lif,5.0,1.0,lif_beta05,train,28,0.9070567986230637,0.9024882626279594,0.9050793441356361
37,lif,5.0,1.0,softmax_vote,train,28,0.9139414802065404,0.9090552299626372,0.9121990228273456
37,lif,5.0,1.0,analog,val,28,0.5476190476190477,0.5550324675324675,0.5476661801374444
37,lif,5.0,1.0,lif_beta05,val,28,0.5873015873015873,0.583116883116883,0.5827837859554895
37,lif,5.0,1.0,softmax_vote,val,28,0.5238095238095238,0.5242784992784992,0.5204554099927614
37,lif,10.0,1.0,analog,test,55,0.5068493150684932,0.4967074592074591,0.48331875155724263
37,lif,10.0,1.0,lif_beta05,test,55,0.5068493150684932,0.499496336996337,0.492055399837799
37,lif,10.0,1.0,softmax_vote,test,55,0.5,0.4907550782550782,0.48219144469144476
37,lif,10.0,1.0,analog,train,55,0.9432013769363167,0.9410601862434503,0.942160788637858
37,lif,10.0,1.0,lif_beta05,train,55,0.9380378657487092,0.9367504601243474,0.9390164125766182
37,lif,10.0,1.0,softmax_vote,train,55,0.9397590361445783,0.938170857435004,0.9407633328287129
37,lif,10.0,1.0,analog,val,55,0.5793650793650794,0.5848304473304473,0.575586559410089
37,lif,10.0,1.0,lif_beta05,val,55,0.5873015873015873,0.5874458874458874,0.5858595330666861
37,lif,10.0,1.0,softmax_vote,val,55,0.5952380952380952,0.5993506493506493,0.5953965068062431
11,lif,5.0,0.2,analog,test,79,0.5273972602739726,0.5065850815850815,0.47197895626525593
11,lif,5.0,0.2,lif_beta05,test,79,0.5273972602739726,0.496491008991009,0.45498951418896794
11,lif,5.0,0.2,softmax_vote,test,79,0.5205479452054794,0.49662837162837153,0.457825802432889
11,lif,5.0,0.2,analog,train,79,0.7228915662650602,0.7162415763154711,0.6598200827439719
11,lif,5.0,0.2,lif_beta05,train,79,0.7056798623063684,0.6976524564859211,0.6422942092227328
11,lif,5.0,0.2,softmax_vote,train,79,0.7091222030981067,0.7036496326434328,0.6477586742357316
11,lif,5.0,0.2,analog,val,79,0.5,0.4954545454545454,0.44104446588693796
11,lif,5.0,0.2,lif_beta05,val,79,0.5158730158730159,0.5006854256854257,0.4529024216524216
11,lif,5.0,0.2,softmax_vote,val,79,0.5,0.4960858585858586,0.4447260053241407
23,lif,5.0,0.2,analog,test,93,0.5136986301369864,0.49601717726717726,0.4601435088979076
23,lif,5.0,0.2,lif_beta05,test,93,0.5342465753424658,0.5192023254523254,0.4905597082518791
23,lif,5.0,0.2,softmax_vote,test,93,0.4931506849315068,0.47253024753024747,0.43897069389016824
23,lif,5.0,0.2,analog,train,93,0.6592082616179001,0.641553266561986,0.6249858869651214
23,lif,5.0,0.2,lif_beta05,train,93,0.6506024096385542,0.632823885690123,0.6131053414528292
23,lif,5.0,0.2,softmax_vote,train,93,0.6557659208261618,0.6362509446397943,0.6202060464993575
23,lif,5.0,0.2,analog,val,93,0.4365079365079365,0.4280844155844155,0.39950902886492873
23,lif,5.0,0.2,lif_beta05,val,93,0.4365079365079365,0.4336760461760461,0.41079256161382904
23,lif,5.0,0.2,softmax_vote,val,93,0.4444444444444444,0.43502886002886004,0.4094006542210408
37,lif,5.0,0.2,analog,test,100,0.5205479452054794,0.5067633755133755,0.4930506358928757
37,lif,5.0,0.2,lif_beta05,test,100,0.5273972602739726,0.5118000055500055,0.4961067236898909
37,lif,5.0,0.2,softmax_vote,test,100,0.5342465753424658,0.5175026362526362,0.5033129831179702
37,lif,5.0,0.2,analog,train,100,0.9139414802065404,0.9101343280847458,0.9116200749558409
37,lif,5.0,0.2,lif_beta05,train,100,0.9070567986230637,0.902589688525954,0.9061040512088597
37,lif,5.0,0.2,softmax_vote,train,100,0.9122203098106713,0.905405519458088,0.9096379913991379
37,lif,5.0,0.2,analog,val,100,0.5793650793650794,0.5797077922077921,0.5772508274855225
37,lif,5.0,0.2,lif_beta05,val,100,0.5793650793650794,0.573989898989899,0.5698640210949208
37,lif,5.0,0.2,softmax_vote,val,100,0.5476190476190477,0.5414141414141413,0.5470897755171948
