accuracy,balanced_accuracy,loss,macro_f1,n_samples,replicate,seed,split,variant
0.4863013698630137,0.4835490897990897,2.7365531679189985,0.47208762744478633,146,4,71,test,tau_0.80
0.5273972602739726,0.5202554390054389,2.939216016323076,0.5142512847776005,146,0,71,test,tau_0.60
0.5068493150684932,0.49978285603285605,2.9622604692134713,0.49079986967858824,146,1,71,test,tau_0.60
0.5068493150684932,0.4953185703185703,2.957523838502572,0.4893507340189261,146,2,71,test,tau_0.60
0.5205479452054794,0.514303058053058,2.9451183295242327,0.5072058935216829,146,3,71,test,tau_0.60
0.5068493150684932,0.49978285603285605,2.966423139397155,0.4915188239269542,146,4,71,test,tau_0.60
0.4931506849315068,0.4829559329559329,3.4125866376002176,0.47377706511843004,146,0,71,test,tau_0.40
0.4931506849315068,0.4811070873570873,3.3908617405154127,0.47463352859233865,146,1,71,test,tau_0.40
0.4931506849315068,0.48133255633255634,3.3990323041838835,0.4752340075792088,146,2,71,test,tau_0.40
0.4931506849315068,0.48179043179043174,3.393491988800048,0.47470112704632833,146,3,71,test,tau_0.40
0.5,0.49220709845709837,3.4233003805983047,0.48629413425449236,146,4,71,test,tau_0.40
0.4794520547945205,0.46906704406704397,3.91426368358003,0.45711395076412037,146,0,71,test,tau_0.25
0.4726027397260274,0.45748487623487616,3.99792574798443,0.44377932997077923,146,1,71,test,tau_0.25
0.5,0.4877428127428127,3.923802112579225,0.4809502999491033,146,2,71,test,tau_0.25
0.4794520547945205,0.4648372460872461,3.9590684615828535,0.45555791131525103,146,3,71,test,tau_0.25
0.4657534246575342,0.45553890553890547,4.058181252047847,0.4419343518405752,146,4,71,test,tau_0.25
0.4520547945205479,0.43087259962259955,5.200951184721897,0.4081917938232002,146,0,71,test,hard_top1
0.4383561643835616,0.41612900987900986,5.138405147478563,0.39725089350203246,146,1,71,test,hard_top1
0.4315068493150685,0.40946900321900315,5.145628765624324,0.390843089935382,146,2,71,test,hard_top1
0.4657534246575342,0.4452214452214452,5.186313644320344,0.43458020063548325,146,3,71,test,hard_top1
0.4452054794520548,0.4246205183705183,5.220278939335486,0.40709033750965523,146,4,71,test,hard_top1
