architecture,family,regularization,source,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,f2_fixed250_wholecount,task_only,l2_wholecount_linear,val,3,0.5,0.4924322590989258,0.5006758482803454,0.04418860605420651,0.037263094929461074,0.026280399024592727
234x234,f2_fixed250_wholecount,task_only,native,test,3,0.595890410958904,0.5818186443186443,0.5900014368430327,0.02985547221603202,0.030654229284593836,0.022697015724912756
234x234,f2_fixed250_wholecount,task_only,native,train,3,0.9650028686173265,0.9649520524133609,0.9653266177296244,0.0026291312076625706,0.0028418983605065593,0.0026865491832772873
234x234,f2_fixed250_wholecount,task_only,native,val,3,0.6560846560846562,0.6427288760622094,0.6492104933117631,0.00458214499356845,0.0010464236584043728,0.0034060130390922596
234x234,f2_fixed250_wholecount,task_plus_reg,l2_fixed250_linear,test,3,0.5753424657534246,0.5653864653864654,0.5832514752635528,0.006849315068493164,0.003692959037365584,0.005672111516931427
234x234,f2_fixed250_wholecount,task_plus_reg,l2_fixed250_linear,train,3,0.9988525530694204,0.9985895393601486,0.99876581039443,0.001987436382752554,0.002442989490298598,0.0021376791030206133
234x234,f2_fixed250_wholecount,task_plus_reg,l2_fixed250_linear,val,3,0.6455026455026455,0.6363035113035114,0.6426605811193239,0.03207501495497924,0.024452384436657208,0.028262971291065087
234x234,f2_fixed250_wholecount,task_plus_reg,l2_wholecount_linear,test,3,0.5525114155251142,0.5425021737521737,0.550747755907722,0.020925003173314353,0.021456352145855027,0.01922634473253619
234x234,f2_fixed250_wholecount,task_plus_reg,l2_wholecount_linear,train,3,0.9994262765347103,0.9994658119658119,0.9994707074373167,0.000993718191376309,0.0009252408160091246,0.0009167616106358723
234x234,f2_fixed250_wholecount,task_plus_reg,l2_wholecount_linear,val,3,0.5476190476190476,0.5397907647907648,0.5455268957938976,0.039682539682539694,0.0473674095806352,0.05318974459876065
234x234,f2_fixed250_wholecount,task_plus_reg,native,test,3,0.591324200913242,0.5771920209420208,0.5858181370084297,0.010462501586657156,0.01061559703196601,0.005872372445133227
234x234,f2_fixed250_wholecount,task_plus_reg,native,train,3,0.9632816982214573,0.9626124477935264,0.9640769404354317,0.000993718191376277,0.0013261915749484964,0.0009458469342909918
234x234,f2_fixed250_wholecount,task_plus_reg,native,val,3,0.6349206349206349,0.6206248997915664,0.626509525591978,0.020998026278290408,0.020305994758220026,0.020220612418840066
234x234,s1_spike_wc_beta05,task_only,l2_fixed250_linear,test,3,0.6278538812785388,0.609290478040478,0.6056947344023528,0.003954453898559064,0.006089070758768298,0.009839202352836479
