contrast,architecture,family,regularization,seed,metric,delta
probe_phase_gain,234x234,a2_shared_wholecount,task_only,37,accuracy,0.06849315068493156
probe_phase_gain,234x234,a2_shared_wholecount,task_only,37,balanced_accuracy,0.06427253302253311
probe_phase_gain,234x234,a2_shared_wholecount,task_only,37,macro_f1,0.07429966930145049
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,11,accuracy,0.0547945205479452
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,11,balanced_accuracy,0.042395104895104896
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,11,macro_f1,0.04589763453456608
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,23,accuracy,0.03424657534246578
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,23,balanced_accuracy,0.034534909534909564
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,23,macro_f1,0.03829085622556205
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,37,accuracy,-0.020547945205479423
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,37,balanced_accuracy,-0.015077283827283905
probe_phase_gain,234x234,a2_shared_wholecount,task_plus_reg,37,macro_f1,-0.02004473423929143
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,11,accuracy,0.0273972602739726
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,11,balanced_accuracy,0.028846153846153855
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,11,macro_f1,0.04485180217510787
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,23,accuracy,0.06849315068493156
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,23,balanced_accuracy,0.07266830391830392
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,23,macro_f1,0.08799743858847742
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,37,accuracy,0.15068493150684936
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,37,balanced_accuracy,0.14197399822399825
probe_phase_gain,234x234,f1_fixed250_tsce,task_only,37,macro_f1,0.1448324583737497
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,11,accuracy,0.0273972602739726
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,11,balanced_accuracy,0.0326541514041514
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,11,macro_f1,0.04180575908401041
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,23,accuracy,0.06849315068493145
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,23,balanced_accuracy,0.06006979131979118
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,23,macro_f1,0.07697779100562069
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,37,accuracy,0.10273972602739723
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,37,balanced_accuracy,0.10370462870462871
probe_phase_gain,234x234,f1_fixed250_tsce,task_plus_reg,37,macro_f1,0.10115663231167327
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,11,accuracy,0.11643835616438358
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,11,balanced_accuracy,0.11276362526362538
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,11,macro_f1,0.12386977142088018
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,23,accuracy,0.08904109589041087
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,23,balanced_accuracy,0.08108766233766229
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,23,macro_f1,0.0995193441008499
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,37,accuracy,0.09589041095890416
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,37,balanced_accuracy,0.08181818181818179
probe_phase_gain,234x234,f2_fixed250_wholecount,task_only,37,macro_f1,0.09117795250845484
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,11,accuracy,-0.006849315068493067
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,11,balanced_accuracy,-0.003697691197691033
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,11,macro_f1,0.017564256998080063
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,23,accuracy,0.0273972602739726
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,23,balanced_accuracy,0.026850926850926937
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,23,macro_f1,0.02620245937392507
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,37,accuracy,0.047945205479452024
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,37,balanced_accuracy,0.04549963924963918
probe_phase_gain,234x234,f2_fixed250_wholecount,task_plus_reg,37,macro_f1,0.05374444169548742
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,11,accuracy,0.020547945205479534
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,11,balanced_accuracy,0.009460678210678197
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,11,macro_f1,0.01425202229531597
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,11,accuracy,0.013698630136986356
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,11,balanced_accuracy,0.016240703740703688
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,11,macro_f1,0.010341048623196847
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,11,accuracy,0.061643835616438436
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,11,balanced_accuracy,0.05628399378399368
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,11,macro_f1,0.05778797507516131
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,11,accuracy,-0.04794520547945208
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,11,balanced_accuracy,-0.04004329004328999
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,11,macro_f1,-0.047446926451964466
tail_beta05,234x234,s1_spike_wc_beta05,task_only,11,accuracy,-0.006849315068493178
tail_beta05,234x234,s1_spike_wc_beta05,task_only,11,balanced_accuracy,-0.004148629148629235
tail_beta05,234x234,s1_spike_wc_beta05,task_only,11,macro_f1,0.0035802840581411477
tail_beta10,234x234,s1_spike_wc_beta05,task_only,11,accuracy,-0.04794520547945208
tail_beta10,234x234,s1_spike_wc_beta05,task_only,11,balanced_accuracy,-0.037833694083694136
tail_beta10,234x234,s1_spike_wc_beta05,task_only,11,macro_f1,-0.04217277254908397
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,23,accuracy,0.047945205479452024
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,23,balanced_accuracy,0.04248321123321119
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,23,macro_f1,0.03798755185740976
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,23,accuracy,0.006849315068493178
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,23,balanced_accuracy,0.006186868686868685
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,23,macro_f1,0.017079477341345295
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,23,accuracy,0.03424657534246578
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,23,balanced_accuracy,0.03214285714285714
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,23,macro_f1,0.03532758376442402
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,23,accuracy,-0.0273972602739726
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,23,balanced_accuracy,-0.025955988455988455
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,23,macro_f1,-0.018248106423078725
tail_beta05,234x234,s1_spike_wc_beta05,task_only,23,accuracy,0.06164383561643838
tail_beta05,234x234,s1_spike_wc_beta05,task_only,23,balanced_accuracy,0.061265123765123775
tail_beta05,234x234,s1_spike_wc_beta05,task_only,23,macro_f1,0.06554055748195764
tail_beta10,234x234,s1_spike_wc_beta05,task_only,23,accuracy,0.020547945205479423
tail_beta10,234x234,s1_spike_wc_beta05,task_only,23,balanced_accuracy,0.024869574869574806
tail_beta10,234x234,s1_spike_wc_beta05,task_only,23,macro_f1,0.03357633178882741
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,37,accuracy,0.0547945205479452
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,37,balanced_accuracy,0.0546987734487735
probe_phase_gain,234x234,s1_spike_wc_beta05,task_only,37,macro_f1,0.05636465072652119
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,37,accuracy,0.0273972602739726
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,37,balanced_accuracy,0.030429292929292917
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_only,37,macro_f1,0.04121098322761918
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,37,accuracy,0.0273972602739726
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,37,balanced_accuracy,0.022420634920634896
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_only,37,macro_f1,0.019594155794852464
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,37,accuracy,0.0
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,37,balanced_accuracy,0.00800865800865802
leak_effect_valid,234x234,s1_spike_wc_beta05,task_only,37,macro_f1,0.021616827432766716
tail_beta05,234x234,s1_spike_wc_beta05,task_only,37,accuracy,0.006849315068493178
tail_beta05,234x234,s1_spike_wc_beta05,task_only,37,balanced_accuracy,0.011505855255855235
tail_beta05,234x234,s1_spike_wc_beta05,task_only,37,macro_f1,0.015790558789537223
tail_beta10,234x234,s1_spike_wc_beta05,task_only,37,accuracy,0.02054794520547948
tail_beta10,234x234,s1_spike_wc_beta05,task_only,37,balanced_accuracy,0.028407009657009596
tail_beta10,234x234,s1_spike_wc_beta05,task_only,37,macro_f1,0.037274418092601735
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,11,accuracy,0.18493150684931509
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,11,balanced_accuracy,0.1722541347541347
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,11,macro_f1,0.18473621556270214
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,11,accuracy,0.0273972602739726
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,11,balanced_accuracy,0.022359584859584836
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,11,macro_f1,0.02168136425583067
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,11,accuracy,0.07534246575342468
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,11,balanced_accuracy,0.07163808413808409
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,11,macro_f1,0.07361904309069173
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,11,accuracy,-0.04794520547945208
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,11,balanced_accuracy,-0.049278499278499255
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,11,macro_f1,-0.051937678834861056
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,11,accuracy,0.006849315068493178
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,11,balanced_accuracy,0.011992868242868271
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,11,macro_f1,0.021368088815544917
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,11,accuracy,-0.07534246575342468
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,11,balanced_accuracy,-0.0727272727272727
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,11,macro_f1,-0.0710543904171354
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,23,accuracy,0.0273972602739726
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,23,balanced_accuracy,0.02104492729492735
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,23,macro_f1,0.02459555693108606
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,23,accuracy,0.006849315068493178
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,23,balanced_accuracy,0.0028638028638028334
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,23,macro_f1,0.004122870430241621
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,23,accuracy,0.06849315068493156
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,23,balanced_accuracy,0.06444597069597063
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,23,macro_f1,0.0654553250902602
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,23,accuracy,-0.06164383561643838
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,23,balanced_accuracy,-0.0615821678321678
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,23,macro_f1,-0.061332454660018576
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,23,accuracy,0.04109589041095896
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,23,balanced_accuracy,0.04980852480852482
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,23,macro_f1,0.053533597361030305
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,23,accuracy,-0.0547945205479452
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,23,balanced_accuracy,-0.045290126540126485
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,23,macro_f1,-0.04729853780333387
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,37,accuracy,0.0547945205479452
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,37,balanced_accuracy,0.060849567099567015
probe_phase_gain,234x234,s1_spike_wc_beta05,task_plus_reg,37,macro_f1,0.08531526436823589
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,37,accuracy,-0.0273972602739726
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,37,balanced_accuracy,-0.02305194805194799
lif_loss_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,37,macro_f1,-0.018091730531456407
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,37,accuracy,0.047945205479452024
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,37,balanced_accuracy,0.04804084804084813
lif_loss_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,37,macro_f1,0.05363462558935961
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,37,accuracy,-0.07534246575342463
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,37,balanced_accuracy,-0.07109279609279612
leak_effect_valid,234x234,s1_spike_wc_beta05,task_plus_reg,37,macro_f1,-0.07172635612081601
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,37,accuracy,0.061643835616438325
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,37,balanced_accuracy,0.06689699189699189
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,37,macro_f1,0.0817244389753462
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,37,accuracy,-0.03424657534246578
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,37,balanced_accuracy,-0.030221861471861566
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,37,macro_f1,-0.018562032953353236
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,11,accuracy,0.061643835616438325
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,11,balanced_accuracy,0.08296425796425794
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,11,macro_f1,0.10191751503648605
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,11,accuracy,-0.006849315068493178
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,11,balanced_accuracy,-0.009424603174603141
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,11,macro_f1,-0.004070482885258797
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,11,accuracy,0.034246575342465724
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,11,balanced_accuracy,0.03308497058497062
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,11,macro_f1,0.02568193957989512
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,11,accuracy,-0.0410958904109589
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,11,balanced_accuracy,-0.04250957375957376
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,11,macro_f1,-0.029752422465153916
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,11,accuracy,0.006849315068493178
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,11,balanced_accuracy,0.012040043290043267
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,11,macro_f1,0.023537983963082376
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,11,accuracy,-0.020547945205479423
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,11,balanced_accuracy,-0.01125957375957376
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,11,macro_f1,0.013798604517584523
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,23,accuracy,-0.04794520547945208
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,23,balanced_accuracy,-0.044171106671106686
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,23,macro_f1,-0.06566925081137392
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,23,accuracy,-0.006849315068493178
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,23,balanced_accuracy,-0.0065836940836939695
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,23,macro_f1,-0.00770175971227427
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,23,accuracy,0.0136986301369863
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,23,balanced_accuracy,0.016901154401154417
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,23,macro_f1,0.01733335347004919
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,23,accuracy,-0.02054794520547948
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,23,balanced_accuracy,-0.023484848484848386
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,23,macro_f1,-0.02503511318232346
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,23,accuracy,0.006849315068493178
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,23,balanced_accuracy,0.007575757575757569
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,23,macro_f1,0.009511120516387084
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,23,accuracy,-0.006849315068493178
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,23,balanced_accuracy,-0.008333333333333304
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,23,macro_f1,-0.0038635292479407
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,37,accuracy,0.047945205479452024
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,37,balanced_accuracy,0.04520895770895772
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_only,37,macro_f1,0.05000354799753698
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,37,accuracy,0.034246575342465724
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,37,balanced_accuracy,0.0343975468975469
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_only,37,macro_f1,0.021803120008164256
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,37,accuracy,0.0068493150684931225
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,37,balanced_accuracy,0.00874125874125875
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_only,37,macro_f1,-0.007772853489842579
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,37,accuracy,0.0273972602739726
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,37,balanced_accuracy,0.02565628815628815
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_only,37,macro_f1,0.029575973498006836
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,37,accuracy,0.006849315068493178
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,37,balanced_accuracy,0.009325396825396848
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,37,macro_f1,0.019731510169298194
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,37,accuracy,0.006849315068493178
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,37,balanced_accuracy,0.005952380952380987
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,37,macro_f1,0.012572927827713798
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,11,accuracy,0.0410958904109589
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,11,balanced_accuracy,0.041118603618603616
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,11,macro_f1,0.039636030035440126
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,11,accuracy,0.04794520547945205
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,11,balanced_accuracy,0.04445346320346319
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,11,macro_f1,0.06823693131789084
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,11,accuracy,0.02054794520547945
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,11,balanced_accuracy,0.027543290043290036
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,11,macro_f1,0.019443901721495523
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,11,accuracy,0.0273972602739726
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,11,balanced_accuracy,0.016910173160173153
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,11,macro_f1,0.04879302959639532
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,11,accuracy,0.0
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,11,balanced_accuracy,0.0
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,11,macro_f1,-8.815543566416222e-05
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,11,accuracy,0.00684931506849315
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,11,balanced_accuracy,0.010416666666666671
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,11,macro_f1,0.022602939565149895
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,23,accuracy,-0.034246575342465724
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,23,balanced_accuracy,-0.029101454101454094
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,23,macro_f1,-0.036292273808294084
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,23,accuracy,0.0068493150684931225
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,23,balanced_accuracy,0.005086580086580084
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,23,macro_f1,-0.005751814529729282
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,23,accuracy,0.0136986301369863
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,23,balanced_accuracy,0.008658008658008642
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,23,macro_f1,0.007402779072081811
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,23,accuracy,-0.006849315068493178
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,23,balanced_accuracy,-0.0035714285714285587
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,23,macro_f1,-0.013154593601811093
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,23,accuracy,0.006849315068493178
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,23,balanced_accuracy,0.005952380952380931
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,23,macro_f1,0.011073242437826453
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,23,accuracy,-0.006849315068493178
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,23,balanced_accuracy,-0.005952380952380931
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,23,macro_f1,-0.0023102332026817274
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,37,accuracy,0.0
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,37,balanced_accuracy,-0.006716894216894254
probe_phase_gain,234x234,s2_spike_tsce_beta05,task_plus_reg,37,macro_f1,-0.016459723249836244
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,37,accuracy,0.0
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,37,balanced_accuracy,-0.0011655011655011538
lif_loss_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,37,macro_f1,-0.010795960730507759
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,37,accuracy,-0.006849315068493178
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,37,balanced_accuracy,-0.007575757575757597
lif_loss_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,37,macro_f1,-0.007874306828983407
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,37,accuracy,0.006849315068493178
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,37,balanced_accuracy,0.006410256410256443
