target_grad_ratio,architecture,objective,epoch,first_batch_base_reg_to_task_hidden_grad_ratio_mean,first_batch_base_reg_to_task_hidden_grad_ratio_std,first_batch_base_reg_to_task_hidden_grad_ratio_count,first_batch_effective_reg_to_task_hidden_grad_ratio_mean,first_batch_effective_reg_to_task_hidden_grad_ratio_std,first_batch_effective_reg_to_task_hidden_grad_ratio_count,first_batch_task_reg_hidden_grad_cosine_mean,first_batch_task_reg_hidden_grad_cosine_std,first_batch_task_reg_hidden_grad_cosine_count,val_wholecount_ba_mean,val_wholecount_ba_std,val_wholecount_ba_count,val_objective_loss_mean,val_objective_loss_std,val_objective_loss_count
0.05,short_mid,whole_count_ce,20,0.04391687136440224,0.006698981101874444,5,0.04317701601579266,0.03061508028219406,5,-0.21240005597035605,0.38175646126735857,5,0.13173280423280417,0.035962735659972316,5,2.4195292472839354,0.05416803489656429,5
0.05,short_mid,whole_count_ce,30,0.042623002216904946,0.008660539825766405,5,0.040430297813765774,0.026841091892902187,5,-0.04726694596851788,0.1522013500893337,5,0.1624338624338624,0.045636813663673545,5,2.3302744388580323,0.0804093066775095,5
0.05,short_mid,whole_count_ce,50,0.050077328878741834,0.012787583297464726,5,0.045725513938358844,0.030159072992783482,5,0.020199464258481077,0.0793824522779018,5,0.26500841750841747,0.030923721678752257,5,2.103625535964966,0.05590851240533989,5
0.05,short_mid,whole_count_ce,75,0.06066526765623452,0.019552657901507647,5,0.05283648778347401,0.029149565826285154,5,-0.13462429946587434,0.039567254465809686,5,0.35239417989417987,0.03392167531137688,5,1.8858148813247682,0.03435756223673508,5
0.05,short_mid,whole_count_ce,100,0.06939564287676554,0.01786319988049561,5,0.06281319098625435,0.038235332252826014,5,0.040031043492833776,0.06864258565403698,5,0.385993265993266,0.016264778178610224,5,1.7861388206481934,0.05845347388898105,5
0.05,short_mid_long,timestep_ce,1,0.00911544957739152,0.0018987422907364292,5,0.00511579250012732,0.0008981335518817962,5,0.07294571555164893,0.16438581107639866,5,0.09027777777777772,0.00850517271799713,5,2.4908869743347166,0.007003733050906032,5
0.05,short_mid_long,timestep_ce,5,0.04203546636613566,0.04992409479144402,5,0.1142626931010801,0.13091001836278796,5,-0.019204035946540965,0.17213729519309376,5,0.08749999999999994,0.0038036288715636345,5,2.4844552993774416,0.001471430750101943,5
0.05,short_mid_long,timestep_ce,10,0.016896939996167683,0.008463215146378012,5,0.09519086781524512,0.04768542964614333,5,-0.10333594328964038,0.2086463251576495,5,0.08888888888888884,0.005810139073153302,5,2.4826815128326416,0.0035279469845527164,5
0.05,short_mid_long,timestep_ce,20,0.04198446027730452,0.025531826289381297,5,0.23371825021095768,0.1435262407077094,5,-0.29858173043264236,0.12100774469839082,5,0.08611111111111108,0.006211299937499419,5,2.4818346977233885,0.007255924915674707,5
0.05,short_mid_long,timestep_ce,30,0.028956236233638237,0.015647651270392842,5,0.16647489246524233,0.09771479712781247,5,-0.18986841062789922,0.15082576774631154,5,0.08611111111111108,0.006211299937499419,5,2.4814687728881837,0.0076873793145074394,5
0.05,short_mid_long,timestep_ce,50,6.779601241256725,14.627083977281279,5,36.18790187127548,77.65447936129826,5,-0.10222109175704101,0.2876298905449849,5,0.08888888888888886,0.007607257743127311,5,2.479609966278076,0.008128701203268396,5
0.05,short_mid_long,timestep_ce,75,0.6202027831023222,0.7991245164756412,2,3.5808023053999483,4.587058472249876,2,-0.35988058417809476,0.3547218057565523,2,0.09374999999999994,0.00491046375823994,2,2.472174882888794,0.008417568584595756,2
0.05,short_mid_long,timestep_ce,100,0.939912429687784,,1,5.749319583389285,,1,-0.2402291340192023,,1,0.0972222222222222,,1,2.4664740562438965,,1
0.05,short_mid_long,whole_count_ce,1,0.011927900788349221,0.0031724498489314407,5,0.00466992796744462,0.0009844453530238042,5,0.01923166430382906,0.1091176242854688,5,0.09027777777777775,0.006944444444444446,5,2.482502794265747,0.00787717153474945,5
0.05,short_mid_long,whole_count_ce,5,0.02356550904863026,0.005747941249852483,5,0.04648025947752948,0.010436192377834544,5,0.06391782080343335,0.038946396724452964,5,0.08749999999999994,0.0038036288715636362,5,2.4775827884674073,0.007827242097846106,5
0.05,short_mid_long,whole_count_ce,10,0.02931765251128608,0.020683201049944592,5,0.11331807952139654,0.07289524998682353,5,-0.13144306808659273,0.05502835658386235,5,0.09067460317460312,0.01248187776789809,5,2.4730247497558593,0.011141234321825965,5
0.05,short_mid_long,whole_count_ce,20,0.02544689778038036,0.003648097220332012,5,0.10079834216157897,0.016250431166187615,5,-0.07310479785610192,0.09117024300710157,5,0.09999999999999995,0.015987311712807407,5,2.459837055206299,0.01929218057728729,5
0.05,short_mid_long,whole_count_ce,30,0.02743522749186104,0.003723329628126019,5,0.10800325358577553,0.010714397137436311,5,-0.011713011816381513,0.1888380656035422,5,0.08829365079365074,0.015094369101887828,5,2.47158203125,0.013651725929928813,5
0.05,short_mid_long,whole_count_ce,50,0.03979995246733816,0.013172962499822177,5,0.15565137729742673,0.045781886863091883,5,-0.0682806882346429,0.11075541575106072,5,0.0952380952380952,0.01314250128917835,5,2.4608972549438475,0.019615629861105297,5
0.05,short_mid_long,whole_count_ce,75,0.05062815870479043,0.0039616265555485865,3,0.2065581260350544,0.014602641676955753,3,-0.02047041142421804,0.22998507946131277,3,0.08630952380952377,0.0051549131177644975,3,2.471465508143107,0.02343353205815466,3
0.05,short_mid_long,whole_count_ce,100,0.10401750829282864,0.09885461048642534,2,0.4398745904000557,0.4446953267237731,2,-0.34623431042820596,0.022522411989088872,2,0.09126984126984125,0.011223917161691249,2,2.4636400938034058,0.030075822509980095,2
0.1,mid_long,timestep_ce,1,0.017014886594818958,0.004661586007805994,5,0.0096956234136093,0.0006359195129311289,5,0.27967745145666334,0.10240817029661708,5,0.07337301587301583,0.02024655518789724,5,2.605417013168335,0.23359122666246207,5
0.1,mid_long,timestep_ce,5,0.964109112449178,0.5390842037202876,5,2.7265012842937275,1.4755662314595426,5,0.05485145879213003,0.10789246556011582,5,0.09261904761904756,0.015313424708942557,5,2.486151170730591,0.001012925119887934,5
0.1,mid_long,timestep_ce,10,0.1373227970629846,0.09096075763528051,5,0.8606198565594397,0.7406199998427409,5,-0.04858046306933531,0.14032608228404153,5,0.08900793650793645,0.011811473106745544,5,2.4854665279388426,0.002404235172670327,5
0.1,mid_long,timestep_ce,20,0.05025947036105518,0.01810341017714717,5,0.313895699970964,0.16137080220814037,5,-0.2369809207402848,0.1776489087555013,5,0.0969444444444444,0.02042186252856976,5,2.4867419719696047,0.005364099984277643,5
0.1,mid_long,timestep_ce,30,0.05265967814708816,0.027563992405951792,5,0.341719627009578,0.22486641679740535,5,-0.25023569435894993,0.17880956378717314,5,0.09944444444444442,0.02548904388212105,5,2.4874150276184084,0.0079152837966639,5
0.1,mid_long,timestep_ce,50,0.07303683305393396,0.07317038447042358,5,0.46080791785905734,0.5070831175021394,5,-0.18271926350606713,0.31160822049493675,5,0.10107142857142852,0.02860296429815396,5,2.4932869911193847,0.010947879239492147,5
0.1,mid_long,timestep_ce,75,0.0224469902310689,,1,0.1006735440376947,,1,-0.2148637590908262,,1,0.1734126984126983,,1,2.538185834884644,,1
0.1,mid_long,timestep_ce,100,0.0307352462831504,,1,0.1378459267075107,,1,-0.3364743348803786,,1,0.1976190476190476,,1,2.573589563369751,,1
0.1,mid_long,whole_count_ce,1,0.0329062824649614,0.013514547160521232,5,0.009139877660999478,0.0006422692212850597,5,0.20050809236611178,0.1470002066892173,5,0.0893458393458393,0.03439270770365909,5,2.503639268875122,0.05819752855419629,5
0.1,mid_long,whole_count_ce,5,0.06324291607832082,0.017358918587934095,5,0.10177132749148225,0.05218240580450753,5,0.017505996452358084,0.1208055577292174,5,0.13920033670033666,0.017698410390309637,5,2.3977676391601563,0.048207824199128155,5
0.1,mid_long,whole_count_ce,10,0.04266743515592398,0.0046462892067226915,5,0.13330174686121005,0.04738662693280775,5,-0.10519983349319798,0.15744430965949852,5,0.15177970177970174,0.03316369529083801,5,2.3439944267272947,0.0642271590702657,5
0.1,mid_long,whole_count_ce,20,0.051338532824138736,0.0024312649103959,5,0.15925792275400932,0.056038189082969564,5,-0.1128614004064549,0.14054056614987448,5,0.19369167869167866,0.01961105336020645,5,2.233770751953125,0.06022171669280918,5
0.1,mid_long,whole_count_ce,30,0.05539395176681716,0.00528275199057227,5,0.17162433236333668,0.0623450627416208,5,-0.252625564996498,0.11686921489398623,5,0.2098436748436748,0.04860380341491149,5,2.1877049446105956,0.0828385537782299,5
0.1,mid_long,whole_count_ce,50,0.06291493246811404,0.006864199613987596,5,0.1922539365833842,0.05879435058836049,5,-0.12174685127711882,0.04743348826547519,5,0.24612914862914864,0.04014831033450032,5,2.1169053077697755,0.07843076580532968,5
0.1,mid_long,whole_count_ce,75,0.07788559668264282,0.00393095211002236,5,0.24337320987857983,0.08988084334866038,5,-0.25922015457591063,0.07425119106546278,5,0.25839345839345834,0.0685378278604536,5,2.1170584678649904,0.09917613095799156,5
0.1,mid_long,whole_count_ce,100,0.09482324695658376,0.015442757853561796,5,0.28730220023602254,0.08637603816523376,5,-0.2362412939771008,0.0953345358297861,5,0.2751262626262626,0.03894681697415752,5,2.103351044654846,0.0858829512075502,5
0.1,short_mid,timestep_ce,1,0.03357893407885994,0.01438449923682953,5,0.00973195519003318,0.0028376895132618775,5,0.2763582964929216,0.13708992959412478,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.1,short_mid,timestep_ce,5,0.24225446160490374,0.2504888064846847,5,0.38293672929581235,0.43611708810256683,5,-0.10649361444265253,0.040565811735850464,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.1,short_mid,timestep_ce,10,0.05110454154143612,0.021668751513397977,5,0.15301446926105078,0.06281170038859382,5,-0.16654074894607993,0.19683842073356242,5,0.0833333333333333,0.0,5,2.4849520683288575,0.00010150607655426403,5
0.1,short_mid,timestep_ce,20,0.046022252524705244,0.015445223416143032,5,0.14655284194205231,0.07330779736472354,5,-0.20171319461458515,0.13542148596315642,5,0.0833333333333333,0.0,5,2.4866446018218995,0.003886126021191357,5
0.1,short_mid,timestep_ce,30,0.08232066922240976,0.09029435892480084,5,0.2947631160364076,0.3164357252392696,5,-0.14847357367433917,0.23062446770282244,5,0.08611111111111105,0.0038036288715636354,5,2.485914707183838,0.002493257221063561,5
0.1,short_mid,timestep_ce,50,0.07104654316064547,0.0780083838232658,5,0.30860998188755273,0.4720744115669935,5,0.05442846172274294,0.28335992538159127,5,0.09484126984126981,0.018948152994148152,5,2.479922342300415,0.008273609985044185,5
0.1,short_mid,timestep_ce,75,0.027355358905694734,0.006815698612754442,3,0.0579754595684468,0.01978815267996841,3,-0.1856567644981285,0.229649975067673,3,0.12268518518518517,0.05655922093921583,3,2.474090099334717,0.010573406223013209,3
0.1,short_mid,timestep_ce,100,0.030551427584436703,0.007942355193680743,3,0.06427208678819914,0.02009069498636339,3,-0.11826003264043679,0.2440796327452915,3,0.14475308641975304,0.07826174018725644,3,2.467709461847941,0.01415217812450488,3
0.1,short_mid,whole_count_ce,1,0.08408315571600632,0.07424168746758522,5,0.0098953657964211,0.00156834403910159,5,0.18035757383862785,0.1313171560208199,5,0.0833333333333333,0.0,5,2.4849354267120365,4.883700668082184e-05,5
0.1,short_mid,whole_count_ce,5,0.04844176339761236,0.017327106782622972,5,0.04779350879984774,0.04773836308788683,5,-0.17385760351486712,0.1358623534757565,5,0.08472222222222218,0.0031056499687496892,5,2.4843862533569334,0.0013095587758362275,5
0.1,short_mid,whole_count_ce,10,0.03427429162093084,0.015204216765183982,5,0.06009542482477966,0.035178063254397374,5,-0.08473115588334408,0.23355709722935233,5,0.0823412698412698,0.006801244643254993,5,2.4862585067749023,0.003578920715657395,5
0.1,short_mid,whole_count_ce,20,0.03574228391204554,0.007997521267386058,5,0.0651536037627574,0.03891930127797865,5,-0.03405144966735979,0.30294560218502264,5,0.12218253968253964,0.04438248586605184,5,2.438817834854126,0.057623584052080366,5
0.1,short_mid,whole_count_ce,30,0.04710050048945078,0.006491341036921108,5,0.0994070417149541,0.08587936064213939,5,0.023428887337682256,0.31012972009761275,5,0.1501190476190476,0.04938615222912174,5,2.3643924713134767,0.09832246390862444,5
0.1,short_mid,whole_count_ce,50,0.04649932496056814,0.007779396529171799,5,0.08817547971786101,0.06318913139959602,5,-0.051111104779097714,0.15098947686164457,5,0.21914141414141408,0.0801632397045302,5,2.20369291305542,0.15357942583740977,5
0.1,short_mid,whole_count_ce,75,0.05069373007811166,0.01305292438000789,5,0.08694655416164881,0.04148779843194786,5,-0.12503261058291687,0.13155050143491373,5,0.3042316017316017,0.10144850370608087,5,2.0067546129226685,0.2219428412333673,5
0.1,short_mid,whole_count_ce,100,0.06307429969154844,0.032440212070197365,5,0.09110247620619258,0.03042627216789653,5,-0.030582057493469865,0.18329599543761554,5,0.34679533429533427,0.07595661906925498,5,1.9265966415405273,0.21619249722661202,5
0.1,short_mid_long,timestep_ce,1,0.00911544966998302,0.0018987424377721262,5,0.01023158508566576,0.001796267173435219,5,0.07294572002983174,0.1643858100024538,5,0.08888888888888884,0.00905444778500366,5,2.4908789157867433,0.00995471386627839,5
0.1,short_mid_long,timestep_ce,5,0.05706396102147426,0.029474281262565002,5,0.3174945315080643,0.1513325727924335,5,-0.050744093994943104,0.08051574860122518,5,0.0833333333333333,0.0,5,2.484997510910034,0.00020311877713857172,5
0.1,short_mid_long,timestep_ce,10,0.07268638131777175,0.07444312526557724,5,0.7827361866530962,0.7765159374018752,5,-0.0578751921494548,0.11506009764434087,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.1,short_mid_long,timestep_ce,20,0.23171113652007008,0.3057689435606094,5,2.6377714508285957,3.65692083168959,5,-0.17939990381909732,0.27757441421010964,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.1,short_mid_long,timestep_ce,30,0.701215002903106,1.0230715272510884,5,7.272083711997295,10.769697438586618,5,-0.21292630911330082,0.32313670660345395,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.1,short_mid_long,timestep_ce,50,19.88529324781187,26.84818080499637,5,228.72679077563166,315.28904423506685,5,-0.19779236423343477,0.3079441356621805,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.1,short_mid_long,whole_count_ce,1,0.01192790065480546,0.0031724502354042714,5,0.00933985565263172,0.0019688910295134433,5,0.019231688108365917,0.10911765224141498,5,0.09027777777777775,0.006944444444444446,5,2.4836421966552735,0.006954886161662423,5
0.1,short_mid_long,whole_count_ce,5,0.023566859520101964,0.012916198807904351,5,0.09515277222536371,0.057405441585917205,5,-0.047676983522748156,0.11484942494029061,5,0.09305555555555552,0.009316949906249117,5,2.4779380798339843,0.011056088583870456,5
0.1,short_mid_long,whole_count_ce,10,0.0165323696837328,0.0032409285765722736,5,0.13136954601487988,0.0283522057256342,5,-0.15381698331736565,0.1016775621694126,5,0.08749999999999995,0.009316949906249112,5,2.4813672065734864,0.007733159187823871,5
0.1,short_mid_long,whole_count_ce,20,0.0257829565322737,0.015409038802351909,5,0.20304361367330306,0.1117592304513326,5,-0.137501944201267,0.11917352487370432,5,0.08749999999999995,0.009316949906249112,5,2.481836938858032,0.005312776746050379,5
0.1,short_mid_long,whole_count_ce,30,0.03243157260779914,0.011540289038929662,5,0.2548839491191018,0.08827730899319124,5,-0.13774496355291127,0.3113482001561473,5,0.08611111111111108,0.006211299937499419,5,2.4809735774993897,0.008013785510450906,5
0.1,short_mid_long,whole_count_ce,50,0.06915013017599468,0.053764446561129275,5,0.5368007510647527,0.38928838855942993,5,-0.11846693628267009,0.32938371585882914,5,0.08611111111111108,0.006211299937499419,5,2.4789886474609375,0.010799232558365481,5
0.1,short_mid_long,whole_count_ce,75,0.1276712832033729,,1,1.0890089445227868,,1,-0.2588417297452778,,1,0.0833333333333333,,1,2.4683282375335693,,1
0.2,mid_long,timestep_ce,1,0.01701488632767676,0.004661586341311881,5,0.019391246849671022,0.0012718389935437108,5,0.27967746305735763,0.10240818183208737,5,0.07357142857142852,0.014377324212075012,5,2.604973030090332,0.23239938766440194,5
0.2,mid_long,timestep_ce,5,0.6375025699977612,0.26385540609856084,5,3.6652383123808705,1.5923465564769488,5,-0.044425253318371216,0.11499487744900534,5,0.09194444444444438,0.007569125885243719,5,2.4861984252929688,0.0008463035966534945,5
0.2,mid_long,timestep_ce,10,0.19207755862524337,0.13196541662101752,5,2.5269941325983267,1.925322741967134,5,-0.12404747025235921,0.2277521625731488,5,0.0933333333333333,0.0223606797749979,5,2.4847671031951903,0.0003120885357924158,5
0.2,mid_long,timestep_ce,20,0.37342526299385853,0.26503617054662104,5,4.760702684878318,3.7839229792392297,5,-0.20166384174531374,0.269956462462424,5,0.08472222222222218,0.003105649968749689,5,2.4850066184997557,0.00022348396686738242,5
0.2,mid_long,timestep_ce,30,0.084528608687103,0.12087354775286302,5,1.0765971002091033,1.6436154698420837,5,-0.2372152654663092,0.33681251510278504,5,0.08472222222222218,0.003105649968749689,5,2.4847790718078615,0.000285325904263934,5
0.2,mid_long,timestep_ce,50,1.5754170146205706,2.5535790989285445,5,21.023767386823383,34.39570462584414,5,-0.16173640812017048,0.44101386724008523,5,0.0922222222222222,0.019876159799998152,5,2.483369159698486,0.0034379852231265773,5
0.2,mid_long,timestep_ce,75,0.0299073872837584,,1,0.2682660472312658,,1,-0.3735063491219822,,1,0.1194444444444444,,1,2.480920791625977,,1
0.2,mid_long,whole_count_ce,1,0.0329062824649614,0.013514547160521232,5,0.018279755321999,0.0012845384425701325,5,0.20050809236611178,0.1470002066892173,5,0.07701779701779696,0.0341067427470947,5,2.501839590072632,0.05640009886203499,5
0.2,mid_long,whole_count_ce,5,0.0714471191281718,0.026299422462574832,5,0.22076773211721412,0.0948449031881449,5,-0.06521828900811422,0.15325932402430895,5,0.12966931216931213,0.021305978524641188,5,2.409070587158203,0.04984338305287593,5
0.2,mid_long,whole_count_ce,10,0.039525404467000404,0.0046768447607155525,5,0.25002521197656946,0.09932043824213431,5,-0.2709437695329208,0.19139893584422288,5,0.15485449735449733,0.028239447388695483,5,2.3671414852142334,0.052636292054064,5
0.2,mid_long,whole_count_ce,20,0.045302605921077675,0.007469347712070207,5,0.2713142675228078,0.06466518255083013,5,-0.3429353063851654,0.11956031610589563,5,0.16716931216931213,0.03948109694753881,5,2.293894720077515,0.052186968894567434,5
0.2,mid_long,whole_count_ce,30,0.040734947632147425,0.010132022562237901,5,0.24030649783459795,0.05846645266835316,5,-0.2481873068091744,0.1733301462534112,5,0.200021645021645,0.02079147469294022,5,2.2537342071533204,0.07033237739877404,5
0.2,mid_long,whole_count_ce,50,0.051058372179435985,0.007195762076051544,5,0.306954083250636,0.0747416668851824,5,-0.22538965756242857,0.1206646342478138,5,0.21850769600769598,0.046382045291284556,5,2.202527952194214,0.06737631483763756,5
0.2,mid_long,whole_count_ce,75,0.055107858446291805,0.010960463355963943,5,0.32988983439896585,0.09052404095791781,5,-0.35544005212700686,0.12535095588800904,5,0.23202741702741697,0.033442060939296955,5,2.1860777854919435,0.10231355432431323,5
0.2,mid_long,whole_count_ce,100,0.05786251971888825,0.006787478414595721,4,0.31148379860698067,0.06412936524962082,4,-0.4316883889945886,0.0905746770527134,4,0.2816197691197691,0.03266958459695904,4,2.1311609745025635,0.07920096348040755,4
0.2,short_mid,timestep_ce,1,0.033578934002747564,0.014384498951683578,5,0.01946391123597404,0.005675377298296626,5,0.27635831589132764,0.13708996475774926,5,0.0833333333333333,0.0,5,2.4849520683288575,0.0001015060765543261,5
0.2,short_mid,timestep_ce,5,0.3405596761642136,0.3876244792706203,5,1.4198656414443125,1.6357467196447477,5,0.006808359304187397,0.18768175793042188,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.2,short_mid,timestep_ce,10,0.14791743577380423,0.24224187757297447,5,1.034912275962459,1.6420410205879403,5,-0.2223586627898125,0.28353034493885015,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.2,short_mid,timestep_ce,20,0.12954880060127602,0.20230302065793435,5,0.9143533809226694,1.3629642340117214,5,-0.2583573789310628,0.3517216123757546,5,0.0833333333333333,0.0,5,2.4849066734313965,0.0,5
0.2,short_mid,timestep_ce,30,0.02170547033051478,0.009222875997884194,5,0.12874232965871063,0.05337490808478299,5,-0.3378086730192672,0.20572206094903073,5,0.08472222222222218,0.0031056499687496892,5,2.484864282608032,9.478876266464818e-05,5
0.2,short_mid,timestep_ce,50,1.8222527384114535,3.6832814116632178,5,19.378219978472593,40.62758630290124,5,-0.19206441450136158,0.2407544493651797,5,0.0833333333333333,0.0,5,2.486248016357422,0.0029993339637312765,5
