family,target_grad_ratio,target_grad_percent,architecture,objective,variant,hidden_cap,output_cap,seed,epochs_trained,early_stopped,stop_reason,best_epoch,calibration_ratio_median,kappa,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1,test_last_hidden_events_per_neuron_second,test_mean_dead_neuron_fraction,test_last_hidden_dead_neuron_fraction,test_mean_active_step_fraction,test_last_hidden_active_step_fraction
direct_snn,0.05,5,short_mid,whole_count_ce,binary,1,1,11,100,False,max_epochs,97,0.06646875424734493,0.7522331442220047,0.817094535771454,0.4223725348725349,0.41516608391608395,0.4246575342465753,0.3836447010420844,6.75849072233267,0.140625,0.0,0.05797830206262425,0.10560141753644797
direct_snn,0.05,5,short_mid,whole_count_ce,binary,1,1,23,100,False,max_epochs,90,0.038989185695920615,1.282406880460482,0.7480515294090786,0.4360930735930735,0.5305749805749805,0.5547945205479452,0.5220648039610128,6.549743207422134,0.1484375,0.0,0.0558721240266733,0.10233973761597084
direct_snn,0.05,5,short_mid,whole_count_ce,binary,1,1,37,100,False,max_epochs,93,0.17299888089297394,0.2890192106556608,0.8294206673297783,0.47161495911495904,0.45046758796758796,0.4657534246575342,0.42201546550189173,10.63108846918489,0.10546875,0.0,0.08975023556577202,0.1661107573310139
direct_snn,0.05,5,short_mid,whole_count_ce,binary,1,1,53,100,False,max_epochs,95,0.022794640439980234,2.193498078272094,0.7056066158089074,0.38962842712842716,0.3836545399045399,0.4041095890410959,0.35630573209772076,5.7139662027833005,0.23046875,0.046875,0.048069331407389004,0.08928072191848907
direct_snn,0.05,5,short_mid,whole_count_ce,binary,1,1,71,100,False,max_epochs,98,0.09466170225371244,0.5281967132387914,0.8527367565721158,0.4141594516594516,0.41237443112443106,0.4246575342465753,0.3870041665752328,8.853711066931742,0.109375,0.0,0.07556354580848243,0.13833923542080848
direct_snn,0.05,5,short_mid,timestep_ce,binary,1,1,11,100,False,max_epochs,99,0.02956961568858628,1.6909249185575228,0.26596930787043627,0.16666666666666666,0.20437895437895437,0.2191780821917808,0.1415223455118621,0.7011679920477137,0.3671875,0.2109375,0.005869082380715706,0.010955749875745527
direct_snn,0.05,5,short_mid,timestep_ce,binary,1,1,23,100,False,max_epochs,100,0.018257842649153287,2.738549179156102,0.20771626084449799,0.13194444444444445,0.16463536463536463,0.17123287671232876,0.13290396396036375,0.4945328031809145,0.4765625,0.3203125,0.004147316621106694,0.0077270750497017895
direct_snn,0.05,5,short_mid,timestep_ce,binary,1,1,37,100,False,max_epochs,90,0.09064792863051525,0.5515845839545004,0.37210990571307806,0.24027777777777778,0.24335803085803087,0.2602739726027397,0.20342880950808997,2.636679920477137,0.19140625,0.046875,0.02193900399685222,0.04119812375745527
direct_snn,0.05,5,short_mid,timestep_ce,binary,1,1,53,100,False,max_epochs,93,0.021186167419960662,2.3600304391483395,0.22009314133921054,0.15555555555555553,0.19393939393939394,0.2054794520547945,0.12138358717306086,0.4648359840954274,0.55078125,0.3828125,0.003925988340788601,0.0072630622514910535
direct_snn,0.05,5,short_mid,timestep_ce,binary,1,1,71,100,False,max_epochs,99,0.041747751478421864,1.1976692930598543,0.34749713443891356,0.20138888888888887,0.25422077922077924,0.273972602739726,0.19560193336989198,2.0384774685222,0.23828125,0.0703125,0.016953940419980117,0.031851210445659375
direct_snn,0.05,5,mid_long,whole_count_ce,binary,1,1,11,100,False,max_epochs,99,0.03590832011375551,1.3924349521671537,0.892656559282247,0.35444324194324195,0.4379315129315129,0.4452054794520548,0.4219510748884172,8.674080516898607,0.125,0.0,0.07600393731361828,0.13553250807654074
direct_snn,0.05,5,mid_long,whole_count_ce,binary,1,1,23,100,False,max_epochs,97,0.03862158811582185,1.2946127396433196,0.8955288392262469,0.4373136123136123,0.4130383505383506,0.4246575342465753,0.40880973715651137,9.742254804506295,0.15234375,0.0,0.086088935139165,0.15222273132041086
direct_snn,0.05,5,mid_long,whole_count_ce,binary,1,1,37,100,False,max_epochs,58,0.022285334222471965,2.2436280066906638,0.772058722059207,0.2556277056277056,0.30573246198246196,0.3219178082191781,0.2782742257742257,6.534128561961564,0.15234375,0.0,0.05665195027750166,0.10209575878064944
direct_snn,0.05,5,mid_long,whole_count_ce,binary,1,1,53,100,False,max_epochs,89,0.026102280680404415,1.9155414276705773,0.8149319242026792,0.32308802308802304,0.3654123654123654,0.3698630136986301,0.34166792509815763,6.178967859509609,0.13671875,0.0,0.053447543903247186,0.09654637280483765
direct_snn,0.05,5,mid_long,whole_count_ce,binary,1,1,71,100,False,max_epochs,95,0.0548657651691083,0.9113150950485983,0.9094770087726017,0.37514430014430017,0.3459942834942835,0.3561643835616438,0.327145517451245,8.25360337972167,0.11328125,0.0,0.07326807384857521,0.12896255280815108
direct_snn,0.05,5,mid_long,timestep_ce,binary,1,1,11,100,False,max_epochs,94,0.014940887070262934,3.346521512736398,0.3465101928531451,0.19781746031746036,0.22132034632034633,0.23972602739726026,0.15662858905861965,0.9307902584493042,0.30859375,0.109375,0.008079452969681909,0.014543597788270378
direct_snn,0.05,5,mid_long,timestep_ce,binary,1,1,23,100,False,max_epochs,96,0.022296810811915767,2.242473169000439,0.5227879088817875,0.284992784992785,0.323989898989899,0.3424657534246575,0.2564795017784148,2.87259774685222,0.1953125,0.015625,0.025889584368787275,0.044884339794565936
direct_snn,0.05,5,mid_long,timestep_ce,binary,1,1,37,50,True,patience_30_after_min50,10,0.013499599178175326,3.703813671804014,0.09799280805963195,0.10416666666666667,0.09407259407259407,0.08904109589041095,0.040046296296296295,1.9110337972166997,0.31640625,0.0859375,0.01707398836149768,0.029859903081510934
direct_snn,0.05,5,mid_long,timestep_ce,binary,1,1,53,93,True,patience_30_after_min50,63,0.013788604076817788,3.626182876921018,0.21831272733788457,0.18611111111111112,0.1462121212121212,0.1506849315068493,0.12297284158672543,0.5757123923127899,0.42578125,0.2421875,0.005042984281809145,0.008995506129887343
direct_snn,0.05,5,mid_long,timestep_ce,binary,1,1,71,100,False,max_epochs,100,0.023289845203835972,2.1468584081342335,0.47554662673003406,0.2069444444444444,0.24029581529581526,0.2465753424657534,0.1950309517120755,1.8805500331345262,0.23828125,0.03125,0.016083511949138502,0.02938359426772697
direct_snn,0.1,10,short_mid_long,whole_count_ce,binary,1,1,11,50,True,patience_30_after_min50,1,0.013600181359512263,7.3528431244086185,0.07216164599743032,0.09027777777777778,0.08766233766233766,0.0821917808219178,0.03134493233913283,0.7011265738899933,0.3828125,0.09375,0.004231339394190413,0.010955102717031146
direct_snn,0.1,10,short_mid_long,whole_count_ce,binary,1,1,23,68,True,patience_30_after_min50,27,0.011528126542796766,8.674436356051626,0.16447026781469992,0.1111111111111111,0.09956709956709957,0.0958904109589041,0.04813050095956587,0.8313038436050364,0.5026041666666666,0.125,0.005254713041197261,0.012989122556328694
direct_snn,0.1,10,short_mid_long,whole_count_ce,binary,1,1,37,50,True,patience_30_after_min50,17,0.013734096461392151,7.281148802260819,0.12970692451038363,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.11203611663353213,0.6744791666666666,0.4375,0.0006538460210956483,0.0017505643223989396
direct_snn,0.1,10,short_mid_long,whole_count_ce,binary,1,1,53,84,True,patience_30_after_min50,5,0.011723621173682797,8.52978772672049,0.11406250296441751,0.09722222222222222,0.07575757575757576,0.0684931506849315,0.011111111111111112,0.3131626905235255,0.5104166666666666,0.21875,0.001841813701126574,0.004893167039430086
direct_snn,0.1,10,short_mid_long,whole_count_ce,binary,1,1,71,50,True,patience_30_after_min50,6,0.012834756099963809,7.791344005382539,0.11643643814565013,0.10416666666666667,0.09523809523809523,0.08904109589041095,0.03214758125472411,0.36091782637508285,0.4895833333333333,0.1328125,0.0022050854594654295,0.0056393410371106695
direct_snn,0.1,10,short_mid_long,timestep_ce,binary,1,1,11,50,True,patience_30_after_min50,1,0.009408297184545066,10.62891594923991,0.07216164599743032,0.09027777777777778,0.08928571428571429,0.0821917808219178,0.03649425287356322,0.7155400927766733,0.4036458333333333,0.125,0.004311802794345041,0.01118031394963552
direct_snn,0.1,10,short_mid_long,timestep_ce,binary,1,1,23,50,True,patience_30_after_min50,1,0.00817411883315152,12.23373455184345,0.08485761705101329,0.10416666666666667,0.0817099567099567,0.07534246575342465,0.021458933223639107,1.0420808482438702,0.3984375,0.09375,0.006789773511707533,0.01628251325381047
direct_snn,0.1,10,short_mid_long,timestep_ce,binary,1,1,37,50,True,patience_30_after_min50,4,0.01032956586680106,9.68094896624816,0.08841646284649429,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.011827956989247311,0.281850563286945,0.5416666666666666,0.2421875,0.0016433516953832563,0.004403915051358516
direct_snn,0.1,10,short_mid_long,timestep_ce,binary,1,1,53,50,True,patience_30_after_min50,2,0.00798497066703319,12.523527533151844,0.09698665182086381,0.09027777777777778,0.0909090909090909,0.0821917808219178,0.025793650793650796,0.2170311464546057,0.4791666666666667,0.2265625,0.0013557975066269053,0.003391111663353214
direct_snn,0.1,10,short_mid_long,timestep_ce,binary,1,1,71,50,True,patience_30_after_min50,7,0.008684127117103651,11.515262115756801,0.10185844669265869,0.09027777777777778,0.08928571428571429,0.0821917808219178,0.022863247863247865,0.09430914512922466,0.6197916666666666,0.3984375,0.0006404714076651204,0.0014735803926441352
direct_snn,0.1,10,short_mid,whole_count_ce,binary,1,1,11,100,False,max_epochs,97,0.06646875424734493,1.5044662884440094,0.7577949088809036,0.41310726310726315,0.3837669275169275,0.3972602739726027,0.3528793223814262,5.248384691848907,0.19140625,0.0,0.04469181007703778,0.08200601081013917
direct_snn,0.1,10,short_mid,whole_count_ce,binary,1,1,23,100,False,max_epochs,91,0.03898918559548775,2.5648137675277085,0.6551658619431285,0.32202982202982205,0.38762279387279386,0.4041095890410959,0.3615140575652256,4.555707422133864,0.25,0.015625,0.03827037773359841,0.07118292847084162
direct_snn,0.1,10,short_mid,whole_count_ce,binary,1,1,37,100,False,max_epochs,74,0.17299883766212878,0.578038565757896,0.731536315321439,0.428385040885041,0.43044386169386173,0.4520547945205479,0.38776851273990864,8.630798542080848,0.14453125,0.015625,0.07276231931328694,0.13485622722001325
direct_snn,0.1,10,short_mid,whole_count_ce,binary,1,1,53,100,False,max_epochs,100,0.022794640439980234,4.386996156544188,0.41487604404021944,0.2339285714285714,0.2849483849483849,0.3082191780821918,0.23706117649195454,1.553719350563287,0.46484375,0.3046875,0.012903697606030483,0.024276864852551358
direct_snn,0.1,10,short_mid,whole_count_ce,binary,1,1,71,100,False,max_epochs,95,0.09466170225371244,1.0563934264775827,0.7910200022360421,0.4319203944203944,0.4571796259296259,0.4726027397260274,0.42372261453143806,7.454522862823062,0.140625,0.0078125,0.06351377412607687,0.11647691973161034
direct_snn,0.1,10,short_mid,timestep_ce,binary,1,1,11,100,False,max_epochs,100,0.02956961568858628,3.3818498371150456,0.12002631743983945,0.08333333333333333,0.09761904761904762,0.08904109589041095,0.03655205476397529,0.03694499668654738,0.796875,0.7734375,0.000331668841119947,0.0005772655732273028
direct_snn,0.1,10,short_mid,timestep_ce,binary,1,1,23,50,True,patience_30_after_min50,1,0.018257842649153287,5.477098358312204,0.08229166666666667,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.16658383035122598,0.51953125,0.4296875,0.0016473425074552683,0.002602872349237906
direct_snn,0.1,10,short_mid,timestep_ce,binary,1,1,37,100,False,max_epochs,97,0.09064792863051525,1.1031691679090008,0.3557596451605423,0.2388888888888889,0.23053751803751807,0.2465753424657534,0.1957988733468071,1.3493621603711068,0.2421875,0.078125,0.011290007351722996,0.021083783755798544
direct_snn,0.1,10,short_mid,timestep_ce,binary,1,1,53,50,True,patience_30_after_min50,1,0.021186167419960662,4.720060878296679,0.0961230491497787,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.0180168986083499,0.6171875,0.6015625,0.00028410267561298873,0.0002815140407554672
direct_snn,0.1,10,short_mid,timestep_ce,binary,1,1,71,100,False,max_epochs,98,0.041747751478421864,2.3953385861197085,0.24922197557843587,0.125,0.15822510822510824,0.1643835616438356,0.09693983851825372,0.6587143803843605,0.5390625,0.4453125,0.0054283672962226635,0.010292412193505632
direct_snn,0.1,10,mid_long,whole_count_ce,binary,1,1,11,100,False,max_epochs,88,0.0359083077359808,2.784870864293004,0.825348447259787,0.34614598364598365,0.3881118881118881,0.3972602739726027,0.37673956142262516,6.261762756792578,0.15234375,0.0,0.05434612377816435,0.09784004307488403
direct_snn,0.1,10,mid_long,whole_count_ce,binary,1,1,23,100,False,max_epochs,96,0.038621588639200295,2.589225444198885,0.8647530834447105,0.3734607984607985,0.3919878732378732,0.3972602739726027,0.38123993271859136,6.837309476474487,0.20703125,0.0,0.060668217258946326,0.10683296056991386
direct_snn,0.1,10,mid_long,whole_count_ce,binary,1,1,37,100,False,max_epochs,90,0.0222853317086199,4.487256519557225,0.7540454684864274,0.24746272246272247,0.3439338439338439,0.363013698630137,0.3183996674631872,3.696363485752154,0.23046875,0.0234375,0.03197643565689198,0.057755679464877405
direct_snn,0.1,10,mid_long,whole_count_ce,binary,1,1,53,100,False,max_epochs,90,0.02610228117846568,3.831082782239729,0.7581689822656178,0.31925204425204423,0.3920697358197358,0.3972602739726027,0.3665974404613221,4.31490225314778,0.203125,0.0078125,0.03723265873508946,0.06742034770543406
direct_snn,0.1,10,mid_long,whole_count_ce,binary,1,1,71,100,False,max_epochs,81,0.054865776658645574,1.8226298084170531,0.8663388466738836,0.27451298701298704,0.37239427239427236,0.3767123287671233,0.3589323644512985,6.923376408217362,0.15625,0.0,0.060541374150927765,0.10817775637839629
direct_snn,0.1,10,mid_long,timestep_ce,binary,1,1,11,50,True,patience_30_after_min50,5,0.014940886360424562,6.693043343457864,0.10914711336881149,0.11805555555555557,0.09307359307359307,0.0958904109589041,0.04021263289555973,4.009070576540755,0.26953125,0.1171875,0.03452138730119284,0.0626417277584493
direct_snn,0.1,10,mid_long,timestep_ce,binary,1,1,23,100,False,max_epochs,80,0.022296811387373217,4.48494622224909,0.37052708133729223,0.214484126984127,0.2210137085137085,0.2328767123287671,0.1907181054239878,1.1047465208747516,0.3515625,0.1171875,0.01011767934062293,0.017261664388667993
direct_snn,0.1,10,mid_long,timestep_ce,binary,1,1,37,50,True,patience_30_after_min50,11,0.013499600790693025,7.407626458772218,0.09286163522012579,0.08333333333333333,0.08974358974358974,0.0821917808219178,0.022478070175438597,0.3452617627567926,0.41796875,0.2421875,0.0033959653537110673,0.005394715043074884
direct_snn,0.1,10,mid_long,timestep_ce,binary,1,1,53,50,True,patience_30_after_min50,5,0.013788605640669293,7.25236493130614,0.09814814814814815,0.09166666666666667,0.08333333333333333,0.07534246575342465,0.011982570806100218,3.1650927766732937,0.2734375,0.0703125,0.02713730637011266,0.049454574635520214
direct_snn,0.1,10,mid_long,timestep_ce,binary,1,1,71,60,True,patience_30_after_min50,24,0.0232898453813291,4.293716783545826,0.10823305828808973,0.10555555555555556,0.09166666666666667,0.0821917808219178,0.02404604225796279,0.038891650099403575,0.6328125,0.5546875,0.00048795767064280975,0.0006076820328031809
direct_snn,0.2,20,short_mid_long,whole_count_ce,binary,1,1,11,50,True,patience_30_after_min50,1,0.013600183505811598,14.705683928054095,0.07517387296799062,0.09027777777777778,0.0817099567099567,0.07534246575342465,0.021377995642701524,0.7024519549370444,0.3984375,0.1015625,0.004219474817760106,0.010975811795891318
direct_snn,0.2,20,short_mid_long,whole_count_ce,binary,1,1,23,50,True,patience_30_after_min50,2,0.011528123895483803,17.348876696090244,0.10357210530559587,0.1111111111111111,0.10551948051948051,0.10273972602739725,0.06444388944388944,1.1456262425447317,0.4140625,0.125,0.007368117682792136,0.017900410039761432
direct_snn,0.2,20,short_mid_long,whole_count_ce,binary,1,1,37,50,True,patience_30_after_min50,9,0.013734103661228632,14.562289970520604,0.11056333879840169,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.006585487077534791,0.8489583333333334,0.8515625,6.687306715263973e-05,0.00010289823558648111
direct_snn,0.2,20,short_mid_long,whole_count_ce,binary,1,1,53,50,True,patience_30_after_min50,4,0.01172360627429464,17.05959713424726,0.11130958808562398,0.09722222222222221,0.07575757575757576,0.0684931506849315,0.010964912280701754,0.18037607687210072,0.5494791666666666,0.2578125,0.0010885209575878065,0.0028183762011265738
direct_snn,0.2,20,short_mid_long,whole_count_ce,binary,1,1,71,50,True,patience_30_after_min50,6,0.012834755608535812,15.58268860740824,0.10923746486177117,0.09722222222222221,0.09523809523809523,0.08904109589041095,0.028095238095238093,0.20837475149105367,0.5989583333333334,0.3515625,0.0012828842914733819,0.0032558554920477135
direct_snn,0.2,20,short_mid_long,timestep_ce,binary,1,1,11,50,True,patience_30_after_min50,1,0.009408297905459148,21.2578302695911,0.07409065834310934,0.09027777777777778,0.08928571428571429,0.0821917808219178,0.036415525114155245,0.7014165009940357,0.3880208333333333,0.078125,0.004215376145902364,0.010959632828031808
direct_snn,0.2,20,short_mid_long,timestep_ce,binary,1,1,23,50,True,patience_30_after_min50,1,0.008174119504601224,24.467467093846587,0.0828235477252773,0.10416666666666667,0.07413419913419914,0.0684931506849315,0.020833333333333332,1.0479208084824387,0.3932291666666667,0.0859375,0.006817169897282969,0.016373762632538105
direct_snn,0.2,20,short_mid_long,timestep_ce,binary,1,1,37,50,True,patience_30_after_min50,6,0.01032957209447662,19.361886259252024,0.08990328620831765,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.010603048376408217,0.8411458333333334,0.875,0.00010634974872984316,0.0001656726308813784
direct_snn,0.2,20,short_mid_long,timestep_ce,binary,1,1,53,50,True,patience_30_after_min50,1,0.007984970076200163,25.047056919613997,0.09223943363024939,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.18464214711729623,0.484375,0.234375,0.001166395722884913,0.0028850335487077537
direct_snn,0.2,20,short_mid_long,timestep_ce,binary,1,1,71,50,True,patience_30_after_min50,3,0.008684126343145051,23.030526284071524,0.09367821366572754,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.21065275016567264,0.5208333333333334,0.2265625,0.0013659363264855312,0.003291449221338635
direct_snn,0.2,20,short_mid,whole_count_ce,binary,1,1,11,100,False,max_epochs,92,0.06646875111662152,3.00893271861079,0.478294828843756,0.2792328042328042,0.3262654012654012,0.3424657534246575,0.265996933256935,2.4391153081510932,0.37109375,0.15625,0.020267393037607686,0.03811117668986083
direct_snn,0.2,20,short_mid,whole_count_ce,binary,1,1,23,100,False,max_epochs,96,0.03898918301472795,5.129627874594117,0.38298985352351983,0.25343915343915346,0.2546633921633922,0.273972602739726,0.21268807089702613,1.89662027833002,0.50390625,0.328125,0.015635678118787275,0.02963469184890656
direct_snn,0.2,20,short_mid,whole_count_ce,binary,1,1,37,100,False,max_epochs,99,0.17299883772936178,1.1560771310665028,0.8006248363726539,0.41991943241943236,0.48588009213009214,0.5068493150684932,0.46441582990341396,7.685926110006627,0.15625,0.0,0.0644168841119947,0.12009259546885355
direct_snn,0.2,20,short_mid,whole_count_ce,binary,1,1,53,50,True,patience_30_after_min50,1,0.022794675517044782,8.773978811431181,0.09621382620134006,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.01665009940357853,0.62890625,0.609375,0.000265982231610338,0.00026015780318091453
direct_snn,0.2,20,short_mid,whole_count_ce,binary,1,1,71,100,False,max_epochs,93,0.09466170617350554,2.112786765467969,0.709586942527582,0.363498075998076,0.3957708957708957,0.4178082191780822,0.35297519505299396,4.790258449304175,0.19921875,0.0078125,0.04041667960984095,0.07484778827037773
direct_snn,0.2,20,short_mid,timestep_ce,binary,1,1,11,50,True,patience_30_after_min50,1,0.02956961530941697,6.763699760960584,0.08653846153846152,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.09501325381047052,0.57421875,0.578125,0.0009768860793571903,0.0014845820907886018
direct_snn,0.2,20,short_mid,timestep_ce,binary,1,1,23,50,True,patience_30_after_min50,2,0.01825784331042767,10.954196319878223,0.088398656578688,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011827956989247311,0.12876905235255137,0.5390625,0.4609375,0.0012998182778330022,0.002012016443008615
direct_snn,0.2,20,short_mid,timestep_ce,binary,1,1,37,61,True,patience_30_after_min50,61,0.09064789361556738,2.206339188069706,0.14602063511261623,0.09027777777777778,0.12738095238095237,0.1232876712328767,0.07899647324829806,0.20891318754141816,0.54296875,0.3671875,0.0017838929961895296,0.0032642685553346588
direct_snn,0.2,20,short_mid,timestep_ce,binary,1,1,53,50,True,patience_30_after_min50,1,0.021186167419960662,9.440121756593358,0.09073127766130912,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.015366136514247846,0.62109375,0.6015625,0.00025756916832339296,0.0002400958830351226
direct_snn,0.2,20,short_mid,timestep_ce,binary,1,1,71,50,True,patience_30_after_min50,1,0.041747751478421864,4.790677172239417,0.08675751222921034,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.07099072233267065,0.5625,0.53125,0.0008377469557654076,0.0011092300364479789
direct_snn,0.2,20,mid_long,whole_count_ce,binary,1,1,11,100,False,max_epochs,96,0.0359083077359808,5.569741728586008,0.7715366415348662,0.27430856180856183,0.35786088911088904,0.3698630136986301,0.34143240178857237,3.5122183565275016,0.234375,0.015625,0.03029285226143141,0.05487841182074221
direct_snn,0.2,20,mid_long,whole_count_ce,binary,1,1,23,100,False,max_epochs,93,0.038621588639200295,5.17845088839777,0.760262635171913,0.2999458874458874,0.3450611888111888,0.3561643835616438,0.32758922944515007,4.168986083499006,0.23828125,0.0078125,0.03661429858349901,0.06514040755467197
direct_snn,0.2,20,mid_long,whole_count_ce,binary,1,1,37,81,True,patience_30_after_min50,45,0.0222853317086199,8.97451303911445,0.3751340595233954,0.22083333333333333,0.2066017316017316,0.2191780821917808,0.1708701231046966,1.365846587143804,0.37109375,0.140625,0.011732663912359179,0.021341352924121936
direct_snn,0.2,20,mid_long,whole_count_ce,binary,1,1,53,100,False,max_epochs,99,0.02610228117846568,7.662165564479458,0.6474087702744482,0.33174603174603173,0.30982975357975356,0.3219178082191781,0.2791536116030119,2.2149602385685885,0.296875,0.0859375,0.01898925457670643,0.034608753727634195
direct_snn,0.2,20,mid_long,whole_count_ce,binary,1,1,71,100,False,max_epochs,90,0.054865776658645574,3.6452596168341063,0.8049861708117171,0.2522546897546898,0.3710782273282273,0.3835616438356164,0.35439933733277384,4.654572564612326,0.18359375,0.0078125,0.04035131657968853,0.07272769632206759
direct_snn,0.2,20,mid_long,timestep_ce,binary,1,1,11,50,True,patience_30_after_min50,5,0.014940886360424562,13.386086686915728,0.08949967747137559,0.10416666666666667,0.08333333333333333,0.07534246575342465,0.011752136752136752,2.311795891318754,0.29296875,0.1328125,0.020158346794234592,0.03612181080185553
direct_snn,0.2,20,mid_long,timestep_ce,binary,1,1,23,87,True,patience_30_after_min50,49,0.022296811387373217,8.96989244449818,0.12480558691250515,0.1416666666666667,0.1317099567099567,0.13013698630136986,0.06708984773645753,0.29311630218687873,0.640625,0.5234375,0.002549158175944334,0.00457994222166998
direct_snn,0.2,20,mid_long,timestep_ce,binary,1,1,37,50,True,patience_30_after_min50,3,0.013499600790693025,14.815252917544436,0.09127140111809923,0.1111111111111111,0.091991341991342,0.08904109589041095,0.035985853227232543,6.103296885354539,0.3046875,0.125,0.05189501014744864,0.09536401383366468
direct_snn,0.2,20,mid_long,timestep_ce,binary,1,1,53,50,True,patience_30_after_min50,5,0.013788604064126988,14.504731521033984,0.09413580246913582,0.09027777777777778,0.08928571428571429,0.0821917808219178,0.021320662768031188,2.041956593770709,0.2734375,0.0546875,0.017691054195659375,0.03190557177766733
direct_snn,0.2,20,mid_long,timestep_ce,binary,1,1,71,50,True,patience_30_after_min50,6,0.0232898453813291,8.587433567091653,0.08808167141500474,0.09166666666666667,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.8977799867461895,0.3515625,0.203125,0.008269717631709741,0.014027812292909211
