objective,l2_width,last_layer,layer,probe_type,mean_input_feature_dim,mean_feature_dim,mean_pca_explained_variance_ratio_sum,mean_probe_val_balanced_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_probe_test_accuracy,sd_input_feature_dim,sd_feature_dim,sd_pca_explained_variance_ratio_sum,sd_probe_val_balanced_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_probe_test_accuracy
fixed250_sequence_ce,64,L2,L2,fixed250_pca128,1024.0,128.0,0.9544283747673035,0.5226571268237934,0.47461982461982455,0.48584940367486684,0.4840182648401827,0.0,0.0,0.0013992276892226905,0.00868459891345697,0.03835264441213928,0.03758303184767295,0.041285710776313066
fixed250_sequence_ce,64,L2,L2,full_count,64.0,64.0,,0.44163059163059165,0.4659680597180597,0.4528837105357179,0.4703196347031963,0.0,0.0,,0.024609195923022843,0.009446983727176592,0.007434266913668283,0.007908907797118161
fixed250_sequence_ce,128,L2,L1,fixed250,2048.0,2048.0,,0.48787878787878786,0.476312345062345,0.47134443868054515,0.4885844748858448,0.0,0.0,,0.016374480333488133,0.029895998749319218,0.03263500908829277,0.0337868689199743
fixed250_sequence_ce,128,L2,L1,fixed250_pca128,2048.0,128.0,0.9136285384496053,0.49499959916626585,0.4534863284863284,0.44988898950756223,0.45662100456621,0.0,0.0,0.0024324128887991832,0.004396438518903839,0.03594036648771209,0.029431719842915375,0.03378686891997429
fixed250_sequence_ce,128,L2,L1,full_count,128.0,128.0,,0.4290584415584416,0.4146772209272209,0.4059348874217738,0.4269406392694064,0.0,0.0,,0.016263604265751668,0.0670866412200835,0.0774324169264469,0.07128993148856622
fixed250_sequence_ce,128,L2,L2,fixed250,2048.0,2048.0,,0.5479978354978354,0.49496637621637624,0.49730770233309296,0.5091324200913242,0.0,0.0,,0.04000518593828943,0.006234783659991006,0.014291497309863333,0.01046250158665712
fixed250_sequence_ce,128,L2,L2,fixed250_pca128,2048.0,128.0,0.9372701446215311,0.5129529421196087,0.4772977022977023,0.47739650288825314,0.4863013698630137,0.0,0.0,0.0031916421204008015,0.026177891441391366,0.03473781441020703,0.03925013356536644,0.036243168644720415
fixed250_sequence_ce,128,L2,L2,full_count,128.0,128.0,,0.45561968895302224,0.4539571539571539,0.4516297586572348,0.4589041095890411,0.0,0.0,,0.03432098554538418,0.003463230215305334,0.007810321407665225,0.006849315068493136
fixed250_sequence_ce,256,L2,L1,fixed250,2048.0,2048.0,,0.4635682219015553,0.46266626891626883,0.4549955851357483,0.4771689497716895,0.0,0.0,,0.035578176276803285,0.008692513709802228,0.022237399458089602,0.010462501586657163
fixed250_sequence_ce,256,L2,L1,fixed250_pca128,2048.0,128.0,0.9139591256777445,0.43947410614077276,0.4470843970843971,0.4516191973469775,0.4589041095890411,0.0,0.0,0.0036878657914385595,0.053598054229831174,0.03322390261608846,0.03559978923651918,0.03559008508703169
fixed250_sequence_ce,256,L2,L1,full_count,128.0,128.0,,0.3985309443642777,0.38760290635290634,0.37091660016534417,0.4041095890410959,0.0,0.0,,0.007318942178545297,0.011543434731210072,0.01197524531501144,0.018121584322360218
fixed250_sequence_ce,256,L2,L2,fixed250,4096.0,4096.0,,0.5174723424723425,0.5199881137381137,0.51869132616088,0.5342465753424658,0.0,0.0,,0.03752238332537825,0.018908561182184452,0.02026419734963636,0.013698630136986328
fixed250_sequence_ce,256,L2,L2,fixed250_pca128,4096.0,128.0,0.9161374568939209,0.4997775372775372,0.45918803418803417,0.4636723389759436,0.4680365296803653,0.0,0.0,0.013082175854588707,0.028261265024188187,0.022804298555522292,0.011403591216426964,0.025931088336987554
fixed250_sequence_ce,256,L2,L2,full_count,256.0,256.0,,0.4443863235529902,0.5005159192659193,0.5001432082145599,0.5114155251141553,0.0,0.0,,0.013755800852994998,0.0020574465892684315,0.008018915155628734,0.003954453898559088
relative10_sequence_ce,32,L2,L1,fixed250,2048.0,2048.0,,0.5056637806637806,0.5300606800606801,0.5278480498953743,0.541095890410959,0.0,0.0,,0.022710975856140788,0.013405689844797218,0.027138219946692518,0.013698630136986273
relative10_sequence_ce,32,L2,L1,fixed250_pca128,2048.0,128.0,0.9081433415412903,0.478042328042328,0.49199226699226695,0.4887479384377002,0.502283105022831,0.0,0.0,0.0017146504277107634,0.01993081536165001,0.02902314491544103,0.02702878985115303,0.028515972595426518
relative10_sequence_ce,32,L2,L1,full_count,128.0,128.0,,0.43920354337021,0.452503515003515,0.4400245434026666,0.4634703196347032,0.0,0.0,,0.015388229317932206,0.0706758140473376,0.07354420578401073,0.07698500137026194
relative10_sequence_ce,32,L2,L2,fixed250,512.0,512.0,,0.535928731762065,0.5443903318903319,0.5528128318039797,0.5593607305936074,0.0,0.0,,0.017823461641122224,0.031318004995120594,0.03717982103628529,0.030885272279608866
relative10_sequence_ce,32,L2,L2,fixed250_pca128,512.0,128.0,0.9714711705843607,0.4936207311207312,0.5047614422614423,0.5098771290148758,0.5159817351598174,0.0,0.0,0.001256343057990589,0.01581057137002574,0.03883650980735846,0.039198835685834585,0.0389468541306666
relative10_sequence_ce,32,L2,L2,full_count,32.0,32.0,,0.4493526535193202,0.47368349243349234,0.4684153007644786,0.48630136986301364,0.0,0.0,,0.018099526984725067,0.028785403285255116,0.03614788509015005,0.03138750475997149
relative10_sequence_ce,64,L2,L1,fixed250,2048.0,2048.0,,0.5021264229597562,0.4569555444555444,0.46250591438195227,0.4657534246575343,0.0,0.0,,0.04363121521273997,0.04896149403985273,0.0440222882655804,0.05349486079388118
relative10_sequence_ce,64,L2,L1,fixed250_pca128,2048.0,128.0,0.9136077761650085,0.49553270803270805,0.42547175047175045,0.4272655046730452,0.4337899543378995,0.0,0.0,0.0061808807108654495,0.02271516098094298,0.017143247536575104,0.015268121264661835,0.015817815594236322
relative10_sequence_ce,64,L2,L1,full_count,128.0,128.0,,0.4129329004329004,0.49198463573463574,0.47546047538069075,0.5068493150684931,0.0,0.0,,0.035262984858304224,0.029661724800633442,0.00788784702632951,0.03624316864472042
relative10_sequence_ce,64,L2,L2,fixed250,1024.0,1024.0,,0.506595719095719,0.5308614996114995,0.5419639500053591,0.5433789954337899,0.0,0.0,,0.043223393457699655,0.031048452074948652,0.0309939881564314,0.03378686891997432
relative10_sequence_ce,64,L2,L2,fixed250_pca128,1024.0,128.0,0.9558534423510233,0.4593374218374218,0.5144052706552706,0.5218776795004157,0.5251141552511416,0.0,0.0,0.001104488028425046,0.018969212537374745,0.028140452831777716,0.028245841718387284,0.02593108833698753
relative10_sequence_ce,64,L2,L2,full_count,64.0,64.0,,0.4461139169472503,0.4737265049765049,0.4672123039732059,0.4794520547945205,0.0,0.0,,0.028105063245847845,0.02270473770136878,0.026997831699848658,0.02372672339135451
relative10_sequence_ce,128,L2,L1,fixed250,2048.0,2048.0,,0.4568021484688151,0.47367724867724864,0.46481765137718273,0.48630136986301364,0.0,0.0,,0.01294665721752748,0.014509485340494205,0.01547092847184202,0.018121584322360215
relative10_sequence_ce,128,L2,L1,fixed250_pca128,2048.0,128.0,0.9135976036389669,0.44970338303671636,0.4580100455100455,0.45050510081590617,0.4611872146118721,0.0,0.0,0.0014177823285466413,0.025222875018869582,0.03206921825898648,0.030400307208956045,0.033786868919974296
relative10_sequence_ce,128,L2,L1,full_count,128.0,128.0,,0.37705427288760623,0.40154960779960774,0.3814911126649046,0.4109589041095891,0.0,0.0,,0.014651750962575287,0.05715779274783525,0.06783604239915329,0.0547945205479452
relative10_sequence_ce,128,L2,L2,fixed250,2048.0,2048.0,,0.5319384319384319,0.5307324619824619,0.5347557966817766,0.54337899543379,0.0,0.0,,0.003909127781477615,0.03825466070099673,0.04358509613654605,0.043498992884149934
relative10_sequence_ce,128,L2,L2,fixed250_pca128,2048.0,128.0,0.9393460949261984,0.4851090267756934,0.49661750286750284,0.4942523394029427,0.5068493150684931,0.0,0.0,0.005553951173204302,0.012373311310136942,0.046898620153166266,0.053142253295234886,0.049391113362520375
relative10_sequence_ce,128,L2,L2,full_count,128.0,128.0,,0.4354096520763187,0.4639004514004514,0.45784276347022984,0.4680365296803653,0.0,0.0,,0.0487435320997753,0.0053789102892151264,0.0021645221968355625,0.003954453898559088
relative10_sequence_ce,256,L2,L1,fixed250,2048.0,2048.0,,0.47014790764790765,0.471575184075184,0.4667038121487983,0.4817351598173516,0.0,0.0,,0.010103473854344529,0.04365223531156764,0.034883600510969955,0.04810800800389377
relative10_sequence_ce,256,L2,L1,fixed250_pca128,2048.0,128.0,0.9164256850878397,0.460309443642777,0.4506666944166944,0.4507492164057368,0.4589041095890411,0.0,0.0,0.001531779510182552,0.04687577978607731,0.020003423069590028,0.023908617414704993,0.02469555668126018
relative10_sequence_ce,256,L2,L1,full_count,128.0,128.0,,0.38959836459836455,0.44442340067340064,0.4299458947906702,0.4474885844748859,0.0,0.0,,0.020908643320461905,0.04848009133382373,0.04823773129444639,0.049549165329248177
relative10_sequence_ce,256,L2,L2,fixed250,4096.0,4096.0,,0.510455747955748,0.5150444462944462,0.5167714962951285,0.5296803652968037,0.0,0.0,,0.010621208870104476,0.010273552050636852,0.002164154600303738,0.007908907797118201
relative10_sequence_ce,256,L2,L2,fixed250_pca128,4096.0,128.0,0.9225260019302368,0.4745891454224787,0.5061940374440375,0.5141333789330512,0.5159817351598174,0.0,0.0,0.003187047394026449,0.04204164264045119,0.032334465533159176,0.029552214557375264,0.035147955064704674
relative10_sequence_ce,256,L2,L2,full_count,256.0,256.0,,0.42963363796697124,0.4549896862396862,0.45744700059324045,0.4589041095890411,0.0,0.0,,0.025990730590681823,0.037419537873702995,0.04509096854818144,0.036243168644720415
timestep_ce,32,L2,L1,fixed250,2048.0,2048.0,,0.5491943241943242,0.5422128797128797,0.5505616801631704,0.5525114155251142,0.0,0.0,,0.009449496308357019,0.023321997069610596,0.02191087964779539,0.025931088336987526
timestep_ce,32,L2,L1,fixed250_pca128,2048.0,128.0,0.8881695667902628,0.5140612473945807,0.483521571021571,0.4854783598375451,0.4863013698630137,0.0,0.0,0.00505693679812928,0.014277189385996982,0.027167833732931967,0.028207288696998827,0.03138750475997153
timestep_ce,32,L2,L1,full_count,128.0,128.0,,0.528603495270162,0.5363666426166426,0.5353200183948282,0.5525114155251142,0.0,0.0,,0.02132974140496861,0.052866118485226786,0.047089429599331156,0.05744176084661699
timestep_ce,32,L2,L2,fixed250,512.0,512.0,,0.5928972262305595,0.5625513375513375,0.5630824526907087,0.5730593607305936,0.0,0.0,,0.03510981576952463,0.005341375772091543,0.003680716751332316,0.003954453898559064
timestep_ce,32,L2,L2,fixed250_pca128,512.0,128.0,0.9681695699691772,0.5099486932820266,0.538181031931032,0.546381753375981,0.5525114155251142,0.0,0.0,0.0014457411835077857,0.012214864823103255,0.007096531575160658,0.0053188017260099914,0.010462501586657173
timestep_ce,32,L2,L2,full_count,32.0,32.0,,0.5367925284591951,0.5669691419691419,0.5590579902520597,0.5821917808219178,0.0,0.0,,0.04601035580207929,0.021658512537153087,0.018959899653427557,0.029855472216032016
timestep_ce,64,L2,L1,fixed250,2048.0,2048.0,,0.5221019721019721,0.5239852739852741,0.5253225741113562,0.5388127853881278,0.0,0.0,,0.018832001003508337,0.0296623136025053,0.014785845512282228,0.032368600179812336
timestep_ce,64,L2,L1,fixed250_pca128,2048.0,128.0,0.8800612688064575,0.5098565015231682,0.5099900099900099,0.5134492044188207,0.5182648401826484,0.0,0.0,0.004162956159360269,0.0435142773824062,0.019718575724022983,0.030537535586746548,0.017237064920709515
timestep_ce,64,L2,L1,full_count,128.0,128.0,,0.5270141895141895,0.5793290043290042,0.5711865573888462,0.5913242009132421,0.0,0.0,,0.03132483377158967,0.02551544929583236,0.03297617284292519,0.02851597259542643
timestep_ce,64,L2,L2,fixed250,1024.0,1024.0,,0.5650613275613275,0.5629157879157879,0.5572497323282813,0.5753424657534247,0.0,0.0,,0.02981423012112301,0.043468485105740085,0.046533640510048976,0.0449139624952192
timestep_ce,64,L2,L2,fixed250_pca128,1024.0,128.0,0.9475541909535726,0.5001843835177168,0.5665029415029416,0.5674030930194442,0.5799086757990868,0.0,0.0,0.002303576157555839,0.024000894031922168,0.008958175287666886,0.01292058659479438,0.010462501586657156
timestep_ce,64,L2,L2,full_count,64.0,64.0,,0.5322931697931698,0.5880235505235505,0.5875660117039675,0.5981735159817352,0.0,0.0,,0.01921576321692751,0.04378819757339983,0.05155327024320609,0.048593143045189004
timestep_ce,128,L2,L1,fixed250,2048.0,2048.0,,0.5583393458393459,0.5249962999962999,0.5261387780368735,0.5365296803652968,0.0,0.0,,0.007262388016303602,0.03505299664959191,0.03341443209929584,0.03772308594031578
timestep_ce,128,L2,L1,fixed250_pca128,2048.0,128.0,0.8820581833521525,0.5224987974987975,0.5135043197543198,0.5183080307497062,0.5251141552511416,0.0,0.0,0.002518458900992021,0.009839318668988893,0.012475783716856254,0.013214797393087428,0.01046250158665715
timestep_ce,128,L2,L1,full_count,128.0,128.0,,0.5556437389770723,0.5721928534428534,0.5690694850350367,0.58675799086758,0.0,0.0,,0.066996493147138,0.03655033313122686,0.04118085045374715,0.04456443218251853
timestep_ce,128,L2,L2,fixed250,2048.0,2048.0,,0.5714305755972422,0.6219768657268657,0.6204202928317256,0.636986301369863,0.0,0.0,,0.03926218049283458,0.030259279627612563,0.030262481761443766,0.02985547221603203
timestep_ce,128,L2,L2,fixed250_pca128,2048.0,128.0,0.9218132893244425,0.5217552509219175,0.5922126484626484,0.5972896004078723,0.6095890410958904,0.0,0.0,0.0012747257320988433,0.021176481773814003,0.018300437176598672,0.02536179771160093,0.018121584322360204
timestep_ce,128,L2,L2,full_count,128.0,128.0,,0.5303150553150553,0.5571000758500758,0.5499687584314584,0.5707762557077626,0.0,0.0,,0.014292298436314025,0.061379206415007465,0.06813068862360572,0.06473720035962485
timestep_ce,256,L2,L1,fixed250,2048.0,2048.0,,0.5327661535994869,0.5320563695563695,0.5306969043867742,0.5433789954337899,0.0,0.0,,0.020874099825555735,0.012142556861316166,0.021506230134197037,0.01425798629771322
timestep_ce,256,L2,L1,fixed250_pca128,2048.0,128.0,0.8783215284347534,0.4974266474266474,0.4559706497206497,0.44924157690279926,0.4611872146118721,0.0,0.0,0.004768753925655826,0.020259337744729593,0.05613457860632963,0.05399512302541043,0.0557844370907334
timestep_ce,256,L2,L1,full_count,128.0,128.0,,0.5295654962321629,0.5375668313168314,0.5276291734634356,0.545662100456621,0.0,0.0,,0.025413097174761305,0.043925697580166775,0.03573843221579372,0.051407900681268055
timestep_ce,256,L2,L2,fixed250,4096.0,4096.0,,0.5781705948372614,0.5735438172938173,0.5759832156259163,0.589041095890411,0.0,0.0,,0.02420243488684021,0.03816110484714247,0.04416443785451883,0.041095890410958874
timestep_ce,256,L2,L2,fixed250_pca128,4096.0,128.0,0.9027771155039469,0.5382134840468175,0.6033253783253784,0.6042241303694079,0.6164383561643836,0.0,0.0,0.002550279113965309,0.02296775512961564,0.025401051966202362,0.03110706758495161,0.02469555668126019
timestep_ce,256,L2,L2,full_count,256.0,256.0,,0.5464285714285714,0.6022963147963148,0.597307003282821,0.6118721461187215,0.0,0.0,,0.041964099101776106,0.05561242445797,0.06306528962622508,0.06138963314953766
