l2_width,objective,seed,last_layer,feature_dim,group_neurons,input_feature_dim,layer,pca_explained_variance_ratio_sum,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
32,relative10_sequence_ce,11,L2,11,11,11,L2,,0.1,0.4452054794520548,0.43292263292263294,0.39127373440471297,full_count,0.3962061087061087,2,54.31342963722199
32,relative10_sequence_ce,23,L2,11,11,11,L2,,10.0,0.3767123287671233,0.3575750638250638,0.3507705519358693,full_count,0.3822150072150072,2,54.31342963722199
32,relative10_sequence_ce,101,L2,11,11,11,L2,,1.0,0.363013698630137,0.3657259407259407,0.34174619524716127,full_count,0.40734728234728235,2,54.31342963722199
32,relative10_sequence_ce,11,L2,176,11,176,L2,,10.0,0.3972602739726027,0.3936563436563436,0.40266354016354017,fixed250,0.4983345358345359,3,117.0136826471659
32,relative10_sequence_ce,23,L2,176,11,176,L2,,1.0,0.5136986301369864,0.5005744255744254,0.492650286208507,fixed250,0.4947931697931698,3,117.0136826471659
32,relative10_sequence_ce,101,L2,176,11,176,L2,,1.0,0.589041095890411,0.5697212509712509,0.5727034659146729,fixed250,0.5703523328523329,3,117.0136826471659
32,relative10_sequence_ce,11,L2,11,11,11,L2,,1.0,0.3835616438356164,0.37244699744699744,0.3352248641953055,full_count,0.37334656084656087,3,117.0136826471659
32,relative10_sequence_ce,23,L2,11,11,11,L2,,1.0,0.4041095890410959,0.3962724775224775,0.4109912991491938,full_count,0.4249338624338624,3,117.0136826471659
32,relative10_sequence_ce,101,L2,11,11,11,L2,,10.0,0.3972602739726027,0.3890553890553891,0.3670852632778217,full_count,0.4324555074555074,3,117.0136826471659
32,relative10_sequence_ce,11,L2,160,10,160,L2,,0.1,0.4794520547945205,0.4758130758130758,0.47811134183323256,fixed250,0.4907828282828282,4,242.10347130039656
32,relative10_sequence_ce,23,L2,160,10,160,L2,,1.0,0.4178082191780822,0.4112297424797425,0.41826166757417,fixed250,0.5092652717652718,4,242.10347130039656
32,relative10_sequence_ce,101,L2,160,10,160,L2,,0.1,0.5068493150684932,0.49859446109446104,0.5079166501352008,fixed250,0.4897246272246272,4,242.10347130039656
32,relative10_sequence_ce,11,L2,10,10,10,L2,,10.0,0.363013698630137,0.3533050283050283,0.3350424350756342,full_count,0.39395743145743145,4,242.10347130039656
32,relative10_sequence_ce,23,L2,10,10,10,L2,,0.1,0.3904109589041096,0.384018759018759,0.35014715158198473,full_count,0.4129028379028379,4,242.10347130039656
32,relative10_sequence_ce,101,L2,10,10,10,L2,,1.0,0.3835616438356164,0.3831141081141081,0.3793961401765007,full_count,0.40132275132275125,4,242.10347130039656
64,relative10_sequence_ce,11,L2,688,43,688,L1,,0.01,0.2328767123287671,0.21460206460206463,0.19623045316830898,fixed250,0.1724206349206349,2,54.31342963722199
64,relative10_sequence_ce,23,L2,688,43,688,L1,,0.1,0.1232876712328767,0.1113053613053613,0.09909290271132376,fixed250,0.10357142857142858,2,54.31342963722199
64,relative10_sequence_ce,101,L2,688,43,688,L1,,1.0,0.15753424657534246,0.15435397935397935,0.1488096421687192,fixed250,0.21765873015873013,2,54.31342963722199
64,relative10_sequence_ce,11,L2,43,43,43,L1,,0.01,0.19863013698630136,0.17500000000000002,0.13074379324379323,full_count,0.1388888888888889,2,54.31342963722199
64,relative10_sequence_ce,23,L2,43,43,43,L1,,0.1,0.13013698630136986,0.11796536796536794,0.07643870278216074,full_count,0.10849567099567098,2,54.31342963722199
64,relative10_sequence_ce,101,L2,43,43,43,L1,,0.01,0.1780821917808219,0.15800865800865802,0.11533374033374033,full_count,0.16047979797979797,2,54.31342963722199
64,relative10_sequence_ce,11,L2,688,43,688,L1,,0.1,0.3835616438356164,0.37448315573315577,0.3572560603474582,fixed250,0.3785113035113035,3,117.0136826471659
64,relative10_sequence_ce,23,L2,688,43,688,L1,,0.1,0.4041095890410959,0.3993381618381619,0.39231684512481607,fixed250,0.378944203944204,3,117.0136826471659
64,relative10_sequence_ce,101,L2,688,43,688,L1,,0.1,0.3835616438356164,0.37987845487845484,0.3821550077847517,fixed250,0.39408369408369404,3,117.0136826471659
64,relative10_sequence_ce,11,L2,43,43,43,L1,,0.1,0.3287671232876712,0.32001956376956375,0.3080244361228134,full_count,0.2892556517556517,3,117.0136826471659
64,relative10_sequence_ce,23,L2,43,43,43,L1,,1.0,0.3835616438356164,0.371738677988678,0.3535963251329832,full_count,0.2992784992784993,3,117.0136826471659
64,relative10_sequence_ce,101,L2,43,43,43,L1,,10.0,0.3698630136986301,0.3556263181263182,0.3580928762674287,full_count,0.32876984126984127,3,117.0136826471659
64,relative10_sequence_ce,11,L2,672,42,672,L1,,0.1,0.5,0.4905296092796092,0.5078913803274147,fixed250,0.5137806637806637,4,242.10347130039656
64,relative10_sequence_ce,23,L2,672,42,672,L1,,1.0,0.4863013698630137,0.480000555000555,0.4779125930159758,fixed250,0.4542147667147667,4,242.10347130039656
64,relative10_sequence_ce,101,L2,672,42,672,L1,,1.0,0.4520547945205479,0.44036449661449656,0.45501962992234396,fixed250,0.49558080808080796,4,242.10347130039656
64,relative10_sequence_ce,11,L2,42,42,42,L1,,1.0,0.4589041095890411,0.45329115329115327,0.458748937715354,full_count,0.447492784992785,4,242.10347130039656
64,relative10_sequence_ce,23,L2,42,42,42,L1,,0.1,0.5,0.47890928515928516,0.4368332445522966,full_count,0.35380591630591635,4,242.10347130039656
64,relative10_sequence_ce,101,L2,42,42,42,L1,,1.0,0.4041095890410959,0.3952575202575203,0.3828459971276063,full_count,0.39025372775372785,4,242.10347130039656
64,relative10_sequence_ce,11,L2,352,22,352,L2,,1.0,0.4589041095890411,0.4449259074259074,0.4459690025221501,fixed250,0.5334595959595959,2,54.31342963722199
64,relative10_sequence_ce,23,L2,352,22,352,L2,,10.0,0.4178082191780822,0.40452811077811074,0.4165620283587616,fixed250,0.4410473785473785,2,54.31342963722199
64,relative10_sequence_ce,101,L2,352,22,352,L2,,0.1,0.5616438356164384,0.5486242923742923,0.5532000598379908,fixed250,0.5032467532467532,2,54.31342963722199
64,relative10_sequence_ce,11,L2,22,22,22,L2,,1.0,0.4520547945205479,0.45464882339882345,0.4390452090180352,full_count,0.4051046176046176,2,54.31342963722199
64,relative10_sequence_ce,23,L2,22,22,22,L2,,0.1,0.4657534246575342,0.44657009657009655,0.409405955657346,full_count,0.3423340548340548,2,54.31342963722199
64,relative10_sequence_ce,101,L2,22,22,22,L2,,0.1,0.410958904109589,0.3991473803973804,0.37968408835548795,full_count,0.40377585377585373,2,54.31342963722199
64,relative10_sequence_ce,11,L2,336,21,336,L2,,0.1,0.5342465753424658,0.5199446386946387,0.5276261910815687,fixed250,0.4803090428090428,3,117.0136826471659
64,relative10_sequence_ce,23,L2,336,21,336,L2,,10.0,0.4863013698630137,0.4798014485514485,0.48405611912291086,fixed250,0.4364117364117364,3,117.0136826471659
64,relative10_sequence_ce,101,L2,336,21,336,L2,,0.01,0.5547945205479452,0.5371774059274059,0.5341506017832329,fixed250,0.5255952380952381,3,117.0136826471659
64,relative10_sequence_ce,11,L2,21,21,21,L2,,10.0,0.4794520547945205,0.4725933788433789,0.46814221282944696,full_count,0.4163419913419913,3,117.0136826471659
64,relative10_sequence_ce,23,L2,21,21,21,L2,,1.0,0.4520547945205479,0.4499909812409812,0.43975837872918744,full_count,0.3679894179894179,3,117.0136826471659
64,relative10_sequence_ce,101,L2,21,21,21,L2,,1.0,0.3767123287671233,0.3666076978576978,0.3612227416487051,full_count,0.40274771524771524,3,117.0136826471659
64,relative10_sequence_ce,11,L2,336,21,336,L2,,1.0,0.4863013698630137,0.47830225330225323,0.46817188572647855,fixed250,0.4670454545454545,4,242.10347130039656
64,relative10_sequence_ce,23,L2,336,21,336,L2,,0.1,0.5342465753424658,0.5295877733377734,0.5252245810980282,fixed250,0.44844877344877343,4,242.10347130039656
64,relative10_sequence_ce,101,L2,336,21,336,L2,,0.01,0.5136986301369864,0.4998570873570873,0.5165108203075239,fixed250,0.47689393939393937,4,242.10347130039656
64,relative10_sequence_ce,11,L2,21,21,21,L2,,10.0,0.3493150684931507,0.34056082806082805,0.33935038215736896,full_count,0.384565897065897,4,242.10347130039656
64,relative10_sequence_ce,23,L2,21,21,21,L2,,1.0,0.4452054794520548,0.4410936285936286,0.4273355626531641,full_count,0.408567821067821,4,242.10347130039656
64,relative10_sequence_ce,101,L2,21,21,21,L2,,1.0,0.3835616438356164,0.3705912143412143,0.3611655301050753,full_count,0.39472101972101975,4,242.10347130039656
128,relative10_sequence_ce,11,L2,688,43,688,L1,,0.001,0.17123287671232876,0.1585997335997336,0.13121173158781643,fixed250,0.1521825396825397,2,54.31342963722199
128,relative10_sequence_ce,23,L2,688,43,688,L1,,0.01,0.1506849315068493,0.13965340215340213,0.12417970290511447,fixed250,0.1307178932178932,2,54.31342963722199
128,relative10_sequence_ce,101,L2,688,43,688,L1,,0.1,0.10273972602739725,0.10881618381618381,0.08723798291246322,fixed250,0.1021825396825397,2,54.31342963722199
128,relative10_sequence_ce,11,L2,43,43,43,L1,,0.1,0.0821917808219178,0.08603896103896103,0.04280193236714976,full_count,0.15218253968253967,2,54.31342963722199
128,relative10_sequence_ce,23,L2,43,43,43,L1,,1.0,0.136986301369863,0.13778860028860027,0.1112385523760435,full_count,0.14325396825396827,2,54.31342963722199
128,relative10_sequence_ce,101,L2,43,43,43,L1,,10.0,0.07534246575342465,0.08084415584415584,0.056276739829371404,full_count,0.10555555555555556,2,54.31342963722199
128,relative10_sequence_ce,11,L2,688,43,688,L1,,0.1,0.3356164383561644,0.33009004884004883,0.3306585954544212,fixed250,0.32216209716209715,3,117.0136826471659
128,relative10_sequence_ce,23,L2,688,43,688,L1,,1.0,0.3424657534246575,0.33544025419025414,0.32742534192691336,fixed250,0.36323352573352574,3,117.0136826471659
128,relative10_sequence_ce,101,L2,688,43,688,L1,,0.1,0.3767123287671233,0.3718691031191031,0.3547573085436571,fixed250,0.3482202982202982,3,117.0136826471659
128,relative10_sequence_ce,11,L2,43,43,43,L1,,10.0,0.2328767123287671,0.21948329448329448,0.2115863329691603,full_count,0.20667989417989419,3,117.0136826471659
128,relative10_sequence_ce,23,L2,43,43,43,L1,,1.0,0.2876712328767123,0.28079351204351205,0.2631721365054699,full_count,0.29556878306878304,3,117.0136826471659
128,relative10_sequence_ce,101,L2,43,43,43,L1,,0.01,0.2876712328767123,0.2696095571095571,0.23831051208786727,full_count,0.2649350649350649,3,117.0136826471659
128,relative10_sequence_ce,11,L2,672,42,672,L1,,1.0,0.4794520547945205,0.4701333388833388,0.46898549423957775,fixed250,0.4932359307359307,4,242.10347130039656
128,relative10_sequence_ce,23,L2,672,42,672,L1,,0.01,0.5068493150684932,0.494234237984238,0.49530385367633145,fixed250,0.4537097162097163,4,242.10347130039656
128,relative10_sequence_ce,101,L2,672,42,672,L1,,1.0,0.4657534246575342,0.457980907980908,0.4552321021666046,fixed250,0.49819624819624825,4,242.10347130039656
128,relative10_sequence_ce,11,L2,42,42,42,L1,,1.0,0.3904109589041096,0.38446275946275943,0.3665996245040363,full_count,0.3682900432900433,4,242.10347130039656
128,relative10_sequence_ce,23,L2,42,42,42,L1,,10.0,0.3767123287671233,0.36451742701742695,0.3686913044787808,full_count,0.3871813371813371,4,242.10347130039656
128,relative10_sequence_ce,101,L2,42,42,42,L1,,10.0,0.3424657534246575,0.33859959484959484,0.3259957517755377,full_count,0.45168951418951425,4,242.10347130039656
128,relative10_sequence_ce,11,L2,688,43,688,L2,,1.0,0.4931506849315068,0.48064713064713066,0.4891902725908102,fixed250,0.4453463203463204,2,54.31342963722199
128,relative10_sequence_ce,23,L2,688,43,688,L2,,0.1,0.541095890410959,0.5335199522699522,0.528569612218993,fixed250,0.49739658489658495,2,54.31342963722199
128,relative10_sequence_ce,101,L2,688,43,688,L2,,0.1,0.5068493150684932,0.4946331446331446,0.4941317205638674,fixed250,0.521897546897547,2,54.31342963722199
128,relative10_sequence_ce,11,L2,43,43,43,L2,,1.0,0.4657534246575342,0.4595952658452658,0.4381362427643907,full_count,0.3547318422318422,2,54.31342963722199
128,relative10_sequence_ce,23,L2,43,43,43,L2,,1.0,0.4178082191780822,0.40900904650904657,0.39808095605888,full_count,0.4340668590668591,2,54.31342963722199
128,relative10_sequence_ce,101,L2,43,43,43,L2,,0.1,0.4315068493150685,0.41777319902319904,0.3918524934768129,full_count,0.4591931216931217,2,54.31342963722199
128,relative10_sequence_ce,11,L2,688,43,688,L2,,0.1,0.5068493150684932,0.5009552947052947,0.5076081442836591,fixed250,0.501569264069264,3,117.0136826471659
128,relative10_sequence_ce,23,L2,688,43,688,L2,,1.0,0.5616438356164384,0.5480901043401043,0.5490336997142805,fixed250,0.5193963443963444,3,117.0136826471659
128,relative10_sequence_ce,101,L2,688,43,688,L2,,0.1,0.5205479452054794,0.5011335886335886,0.5003434811902553,fixed250,0.47527056277056273,3,117.0136826471659
128,relative10_sequence_ce,11,L2,43,43,43,L2,,1.0,0.363013698630137,0.3609792984792985,0.3686566752133817,full_count,0.405525493025493,3,117.0136826471659
128,relative10_sequence_ce,23,L2,43,43,43,L2,,10.0,0.4041095890410959,0.4007749195249195,0.39766031597122636,full_count,0.4326719576719577,3,117.0136826471659
128,relative10_sequence_ce,101,L2,43,43,43,L2,,0.1,0.3835616438356164,0.3793532856032856,0.36895562031411294,full_count,0.4275853775853775,3,117.0136826471659
128,relative10_sequence_ce,11,L2,672,42,672,L2,,0.1,0.5273972602739726,0.5162469474969474,0.516445141368009,fixed250,0.46254810004810004,4,242.10347130039656
128,relative10_sequence_ce,23,L2,672,42,672,L2,,0.01,0.4863013698630137,0.4751665001665002,0.47224008879646134,fixed250,0.5093013468013468,4,242.10347130039656
128,relative10_sequence_ce,101,L2,672,42,672,L2,,1.0,0.4931506849315068,0.48864260739260734,0.48781029273316023,fixed250,0.5482022607022606,4,242.10347130039656
128,relative10_sequence_ce,11,L2,42,42,42,L2,,0.1,0.4041095890410959,0.39576048951048953,0.3866802832244008,full_count,0.3156144781144781,4,242.10347130039656
128,relative10_sequence_ce,23,L2,42,42,42,L2,,1.0,0.3767123287671233,0.3680978743478744,0.35143455661748346,full_count,0.3978234728234727,4,242.10347130039656
128,relative10_sequence_ce,101,L2,42,42,42,L2,,0.1,0.3561643835616438,0.3583846708846709,0.3511652749765124,full_count,0.4723665223665224,4,242.10347130039656
256,relative10_sequence_ce,11,L2,688,43,688,L1,,1.0,0.13013698630136986,0.125974025974026,0.10396951493649607,fixed250,0.14801587301587302,2,54.31342963722199
256,relative10_sequence_ce,23,L2,688,43,688,L1,,0.001,0.1232876712328767,0.1076007326007326,0.058621159136851224,fixed250,0.10416666666666667,2,54.31342963722199
256,relative10_sequence_ce,101,L2,688,43,688,L1,,1.0,0.15753424657534246,0.16262695637695637,0.11927129384025936,fixed250,0.10575396825396825,2,54.31342963722199
256,relative10_sequence_ce,11,L2,43,43,43,L1,,0.1,0.08904109589041095,0.09274891774891775,0.059743273452950864,full_count,0.12503607503607503,2,54.31342963722199
256,relative10_sequence_ce,23,L2,43,43,43,L1,,1.0,0.1095890410958904,0.10010822510822509,0.062051676182110965,full_count,0.09523809523809523,2,54.31342963722199
256,relative10_sequence_ce,101,L2,43,43,43,L1,,0.1,0.1506849315068493,0.13658008658008658,0.10484623557645871,full_count,0.11881313131313131,2,54.31342963722199
256,relative10_sequence_ce,11,L2,688,43,688,L1,,0.1,0.3287671232876712,0.3148962148962149,0.3021418655714994,fixed250,0.30132876382876383,3,117.0136826471659
256,relative10_sequence_ce,23,L2,688,43,688,L1,,0.1,0.4246575342465753,0.40981379731379725,0.40430272364449243,fixed250,0.34855098605098606,3,117.0136826471659
256,relative10_sequence_ce,101,L2,688,43,688,L1,,0.1,0.3561643835616438,0.35248778998779,0.3588176139817339,fixed250,0.36114718614718616,3,117.0136826471659
256,relative10_sequence_ce,11,L2,43,43,43,L1,,1.0,0.21232876712328766,0.20755772005772008,0.20166120429278322,full_count,0.21194083694083696,3,117.0136826471659
256,relative10_sequence_ce,23,L2,43,43,43,L1,,10.0,0.2876712328767123,0.2874153624153624,0.26592929343060473,full_count,0.32507215007215007,3,117.0136826471659
256,relative10_sequence_ce,101,L2,43,43,43,L1,,0.1,0.3013698630136986,0.28478396603396605,0.26486413890181115,full_count,0.3022186147186148,3,117.0136826471659
256,relative10_sequence_ce,11,L2,672,42,672,L1,,0.1,0.5136986301369864,0.5090041902541903,0.5200285322202982,fixed250,0.4689935064935064,4,242.10347130039656
256,relative10_sequence_ce,23,L2,672,42,672,L1,,0.1,0.4794520547945205,0.4697885447885448,0.47461072010376304,fixed250,0.4642316017316017,4,242.10347130039656
256,relative10_sequence_ce,101,L2,672,42,672,L1,,0.01,0.5136986301369864,0.49424811299811294,0.49357818240058626,fixed250,0.4683261183261183,4,242.10347130039656
256,relative10_sequence_ce,11,L2,42,42,42,L1,,10.0,0.4657534246575342,0.4522990897990898,0.4324663921669187,full_count,0.3688552188552188,4,242.10347130039656
256,relative10_sequence_ce,23,L2,42,42,42,L1,,1.0,0.410958904109589,0.4021145521145521,0.37301940734825684,full_count,0.40305435305435305,4,242.10347130039656
256,relative10_sequence_ce,101,L2,42,42,42,L1,,1.0,0.4315068493150685,0.4315628815628816,0.41353513640270023,full_count,0.38853415103415107,4,242.10347130039656
256,relative10_sequence_ce,11,L2,1376,86,1376,L2,,0.1,0.4794520547945205,0.47198912198912196,0.4705656438160252,fixed250,0.47252886002886,2,54.31342963722199
256,relative10_sequence_ce,23,L2,1376,86,1376,L2,,0.1,0.5205479452054794,0.5055617993117992,0.49224956670206216,fixed250,0.4503066378066378,2,54.31342963722199
256,relative10_sequence_ce,101,L2,1376,86,1376,L2,,0.1,0.5273972602739726,0.5140893828393828,0.5142328842315734,fixed250,0.48793290043290033,2,54.31342963722199
256,relative10_sequence_ce,11,L2,86,86,86,L2,,1.0,0.4041095890410959,0.40847624597624593,0.3914317751490448,full_count,0.39441438191438194,2,54.31342963722199
256,relative10_sequence_ce,23,L2,86,86,86,L2,,0.1,0.4931506849315068,0.48512043512043507,0.46618525910980485,full_count,0.4136604136604136,2,54.31342963722199
256,relative10_sequence_ce,101,L2,86,86,86,L2,,0.1,0.410958904109589,0.39787989787989786,0.3747865596952818,full_count,0.3809583934583934,2,54.31342963722199
256,relative10_sequence_ce,11,L2,1360,85,1360,L2,,0.1,0.5068493150684932,0.4902208902208902,0.4987368091605447,fixed250,0.48827561327561325,3,117.0136826471659
256,relative10_sequence_ce,23,L2,1360,85,1360,L2,,0.1,0.547945205479452,0.5369068431568432,0.5351983748701837,fixed250,0.5068241943241943,3,117.0136826471659
256,relative10_sequence_ce,101,L2,1360,85,1360,L2,,0.1,0.5821917808219178,0.5628739316239316,0.5676530015736728,fixed250,0.5232924482924484,3,117.0136826471659
256,relative10_sequence_ce,11,L2,85,85,85,L2,,0.1,0.4520547945205479,0.44165695415695416,0.4210640436679991,full_count,0.36147787397787395,3,117.0136826471659
256,relative10_sequence_ce,23,L2,85,85,85,L2,,0.1,0.5616438356164384,0.5569284881784883,0.5415740649660086,full_count,0.39173280423280427,3,117.0136826471659
256,relative10_sequence_ce,101,L2,85,85,85,L2,,0.1,0.4589041095890411,0.4482475857475858,0.4391388488125907,full_count,0.41938431938431936,3,117.0136826471659
256,relative10_sequence_ce,11,L2,1360,85,1360,L2,,0.1,0.4657534246575342,0.4568376068376068,0.4686635448363136,fixed250,0.4600649350649351,4,242.10347130039656
256,relative10_sequence_ce,23,L2,1360,85,1360,L2,,1.0,0.5068493150684932,0.496827478077478,0.4903998159711385,fixed250,0.49601370851370846,4,242.10347130039656
256,relative10_sequence_ce,101,L2,1360,85,1360,L2,,1.0,0.4863013698630137,0.4769251581751581,0.4704547379760065,fixed250,0.509006734006734,4,242.10347130039656
256,relative10_sequence_ce,11,L2,85,85,85,L2,,0.1,0.3972602739726027,0.3864330114330114,0.3623336418307956,full_count,0.3633658008658009,4,242.10347130039656
256,relative10_sequence_ce,23,L2,85,85,85,L2,,1.0,0.4246575342465753,0.4258220945720945,0.41733774669107165,full_count,0.42279341029341033,4,242.10347130039656
256,relative10_sequence_ce,101,L2,85,85,85,L2,,0.1,0.4589041095890411,0.45861915861915853,0.4673340654316472,full_count,0.395935545935546,4,242.10347130039656
32,timestep_ce,11,L2,688,43,688,L1,,0.1,0.4041095890410959,0.4089431401931402,0.38909133636687804,fixed250,0.39938071188071195,2,54.31342963722199
32,timestep_ce,23,L2,688,43,688,L1,,0.1,0.3904109589041096,0.380022755022755,0.3639411341007886,fixed250,0.3565536315536315,2,54.31342963722199
32,timestep_ce,101,L2,688,43,688,L1,,0.01,0.3835616438356164,0.36428016428016424,0.3468534157994381,fixed250,0.37419432419432413,2,54.31342963722199
32,timestep_ce,11,L2,43,43,43,L1,,0.01,0.3013698630136986,0.2801615051615051,0.2554151911995049,full_count,0.2996572871572872,2,54.31342963722199
32,timestep_ce,23,L2,43,43,43,L1,,0.1,0.3561643835616438,0.33893883893883897,0.3112500354631418,full_count,0.3018037518037518,2,54.31342963722199
32,timestep_ce,101,L2,43,43,43,L1,,0.1,0.3561643835616438,0.3359321234321235,0.3207017178543548,full_count,0.27200577200577203,2,54.31342963722199
32,timestep_ce,11,L2,688,43,688,L1,,0.1,0.4589041095890411,0.4517531080031079,0.4517264928098839,fixed250,0.44487734487734487,3,117.0136826471659
32,timestep_ce,23,L2,688,43,688,L1,,0.1,0.5136986301369864,0.5049908424908424,0.5100821469448921,fixed250,0.5122174122174122,3,117.0136826471659
32,timestep_ce,101,L2,688,43,688,L1,,0.1,0.4589041095890411,0.45481532356532345,0.4520048485058627,fixed250,0.39997594997594993,3,117.0136826471659
32,timestep_ce,11,L2,43,43,43,L1,,0.1,0.4589041095890411,0.4496087246087246,0.4455345069062107,full_count,0.440981240981241,3,117.0136826471659
32,timestep_ce,23,L2,43,43,43,L1,,0.1,0.5068493150684932,0.49748723498723496,0.48825765883184746,full_count,0.40856782106782114,3,117.0136826471659
32,timestep_ce,101,L2,43,43,43,L1,,1.0,0.3767123287671233,0.37018953268953264,0.3510316877706652,full_count,0.3142616642616643,3,117.0136826471659
32,timestep_ce,11,L2,672,42,672,L1,,1.0,0.5616438356164384,0.548213591963592,0.550261544011544,fixed250,0.5268999518999519,4,242.10347130039656
32,timestep_ce,23,L2,672,42,672,L1,,1.0,0.5753424657534246,0.5606573981573981,0.5641591599166849,fixed250,0.5190656565656565,4,242.10347130039656
32,timestep_ce,101,L2,672,42,672,L1,,0.1,0.5821917808219178,0.5659264346764347,0.5782129787293382,fixed250,0.5730699855699856,4,242.10347130039656
32,timestep_ce,11,L2,42,42,42,L1,,0.1,0.4520547945205479,0.4296398046398046,0.40653570212536877,full_count,0.40520081770081773,4,242.10347130039656
32,timestep_ce,23,L2,42,42,42,L1,,10.0,0.4041095890410959,0.4069770507270507,0.4020679872392754,full_count,0.47408008658008655,4,242.10347130039656
32,timestep_ce,101,L2,42,42,42,L1,,1.0,0.4315068493150685,0.429557942057942,0.4367540816800697,full_count,0.4721921596921597,4,242.10347130039656
32,timestep_ce,11,L2,176,11,176,L2,,10.0,0.5205479452054794,0.5067425629925629,0.5010710786984511,fixed250,0.550523088023088,2,54.31342963722199
32,timestep_ce,23,L2,176,11,176,L2,,10.0,0.4931506849315068,0.47664280164280165,0.48007465900590246,fixed250,0.501936026936027,2,54.31342963722199
32,timestep_ce,101,L2,176,11,176,L2,,1.0,0.4931506849315068,0.48133047508047505,0.4882349381039419,fixed250,0.5475649350649352,2,54.31342963722199
32,timestep_ce,11,L2,11,11,11,L2,,0.1,0.4589041095890411,0.43815767565767566,0.41607688869204335,full_count,0.4635341510341511,2,54.31342963722199
32,timestep_ce,23,L2,11,11,11,L2,,1.0,0.5205479452054794,0.5121434121434122,0.519596626337005,full_count,0.4796717171717171,2,54.31342963722199
32,timestep_ce,101,L2,11,11,11,L2,,1.0,0.541095890410959,0.5354791042291042,0.534724421491663,full_count,0.4564213564213564,2,54.31342963722199
32,timestep_ce,11,L2,176,11,176,L2,,1.0,0.5205479452054794,0.5133699633699633,0.5128736955911449,fixed250,0.54006734006734,3,117.0136826471659
32,timestep_ce,23,L2,176,11,176,L2,,0.1,0.5958904109589042,0.5834276834276835,0.5833690681186099,fixed250,0.544023569023569,3,117.0136826471659
32,timestep_ce,101,L2,176,11,176,L2,,0.1,0.5684931506849316,0.5516906704406704,0.5501462431632292,fixed250,0.5555916305916305,3,117.0136826471659
32,timestep_ce,11,L2,11,11,11,L2,,0.1,0.5205479452054794,0.49697385947385947,0.4655024193211295,full_count,0.4346681096681097,3,117.0136826471659
32,timestep_ce,23,L2,11,11,11,L2,,10.0,0.5273972602739726,0.5164966977466977,0.5145605832901268,full_count,0.5316919191919193,3,117.0136826471659
32,timestep_ce,101,L2,11,11,11,L2,,10.0,0.4452054794520548,0.43925102675102673,0.43860155695855485,full_count,0.47530062530062533,3,117.0136826471659
32,timestep_ce,11,L2,160,10,160,L2,,0.1,0.5205479452054794,0.5039502164502164,0.48280171217671214,fixed250,0.4452200577200576,4,242.10347130039656
32,timestep_ce,23,L2,160,10,160,L2,,1.0,0.5068493150684932,0.4985632423132422,0.5141354017611758,fixed250,0.5003727753727754,4,242.10347130039656
32,timestep_ce,101,L2,160,10,160,L2,,1.0,0.5068493150684932,0.5011294261294261,0.4831620354638258,fixed250,0.6414502164502165,4,242.10347130039656
32,timestep_ce,11,L2,10,10,10,L2,,1.0,0.4589041095890411,0.4473255910755911,0.43439046897502,full_count,0.4164502164502164,4,242.10347130039656
32,timestep_ce,23,L2,10,10,10,L2,,1.0,0.4520547945205479,0.44143842268842265,0.4491848957404551,full_count,0.45633116883116887,4,242.10347130039656
32,timestep_ce,101,L2,10,10,10,L2,,0.1,0.4589041095890411,0.43879176379176377,0.4288637468032648,full_count,0.49455266955266947,4,242.10347130039656
64,timestep_ce,11,L2,688,43,688,L1,,1.0,0.3493150684931507,0.3426344488844489,0.31331172313628447,fixed250,0.38780062530062526,2,54.31342963722199
64,timestep_ce,23,L2,688,43,688,L1,,0.1,0.3767123287671233,0.37181915306915303,0.3534313695140354,fixed250,0.32956950456950457,2,54.31342963722199
64,timestep_ce,101,L2,688,43,688,L1,,1.0,0.3287671232876712,0.32398157398157396,0.30772550439088103,fixed250,0.3726551226551227,2,54.31342963722199
64,timestep_ce,11,L2,43,43,43,L1,,1.0,0.363013698630137,0.35851440226440223,0.35182646734309464,full_count,0.38532347282347285,2,54.31342963722199
64,timestep_ce,23,L2,43,43,43,L1,,1.0,0.2534246575342466,0.2443431568431568,0.21650263676125744,full_count,0.32447691197691203,2,54.31342963722199
64,timestep_ce,101,L2,43,43,43,L1,,10.0,0.3561643835616438,0.3512841325341325,0.3473365905186392,full_count,0.3299062049062049,2,54.31342963722199
64,timestep_ce,11,L2,688,43,688,L1,,0.1,0.410958904109589,0.40150752025752023,0.3997960758377424,fixed250,0.3964345839345839,3,117.0136826471659
64,timestep_ce,23,L2,688,43,688,L1,,0.1,0.5273972602739726,0.5104700854700854,0.5104779040123868,fixed250,0.4812890812890813,3,117.0136826471659
64,timestep_ce,101,L2,688,43,688,L1,,1.0,0.4520547945205479,0.44833083583083577,0.44676909940708315,fixed250,0.4242183742183743,3,117.0136826471659
64,timestep_ce,11,L2,43,43,43,L1,,1.0,0.3767123287671233,0.3663045288045288,0.35654850667710963,full_count,0.3744408369408369,3,117.0136826471659
64,timestep_ce,23,L2,43,43,43,L1,,0.1,0.5068493150684932,0.5052294927294927,0.4965796269335289,full_count,0.42982804232804234,3,117.0136826471659
64,timestep_ce,101,L2,43,43,43,L1,,0.1,0.4383561643835616,0.42142718392718387,0.40102960964005624,full_count,0.4189333814333815,3,117.0136826471659
