objective,l2_width,last_layer,layer,shift,tau_syn_ms,group_neurons,probe_type,mean_input_feature_dim,mean_feature_dim,mean_probe_val_balanced_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_probe_test_accuracy,sd_input_feature_dim,sd_feature_dim,sd_probe_val_balanced_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_probe_test_accuracy
timestep_ce,64,L2,L1,3,117.0136826471659,43,fixed250,688.0,688.0,0.43398067981401317,0.45343614718614716,0.45234769308573747,0.4634703196347032,0.0,0.0,0.04326139605038287,0.05466039066318164,0.055551393345208,0.059052589755148696
timestep_ce,64,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.4077340869007536,0.43098706848706847,0.4180525810835649,0.4406392694063927,0.0,0.0,0.02934286589057946,0.06995412743353226,0.0715507849547566,0.0650985270748094
timestep_ce,64,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.5231661856661857,0.556289775039775,0.565804637572886,0.5707762557077626,0.0,0.0,0.0336795498001855,0.018657245744335096,0.020143925051915427,0.02092500317331438
timestep_ce,64,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.46730198813532137,0.4705075017575017,0.4564725247680513,0.4794520547945205,0.0,0.0,0.018309687363446285,0.0337017527341324,0.012826124682577145,0.03813537234815082
timestep_ce,64,L2,L2,2,54.31342963722199,22,fixed250,352.0,352.0,0.511550024050024,0.5541620416620416,0.5555180047423621,0.5662100456621005,0.0,0.0,0.010141301216660261,0.04189009967152286,0.042153682514505283,0.04403493498170299
timestep_ce,64,L2,L2,2,54.31342963722199,22,full_count,22.0,22.0,0.5068101651434985,0.5176857864357863,0.5121615518365338,0.5319634703196346,0.0,0.0,0.03413507522835272,0.06587840855711175,0.05797566891464513,0.07194498290679786
timestep_ce,64,L2,L2,3,117.0136826471659,21,fixed250,336.0,336.0,0.5355339105339105,0.5312664187664188,0.5366186489088897,0.541095890410959,0.0,0.0,0.032288448774490566,0.02694726503150789,0.032768639660478535,0.029855472216031992
timestep_ce,64,L2,L2,3,117.0136826471659,21,full_count,21.0,21.0,0.4807639890973224,0.5263070263070263,0.5172005598100334,0.5342465753424658,0.0,0.0,0.01010860400010706,0.05510637052656495,0.05807145356903714,0.04794520547945205
timestep_ce,64,L2,L2,4,242.10347130039656,21,fixed250,336.0,336.0,0.540652557319224,0.5391904391904392,0.5260935691830751,0.5502283105022832,0.0,0.0,0.027093484472911534,0.011005544556326293,0.014749806654458818,0.01581781559423634
timestep_ce,64,L2,L2,4,242.10347130039656,21,full_count,21.0,21.0,0.4849306557639892,0.5031688219188218,0.4874432396294486,0.5159817351598174,0.0,0.0,0.030744422776411526,0.011451692842812215,0.0175535671192032,0.010462501586657144
timestep_ce,128,L2,L1,2,54.31342963722199,43,fixed250,688.0,688.0,0.30576398909732244,0.3245479057979058,0.30216099831592813,0.3310502283105023,0.0,0.0,0.016997445241219062,0.055137481763056766,0.04909416288745584,0.06138963314953771
timestep_ce,128,L2,L1,2,54.31342963722199,43,full_count,43.0,43.0,0.27425645342312005,0.28982683982683977,0.279126890144183,0.2945205479452055,0.0,0.0,0.02136231991840029,0.014036478596015386,0.022947912499365175,0.0136986301369863
timestep_ce,128,L2,L1,3,117.0136826471659,43,fixed250,688.0,688.0,0.47746713163379834,0.4491933991933992,0.4457668951048095,0.45662100456621,0.0,0.0,0.02771496869718177,0.021283640187154645,0.02210503551134137,0.025931088336987564
timestep_ce,128,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.4199955908289241,0.4508066008066008,0.44282046855110546,0.4611872146118721,0.0,0.0,0.017834674272335926,0.01539191211947091,0.02170703615495214,0.017237064920709453
timestep_ce,128,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.5411375661375661,0.5231775169275169,0.5334323957558479,0.5365296803652968,0.0,0.0,0.03370001413813904,0.0035217671624201757,0.005733550057635273,0.003954453898559088
timestep_ce,128,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.4758116883116883,0.5176221926221926,0.5109553642396337,0.5319634703196346,0.0,0.0,0.04132353566704784,0.022885308835553998,0.023349115438503175,0.027681177289913598
timestep_ce,128,L2,L2,2,54.31342963722199,43,fixed250,688.0,688.0,0.5338223504890172,0.5881960631960631,0.5881139987338385,0.6050228310502282,0.0,0.0,0.03045500559635761,0.041002490232899744,0.04319369973154534,0.04128571077631305
timestep_ce,128,L2,L2,2,54.31342963722199,43,full_count,43.0,43.0,0.5202400994067661,0.5770474895474895,0.5781839054913558,0.5913242009132421,0.0,0.0,0.029256007435970233,0.03097623273973322,0.031713653995338036,0.03954453898559079
timestep_ce,128,L2,L2,3,117.0136826471659,43,fixed250,688.0,688.0,0.549076078242745,0.5695933695933696,0.567474567965129,0.589041095890411,0.0,0.0,0.025373926793792273,0.015869210344871855,0.02564643138760493,0.018121584322360256
timestep_ce,128,L2,L2,3,117.0136826471659,43,full_count,43.0,43.0,0.5221540804874137,0.5571349946349945,0.5480897667013069,0.5753424657534246,0.0,0.0,0.009744824340132347,0.04280581779366082,0.03233940887157653,0.04745344678270893
timestep_ce,128,L2,L2,4,242.10347130039656,42,fixed250,672.0,672.0,0.5625861792528459,0.5555687368187369,0.5540237896158176,0.5707762557077626,0.0,0.0,0.0243025034376861,0.018034239433987062,0.020355054714351336,0.019772269492795435
timestep_ce,128,L2,L2,4,242.10347130039656,42,full_count,42.0,42.0,0.46829004329004337,0.4981076793576793,0.4963800296310186,0.5114155251141552,0.0,0.0,0.011429501924687198,0.03461407293742304,0.04277922186041305,0.034474129841418955
timestep_ce,256,L2,L1,2,54.31342963722199,43,fixed250,688.0,688.0,0.351240580407247,0.3677988677988678,0.35747688724362914,0.37442922374429227,0.0,0.0,0.026653063001826155,0.06301521560618564,0.06534978128779012,0.057031945190852945
timestep_ce,256,L2,L1,2,54.31342963722199,43,full_count,43.0,43.0,0.2941558441558441,0.2732961482961483,0.26587984751671745,0.2853881278538813,0.0,0.0,0.013159627276595141,0.052558775023490316,0.04699865748876448,0.058252743480242355
timestep_ce,256,L2,L1,3,117.0136826471659,43,fixed250,688.0,688.0,0.43598685265351933,0.43763227513227515,0.42566680918519295,0.4429223744292237,0.0,0.0,0.05218860841145634,0.059052316894688914,0.07418264693946536,0.057441760846617014
timestep_ce,256,L2,L1,3,117.0136826471659,43,full_count,43.0,43.0,0.4194765111431778,0.4054584304584304,0.3923448036085291,0.4109589041095891,0.0,0.0,0.08011746142628531,0.0488569360744516,0.055990363422245275,0.041662757056837155
timestep_ce,256,L2,L1,4,242.10347130039656,42,fixed250,672.0,672.0,0.5198593073593073,0.5308645058645058,0.5425248973106302,0.5433789954337899,0.0,0.0,0.02868129289152315,0.039953123753094164,0.04338366712806616,0.044034934981702994
timestep_ce,256,L2,L1,4,242.10347130039656,42,full_count,42.0,42.0,0.4295294211960879,0.47243404743404743,0.4661803648986353,0.4794520547945205,0.0,0.0,0.06086617358554905,0.05946399355974266,0.05147791764272697,0.05606406008131815
timestep_ce,256,L2,L2,2,54.31342963722199,86,fixed250,1376.0,1376.0,0.5189915023248356,0.5789805102305102,0.5840530170466259,0.593607305936073,0.0,0.0,0.04143002216253592,0.020355357457335282,0.02297517768888935,0.020925003173314374
timestep_ce,256,L2,L2,2,54.31342963722199,86,full_count,86.0,86.0,0.48793089626422953,0.5370180745180745,0.5323624473910762,0.550228310502283,0.0,0.0,0.03156142424118146,0.04577781946996425,0.044833844861369605,0.054937029294593445
timestep_ce,256,L2,L2,3,117.0136826471659,85,fixed250,1360.0,1360.0,0.5727132435465768,0.5944823694823694,0.5971725527663551,0.6073059360730594,0.0,0.0,0.03801486525700922,0.036230864357882524,0.0349116371519874,0.037723085940315725
timestep_ce,256,L2,L2,3,117.0136826471659,85,full_count,85.0,85.0,0.5293971460638128,0.5720594220594221,0.5696828561635258,0.5844748858447488,0.0,0.0,0.03734496489808597,0.059943390213541614,0.059355287484288706,0.061770544559217745
timestep_ce,256,L2,L2,4,242.10347130039656,85,fixed250,1360.0,1360.0,0.5647366522366523,0.5505926943426943,0.549344300147086,0.5639269406392694,0.0,0.0,0.017764953020151793,0.04966438232166542,0.0568535595537681,0.05231250793328582
timestep_ce,256,L2,L2,4,242.10347130039656,85,full_count,85.0,85.0,0.5347843514510181,0.5551982739482738,0.5532173782593593,0.5639269406392694,0.0,0.0,0.04581073110690124,0.018036277155012513,0.0157364855330072,0.01046250158665712
