epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,gain,q_l2,q_span
90,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750773906707764,2.477461576461792,0.23907309770584106,2.2493457794189453,2.3345866203308105
91,2.4750773906707764,0.08333333333333333,0.08333333333333333,2.4750773906707764,2.477454423904419,0.23908697068691254,2.2492728233337402,2.3345324993133545
92,2.4750773906707764,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774460792541504,0.2390366792678833,2.2489774227142334,2.3342905044555664
93,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774367809295654,0.238933265209198,2.2485127449035645,2.3338966369628906
94,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774279594421387,0.23879119753837585,2.2479443550109863,2.3333945274353027
95,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.477419137954712,0.23862683773040771,2.247342824935913,2.332831621170044
96,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774117469787598,0.23845666646957397,2.246776580810547,2.3322548866271973
97,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4774041175842285,0.23829586803913116,2.246304750442505,2.3317089080810547
98,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4773976802825928,0.23815695941448212,2.245971441268921,2.331231117248535
99,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4773924350738525,0.23804904520511627,2.245803117752075,2.330850601196289
100,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076913833618,2.477389335632324,0.23797723650932312,2.2458083629608154,2.330584764480591
101,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076675415039,2.4773876667022705,0.2379426509141922,2.2459793090820312,2.3304407596588135
102,2.475076675415039,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.477389097213745,0.23794279992580414,2.2462944984436035,2.3304145336151123
103,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4773919582366943,0.23797205090522766,2.2467234134674072,2.3304924964904785
104,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4773967266082764,0.23802249133586884,2.2472286224365234,2.330653190612793
105,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4774012565612793,0.23808492720127106,2.2477712631225586,2.3308701515197754
106,2.475076913833618,0.08333333333333333,0.08333333333333333,2.475076675415039,2.477404832839966,0.2381497472524643,2.2483115196228027,2.331113576889038
107,2.475076675415039,0.08333333333333333,0.08333333333333333,2.475076675415039,2.477407932281494,0.23820796608924866,2.2488129138946533,2.3313543796539307
108,2.475076675415039,0.08333333333333333,0.08333333333333333,2.475076913833618,2.477410078048706,0.23825198411941528,2.2492446899414062,2.331566333770752
109,2.475076913833618,0.08333333333333333,0.08333333333333333,2.4750771522521973,2.4774110317230225,0.23827625811100006,2.2495839595794678,2.331727981567383
110,2.4750771522521973,0.08333333333333333,0.08333333333333333,2.475076913833618,2.4774107933044434,0.23827782273292542,2.2498161792755127,2.3318257331848145
