condition,seed,axis,position,state,probability
reg_ordered,11,relative_progress,0.55,5,0.17669128511417334
reg_ordered,11,relative_progress,0.55,6,0.08129144172657893
reg_ordered,11,relative_progress,0.55,7,0.11091423599296675
reg_ordered,11,relative_progress,0.65,0,0.06267830667034809
reg_ordered,11,relative_progress,0.65,1,0.09313979143038169
reg_ordered,11,relative_progress,0.65,2,0.16705882640713562
reg_ordered,11,relative_progress,0.65,3,0.17681077342734558
reg_ordered,11,relative_progress,0.65,4,0.08240237993772409
reg_ordered,11,relative_progress,0.65,5,0.22997493226818752
reg_ordered,11,relative_progress,0.65,6,0.09143441507341758
reg_ordered,11,relative_progress,0.65,7,0.09650057412144696
reg_ordered,11,relative_progress,0.75,0,0.062375687908967435
reg_ordered,11,relative_progress,0.75,1,0.1053663906964352
reg_ordered,11,relative_progress,0.75,2,0.16753674678460342
reg_ordered,11,relative_progress,0.75,3,0.1461207259260433
reg_ordered,11,relative_progress,0.75,4,0.06693213881314898
reg_ordered,11,relative_progress,0.75,5,0.2619849950210672
reg_ordered,11,relative_progress,0.75,6,0.10338929699585724
reg_ordered,11,relative_progress,0.75,7,0.08629401893923831
reg_ordered,11,relative_progress,0.85,0,0.06334097074105316
reg_ordered,11,relative_progress,0.85,1,0.11507165942571199
reg_ordered,11,relative_progress,0.85,2,0.1665218285812012
reg_ordered,11,relative_progress,0.85,3,0.12686757379380958
reg_ordered,11,relative_progress,0.85,4,0.058549167470966085
reg_ordered,11,relative_progress,0.85,5,0.28066480821636014
reg_ordered,11,relative_progress,0.85,6,0.10987778142163022
reg_ordered,11,relative_progress,0.85,7,0.07910620989604467
reg_ordered,11,relative_progress,0.95,0,0.06433500789345292
reg_ordered,11,relative_progress,0.95,1,0.12680262174431037
reg_ordered,11,relative_progress,0.95,2,0.16097402397242483
reg_ordered,11,relative_progress,0.95,3,0.11855678686136409
reg_ordered,11,relative_progress,0.95,4,0.05461450750161499
reg_ordered,11,relative_progress,0.95,5,0.28141206715308525
reg_ordered,11,relative_progress,0.95,6,0.11756311949389202
reg_ordered,11,relative_progress,0.95,7,0.07574186566487234
reg_ordered,11,elapsed_seconds,0.125,0,0.07626045468958631
reg_ordered,11,elapsed_seconds,0.125,1,0.10277632900756108
reg_ordered,11,elapsed_seconds,0.125,2,0.10427241823364891
reg_ordered,11,elapsed_seconds,0.125,3,0.18276632521684244
reg_ordered,11,elapsed_seconds,0.125,4,0.1754768301751975
reg_ordered,11,elapsed_seconds,0.125,5,0.06763755414261777
reg_ordered,11,elapsed_seconds,0.125,6,0.10672598820792077
reg_ordered,11,elapsed_seconds,0.125,7,0.18408410681717813
reg_ordered,11,elapsed_seconds,0.375,0,0.0570385270626029
reg_ordered,11,elapsed_seconds,0.375,1,0.08007916885233574
reg_ordered,11,elapsed_seconds,0.375,2,0.10018971493174259
reg_ordered,11,elapsed_seconds,0.375,3,0.2559759621843313
reg_ordered,11,elapsed_seconds,0.375,4,0.19926514760319985
reg_ordered,11,elapsed_seconds,0.375,5,0.0669856802010207
reg_ordered,11,elapsed_seconds,0.375,6,0.0690467877039201
reg_ordered,11,elapsed_seconds,0.375,7,0.17141901179095603
reg_ordered,11,elapsed_seconds,0.625,0,0.05901192766982307
reg_ordered,11,elapsed_seconds,0.625,1,0.08124811282378215
reg_ordered,11,elapsed_seconds,0.625,2,0.13461330048403866
reg_ordered,11,elapsed_seconds,0.625,3,0.25737590838825375
reg_ordered,11,elapsed_seconds,0.625,4,0.136102720569816
reg_ordered,11,elapsed_seconds,0.625,5,0.1379756401493006
reg_ordered,11,elapsed_seconds,0.625,6,0.06711040657010454
reg_ordered,11,elapsed_seconds,0.625,7,0.12656198344449432
reg_ordered,11,elapsed_seconds,0.875,0,0.05999626102390035
reg_ordered,11,elapsed_seconds,0.875,1,0.08719647838084489
reg_ordered,11,elapsed_seconds,0.875,2,0.16556779608199745
reg_ordered,11,elapsed_seconds,0.875,3,0.17638919835548247
reg_ordered,11,elapsed_seconds,0.875,4,0.08348879798525617
reg_ordered,11,elapsed_seconds,0.875,5,0.24497987171958693
reg_ordered,11,elapsed_seconds,0.875,6,0.08525336590311543
reg_ordered,11,elapsed_seconds,0.875,7,0.09712822995286725
reg_ordered,11,elapsed_seconds,1.125,0,0.0640265092277413
reg_ordered,11,elapsed_seconds,1.125,1,0.10987004607939606
reg_ordered,11,elapsed_seconds,1.125,2,0.17039996420869688
reg_ordered,11,elapsed_seconds,1.125,3,0.13398492909303517
reg_ordered,11,elapsed_seconds,1.125,4,0.05314377199259296
reg_ordered,11,elapsed_seconds,1.125,5,0.28529358325039694
reg_ordered,11,elapsed_seconds,1.125,6,0.10745284980886681
reg_ordered,11,elapsed_seconds,1.125,7,0.0758283469238716
reg_ordered,11,elapsed_seconds,1.375,0,0.06388527513169252
reg_ordered,11,elapsed_seconds,1.375,1,0.1362221853190654
reg_ordered,11,elapsed_seconds,1.375,2,0.18932067895758425
reg_ordered,11,elapsed_seconds,1.375,3,0.09389296163932774
reg_ordered,11,elapsed_seconds,1.375,4,0.039228310995994095
reg_ordered,11,elapsed_seconds,1.375,5,0.2794859099843568
reg_ordered,11,elapsed_seconds,1.375,6,0.13177902974323216
reg_ordered,11,elapsed_seconds,1.375,7,0.0661856486611822
reg_ordered,11,elapsed_seconds,1.625,0,0.06311931554228067
reg_ordered,11,elapsed_seconds,1.625,1,0.1561784648643897
reg_ordered,11,elapsed_seconds,1.625,2,0.1930423239494665
reg_ordered,11,elapsed_seconds,1.625,3,0.07687992883339814
reg_ordered,11,elapsed_seconds,1.625,4,0.029141756789577963
reg_ordered,11,elapsed_seconds,1.625,5,0.2665695871398287
reg_ordered,11,elapsed_seconds,1.625,6,0.14638673828788173
reg_ordered,11,elapsed_seconds,1.625,7,0.06868188911868096
reg_ordered,11,elapsed_seconds,1.875,0,0.06934327050333931
reg_ordered,11,elapsed_seconds,1.875,1,0.13737801277921313
reg_ordered,11,elapsed_seconds,1.875,2,0.220865149050951
reg_ordered,11,elapsed_seconds,1.875,3,0.06447577710662569
reg_ordered,11,elapsed_seconds,1.875,4,0.027092266659296694
reg_ordered,11,elapsed_seconds,1.875,5,0.2267847451425734
reg_ordered,11,elapsed_seconds,1.875,6,0.1627333621184031
reg_ordered,11,elapsed_seconds,1.875,7,0.09132741286995866
reg_ordered,11,elapsed_seconds,2.125,0,0.073574960231781
reg_ordered,11,elapsed_seconds,2.125,1,0.0686974326769511
reg_ordered,11,elapsed_seconds,2.125,2,0.3513323664665222
reg_ordered,11,elapsed_seconds,2.125,3,0.08358257015546162
reg_ordered,11,elapsed_seconds,2.125,4,0.019706300149361294
reg_ordered,11,elapsed_seconds,2.125,5,0.1424552301565806
reg_ordered,11,elapsed_seconds,2.125,6,0.1239112118879954
reg_ordered,11,elapsed_seconds,2.125,7,0.13673990964889526
reg_ordered,11,elapsed_seconds,2.375,0,0.0
reg_ordered,11,elapsed_seconds,2.375,1,0.0
reg_ordered,11,elapsed_seconds,2.375,2,0.0
reg_ordered,11,elapsed_seconds,2.375,3,0.0
reg_ordered,11,elapsed_seconds,2.375,4,0.0
reg_ordered,11,elapsed_seconds,2.375,5,0.0
reg_ordered,11,elapsed_seconds,2.375,6,0.0
reg_ordered,11,elapsed_seconds,2.375,7,0.0
reg_ordered,11,elapsed_seconds,2.625,0,0.0
reg_ordered,11,elapsed_seconds,2.625,1,0.0
reg_ordered,11,elapsed_seconds,2.625,2,0.0
reg_ordered,11,elapsed_seconds,2.625,3,0.0
reg_ordered,11,elapsed_seconds,2.625,4,0.0
reg_ordered,11,elapsed_seconds,2.625,5,0.0
reg_ordered,11,elapsed_seconds,2.625,6,0.0
reg_ordered,11,elapsed_seconds,2.625,7,0.0
reg_ordered,11,elapsed_seconds,2.875,0,0.0
reg_ordered,11,elapsed_seconds,2.875,1,0.0
reg_ordered,11,elapsed_seconds,2.875,2,0.0
reg_ordered,11,elapsed_seconds,2.875,3,0.0
reg_ordered,11,elapsed_seconds,2.875,4,0.0
reg_ordered,11,elapsed_seconds,2.875,5,0.0
reg_ordered,11,elapsed_seconds,2.875,6,0.0
reg_ordered,11,elapsed_seconds,2.875,7,0.0
reg_ordered,11,elapsed_seconds,3.125,0,0.0
reg_ordered,11,elapsed_seconds,3.125,1,0.0
reg_ordered,11,elapsed_seconds,3.125,2,0.0
reg_ordered,11,elapsed_seconds,3.125,3,0.0
reg_ordered,11,elapsed_seconds,3.125,4,0.0
reg_ordered,11,elapsed_seconds,3.125,5,0.0
reg_ordered,11,elapsed_seconds,3.125,6,0.0
reg_ordered,11,elapsed_seconds,3.125,7,0.0
reg_ordered,11,elapsed_seconds,3.375,0,0.0
reg_ordered,11,elapsed_seconds,3.375,1,0.0
reg_ordered,11,elapsed_seconds,3.375,2,0.0
reg_ordered,11,elapsed_seconds,3.375,3,0.0
reg_ordered,11,elapsed_seconds,3.375,4,0.0
reg_ordered,11,elapsed_seconds,3.375,5,0.0
reg_ordered,11,elapsed_seconds,3.375,6,0.0
reg_ordered,11,elapsed_seconds,3.375,7,0.0
reg_ordered,11,elapsed_seconds,3.625,0,0.0
reg_ordered,11,elapsed_seconds,3.625,1,0.0
reg_ordered,11,elapsed_seconds,3.625,2,0.0
reg_ordered,11,elapsed_seconds,3.625,3,0.0
reg_ordered,11,elapsed_seconds,3.625,4,0.0
reg_ordered,11,elapsed_seconds,3.625,5,0.0
reg_ordered,11,elapsed_seconds,3.625,6,0.0
reg_ordered,11,elapsed_seconds,3.625,7,0.0
reg_ordered,11,elapsed_seconds,3.875,0,0.0
reg_ordered,11,elapsed_seconds,3.875,1,0.0
reg_ordered,11,elapsed_seconds,3.875,2,0.0
reg_ordered,11,elapsed_seconds,3.875,3,0.0
reg_ordered,11,elapsed_seconds,3.875,4,0.0
reg_ordered,11,elapsed_seconds,3.875,5,0.0
reg_ordered,11,elapsed_seconds,3.875,6,0.0
reg_ordered,11,elapsed_seconds,3.875,7,0.0
reg_reset,11,relative_progress,0.05,0,0.1116991589623916
reg_reset,11,relative_progress,0.05,1,0.12249097035301826
reg_reset,11,relative_progress,0.05,2,0.13677404796457082
reg_reset,11,relative_progress,0.05,3,0.13735632530613978
reg_reset,11,relative_progress,0.05,4,0.11857087765171935
reg_reset,11,relative_progress,0.05,5,0.11123329316136203
reg_reset,11,relative_progress,0.05,6,0.13616607678299653
reg_reset,11,relative_progress,0.05,7,0.12570927018311487
reg_reset,11,relative_progress,0.15,0,0.10320136661086922
reg_reset,11,relative_progress,0.15,1,0.12096141719406787
reg_reset,11,relative_progress,0.15,2,0.1413919598425626
reg_reset,11,relative_progress,0.15,3,0.14648306924947532
reg_reset,11,relative_progress,0.15,4,0.1223571290601925
reg_reset,11,relative_progress,0.15,5,0.11373064924381629
reg_reset,11,relative_progress,0.15,6,0.1323816062634926
reg_reset,11,relative_progress,0.15,7,0.11949281477756565
reg_reset,11,relative_progress,0.25,0,0.08803620931690091
reg_reset,11,relative_progress,0.25,1,0.11267525885561737
reg_reset,11,relative_progress,0.25,2,0.16615957311130097
reg_reset,11,relative_progress,0.25,3,0.15458998062630014
reg_reset,11,relative_progress,0.25,4,0.11897410340358607
reg_reset,11,relative_progress,0.25,5,0.13381188285161894
reg_reset,11,relative_progress,0.25,6,0.12087032294290775
reg_reset,11,relative_progress,0.25,7,0.10488267093151186
reg_reset,11,relative_progress,0.35,0,0.0767589200067998
reg_reset,11,relative_progress,0.35,1,0.10831545471972177
reg_reset,11,relative_progress,0.35,2,0.17440661090870196
reg_reset,11,relative_progress,0.35,3,0.15977182208485743
reg_reset,11,relative_progress,0.35,4,0.11105511430572357
reg_reset,11,relative_progress,0.35,5,0.16064959464571144
reg_reset,11,relative_progress,0.35,6,0.10921777517295085
reg_reset,11,relative_progress,0.35,7,0.09982470871747043
reg_reset,11,relative_progress,0.45,0,0.06771478685153069
reg_reset,11,relative_progress,0.45,1,0.10464828836162647
reg_reset,11,relative_progress,0.45,2,0.18157023764867017
reg_reset,11,relative_progress,0.45,3,0.15774819179860805
reg_reset,11,relative_progress,0.45,4,0.09639812952206302
reg_reset,11,relative_progress,0.45,5,0.2010415994686173
reg_reset,11,relative_progress,0.45,6,0.1063678608889415
reg_reset,11,relative_progress,0.45,7,0.08451090385635152
reg_reset,11,relative_progress,0.55,0,0.06246714887607717
reg_reset,11,relative_progress,0.55,1,0.1014641580699351
reg_reset,11,relative_progress,0.55,2,0.18431268416357405
reg_reset,11,relative_progress,0.55,3,0.15037177578044744
reg_reset,11,relative_progress,0.55,4,0.09021053690945473
reg_reset,11,relative_progress,0.55,5,0.22073084143315183
reg_reset,11,relative_progress,0.55,6,0.1046850924784746
reg_reset,11,relative_progress,0.55,7,0.08575776397340423
reg_reset,11,relative_progress,0.65,0,0.05869331868046185
reg_reset,11,relative_progress,0.65,1,0.10076543747814691
reg_reset,11,relative_progress,0.65,2,0.18087240713284336
reg_reset,11,relative_progress,0.65,3,0.13885653976617557
reg_reset,11,relative_progress,0.65,4,0.08311462549402839
reg_reset,11,relative_progress,0.65,5,0.25396551515677707
reg_reset,11,relative_progress,0.65,6,0.10107997641240102
reg_reset,11,relative_progress,0.65,7,0.08265218263439301
reg_reset,11,relative_progress,0.75,0,0.05410018830060606
reg_reset,11,relative_progress,0.75,1,0.10473443019517434
reg_reset,11,relative_progress,0.75,2,0.17389593782555784
reg_reset,11,relative_progress,0.75,3,0.13762363771452568
reg_reset,11,relative_progress,0.75,4,0.08178612676980179
reg_reset,11,relative_progress,0.75,5,0.26615206685780773
reg_reset,11,relative_progress,0.75,6,0.09901468987795706
reg_reset,11,relative_progress,0.75,7,0.08269292016414367
reg_reset,11,relative_progress,0.85,0,0.05278870638441263
reg_reset,11,relative_progress,0.85,1,0.10333088471185733
reg_reset,11,relative_progress,0.85,2,0.17402199982900254
reg_reset,11,relative_progress,0.85,3,0.1311600673197456
reg_reset,11,relative_progress,0.85,4,0.08245302752618101
reg_reset,11,relative_progress,0.85,5,0.2754887154820268
reg_reset,11,relative_progress,0.85,6,0.09719775508908875
reg_reset,11,relative_progress,0.85,7,0.08355884408058975
reg_reset,11,relative_progress,0.95,0,0.052680833659318735
reg_reset,11,relative_progress,0.95,1,0.11223773306037145
reg_reset,11,relative_progress,0.95,2,0.1654077205839085
reg_reset,11,relative_progress,0.95,3,0.14184984259108857
reg_reset,11,relative_progress,0.95,4,0.08505517387540783
reg_reset,11,relative_progress,0.95,5,0.2516797889829803
reg_reset,11,relative_progress,0.95,6,0.09869003931766954
reg_reset,11,relative_progress,0.95,7,0.09239886810150592
reg_reset,11,elapsed_seconds,0.125,0,0.10893249156572282
reg_reset,11,elapsed_seconds,0.125,1,0.1222790140492765
reg_reset,11,elapsed_seconds,0.125,2,0.13860919010468237
reg_reset,11,elapsed_seconds,0.125,3,0.1404353369550448
reg_reset,11,elapsed_seconds,0.125,4,0.11893566597686851
reg_reset,11,elapsed_seconds,0.125,5,0.11212823584624758
reg_reset,11,elapsed_seconds,0.125,6,0.13497197938993674
reg_reset,11,elapsed_seconds,0.125,7,0.12370810371485526
reg_reset,11,elapsed_seconds,0.375,0,0.08588869513286762
reg_reset,11,elapsed_seconds,0.375,1,0.11404604926364088
reg_reset,11,elapsed_seconds,0.375,2,0.16297686501798436
reg_reset,11,elapsed_seconds,0.375,3,0.15826717166912627
reg_reset,11,elapsed_seconds,0.375,4,0.11653760042877179
reg_reset,11,elapsed_seconds,0.375,5,0.13914921888858334
reg_reset,11,elapsed_seconds,0.375,6,0.11954547447943423
reg_reset,11,elapsed_seconds,0.375,7,0.10358892710901771
reg_reset,11,elapsed_seconds,0.625,0,0.0664720007776894
reg_reset,11,elapsed_seconds,0.625,1,0.10166501414464447
reg_reset,11,elapsed_seconds,0.625,2,0.18024994468610875
reg_reset,11,elapsed_seconds,0.625,3,0.15858090108042883
reg_reset,11,elapsed_seconds,0.625,4,0.09772919889705903
reg_reset,11,elapsed_seconds,0.625,5,0.20612888072082883
reg_reset,11,elapsed_seconds,0.625,6,0.1036725189165561
reg_reset,11,elapsed_seconds,0.625,7,0.08550153950571732
reg_reset,11,elapsed_seconds,0.875,0,0.05647335147254472
reg_reset,11,elapsed_seconds,0.875,1,0.09654299386494807
reg_reset,11,elapsed_seconds,0.875,2,0.1808937730215676
reg_reset,11,elapsed_seconds,0.875,3,0.13858058473174617
reg_reset,11,elapsed_seconds,0.875,4,0.08752438768915873
reg_reset,11,elapsed_seconds,0.875,5,0.259240855649296
reg_reset,11,elapsed_seconds,0.875,6,0.0989462139920983
reg_reset,11,elapsed_seconds,0.875,7,0.08179784018219947
reg_reset,11,elapsed_seconds,1.125,0,0.051548925204688956
reg_reset,11,elapsed_seconds,1.125,1,0.10497709117165417
reg_reset,11,elapsed_seconds,1.125,2,0.17513462861726997
reg_reset,11,elapsed_seconds,1.125,3,0.14359026375778353
reg_reset,11,elapsed_seconds,1.125,4,0.08065172489139305
reg_reset,11,elapsed_seconds,1.125,5,0.26695311617841766
reg_reset,11,elapsed_seconds,1.125,6,0.09701349974912443
reg_reset,11,elapsed_seconds,1.125,7,0.08013075094100586
reg_reset,11,elapsed_seconds,1.375,0,0.04850216862310172
reg_reset,11,elapsed_seconds,1.375,1,0.1130432098651656
reg_reset,11,elapsed_seconds,1.375,2,0.17764095431620194
reg_reset,11,elapsed_seconds,1.375,3,0.12843259466421236
reg_reset,11,elapsed_seconds,1.375,4,0.07870899094814182
reg_reset,11,elapsed_seconds,1.375,5,0.266598815120225
reg_reset,11,elapsed_seconds,1.375,6,0.09773210854655384
reg_reset,11,elapsed_seconds,1.375,7,0.08934115877134985
reg_reset,11,elapsed_seconds,1.625,0,0.05092691168984742
reg_reset,11,elapsed_seconds,1.625,1,0.11659687842486553
reg_reset,11,elapsed_seconds,1.625,2,0.17656570818564557
reg_reset,11,elapsed_seconds,1.625,3,0.11697656362887146
reg_reset,11,elapsed_seconds,1.625,4,0.07012404502342337
reg_reset,11,elapsed_seconds,1.625,5,0.2670171232803643
reg_reset,11,elapsed_seconds,1.625,6,0.10029031349870476
reg_reset,11,elapsed_seconds,1.625,7,0.10150245504309106
reg_reset,11,elapsed_seconds,1.875,0,0.06431324719673111
reg_reset,11,elapsed_seconds,1.875,1,0.12828903911369188
reg_reset,11,elapsed_seconds,1.875,2,0.15051573282551198
reg_reset,11,elapsed_seconds,1.875,3,0.11096353119327909
reg_reset,11,elapsed_seconds,1.875,4,0.08482590853458359
reg_reset,11,elapsed_seconds,1.875,5,0.22527051851862953
reg_reset,11,elapsed_seconds,1.875,6,0.11021105515814963
reg_reset,11,elapsed_seconds,1.875,7,0.12561096541938327
reg_reset,11,elapsed_seconds,2.125,0,0.08025966584682465
reg_reset,11,elapsed_seconds,2.125,1,0.11415974547465642
reg_reset,11,elapsed_seconds,2.125,2,0.20632860561211905
reg_reset,11,elapsed_seconds,2.125,3,0.11354438215494156
reg_reset,11,elapsed_seconds,2.125,4,0.06516395757595699
reg_reset,11,elapsed_seconds,2.125,5,0.1770233909289042
reg_reset,11,elapsed_seconds,2.125,6,0.11043296009302139
reg_reset,11,elapsed_seconds,2.125,7,0.13308725009361902
reg_reset,11,elapsed_seconds,2.375,0,0.0
reg_reset,11,elapsed_seconds,2.375,1,0.0
reg_reset,11,elapsed_seconds,2.375,2,0.0
reg_reset,11,elapsed_seconds,2.375,3,0.0
reg_reset,11,elapsed_seconds,2.375,4,0.0
reg_reset,11,elapsed_seconds,2.375,5,0.0
reg_reset,11,elapsed_seconds,2.375,6,0.0
reg_reset,11,elapsed_seconds,2.375,7,0.0
reg_reset,11,elapsed_seconds,2.625,0,0.0
reg_reset,11,elapsed_seconds,2.625,1,0.0
reg_reset,11,elapsed_seconds,2.625,2,0.0
reg_reset,11,elapsed_seconds,2.625,3,0.0
reg_reset,11,elapsed_seconds,2.625,4,0.0
reg_reset,11,elapsed_seconds,2.625,5,0.0
reg_reset,11,elapsed_seconds,2.625,6,0.0
reg_reset,11,elapsed_seconds,2.625,7,0.0
reg_reset,11,elapsed_seconds,2.875,0,0.0
reg_reset,11,elapsed_seconds,2.875,1,0.0
reg_reset,11,elapsed_seconds,2.875,2,0.0
reg_reset,11,elapsed_seconds,2.875,3,0.0
reg_reset,11,elapsed_seconds,2.875,4,0.0
reg_reset,11,elapsed_seconds,2.875,5,0.0
reg_reset,11,elapsed_seconds,2.875,6,0.0
reg_reset,11,elapsed_seconds,2.875,7,0.0
reg_reset,11,elapsed_seconds,3.125,0,0.0
reg_reset,11,elapsed_seconds,3.125,1,0.0
reg_reset,11,elapsed_seconds,3.125,2,0.0
reg_reset,11,elapsed_seconds,3.125,3,0.0
reg_reset,11,elapsed_seconds,3.125,4,0.0
reg_reset,11,elapsed_seconds,3.125,5,0.0
reg_reset,11,elapsed_seconds,3.125,6,0.0
reg_reset,11,elapsed_seconds,3.125,7,0.0
reg_reset,11,elapsed_seconds,3.375,0,0.0
reg_reset,11,elapsed_seconds,3.375,1,0.0
reg_reset,11,elapsed_seconds,3.375,2,0.0
reg_reset,11,elapsed_seconds,3.375,3,0.0
reg_reset,11,elapsed_seconds,3.375,4,0.0
reg_reset,11,elapsed_seconds,3.375,5,0.0
reg_reset,11,elapsed_seconds,3.375,6,0.0
reg_reset,11,elapsed_seconds,3.375,7,0.0
reg_reset,11,elapsed_seconds,3.625,0,0.0
reg_reset,11,elapsed_seconds,3.625,1,0.0
reg_reset,11,elapsed_seconds,3.625,2,0.0
reg_reset,11,elapsed_seconds,3.625,3,0.0
reg_reset,11,elapsed_seconds,3.625,4,0.0
reg_reset,11,elapsed_seconds,3.625,5,0.0
reg_reset,11,elapsed_seconds,3.625,6,0.0
reg_reset,11,elapsed_seconds,3.625,7,0.0
reg_reset,11,elapsed_seconds,3.875,0,0.0
reg_reset,11,elapsed_seconds,3.875,1,0.0
reg_reset,11,elapsed_seconds,3.875,2,0.0
reg_reset,11,elapsed_seconds,3.875,3,0.0
reg_reset,11,elapsed_seconds,3.875,4,0.0
reg_reset,11,elapsed_seconds,3.875,5,0.0
reg_reset,11,elapsed_seconds,3.875,6,0.0
reg_reset,11,elapsed_seconds,3.875,7,0.0
reg_ordered,23,relative_progress,0.05,0,0.10459896250734035
reg_ordered,23,relative_progress,0.05,1,0.11566417248730984
reg_ordered,23,relative_progress,0.05,2,0.12049730260608883
reg_ordered,23,relative_progress,0.05,3,0.11553506711144236
reg_ordered,23,relative_progress,0.05,4,0.08832153017762341
reg_ordered,23,relative_progress,0.05,5,0.16653967843261325
reg_ordered,23,relative_progress,0.05,6,0.13810874715659627
reg_ordered,23,relative_progress,0.05,7,0.15073455618458648
reg_ordered,23,relative_progress,0.15,0,0.0876190975090768
reg_ordered,23,relative_progress,0.15,1,0.10440092894053883
reg_ordered,23,relative_progress,0.15,2,0.13555343050405597
reg_ordered,23,relative_progress,0.15,3,0.09711412585811227
reg_ordered,23,relative_progress,0.15,4,0.06213946678185998
reg_ordered,23,relative_progress,0.15,5,0.19832334464934798
reg_ordered,23,relative_progress,0.15,6,0.1376738519905408
reg_ordered,23,relative_progress,0.15,7,0.1771757623636551
reg_ordered,23,relative_progress,0.25,0,0.115579695520834
reg_ordered,23,relative_progress,0.25,1,0.08328471063877813
reg_ordered,23,relative_progress,0.25,2,0.13963218294301563
reg_ordered,23,relative_progress,0.25,3,0.13446935905987167
reg_ordered,23,relative_progress,0.25,4,0.06093340725160271
reg_ordered,23,relative_progress,0.25,5,0.20669824262153516
reg_ordered,23,relative_progress,0.25,6,0.11041296029570602
reg_ordered,23,relative_progress,0.25,7,0.14898944004835737
reg_ordered,23,relative_progress,0.35,0,0.1179869159600277
reg_ordered,23,relative_progress,0.35,1,0.07838362925509108
reg_ordered,23,relative_progress,0.35,2,0.13360890461296976
reg_ordered,23,relative_progress,0.35,3,0.18294561798625356
reg_ordered,23,relative_progress,0.35,4,0.07331351834636197
reg_ordered,23,relative_progress,0.35,5,0.1906257579786868
reg_ordered,23,relative_progress,0.35,6,0.0970024016163143
reg_ordered,23,relative_progress,0.35,7,0.1261332545963898
reg_ordered,23,relative_progress,0.45,0,0.12119117402868924
reg_ordered,23,relative_progress,0.45,1,0.0823821260104331
reg_ordered,23,relative_progress,0.45,2,0.11514122797646671
reg_ordered,23,relative_progress,0.45,3,0.22787559600133742
reg_ordered,23,relative_progress,0.45,4,0.09832392767971261
reg_ordered,23,relative_progress,0.45,5,0.1601389631749776
reg_ordered,23,relative_progress,0.45,6,0.09107058062043308
reg_ordered,23,relative_progress,0.45,7,0.10387640458820928
reg_ordered,23,relative_progress,0.55,0,0.1413854836606822
reg_ordered,23,relative_progress,0.55,1,0.08738712637216123
reg_ordered,23,relative_progress,0.55,2,0.09818916883310402
reg_ordered,23,relative_progress,0.55,3,0.2476939699349208
reg_ordered,23,relative_progress,0.55,4,0.12959934851678315
reg_ordered,23,relative_progress,0.55,5,0.12507846851365584
reg_ordered,23,relative_progress,0.55,6,0.08718383635769722
reg_ordered,23,relative_progress,0.55,7,0.08348259687660184
reg_ordered,23,relative_progress,0.65,0,0.14236579261125126
