condition,seed,accuracy,balanced_accuracy,feature,loss,macro_f1,n_samples,split
reg_reset,53,0.29365079365079366,0.2835317460317461,final_q,2.189203133770753,0.24565986813054067,126,val
reg_reset,53,0.363013698630137,0.35176698301698295,final_q,1.9094616477402802,0.3473035497611135,146,test
reg_ordered,71,0.6695352839931153,0.6538340621252828,mean_q,0.964582506707237,0.6471651790783094,581,train
reg_ordered,71,0.4603174603174603,0.4485810485810486,mean_q,1.5585299580455514,0.4343801081958976,126,val
reg_ordered,71,0.4520547945205479,0.4453456265956266,mean_q,2.1395948848936315,0.41037426906440005,146,test
reg_ordered,71,0.5301204819277109,0.5194041334452153,final_q,1.433219062117445,0.5085081067355397,581,train
reg_ordered,71,0.38095238095238093,0.36786315536315534,final_q,1.9215476114458518,0.3531610056610057,126,val
reg_ordered,71,0.4383561643835616,0.43017815517815516,final_q,1.6979371972119606,0.40401369221382,146,test
reg_reset,71,0.6833046471600689,0.6748415939387739,mean_q,1.0132673994863406,0.6721781907080882,581,train
reg_reset,71,0.42063492063492064,0.40625300625300625,mean_q,1.6543602122327568,0.39542676251642095,126,val
reg_reset,71,0.4863013698630137,0.4634372571872572,mean_q,2.0706149431316336,0.4359989491087051,146,test
reg_reset,71,0.35111876075731496,0.34484981359912736,final_q,1.8750041842770417,0.33232012856442933,581,train
reg_reset,71,0.2698412698412698,0.25205627705627703,final_q,2.164196826026581,0.2297619144888815,126,val
reg_reset,71,0.3082191780821918,0.28746253746253747,final_q,2.106932422755136,0.2706712051253712,146,test
