profile,is_heterogeneous,tau_profile_ms,group_widths,seed,split,output_whole_count_ba,hidden_whole_count_linear_ba,uend_linear_ba,uend_minus_hidden_count_ba,uend_minus_output_count_ba,state_events_per_neuron_second,output_events_per_neuron_second,state_tail_event_fraction,output_tail_event_fraction,artifact_source
single250,False,250,128,71,train,0.7410495837864323,0.9931054829339142,0.8602629668466689,-0.1328425160872453,0.1192133830602366,38.39020540956376,192.7951111785311,0.2598327500633446,0.2462284345686333,experiment_4_4_1_stage2_memory_sweep
single250,False,250,128,71,val,0.5458032708032708,0.4734547859547859,0.489532227032227,0.016077441077441,-0.0562710437710438,33.43867874145508,168.20999145507812,0.2561338543891907,0.2410386055707931,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,11,test,0.491749222999223,0.4571088633588633,0.5549395049395048,0.0978306415806415,0.0631902819402818,45.529642810560254,197.0344971957272,0.445037790765501,0.3896120598871413,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,11,train,0.7766983647261534,0.9763604350921684,0.8983427555271787,-0.0780176795649896,0.1216443908010252,42.59837248075029,179.14637498970492,0.3681767351040536,0.3217851431357471,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,11,val,0.5883597883597883,0.5475889850889851,0.6306337181337182,0.083044733044733,0.0422739297739298,37.25972366333008,156.37234497070312,0.3833122253417969,0.3362204730510711,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,23,test,0.4575098512598512,0.5103459040959041,0.4702124264624265,-0.0401334776334775,0.0127025752025752,27.539682858610806,126.29051365264476,0.3941700001285501,0.3739056199380796,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,23,train,0.6158772799409399,0.948155763981094,0.903954133699369,-0.0442016302817249,0.288076853758429,26.95415834961988,122.74413826133215,0.3822810550359768,0.3644994772239724,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,23,val,0.5062289562289561,0.5384680134680134,0.5627044252044252,0.0242364117364117,0.056475468975469,24.13545799255371,109.0915069580078,0.4091416001319885,0.3918317258358001,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,37,test,0.4339528527028527,0.5091172716172715,0.5611242923742924,0.0520070207570209,0.1271714396714396,44.15176433406464,245.98765522159945,0.187290610107657,0.1684725276411396,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,37,train,0.7400678294425386,0.9818632688117982,0.8899922648465934,-0.0918710039652047,0.1499244354040548,42.54161583905376,234.263829505382,0.1688694646405681,0.1513945624206644,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,37,val,0.5417508417508418,0.5006373256373257,0.5815596440596441,0.0809223184223184,0.0398088023088023,40.173866271972656,221.4037933349609,0.1493141502141952,0.1319662630558014,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,53,test,0.5209228271728271,0.4677121489621489,0.4955371017871017,0.0278249528249528,-0.0253857253857253,23.172027509506435,82.91345308904778,0.2056633242189067,0.1553638804040543,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,53,train,0.7140680016932582,0.9853798696815717,0.8977837975215889,-0.0875960721599826,0.1837157958283306,22.68215787431254,79.30266542155648,0.1898672055972422,0.143782329410571,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,53,val,0.4950817700817702,0.5166847041847042,0.4514911014911014,-0.0651936026936028,-0.0435906685906687,21.36419105529785,72.37480163574219,0.1988230496644973,0.1536271423101425,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,71,test,0.4290619103119102,0.4752136752136751,0.5607746420246419,0.0855609668109667,0.1317127317127316,15.813847424232796,64.9574657596954,0.1272463351488113,0.108809465670014,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,71,train,0.5863878926108542,0.9654487930472948,0.9052131224294996,-0.0602356706177951,0.3188252298186453,14.555015793765884,60.0393453916461,0.1182039610259299,0.1006797896810324,experiment_4_4_1_stage2_memory_sweep
single500,False,500,128,71,val,0.504978354978355,0.5028258778258777,0.5685666185666186,0.0657407407407408,0.0635882635882636,13.17777156829834,53.7369270324707,0.0935041978955268,0.0785658061504364,experiment_4_4_1_stage2_memory_sweep
tau250_500,True,250/500,64/64,11,test,0.5356643356643356,0.5276057276057275,0.602278971028971,0.07467324342324344,0.06661463536463541,30.6971489893247,129.77118578349075,0.26592068557869897,0.2578763147331264,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,11,train,0.6694054720231578,0.9426515344352007,0.932276903208738,-0.01037463122646265,0.2628714311855802,30.578786025974715,128.09766846228385,0.26697635342865517,0.26142736597438687,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,11,val,0.5750721500721501,0.5835738335738335,0.5752104377104378,-0.00836339586339574,0.00013828763828771518,28.282283782958984,117.01307678222656,0.20421133935451508,0.199970543384552,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,23,test,0.37837925962925967,0.4047653735153735,0.37538503163503156,-0.029380341880341942,-0.0029942279942281047,25.24305526524374,89.99221958526194,0.9504186772320369,0.9444975926451487,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,23,train,0.4294565874423008,0.7990140905202798,0.6996614033614516,-0.09935268715882828,0.27020481591915074,30.822981343622256,107.8317713515894,0.9113883554627686,0.9027954072221831,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,23,val,0.41762866762866757,0.39131794131794134,0.3572210197210197,-0.034096921596921625,-0.060407647907647855,20.583267211914062,73.86837768554688,0.9399064779281616,0.9324049353599548,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,37,test,0.473263542013542,0.45673840048840053,0.5378489565989565,0.08111055611055595,0.0645854145854145,39.82890095122873,204.40203063128746,0.3179371075270927,0.2977553128379665,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,37,train,0.6973026222824984,0.9918488841405507,0.9013372914703351,-0.09051159267021558,0.20403466918783675,41.173645978129876,207.8458309731672,0.2815043463559241,0.2649223573133991,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,37,val,0.5520562770562769,0.5071909571909572,0.5405603655603656,0.03336940836940838,-0.011495911495911337,37.815467834472656,191.23683166503906,0.3141041100025177,0.29602792859077454,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,53,test,0.45008949383949376,0.46788766788766784,0.4611777111777111,-0.0067099567099567214,0.011088217338217354,35.66485744633087,186.6038356415213,0.34523805281887315,0.3310017393876428,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,53,train,0.8014313936420719,0.9835026687662647,0.9203959032277104,-0.06310676553855432,0.11896450958563842,35.838947696652966,186.3020056562046,0.2950662844357515,0.28297328251364307,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,53,val,0.5611832611832612,0.5531505531505532,0.5562650312650312,0.0031144781144780698,-0.004918229918229988,29.45496368408203,155.34181213378906,0.31517767906188965,0.3001626431941986,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,71,test,0.536322705072705,0.5444326506826507,0.5662580475080475,0.02182539682539686,0.02993534243534257,31.019427103539037,132.98519698887654,0.21800853822329272,0.19025017014921528,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,71,train,0.6986962390666758,0.9691613109098759,0.9321997078006605,-0.03696160310921537,0.23350346873398475,30.61200585422746,130.34886802371315,0.21401386198919528,0.18866657151515226,experiment_4_4_3_multitau_memory
tau250_500,True,250/500,64/64,71,val,0.4934944684944685,0.4984968734968735,0.48878066378066376,-0.009716209716209734,-0.004713804713804726,26.718198776245117,113.20703125,0.1706499606370926,0.14831839501857758,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,11,test,0.5260114885114885,0.5403062215562214,0.5111395548895549,-0.029166666666666563,-0.01487193362193362,37.66781791268963,194.02024945820847,0.14958055766477976,0.14168236914971102,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,11,train,0.7868375886685963,0.9851264943299257,0.9238201829137828,-0.061306311416142956,0.13698259424518644,36.34060060300843,184.28567843675202,0.13676609510552656,0.13078100212469773,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,11,val,0.5870791245791245,0.6172438672438673,0.5966390091390091,-0.020604858104858126,0.009559884559884657,31.569835662841797,158.93670654296875,0.10267715901136398,0.0975339338183403,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,23,test,0.5184586247086247,0.5493950493950494,0.5433996558996558,-0.005995393495393575,0.024941031191031082,32.16329950829075,173.3299073519772,0.36421666814856335,0.3681168433738081,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,23,train,0.7867862449999308,0.9950889977422998,0.9246260090877182,-0.07046298865458156,0.13783976408778742,34.3400637024241,186.5582044276436,0.3855527436261333,0.387995406754456,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,23,val,0.6077380952380953,0.5557960557960557,0.586525974025974,0.03072991822991822,-0.02121212121212135,29.63256072998047,160.2144317626953,0.40205010771751404,0.40539196133613586,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,37,test,0.4236839549339549,0.49152375402375403,0.5209991397491397,0.02947538572538566,0.09731518481518481,33.610433029801875,186.57142388330746,0.23823540708790086,0.22609346676362704,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,37,train,0.8446802675544264,0.9983333333333334,0.9260281614392788,-0.07230517189405461,0.08134789388485242,35.42463119428047,195.59861206474895,0.25468845308955484,0.24299111898199827,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,37,val,0.5066859066859067,0.42602813852813853,0.4393278018278018,0.013299663299663256,-0.06735810485810495,30.81428337097168,170.96397399902344,0.2711263597011566,0.25805750489234924,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,53,test,0.5073107448107448,0.46230713730713724,0.47379911754911747,0.011491980241980226,-0.03351162726162732,38.99111523040354,169.96543863374893,0.4146003886444928,0.3981077642473456,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,53,train,0.7319632589329564,0.9786635536330319,0.8813692611087158,-0.0972942925243161,0.1494060021757594,41.56588703096426,176.44029905545733,0.3777066909302533,0.36749082947351847,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,53,val,0.5747414622414622,0.4522306397306397,0.5704485329485329,0.11821789321789322,-0.004292929292929237,34.611183166503906,147.20018005371094,0.4247100353240967,0.4129088521003723,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,71,test,0.4402861027861027,0.5429306804306804,0.5392780830280831,-0.0036525974025972685,0.09899198024198042,33.0170284166728,161.93782189774186,0.24684675752300106,0.22509057227879353,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,71,train,0.7071191662983565,0.9818411358119552,0.9180964624983293,-0.06374467331362588,0.21097729619997285,34.633279271872645,168.32951100229602,0.21671191127185363,0.19872536624360207,experiment_4_4_3_multitau_memory
tau125_250_500,True,125/250/500,43/43/42,71,val,0.5060545935545936,0.48661616161616156,0.5380411255411255,0.05142496392496393,0.031986531986531896,32.248619079589844,156.36204528808594,0.22157709300518036,0.20356008410453796,experiment_4_4_3_multitau_memory
