condition,architecture_family,beta,tau_mem_ms,shift_syn,tau_syn_ms,seed,ablation,replicate,native_val_ba,native_test_ba,hidden_whole_count_val_ba,hidden_whole_count_test_ba
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],23,temporal_shuffle,4,0.5403198653198654,0.5579156954156953,0.5375841750841751,0.5657738095238095
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,ordered,0,0.4761002886002885,0.44231948606948607,0.47908249158249155,0.485109335109335
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,state_reset,0,0.35440115440115444,0.3658182095682096,0.08333333333333333,0.08333333333333333
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,temporal_shuffle,0,0.4502645502645503,0.5132138694638695,0.5328823953823953,0.5293921356421356
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,temporal_shuffle,1,0.47311808561808566,0.49589091464091456,0.5574314574314574,0.48174048174048173
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,temporal_shuffle,2,0.45784030784030794,0.5143793706293706,0.5461399711399711,0.536013986013986
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,temporal_shuffle,3,0.4578403078403079,0.5008512321012321,0.5322510822510822,0.5408008658008657
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],37,temporal_shuffle,4,0.4614117364117365,0.4948988511488512,0.5335137085137085,0.526686507936508
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,ordered,0,0.4744107744107744,0.48239885114885106,0.453908128908129,0.42995684870684864
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,state_reset,0,0.28404280904280904,0.32896270396270394,0.08333333333333333,0.08333333333333333
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,temporal_shuffle,0,0.502982202982203,0.5467948717948717,0.5337061087061088,0.5184447496947496
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,temporal_shuffle,1,0.49107744107744106,0.5518294205794206,0.5400252525252526,0.5136578699078699
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,temporal_shuffle,2,0.49107744107744106,0.5477258852258852,0.5519300144300144,0.5124923687423687
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,temporal_shuffle,3,0.4980218855218856,0.5711365023865024,0.5112854737854738,0.5251547064047064
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],53,temporal_shuffle,4,0.49107744107744106,0.5447136197136198,0.5281505531505531,0.48019133644133644
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,ordered,0,0.48006854256854253,0.41625735375735373,0.49160654160654166,0.42440892440892436
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,state_reset,0,0.18072390572390573,0.22537323787323785,0.08333333333333333,0.08333333333333333
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,temporal_shuffle,0,0.49733044733044734,0.473522311022311,0.5059583934583934,0.5372155622155622
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,temporal_shuffle,1,0.4834415584415584,0.4801060051060051,0.510588023088023,0.5221472971472971
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,temporal_shuffle,2,0.4844937469937469,0.48457029082029085,0.5104617604617605,0.5411338661338659
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,temporal_shuffle,3,0.5092352092352092,0.48172938172938173,0.5120490620490622,0.482827589077589
syn_single_s4,syn,0.5,22.542110013890053,[4],[242.10347130039656],71,temporal_shuffle,4,0.5092352092352093,0.4725302475302475,0.5149230399230399,0.516097791097791
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,ordered,0,0.45223063973063976,0.4023795648795649,0.3928270803270803,0.4039613164613165
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,state_reset,0,0.2895262145262145,0.3234730547230547,0.08333333333333333,0.08333333333333333
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,temporal_shuffle,0,0.46889730639730637,0.45301295926295926,0.47821067821067825,0.5452783327783327
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,temporal_shuffle,1,0.4582491582491583,0.46621850371850365,0.48750601250601244,0.5274003774003774
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,temporal_shuffle,2,0.47723063973063984,0.4683899433899434,0.49508177008177007,0.5345182595182595
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,temporal_shuffle,3,0.44773328523328515,0.4748765123765124,0.4865440115440116,0.5370955433455433
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],11,temporal_shuffle,4,0.4491221741221741,0.4784077034077034,0.47265512265512255,0.5563263125763126
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,ordered,0,0.44617003367003366,0.4267711455211454,0.4251443001443001,0.4508859196359196
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,state_reset,0,0.3381974506974507,0.3034083971583971,0.08333333333333333,0.08333333333333333
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,temporal_shuffle,0,0.5052669552669553,0.5201964701964701,0.4791726791726792,0.5822191697191696
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,temporal_shuffle,1,0.520544733044733,0.5213619713619713,0.47778379028379026,0.5761315073815073
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,temporal_shuffle,2,0.5330808080808082,0.5215853590853591,0.49234006734006736,0.5646846209346209
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,temporal_shuffle,3,0.5247474747474749,0.5453948828948828,0.5015993265993266,0.5929584304584304
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],23,temporal_shuffle,4,0.5400252525252526,0.5203699078699079,0.4801346801346802,0.5670177045177044
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,ordered,0,0.4311928811928812,0.4254162504162504,0.3939935064935065,0.4392406204906205
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,state_reset,0,0.3709776334776335,0.3608197358197358,0.08333333333333333,0.08333333333333333
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,temporal_shuffle,0,0.4655844155844156,0.5088869463869463,0.5176406926406926,0.46282675657675654
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,temporal_shuffle,1,0.47189754689754687,0.4881299256299256,0.5448232323232324,0.4972853535353534
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,temporal_shuffle,2,0.47328643578643576,0.511044511044511,0.520616883116883,0.5169566544566544
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,temporal_shuffle,3,0.4997113997113997,0.4980124042624042,0.49644059644059646,0.5034632034632035
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],37,temporal_shuffle,4,0.4719336219336219,0.5160048285048284,0.503385040885041,0.5142857142857142
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,ordered,0,0.4583754208754209,0.4604360916860917,0.45794252044252043,0.4429015429015429
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,state_reset,0,0.23602693602693603,0.24406149406149405,0.08333333333333333,0.08333333333333333
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,temporal_shuffle,0,0.4450456950456951,0.5577707015207015,0.5456168831168832,0.5593788156288156
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,temporal_shuffle,1,0.47917267917267914,0.5454080641580641,0.524452861952862,0.5742216117216116
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,temporal_shuffle,2,0.4553631553631554,0.5399135586635586,0.5508778258778259,0.5222319347319346
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,temporal_shuffle,3,0.4414742664742664,0.5593940781440782,0.560137085137085,0.5704267954267954
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],53,temporal_shuffle,4,0.4839345839345839,0.5431242368742369,0.5886724386724387,0.5147380397380397
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,ordered,0,0.4657166907166907,0.448558386058386,0.48221500721500726,0.47292082917082917
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,state_reset,0,0.20370370370370372,0.20504495504495504,0.08333333333333333,0.08333333333333333
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,temporal_shuffle,0,0.5288840788840788,0.49462828837828837,0.5194564694564695,0.5276438838938838
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,temporal_shuffle,1,0.5549723424723424,0.4713147963147963,0.5375481000481,0.5093878343878344
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,temporal_shuffle,2,0.5603655603655603,0.4821893384393385,0.5418771043771043,0.4903062215562215
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,temporal_shuffle,3,0.5471019721019722,0.46969141969141964,0.5683020683020683,0.47231379731379736
syn_single_s5,syn,0.5,22.542110013890053,[5],[492.1461612435418],71,temporal_shuffle,4,0.5325817700817702,0.4828969641469641,0.5177008177008177,0.5100330225330225
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,ordered,0,0.4010702260702261,0.4447899322899323,0.364460076960077,0.40071595071595073
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,state_reset,0,0.28889490139490137,0.2667672605172605,0.08333333333333333,0.08333333333333333
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,temporal_shuffle,0,0.47365921115921106,0.4820554445554445,0.5140993265993267,0.5422050172050171
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,temporal_shuffle,1,0.46747234247234254,0.512026862026862,0.5246151996151996,0.5393259518259518
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,temporal_shuffle,2,0.48060365560365553,0.5021672771672772,0.517039442039442,0.5567252192252192
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,temporal_shuffle,3,0.46515752765752755,0.48957015207015203,0.5477633477633477,0.5616855366855366
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],11,temporal_shuffle,4,0.4680675805675805,0.47604201354201353,0.5071188071188071,0.5527722277722277
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,ordered,0,0.4253367003367004,0.40345765345765344,0.3926406926406926,0.43010808635808634
syn_single_s6,syn,0.5,22.542110013890053,[6],[992.1669944116244],23,state_reset,0,0.2716991341991342,0.21775724275724276,0.08333333333333333,0.08333333333333333
