variant,probe,test_balanced_accuracy_count,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_accuracy_count,test_accuracy_mean,test_accuracy_std,test_macro_f1_count,test_macro_f1_mean,test_macro_f1_std,test_action0_balanced_accuracy_count,test_action0_balanced_accuracy_mean,test_action0_balanced_accuracy_std,test_action1_balanced_accuracy_count,test_action1_balanced_accuracy_mean,test_action1_balanced_accuracy_std
original,l1__spike__whole_count,5,0.4524763090939562,0.07406880411661591,5,0.4656051933022726,0.08079813622277979,5,0.4470645123429624,0.0684688394305674,5,0.42855820105820097,0.07678513647388682,5,0.4797354497354497,0.07906981631213579
postencode_mask,l1__spike__whole_count,5,0.48784445130033366,0.07776301507849223,5,0.4994772167149856,0.08010406981143377,5,0.4906602685523739,0.06916727429847844,5,0.4575617283950617,0.06966838987112935,5,0.5225198412698412,0.10152019188046002
masked_accel_reencode,l1__spike__whole_mean,5,0.4433098315083609,0.058529879481354054,5,0.45314725256471416,0.05869150206397882,5,0.43952930645709215,0.05203175646152062,5,0.4190454144620811,0.05981729579557358,5,0.47304894179894175,0.07211042255699397
original,l1__spike__whole_mean,5,0.43075128801844487,0.07315081953040521,5,0.4429140870193061,0.07959004352007035,5,0.42387487319108574,0.06690392889635763,5,0.41414902998236325,0.07663495227966136,5,0.44959656084656074,0.07777921679080385
postencode_mask,l1__spike__whole_mean,5,0.46582198846904727,0.07166216569057218,5,0.476605993091368,0.07330909101101585,5,0.4677402488220981,0.06424110347684199,5,0.4399118165784833,0.05656587666500734,5,0.4970238095238095,0.0960178012435025
masked_accel_reencode,l1__syn_current__fixed250_ordered_mean,5,0.638029003041258,0.04966066848933839,5,0.6417998856014981,0.05553670764825734,5,0.6397342159438733,0.05008162479388853,5,0.6365454144620811,0.06571545679746851,5,0.6433730158730159,0.0802914091159444
original,l1__syn_current__fixed250_ordered_mean,5,0.6345409628497864,0.06428200492856938,5,0.6426681313479856,0.06618031432480394,5,0.6325929079962116,0.06277815715082971,5,0.6063800705467373,0.06825810858000063,5,0.6634325396825397,0.0814978746479222
postencode_mask,l1__syn_current__fixed250_ordered_mean,5,0.6554626106464342,0.05127177444856258,5,0.6606657284672757,0.05427596994124225,5,0.6595415145613472,0.04733847996087397,5,0.6277380952380952,0.0575612738188743,5,0.6887830687830687,0.05599362062495573
masked_accel_reencode,l1__syn_current__whole_mean,5,0.5348596728253592,0.05866038136397389,5,0.5414353799612719,0.05963458474348176,5,0.5322327170474389,0.05975213334879677,5,0.5257142857142857,0.0866174887376395,5,0.5458862433862434,0.044862564397940285
original,l1__syn_current__whole_mean,5,0.47445141913279165,0.07200810768304806,5,0.47976958885935,0.07947019498980695,5,0.46539950081789927,0.06278547164908385,5,0.47230158730158733,0.07537190382108615,5,0.4744973544973544,0.07149069917759963
postencode_mask,l1__syn_current__whole_mean,5,0.5081264215087745,0.0719231128248839,5,0.5128838211093361,0.07772841167894622,5,0.5085164160362652,0.06955929414011365,5,0.498478835978836,0.06304105343115288,5,0.5200727513227513,0.08724663073024733
masked_accel_reencode,l2__post_reset__fixed250_ordered_mean,5,0.5633613486187016,0.08663395686187747,5,0.5697702218294808,0.08928436006890829,5,0.565318584512124,0.08028023537088431,5,0.5451234567901235,0.09904364983823327,5,0.5851653439153439,0.08397370183186116
original,l2__post_reset__fixed250_ordered_mean,5,0.5523595630948572,0.061872275167669126,5,0.5638282801324962,0.06921046971409336,5,0.5480885985141136,0.057327591108384666,5,0.526953262786596,0.0626759807679702,5,0.579212962962963,0.07386424258546513
postencode_mask,l2__post_reset__fixed250_ordered_mean,5,0.5842475906446495,0.07279576466947299,5,0.5927790587819001,0.07455214454932695,5,0.5895692472409221,0.06526627275450325,5,0.5450110229276895,0.07645817370945215,5,0.6257936507936508,0.08782218054893921
masked_accel_reencode,l2__post_reset__whole_mean,5,0.46964181152906637,0.05521409579795536,5,0.477390658314323,0.05663511597143451,5,0.4666604318087567,0.05384807517567241,5,0.45899691358024697,0.07223883940971372,5,0.4848148148148148,0.049905008701682636
original,l2__post_reset__whole_mean,5,0.446798076197586,0.08688436012331391,5,0.4571295667638565,0.08970007463056438,5,0.43955865677145384,0.08124293620340065,5,0.42991843033509697,0.08729253063381494,5,0.46611111111111114,0.0908457655407728
postencode_mask,l2__post_reset__whole_mean,5,0.4718783889494674,0.06524597560874869,5,0.48263645701135494,0.07242948456776543,5,0.4711419704310428,0.05822498413431992,5,0.44608906525573194,0.05418117824425497,5,0.5016534391534391,0.0854385016910503
masked_accel_reencode,l2__pre_reset__fixed250_ordered_mean,5,0.5611705610112473,0.08597335067276303,5,0.5689382491725853,0.09114501107874708,5,0.5641481963116288,0.08056184545261744,5,0.5499713403880071,0.09466658716287404,5,0.5765013227513227,0.0880185488182293
original,l2__pre_reset__fixed250_ordered_mean,5,0.5601941762848626,0.06311850585744445,5,0.5730316450108385,0.06937495725343243,5,0.5570328914455657,0.0560655939815028,5,0.5357716049382717,0.0655961846916777,5,0.5861375661375661,0.07581023170505113
postencode_mask,l2__pre_reset__fixed250_ordered_mean,5,0.5958457886521612,0.08455561095801152,5,0.6019148094997827,0.08766618384148683,5,0.5991579513117397,0.07678574089547055,5,0.5578350970017636,0.09570331602094102,5,0.6365608465608465,0.09178655089018344
masked_accel_reencode,l2__pre_reset__whole_mean,5,0.4862842907818399,0.0746232585899686,5,0.49390849082610666,0.07415741011957658,5,0.48641638230342715,0.07222462705502165,5,0.4748280423280423,0.09897116498802602,5,0.5005886243386243,0.06629550173682604
original,l2__pre_reset__whole_mean,5,0.4627389957537016,0.081324088690033,5,0.4716010529647421,0.08278528792874942,5,0.4544439493454016,0.07622234398407357,5,0.43425925925925923,0.08730589024310627,5,0.49595899470899474,0.07795409030107657
postencode_mask,l2__pre_reset__whole_mean,5,0.48475163226388707,0.07273118984141584,5,0.49479545231175387,0.07929275584249142,5,0.4845574393835503,0.06603487681250554,5,0.4638073192239859,0.06759566040939553,5,0.5081216931216931,0.09105696012973
masked_accel_reencode,l2__spike__fixed250_count,5,0.5768794663034859,0.07624341033922809,5,0.5822083806609927,0.07849417233586752,5,0.5783811540412813,0.0697161809655997,5,0.5578637566137565,0.08759965006704165,5,0.6015542328042327,0.08271678678743817
original,l2__spike__fixed250_count,5,0.5761473330590977,0.08201148061755031,5,0.5880310836383511,0.087084249695999,5,0.5740128254539174,0.07514404650611092,5,0.535842151675485,0.09749444442424487,5,0.6200727513227513,0.07596328834669966
postencode_mask,l2__spike__fixed250_count,5,0.593946624363291,0.08370553143015048,5,0.6004096097187208,0.08900052749248906,5,0.5958199339057068,0.07713247687071745,5,0.5489021164021164,0.10506612903145195,5,0.6428902116402117,0.07919885867338962
masked_accel_reencode,l2__spike__fixed250_ordered_mean,5,0.5683151189768837,0.05649938460764018,5,0.5720449407862457,0.057877249144797985,5,0.5682653456750282,0.047726542474058865,5,0.5434964726631393,0.074427984814054,5,0.5993518518518519,0.05877211558851444
original,l2__spike__fixed250_ordered_mean,5,0.5668178576144263,0.07908396406211503,5,0.5805489746643719,0.08279510831291254,5,0.5635195630300005,0.07372898847496696,5,0.5344664902998236,0.10345001439956353,5,0.6004497354497355,0.0665205536366201
postencode_mask,l2__spike__fixed250_ordered_mean,5,0.5890480398323535,0.08759890894155298,5,0.598029584385472,0.09184343091155411,5,0.5929864966640606,0.07985261455287049,5,0.5461089065255732,0.10118296609201452,5,0.6364484126984127,0.0949289641927076
masked_accel_reencode,l2__spike__whole_count,5,0.5002738542321875,0.06834548059060978,5,0.5087091193461959,0.07086533613336506,5,0.4972239493185038,0.06636200498663246,5,0.48036816578483243,0.09248096967342646,5,0.5242857142857142,0.06561955538102111
original,l2__spike__whole_count,5,0.5059877259632162,0.09155467594028568,5,0.5180777863025937,0.09569302201336914,5,0.4984656329054937,0.08789591899826257,5,0.4803946208112874,0.09067715438500862,5,0.5366600529100529,0.10146984758139226
postencode_mask,l2__spike__whole_count,5,0.5255190080435178,0.07893261825016386,5,0.535444325005752,0.08361309486901387,5,0.5281173376812867,0.07417449153068531,5,0.48423059964726634,0.0873097711634526,5,0.5693055555555555,0.0833334068194855
masked_accel_reencode,l2__spike__whole_mean,5,0.47668093480593476,0.07492341004881264,5,0.48570562246590143,0.07584394131737421,5,0.4720788231076357,0.07160305383238771,5,0.4542504409171076,0.10001255905496123,5,0.5030687830687831,0.058650278487008746
original,l2__spike__whole_mean,5,0.48952229415464715,0.08185205366094345,5,0.5011533586607337,0.08660574449232966,5,0.48154312878510586,0.077355935453759,5,0.4590873015873015,0.08345974799867774,5,0.525462962962963,0.08679203094439335
postencode_mask,l2__spike__whole_mean,5,0.5183198931605795,0.08129956500918466,5,0.5296183850484307,0.08708848428788561,5,0.5177826290772689,0.07573512073991083,5,0.4795458553791887,0.09254650187147681,5,0.5590079365079365,0.07753102462973348
masked_accel_reencode,l2__syn_current__fixed250_ordered_mean,5,0.5707781996507487,0.08842623681495979,5,0.5756148453380362,0.09199634695380274,5,0.5712680014388594,0.08268616477446149,5,0.5574404761904762,0.10797425868959444,5,0.5881084656084655,0.08578646761777786
original,l2__syn_current__fixed250_ordered_mean,5,0.5651446161862829,0.0712924417305858,5,0.5781951742275705,0.0786750616500935,5,0.5617642925115136,0.0626894347556332,5,0.5302865961199295,0.07742148776623733,5,0.6022089947089947,0.07693895452930764
postencode_mask,l2__syn_current__fixed250_ordered_mean,5,0.6000521138266237,0.08914097919886725,5,0.6061819154206495,0.09154012686830436,5,0.6024838705246507,0.0826501368160937,5,0.5640630511463846,0.10057772544356029,5,0.6380357142857143,0.09215413833805826
masked_accel_reencode,l2__syn_current__whole_mean,5,0.4923509601328229,0.0704104020726344,5,0.5006050347329871,0.07084746533238354,5,0.4914366489141865,0.06830966114871578,5,0.4709766313932981,0.09973494262831942,5,0.51760582010582,0.06736859703256531
original,l2__syn_current__whole_mean,5,0.4732050289035583,0.08032155207477565,5,0.48099776309202,0.08340304046282844,5,0.4634015970479136,0.07436477949008152,5,0.44946208112874775,0.0853456465142813,5,0.5011177248677249,0.07796833098508857
postencode_mask,l2__syn_current__whole_mean,5,0.4891305063854084,0.06445049681902103,5,0.4978753634383436,0.07044365152539513,5,0.48624747024163206,0.05649601706255339,5,0.4662367724867725,0.058886854180242136,5,0.5156415343915344,0.0857063466698203
