variant,rotation,probe,test_balanced_accuracy,test_accuracy,test_macro_f1,test_action0_balanced_accuracy,test_action1_balanced_accuracy
original,4,l2__post_reset__whole_mean,0.41166692104192104,0.4235294117647059,0.40640934286587466,0.4031084656084655,0.4173280423280423
postencode_mask,0,l2__post_reset__whole_mean,0.4782750677971266,0.49233716475095785,0.47491564111269685,0.4588734567901234,0.5102843915343915
postencode_mask,1,l2__post_reset__whole_mean,0.46806330243830246,0.47731755424063116,0.4515701306868967,0.43402777777777773,0.5044312169312168
postencode_mask,2,l2__post_reset__whole_mean,0.3953999318582651,0.39341085271317827,0.4061565137183434,0.39672619047619045,0.3882275132275132
postencode_mask,3,l2__post_reset__whole_mean,0.5736085673585674,0.5932539682539683,0.5648122542404466,0.5329144620811288,0.6269841269841269
postencode_mask,4,l2__post_reset__whole_mean,0.44404507529507525,0.4568627450980392,0.4582553123968303,0.40790343915343913,0.47833994708994715
masked_accel_reencode,0,l2__pre_reset__fixed250_ordered_mean,0.5894622126239774,0.5977011494252874,0.5802681467301836,0.5854938271604938,0.606712962962963
masked_accel_reencode,1,l2__pre_reset__fixed250_ordered_mean,0.5387008824508824,0.5364891518737672,0.5427721105708088,0.5424933862433862,0.5355489417989417
masked_accel_reencode,2,l2__pre_reset__fixed250_ordered_mean,0.48415253727753726,0.4883720930232558,0.48947705643365874,0.49434523809523806,0.47189153439153436
masked_accel_reencode,3,l2__pre_reset__fixed250_ordered_mean,0.6962526285442951,0.7142857142857143,0.6948700019647864,0.688370811287478,0.7076719576719576
masked_accel_reencode,4,l2__pre_reset__fixed250_ordered_mean,0.49728454415954415,0.5078431372549019,0.5133536658587067,0.43915343915343913,0.5606812169312169
original,0,l2__pre_reset__fixed250_ordered_mean,0.6123254604872252,0.6283524904214559,0.5984044612939162,0.578858024691358,0.6580357142857143
original,1,l2__pre_reset__fixed250_ordered_mean,0.5854963323713324,0.5956607495069034,0.5849304772302616,0.5823412698412699,0.5849867724867724
original,2,l2__pre_reset__fixed250_ordered_mean,0.46882114798781455,0.4709302325581395,0.4727855239071767,0.46597222222222223,0.46461640211640204
original,3,l2__pre_reset__fixed250_ordered_mean,0.6126157407407408,0.6349206349206349,0.6024279921521964,0.5895502645502646,0.6412037037037037
original,4,l2__pre_reset__fixed250_ordered_mean,0.5217121998371999,0.5352941176470588,0.5266160026442774,0.4621362433862433,0.5818452380952381
postencode_mask,0,l2__pre_reset__fixed250_ordered_mean,0.6071028440513735,0.6111111111111112,0.6025005573199497,0.5626543209876543,0.6559193121693122
postencode_mask,1,l2__pre_reset__fixed250_ordered_mean,0.6278503903503904,0.6272189349112426,0.6224812298655201,0.5863095238095238,0.6697420634920634
postencode_mask,2,l2__pre_reset__fixed250_ordered_mean,0.5033785273368606,0.5077519379844961,0.5114289246204423,0.5125992063492063,0.4925595238095238
postencode_mask,3,l2__pre_reset__fixed250_ordered_mean,0.7144879426129426,0.7301587301587302,0.7117514377040518,0.693584656084656,0.7427248677248678
postencode_mask,4,l2__pre_reset__fixed250_ordered_mean,0.5264092389092389,0.5333333333333333,0.5476276070487343,0.43402777777777773,0.6218584656084656
masked_accel_reencode,0,l2__pre_reset__whole_mean,0.5022240695034813,0.5134099616858238,0.4925864128454007,0.5050154320987653,0.5120701058201058
masked_accel_reencode,1,l2__pre_reset__whole_mean,0.5160961723461723,0.5226824457593688,0.5253818654747966,0.4813161375661376,0.5546957671957672
masked_accel_reencode,2,l2__pre_reset__whole_mean,0.40784030784030784,0.4166666666666667,0.40396773406914627,0.4213293650793651,0.3926917989417989
masked_accel_reencode,3,l2__pre_reset__whole_mean,0.5876123490706825,0.5932539682539683,0.5819341694921919,0.6159501763668431,0.5532407407407408
masked_accel_reencode,4,l2__pre_reset__whole_mean,0.41764855514855515,0.4235294117647059,0.42821172963560034,0.35052910052910047,0.490244708994709
original,0,l2__pre_reset__whole_mean,0.4156878932614226,0.42528735632183906,0.4027024917713679,0.3825617283950617,0.4655423280423281
original,1,l2__pre_reset__whole_mean,0.49361159673659677,0.49901380670611434,0.4827658849746606,0.4632936507936507,0.5281415343915343
original,2,l2__pre_reset__whole_mean,0.4008452581369248,0.4069767441860465,0.407468964498241,0.36686507936507934,0.43204365079365076
original,3,l2__pre_reset__whole_mean,0.5923539038122371,0.6051587301587301,0.5764620813518782,0.5751432980599648,0.6173941798941799
original,4,l2__pre_reset__whole_mean,0.4111963268213268,0.4215686274509804,0.4028203241308604,0.3834325396825397,0.43667328042328046
postencode_mask,0,l2__pre_reset__whole_mean,0.4852916895196307,0.49808429118773945,0.48281847953383844,0.4596450617283951,0.5226190476190476
postencode_mask,1,l2__pre_reset__whole_mean,0.47300326987826985,0.48126232741617353,0.4588572566490882,0.4657738095238095,0.48111772486772475
postencode_mask,2,l2__pre_reset__whole_mean,0.41678892095558756,0.41472868217054265,0.4246857249288282,0.42817460317460315,0.39699074074074076
postencode_mask,3,l2__pre_reset__whole_mean,0.6057866130782797,0.625,0.5967062302764664,0.5729166666666666,0.648148148148148
postencode_mask,4,l2__pre_reset__whole_mean,0.4428876678876678,0.4549019607843137,0.4597195055295303,0.39252645502645506,0.49173280423280424
masked_accel_reencode,0,l2__spike__fixed250_count,0.6092093636211283,0.6149425287356323,0.6001875799813,0.5891975308641975,0.6498015873015873
masked_accel_reencode,1,l2__spike__fixed250_count,0.5994577182077182,0.5956607495069033,0.595388077458464,0.6121031746031745,0.587632275132275
masked_accel_reencode,2,l2__spike__fixed250_count,0.47768809122975786,0.4825581395348837,0.4840309010124642,0.47936507936507927,0.47519841269841273
masked_accel_reencode,3,l2__spike__fixed250_count,0.6727699769366436,0.6865079365079364,0.6703075508878226,0.6557760141093475,0.6957671957671957
masked_accel_reencode,4,l2__spike__fixed250_count,0.5252721815221816,0.5313725490196078,0.5419916608663559,0.45287698412698413,0.5993716931216931
original,0,l2__spike__fixed250_count,0.6220391128479363,0.6302681992337165,0.6098078538170872,0.5726851851851852,0.684160052910053
original,1,l2__spike__fixed250_count,0.5946645946645948,0.6055226824457595,0.5913272711001222,0.5777116402116402,0.6106481481481482
original,2,l2__spike__fixed250_count,0.4918425324675324,0.49806201550387597,0.4985046448772632,0.4459325396825396,0.5345568783068783
original,3,l2__spike__fixed250_count,0.6786948005698005,0.7023809523809524,0.6719678715068348,0.657120811287478,0.7099867724867726
original,4,l2__spike__fixed250_count,0.49349562474562475,0.503921568627451,0.4984564859682796,0.4257605820105819,0.5610119047619048
postencode_mask,0,l2__spike__fixed250_count,0.5919928451178451,0.5996168582375478,0.5852362591456851,0.5125,0.6919973544973544
postencode_mask,1,l2__spike__fixed250_count,0.6268001674251674,0.6272189349112426,0.6162845417183956,0.5739087301587302,0.6791997354497354
postencode_mask,2,l2__spike__fixed250_count,0.507659431617765,0.5077519379844961,0.517071257224283,0.49454365079365076,0.5191798941798942
postencode_mask,3,l2__spike__fixed250_count,0.7164135632885634,0.7341269841269842,0.7159688116209203,0.7179563492063492,0.7136243386243386
postencode_mask,4,l2__spike__fixed250_count,0.5268671143671143,0.5333333333333333,0.5445387998192494,0.4456018518518518,0.6104497354497355
masked_accel_reencode,0,l2__spike__fixed250_ordered_mean,0.5762567701905937,0.5804597701149425,0.5642922671596496,0.5567901234567901,0.6090277777777778
masked_accel_reencode,1,l2__spike__fixed250_ordered_mean,0.6023684648684648,0.5956607495069034,0.5959430352455578,0.6223544973544973,0.5849867724867724
masked_accel_reencode,2,l2__spike__fixed250_ordered_mean,0.49859808401475064,0.501937984496124,0.508175015008366,0.4759920634920635,0.519510582010582
masked_accel_reencode,3,l2__spike__fixed250_ordered_mean,0.6383067935151269,0.6507936507936508,0.6314950983454567,0.6050044091710759,0.6838624338624338
masked_accel_reencode,4,l2__spike__fixed250_ordered_mean,0.5260454822954824,0.5313725490196078,0.5414213126161107,0.45734126984126977,0.5993716931216931
original,0,l2__spike__fixed250_ordered_mean,0.6243713054374819,0.6360153256704981,0.6159353310799905,0.5858024691358025,0.6734788359788361
original,1,l2__spike__fixed250_ordered_mean,0.5816706441706442,0.591715976331361,0.5764660280531507,0.5841600529100529,0.5756283068783068
original,2,l2__spike__fixed250_ordered_mean,0.4506829204745871,0.4651162790697674,0.4513586588584834,0.39375,0.5042989417989419
original,3,l2__spike__fixed250_ordered_mean,0.6480146011396011,0.6746031746031745,0.6376816065272582,0.6468143738977074,0.6504629629629629
original,4,l2__spike__fixed250_ordered_mean,0.5293498168498169,0.5352941176470588,0.5361561906311194,0.4618055555555555,0.5983796296296297
postencode_mask,0,l2__spike__fixed250_ordered_mean,0.6022076915459268,0.6111111111111112,0.5999376964217858,0.5271604938271605,0.6976190476190475
postencode_mask,1,l2__spike__fixed250_ordered_mean,0.6272889147889148,0.631163708086785,0.6217281655308345,0.5758928571428571,0.6762566137566136
postencode_mask,2,l2__spike__fixed250_ordered_mean,0.48430535513868844,0.4903100775193798,0.49413644297778925,0.4888888888888889,0.4794973544973545
postencode_mask,3,l2__spike__fixed250_ordered_mean,0.7070016788766789,0.7261904761904762,0.7047698564165897,0.7022597001763669,0.7119708994708994
postencode_mask,4,l2__spike__fixed250_ordered_mean,0.5244365588115588,0.5313725490196078,0.5443603219733032,0.43634259259259256,0.6168981481481481
masked_accel_reencode,0,l2__spike__whole_count,0.5225233100233101,0.5363984674329502,0.5147049792872376,0.5158950617283949,0.5373677248677248
masked_accel_reencode,1,l2__spike__whole_count,0.5508048664298664,0.5601577909270218,0.5518969200180429,0.5461309523809524,0.5609126984126984
masked_accel_reencode,2,l2__spike__whole_count,0.4113511103094436,0.4186046511627906,0.40725466860051274,0.4145833333333333,0.40939153439153436
masked_accel_reencode,3,l2__spike__whole_count,0.5699828720662053,0.5793650793650794,0.561212344217299,0.5713955026455025,0.5707671957671957
masked_accel_reencode,4,l2__spike__whole_count,0.4467071123321123,0.4490196078431372,0.4510508344694268,0.3538359788359788,0.542989417989418
original,0,l2__spike__whole_count,0.4978096862288039,0.5076628352490421,0.47548336887623455,0.49459876543209874,0.5108796296296296
original,1,l2__spike__whole_count,0.5285639129389129,0.5364891518737672,0.5191795835670265,0.515542328042328,0.5446097883597883
original,2,l2__spike__whole_count,0.3875631313131313,0.3992248062015504,0.38960040053321254,0.3598214285714285,0.41352513227513227
original,3,l2__spike__whole_count,0.6402120641703976,0.6626984126984127,0.6312287359357894,0.6007936507936509,0.6947751322751322
original,4,l2__spike__whole_count,0.47578983516483514,0.4843137254901961,0.47683607561520563,0.43121693121693117,0.519510582010582
postencode_mask,0,l2__spike__whole_count,0.5394564041622866,0.5498084291187739,0.537669766435395,0.4885802469135802,0.5982804232804232
postencode_mask,1,l2__spike__whole_count,0.5237370268620268,0.5364891518737672,0.5130817347259483,0.5026455026455027,0.5423941798941798
postencode_mask,2,l2__spike__whole_count,0.4266379068462402,0.43217054263565885,0.43473804400816835,0.40277777777777773,0.4485780423280423
postencode_mask,3,l2__spike__whole_count,0.6436677520010853,0.6607142857142857,0.6411233947012511,0.6179232804232805,0.6765873015873015
postencode_mask,4,l2__spike__whole_count,0.4940959503459504,0.4980392156862745,0.5139737485356701,0.4092261904761904,0.5806878306878307
masked_accel_reencode,0,l2__spike__whole_mean,0.4920923983423984,0.5095785440613027,0.4770164592185791,0.4831018518518518,0.509755291005291
masked_accel_reencode,1,l2__spike__whole_mean,0.5507764226514227,0.5522682445759369,0.5477536730904861,0.5477843915343916,0.5580026455026456
masked_accel_reencode,2,l2__spike__whole_mean,0.3794166867083533,0.3856589147286822,0.3771793357127056,0.3528769841269841,0.40691137566137564
masked_accel_reencode,3,l2__spike__whole_mean,0.5407093677927011,0.5535714285714285,0.5323681335238591,0.5435736331569665,0.541005291005291
masked_accel_reencode,4,l2__spike__whole_mean,0.42040979853479854,0.42745098039215684,0.4260765139925488,0.3439153439153439,0.4996693121693121
original,0,l2__spike__whole_mean,0.49042375108551584,0.5019157088122604,0.47038364114821535,0.48109567901234557,0.5136904761904761
original,1,l2__spike__whole_mean,0.5165854978354979,0.52465483234714,0.5087707798357634,0.48561507936507936,0.5511243386243386
original,2,l2__spike__whole_mean,0.38816488295654955,0.39728682170542634,0.39044412393602884,0.3514880952380952,0.4249338624338625
original,3,l2__spike__whole_mean,0.607148368606702,0.628968253968254,0.5963762110876561,0.570326278659612,0.6567460317460317
original,4,l2__spike__whole_mean,0.44528897028897024,0.4529411764705882,0.4417408879178659,0.4069113756613756,0.4808201058201058
postencode_mask,0,l2__spike__whole_mean,0.5268335218702865,0.5383141762452107,0.5225253485102314,0.487037037037037,0.5761243386243385
postencode_mask,1,l2__spike__whole_mean,0.5134315915565916,0.5226824457593688,0.496848350739384,0.49619708994708994,0.5274470899470899
postencode_mask,2,l2__spike__whole_mean,0.42493486451819784,0.4302325581395349,0.4348483346441727,0.3824404761904762,0.46544312169312163
postencode_mask,3,l2__spike__whole_mean,0.6456404320987654,0.6666666666666666,0.640459959469816,0.6205136684303351,0.6769179894179894
postencode_mask,4,l2__spike__whole_mean,0.48075905575905575,0.49019607843137253,0.49423115202274026,0.4115410052910053,0.5491071428571428
masked_accel_reencode,0,l2__syn_current__fixed250_ordered_mean,0.5940331863125982,0.5996168582375478,0.5823825384084874,0.5938271604938271,0.608531746031746
masked_accel_reencode,1,l2__syn_current__fixed250_ordered_mean,0.5480924168424169,0.5443786982248521,0.5493907840493525,0.5558862433862434,0.5406746031746031
masked_accel_reencode,2,l2__syn_current__fixed250_ordered_mean,0.49204495350328686,0.4941860465116279,0.49720533156351077,0.5017857142857143,0.4813161375661375
masked_accel_reencode,3,l2__syn_current__fixed250_ordered_mean,0.7122507122507122,0.7242063492063492,0.7076565051602657,0.7127535273368607,0.7116402116402116
masked_accel_reencode,4,l2__syn_current__fixed250_ordered_mean,0.5074697293447293,0.515686274509804,0.5197048480126802,0.42294973544973535,0.5983796296296297
original,0,l2__syn_current__fixed250_ordered_mean,0.6139941077441078,0.6302681992337165,0.599027460837253,0.5733024691358025,0.6677910052910052
original,1,l2__syn_current__fixed250_ordered_mean,0.5969757094757094,0.6074950690335306,0.5930689565126285,0.5633267195767195,0.6278108465608465
original,2,l2__syn_current__fixed250_ordered_mean,0.4662087141253808,0.46899224806201545,0.4738366201127517,0.45009920634920636,0.47602513227513227
original,3,l2__syn_current__fixed250_ordered_mean,0.6333316374983041,0.6587301587301587,0.6235626255162022,0.6177799823633158,0.6527777777777777
original,4,l2__syn_current__fixed250_ordered_mean,0.5152129120879121,0.5254901960784314,0.5193257995787328,0.4469246031746031,0.5866402116402116
postencode_mask,0,l2__syn_current__fixed250_ordered_mean,0.6225194059752883,0.6264367816091955,0.619669586586444,0.5707561728395062,0.680489417989418
postencode_mask,1,l2__syn_current__fixed250_ordered_mean,0.6230184167684168,0.621301775147929,0.6159309866956998,0.5916005291005292,0.6541997354497354
postencode_mask,2,l2__syn_current__fixed250_ordered_mean,0.49813061167227835,0.5038759689922481,0.5044781292150895,0.4982142857142857,0.4953703703703704
postencode_mask,3,l2__syn_current__fixed250_ordered_mean,0.7251691595441595,0.7400793650793651,0.7226958326449804,0.7118276014109348,0.7433862433862433
postencode_mask,4,l2__syn_current__fixed250_ordered_mean,0.5314229751729752,0.5392156862745098,0.5496448174810395,0.4479166666666666,0.6167328042328042
masked_accel_reencode,0,l2__syn_current__whole_mean,0.4951975924402395,0.5095785440613027,0.4838091941550054,0.5056327160493826,0.49355158730158727
masked_accel_reencode,1,l2__syn_current__whole_mean,0.5232886326636327,0.5285996055226825,0.5307395431357861,0.48859126984126994,0.5625661375661376
masked_accel_reencode,2,l2__syn_current__whole_mean,0.4135842552509219,0.42054263565891475,0.4100615516050569,0.41686507936507944,0.4110449735449735
masked_accel_reencode,3,l2__syn_current__whole_mean,0.5911617317867318,0.5992063492063492,0.584128239340327,0.604839065255732,0.5767195767195766
masked_accel_reencode,4,l2__syn_current__whole_mean,0.4385225885225885,0.44509803921568625,0.44844471633475713,0.33895502645502634,0.5441468253968255
original,0,l2__syn_current__whole_mean,0.4178916807593278,0.4272030651340996,0.40529601188152836,0.39259259259259255,0.45694444444444443
original,1,l2__syn_current__whole_mean,0.4964351620601621,0.5009861932938856,0.48409564325679016,0.4776785714285714,0.5195436507936507
original,2,l2__syn_current__whole_mean,0.4233515712682379,0.4244186046511628,0.4274791484929365,0.38660714285714287,0.45701058201058203
original,3,l2__syn_current__whole_mean,0.6046300535883868,0.6190476190476191,0.5847344634034067,0.5873236331569666,0.6299603174603176
original,4,l2__syn_current__whole_mean,0.42371667684167685,0.4333333333333333,0.4154027182049062,0.4031084656084656,0.4421296296296297
postencode_mask,0,l2__syn_current__whole_mean,0.4869927118088883,0.5,0.48314813970509957,0.4627314814814814,0.5223875661375662
postencode_mask,1,l2__syn_current__whole_mean,0.4876830345580346,0.4911242603550296,0.4690027867149212,0.48726851851851843,0.48885582010582
postencode_mask,2,l2__syn_current__whole_mean,0.42945426487093147,0.4282945736434109,0.4391508428620723,0.4359126984126984,0.4173280423280423
postencode_mask,3,l2__syn_current__whole_mean,0.5950799586216252,0.613095238095238,0.5830867360048383,0.5514219576719578,0.6521164021164021
postencode_mask,4,l2__syn_current__whole_mean,0.44644256206756205,0.4568627450980392,0.45684884592122876,0.3938492063492063,0.4975198412698412
