objective,architecture,split,scope,layer,shift,mean_neurons,mean_firing_rate,sd_neurons,sd_firing_rate
fixed250_sequence_ce,D,train,whole_layer,L3,-1,64.0,0.18759072079767306,0.0,0.011954584564676208
fixed250_sequence_ce,D,val,tau_subgroup,L1,2,64.0,0.0003941342580399731,0.0,0.00013405019161958847
fixed250_sequence_ce,D,val,tau_subgroup,L1,3,64.0,0.010858353085769467,0.0,0.0020752668819547892
fixed250_sequence_ce,D,val,tau_subgroup,L2,2,32.0,0.018309410938460186,0.0,0.007369546531741899
fixed250_sequence_ce,D,val,tau_subgroup,L2,3,32.0,0.026302746320194303,0.0,0.0013598058386019459
fixed250_sequence_ce,D,val,tau_subgroup,L2,4,32.0,0.03680537266262839,0.0,0.00739104686672504
fixed250_sequence_ce,D,val,tau_subgroup,L2,5,32.0,0.09247432183302606,0.0,0.005818039976268206
fixed250_sequence_ce,D,val,whole_layer,L1,-1,128.0,0.00562624367190472,0.0,0.0010968559931057399
fixed250_sequence_ce,D,val,whole_layer,L2,-1,128.0,0.04347296293857724,0.0,0.001312039847844141
fixed250_sequence_ce,D,val,whole_layer,L3,-1,64.0,0.1605662730810874,0.0,0.016622113225548976
fixed250_sequence_ce,E,test,tau_subgroup,L1,2,64.0,0.0013607590567704883,0.0,0.0003665966095306019
fixed250_sequence_ce,E,test,tau_subgroup,L1,3,64.0,0.018659311492158163,0.0,0.0004011430574542697
fixed250_sequence_ce,E,test,tau_subgroup,L2,2,43.0,0.0225308356578873,0.0,0.0015597607548901245
fixed250_sequence_ce,E,test,tau_subgroup,L2,3,43.0,0.05784222314690667,0.0,0.01791491943379943
fixed250_sequence_ce,E,test,tau_subgroup,L2,4,42.0,0.12137886963930701,0.0,0.015510206339276193
fixed250_sequence_ce,E,test,whole_layer,L1,-1,128.0,0.010010035274464325,0.0,0.00011432078991452453
fixed250_sequence_ce,E,test,whole_layer,L2,-1,128.0,0.06682776604263309,0.0,0.0008441972311340661
fixed250_sequence_ce,E,test,whole_layer,L3,-1,64.0,0.20512730906229293,0.0,0.008069023163346626
fixed250_sequence_ce,E,train,tau_subgroup,L1,2,64.0,0.0014908741856063778,0.0,0.00034873288442687774
fixed250_sequence_ce,E,train,tau_subgroup,L1,3,64.0,0.015625348926144898,0.0,0.00011703845820420383
fixed250_sequence_ce,E,train,tau_subgroup,L2,2,43.0,0.019762008350078544,0.0,0.0003592369341598212
fixed250_sequence_ce,E,train,tau_subgroup,L2,3,43.0,0.046471769180843454,0.0,0.014629340628402219
fixed250_sequence_ce,E,train,tau_subgroup,L2,4,42.0,0.09800438171483443,0.0,0.009969474320608246
fixed250_sequence_ce,E,train,whole_layer,L1,-1,128.0,0.008558111555875637,0.0,0.00020202859100167673
fixed250_sequence_ce,E,train,whole_layer,L2,-1,128.0,0.05440809738947416,0.0,0.0018488110616526573
fixed250_sequence_ce,E,train,whole_layer,L3,-1,64.0,0.1734035582092552,0.0,0.008746674614335943
fixed250_sequence_ce,E,val,tau_subgroup,L1,2,64.0,0.000629608901764551,0.0,0.00020945682230313233
fixed250_sequence_ce,E,val,tau_subgroup,L1,3,64.0,0.011438123664881632,0.0,0.0005094600178431481
fixed250_sequence_ce,E,val,tau_subgroup,L2,2,43.0,0.012006622935691784,0.0,0.0009165581350570365
fixed250_sequence_ce,E,val,tau_subgroup,L2,3,43.0,0.034440354448194176,0.0,0.013028566249557904
fixed250_sequence_ce,E,val,tau_subgroup,L2,4,42.0,0.07839452756492525,0.0,0.008202335841902646
fixed250_sequence_ce,E,val,whole_layer,L1,-1,128.0,0.00603386628332309,0.0,0.0001517839134982555
fixed250_sequence_ce,E,val,whole_layer,L2,-1,128.0,0.04132648582214029,0.0,0.0024415158679186055
fixed250_sequence_ce,E,val,whole_layer,L3,-1,64.0,0.147768797735054,0.0,0.01270530976889116
relative10_sequence_ce,A,test,whole_layer,L1,-1,128.0,0.016437184186547382,0.0,0.0014868557022799638
relative10_sequence_ce,A,test,whole_layer,L2,-1,128.0,0.11193386555666003,0.0,0.008784346520799893
relative10_sequence_ce,A,test,whole_layer,L3,-1,64.0,0.2193035364203667,0.0,0.015653639706416082
relative10_sequence_ce,A,train,whole_layer,L1,-1,128.0,0.014130811016017106,0.0,0.0010842865890686336
relative10_sequence_ce,A,train,whole_layer,L2,-1,128.0,0.09056460960747204,0.0,0.007288315156445506
relative10_sequence_ce,A,train,whole_layer,L3,-1,64.0,0.1898312628055895,0.0,0.006788679339379433
relative10_sequence_ce,A,val,whole_layer,L1,-1,128.0,0.009844440420800047,0.0,0.0008431809942770647
relative10_sequence_ce,A,val,whole_layer,L2,-1,128.0,0.06905694005501418,0.0,0.005770369044797874
relative10_sequence_ce,A,val,whole_layer,L3,-1,64.0,0.16046888259737221,0.0,0.015543982806829355
relative10_sequence_ce,B,test,tau_subgroup,L1,2,64.0,0.0017287766456814669,0.0,0.0006496459273404109
relative10_sequence_ce,B,test,tau_subgroup,L1,3,64.0,0.024272766180693617,0.0,0.002678285658244861
relative10_sequence_ce,B,test,tau_subgroup,L2,2,64.0,0.03898095800198807,0.0,0.0030954252790398144
relative10_sequence_ce,B,test,tau_subgroup,L2,3,64.0,0.12182719654296444,0.0,0.004519384558239883
relative10_sequence_ce,B,test,whole_layer,L1,-1,128.0,0.013000771413187541,0.0,0.00108450130564612
relative10_sequence_ce,B,test,whole_layer,L2,-1,128.0,0.08040407727247625,0.0,0.0019854340325867956
relative10_sequence_ce,B,test,whole_layer,L3,-1,64.0,0.22716392616523085,0.0,0.019923276169018313
relative10_sequence_ce,B,train,tau_subgroup,L1,2,64.0,0.0018039481691147323,0.0,0.00044365081168088984
relative10_sequence_ce,B,train,tau_subgroup,L1,3,64.0,0.020213902194605882,0.0,0.0019517221167690522
relative10_sequence_ce,B,train,tau_subgroup,L2,2,64.0,0.0319828321358188,0.0,0.0034575459749267203
relative10_sequence_ce,B,train,tau_subgroup,L2,3,64.0,0.09573076649304102,0.0,0.0039305787208468
relative10_sequence_ce,B,train,whole_layer,L1,-1,128.0,0.011008925181860307,0.0,0.0008379665313830171
relative10_sequence_ce,B,train,whole_layer,L2,-1,128.0,0.0638567993144299,0.0,0.002615872232643982
relative10_sequence_ce,B,train,whole_layer,L3,-1,64.0,0.18739026272743006,0.0,0.01434828481596819
relative10_sequence_ce,B,val,tau_subgroup,L1,2,64.0,0.0008019854856173001,0.0,0.0002829167226114253
relative10_sequence_ce,B,val,tau_subgroup,L1,3,64.0,0.015058489158107277,0.0,0.001604922951929813
relative10_sequence_ce,B,val,tau_subgroup,L2,2,64.0,0.02176380110028385,0.0,0.002737940220693218
relative10_sequence_ce,B,val,tau_subgroup,L2,3,64.0,0.07723934100020484,0.0,0.0038109546516385596
relative10_sequence_ce,B,val,whole_layer,L1,-1,128.0,0.007930237321862288,0.0,0.0007034633629669612
relative10_sequence_ce,B,val,whole_layer,L2,-1,128.0,0.04950157105024435,0.0,0.0026559464629748826
relative10_sequence_ce,B,val,whole_layer,L3,-1,64.0,0.16240023190823163,0.0,0.017393326390021578
relative10_sequence_ce,C,test,tau_subgroup,L1,2,43.0,0.0003345559716635587,0.0,3.1379659312524375e-05
relative10_sequence_ce,C,test,tau_subgroup,L1,3,43.0,0.00791311562151638,0.0,0.000565652369538761
relative10_sequence_ce,C,test,tau_subgroup,L1,4,42.0,0.04393940589268621,0.0,0.004800022552939998
relative10_sequence_ce,C,test,tau_subgroup,L2,2,43.0,0.037095257909904915,0.0,0.00381185664204157
relative10_sequence_ce,C,test,tau_subgroup,L2,3,43.0,0.08969310750484176,0.0,0.016364882839596907
relative10_sequence_ce,C,test,tau_subgroup,L2,4,42.0,0.13312716294823648,0.0,0.009525357990657285
relative10_sequence_ce,C,test,whole_layer,L1,-1,128.0,0.017188319734371547,0.0,0.0015605251609486083
relative10_sequence_ce,C,test,whole_layer,L2,-1,128.0,0.08627531684890656,0.0,0.009828933615898462
relative10_sequence_ce,C,test,whole_layer,L3,-1,64.0,0.23349615846587146,0.0,0.009431867212032064
relative10_sequence_ce,C,train,tau_subgroup,L1,2,43.0,0.000589441748029752,0.0,0.00011778871645348499
relative10_sequence_ce,C,train,tau_subgroup,L1,3,43.0,0.007063174003593517,0.0,0.0005319601817161591
relative10_sequence_ce,C,train,tau_subgroup,L1,4,42.0,0.03812028102312324,0.0,0.0022052158317330275
relative10_sequence_ce,C,train,tau_subgroup,L2,2,43.0,0.033500285567648634,0.0,0.004879658457584585
relative10_sequence_ce,C,train,tau_subgroup,L2,3,43.0,0.07770997466568981,0.0,0.011913649698407814
relative10_sequence_ce,C,train,tau_subgroup,L2,4,42.0,0.11912564557983019,0.0,0.010823042585280112
relative10_sequence_ce,C,train,whole_layer,L1,-1,128.0,0.015079017814773254,0.0,0.0007788795818439781
relative10_sequence_ce,C,train,whole_layer,L2,-1,128.0,0.07644779925301891,0.0,0.009028508965992848
relative10_sequence_ce,C,train,whole_layer,L3,-1,64.0,0.21376873035545804,0.0,0.014093828927156868
relative10_sequence_ce,C,val,tau_subgroup,L1,2,43.0,0.00012862051435956172,0.0,2.2083231409521518e-05
relative10_sequence_ce,C,val,tau_subgroup,L1,3,43.0,0.0038545322398548017,0.0,0.0003338429990607432
relative10_sequence_ce,C,val,tau_subgroup,L1,4,42.0,0.029062905412655216,0.0,0.0024666103292942435
relative10_sequence_ce,C,val,tau_subgroup,L2,2,43.0,0.0215286241892314,0.0,0.0024405188137609046
relative10_sequence_ce,C,val,tau_subgroup,L2,3,43.0,0.05873874315299921,0.0,0.010071883012967615
relative10_sequence_ce,C,val,tau_subgroup,L2,4,42.0,0.09862213694186305,0.0,0.007341352726332266
relative10_sequence_ce,C,val,whole_layer,L1,-1,128.0,0.01087435621689638,0.0,0.0008828754402760366
relative10_sequence_ce,C,val,whole_layer,L2,-1,128.0,0.0593252074005794,0.0,0.006411579461137883
relative10_sequence_ce,C,val,whole_layer,L3,-1,64.0,0.18228389371726217,0.0,0.013103114909545601
relative10_sequence_ce,D,test,tau_subgroup,L1,2,64.0,0.0007666673569692953,0.0,8.404430074525431e-05
relative10_sequence_ce,D,test,tau_subgroup,L1,3,64.0,0.016682025900154628,0.0,0.0016571339349508545
relative10_sequence_ce,D,test,tau_subgroup,L2,2,32.0,0.021022303677932407,0.0,0.007949674888333954
relative10_sequence_ce,D,test,tau_subgroup,L2,3,32.0,0.053935070134747076,0.0,0.009927246376527568
relative10_sequence_ce,D,test,tau_subgroup,L2,4,32.0,0.0840633283631544,0.0,0.02981274910429001
relative10_sequence_ce,D,test,tau_subgroup,L2,5,32.0,0.12781039457698254,0.0,0.020759371001206724
relative10_sequence_ce,D,test,whole_layer,L1,-1,128.0,0.008724346628561962,0.0,0.0007887024969108177
relative10_sequence_ce,D,test,whole_layer,L2,-1,128.0,0.07170777418820411,0.0,0.003995431225599652
relative10_sequence_ce,D,test,whole_layer,L3,-1,64.0,0.2206983791694279,0.0,0.016616162652897535
relative10_sequence_ce,D,train,tau_subgroup,L1,2,64.0,0.000942187822756684,0.0,4.792108724955272e-05
relative10_sequence_ce,D,train,tau_subgroup,L1,3,64.0,0.01427055593704814,0.0,0.0012033561935090005
relative10_sequence_ce,D,train,tau_subgroup,L2,2,32.0,0.01903723600247877,0.0,0.006044074547387182
relative10_sequence_ce,D,train,tau_subgroup,L2,3,32.0,0.04518959948861384,0.0,0.006036824559266571
relative10_sequence_ce,D,train,tau_subgroup,L2,4,32.0,0.07178073760195623,0.0,0.023685033788841837
relative10_sequence_ce,D,train,tau_subgroup,L2,5,32.0,0.10758806198044897,0.0,0.0153928784155555
relative10_sequence_ce,D,train,whole_layer,L1,-1,128.0,0.007606371879902412,0.0,0.0006075872327460845
relative10_sequence_ce,D,train,whole_layer,L2,-1,128.0,0.06089890876837445,0.0,0.0038050180623756535
relative10_sequence_ce,D,train,whole_layer,L3,-1,64.0,0.1934637584370342,0.0,0.013536707375126005
relative10_sequence_ce,D,val,tau_subgroup,L1,2,64.0,0.00035801290492494075,0.0,4.44692220762206e-05
relative10_sequence_ce,D,val,tau_subgroup,L1,3,64.0,0.00988216208702777,0.0,0.001232068201625467
relative10_sequence_ce,D,val,tau_subgroup,L2,2,32.0,0.010774222339273694,0.0,0.0047402808992396675
relative10_sequence_ce,D,val,tau_subgroup,L2,3,32.0,0.03071961051122231,0.0,0.0066969815382010925
relative10_sequence_ce,D,val,tau_subgroup,L2,4,32.0,0.05147887220905393,0.0,0.021262141064954374
relative10_sequence_ce,D,val,tau_subgroup,L2,5,32.0,0.08457883416732509,0.0,0.015487107872053837
relative10_sequence_ce,D,val,whole_layer,L1,-1,128.0,0.005120087495976355,0.0,0.0006050976977925584
relative10_sequence_ce,D,val,whole_layer,L2,-1,128.0,0.04438788480671876,0.0,0.005794625505980443
relative10_sequence_ce,D,val,whole_layer,L3,-1,64.0,0.16032028209405086,0.0,0.019271037644364636
relative10_sequence_ce,E,test,tau_subgroup,L1,2,64.0,0.0010065475204329578,0.0,0.00017122373238279547
relative10_sequence_ce,E,test,tau_subgroup,L1,3,64.0,0.01811569817207864,0.0,0.002073256279918888
relative10_sequence_ce,E,test,tau_subgroup,L2,2,43.0,0.02686400974000956,0.0,0.001677054193549684
relative10_sequence_ce,E,test,tau_subgroup,L2,3,43.0,0.0696704784214609,0.0,0.023696650032528965
relative10_sequence_ce,E,test,tau_subgroup,L2,4,42.0,0.11242991784741287,0.0,0.019114987337459245
relative10_sequence_ce,E,test,whole_layer,L1,-1,128.0,0.009561122846255798,0.0,0.0010705376445407635
relative10_sequence_ce,E,test,whole_layer,L2,-1,128.0,0.06932062141042633,0.0,0.014778092357672582
relative10_sequence_ce,E,test,whole_layer,L3,-1,64.0,0.21239619574221338,0.0,0.04153947392531566
relative10_sequence_ce,E,train,tau_subgroup,L1,2,64.0,0.0011190061466829684,0.0,0.00011125807099033809
relative10_sequence_ce,E,train,tau_subgroup,L1,3,64.0,0.015376826279442387,0.0,0.0021450966812361833
relative10_sequence_ce,E,train,tau_subgroup,L2,2,43.0,0.02311455566673587,0.0,0.0024821961888469874
relative10_sequence_ce,E,train,tau_subgroup,L2,3,43.0,0.054974790978633,0.0,0.019025988059650997
relative10_sequence_ce,E,train,tau_subgroup,L2,4,42.0,0.08993986772974161,0.0,0.015919943713209064
relative10_sequence_ce,E,train,whole_layer,L1,-1,128.0,0.008247916213062678,0.0,0.0011206523261365646
relative10_sequence_ce,E,train,whole_layer,L2,-1,128.0,0.05574465898750006,0.0,0.012405148873029978
relative10_sequence_ce,E,train,whole_layer,L3,-1,64.0,0.18073824746958758,0.0,0.03666529303223959
relative10_sequence_ce,E,val,tau_subgroup,L1,2,64.0,0.00045174553009686005,0.0,5.4477844382284586e-05
relative10_sequence_ce,E,val,tau_subgroup,L1,3,64.0,0.010910934802329325,0.0,0.0016585241887571974
relative10_sequence_ce,E,val,tau_subgroup,L2,2,43.0,0.013355437006912163,0.0,0.0019134077703280813
relative10_sequence_ce,E,val,tau_subgroup,L2,3,43.0,0.03964982554566743,0.0,0.01668144404186599
relative10_sequence_ce,E,val,tau_subgroup,L2,4,42.0,0.07371873924415405,0.0,0.01452459840254397
relative10_sequence_ce,E,val,whole_layer,L1,-1,128.0,0.005681340166213092,0.0,0.0008336155556030985
relative10_sequence_ce,E,val,whole_layer,L2,-1,128.0,0.04199541670324525,0.0,0.010926451697164614
relative10_sequence_ce,E,val,whole_layer,L3,-1,64.0,0.15512109340707578,0.0,0.04016554261665597
timestep_ce,A,test,whole_layer,L1,-1,128.0,0.022357176386127678,0.0,0.001598531062852117
timestep_ce,A,test,whole_layer,L2,-1,128.0,0.1553638240004418,0.0,0.006833540587078205
timestep_ce,A,test,whole_layer,L3,-1,64.0,0.36055541749502984,0.0,0.036991739320785796
timestep_ce,A,train,whole_layer,L1,-1,128.0,0.019224042337302717,0.0,0.0013187875426940727
timestep_ce,A,train,whole_layer,L2,-1,128.0,0.12785626580635437,0.0,0.007349421102564655
timestep_ce,A,train,whole_layer,L3,-1,64.0,0.3288139546730981,0.0,0.039871121653367626
timestep_ce,A,val,whole_layer,L1,-1,128.0,0.014032917069031106,0.0,0.0012212959373467517
timestep_ce,A,val,whole_layer,L2,-1,128.0,0.10798501375354812,0.0,0.008881756029403196
timestep_ce,A,val,whole_layer,L3,-1,64.0,0.3041267045620812,0.0,0.038407523334850396
timestep_ce,B,test,tau_subgroup,L1,2,64.0,0.003070983819306384,0.0,0.0006659264219174129
timestep_ce,B,test,tau_subgroup,L1,3,64.0,0.0357227295946543,0.0,0.001964881855784112
timestep_ce,B,test,tau_subgroup,L2,2,64.0,0.04878411820742213,0.0,0.005753451057000191
timestep_ce,B,test,tau_subgroup,L2,3,64.0,0.18548819927656282,0.0,0.003229909518568568
timestep_ce,B,test,whole_layer,L1,-1,128.0,0.01939685670698034,0.0,0.0012952464691793105
timestep_ce,B,test,whole_layer,L2,-1,128.0,0.1171361587419925,0.0,0.0025174642294463995
timestep_ce,B,test,whole_layer,L3,-1,64.0,0.3574512128617186,0.0,0.00999862403024607
timestep_ce,B,train,tau_subgroup,L1,2,64.0,0.002924524483449735,0.0,0.0004629053148259157
timestep_ce,B,train,tau_subgroup,L1,3,64.0,0.030273006794289892,0.0,0.002130255347250695
timestep_ce,B,train,tau_subgroup,L2,2,64.0,0.04089388248725722,0.0,0.005897947097049831
timestep_ce,B,train,tau_subgroup,L2,3,64.0,0.14994307269946014,0.0,0.003951478446604873
timestep_ce,B,train,whole_layer,L1,-1,128.0,0.016598765638869816,0.0,0.0012961446340682549
timestep_ce,B,train,whole_layer,L2,-1,128.0,0.09541847759335868,0.0,0.004918579437958227
timestep_ce,B,train,whole_layer,L3,-1,64.0,0.31898531579211814,0.0,0.020816418932692277
timestep_ce,B,val,tau_subgroup,L1,2,64.0,0.0014338805489714102,0.0,0.00031392786464281804
timestep_ce,B,val,tau_subgroup,L1,3,64.0,0.023424926111257422,0.0,0.001687588863441739
timestep_ce,B,val,tau_subgroup,L2,2,64.0,0.02909323515641003,0.0,0.004728653304661066
timestep_ce,B,val,tau_subgroup,L2,3,64.0,0.13203543367570889,0.0,0.003982972425502415
timestep_ce,B,val,whole_layer,L1,-1,128.0,0.012429403330114419,0.0,0.0009932223434752972
timestep_ce,B,val,whole_layer,L2,-1,128.0,0.08056433441605947,0.0,0.003425690959427729
timestep_ce,B,val,whole_layer,L3,-1,64.0,0.29574380724548616,0.0,0.01341532112768209
timestep_ce,C,test,tau_subgroup,L1,2,43.0,0.0019264259404811442,0.0,0.0007675230055284555
timestep_ce,C,test,tau_subgroup,L1,3,43.0,0.012643775589357911,0.0,0.0032646277865858524
timestep_ce,C,test,tau_subgroup,L1,4,42.0,0.05452207390577172,0.0,0.0033645362781442134
timestep_ce,C,test,tau_subgroup,L2,2,43.0,0.05037860691150256,0.0,0.0018356163987795458
timestep_ce,C,test,tau_subgroup,L2,3,43.0,0.08239259533239839,0.0,0.01894017627903956
timestep_ce,C,test,tau_subgroup,L2,4,42.0,0.1887182197818381,0.0,0.01699869980204318
timestep_ce,C,test,whole_layer,L1,-1,128.0,0.022784732576761654,0.0,0.0022178453316800827
timestep_ce,C,test,whole_layer,L2,-1,128.0,0.10652599161972609,0.0,0.00947974980105173
timestep_ce,C,test,whole_layer,L3,-1,64.0,0.3307028488789485,0.0,0.03376440208414121
timestep_ce,C,train,tau_subgroup,L1,2,43.0,0.002142114405449973,0.0,0.0007917322253798231
timestep_ce,C,train,tau_subgroup,L1,3,43.0,0.01124535408895351,0.0,0.002848348937958496
timestep_ce,C,train,tau_subgroup,L1,4,42.0,0.04802300440165347,0.0,0.0050895015737340695
