architecture,objective,seed,feature_dim,group_neurons,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
C,relative10_sequence_ce,101,43,43,L2,0.1,0.4452054794520548,0.42955169830169826,0.4178204429920116,full_count,0.4623136123136124,3,117.0136826471659
C,relative10_sequence_ce,11,672,42,L2,0.1,0.4726027397260274,0.4636578699078699,0.4701460204686477,fixed250,0.40658369408369416,4,242.10347130039656
C,relative10_sequence_ce,23,672,42,L2,0.1,0.4931506849315068,0.48646423021423013,0.4978765679812653,fixed250,0.4325396825396825,4,242.10347130039656
C,relative10_sequence_ce,101,672,42,L2,0.01,0.4863013698630137,0.4745802808302808,0.48467382277684695,fixed250,0.4345238095238095,4,242.10347130039656
C,relative10_sequence_ce,11,42,42,L2,0.1,0.4315068493150685,0.4215922965922965,0.41011730775247246,full_count,0.35667989417989426,4,242.10347130039656
C,relative10_sequence_ce,23,42,42,L2,10.0,0.3424657534246575,0.3347798035298035,0.33374574256153205,full_count,0.4272847522847523,4,242.10347130039656
C,relative10_sequence_ce,101,42,42,L2,1.0,0.3767123287671233,0.3761766011766012,0.36556999074127455,full_count,0.422029822029822,4,242.10347130039656
D,relative10_sequence_ce,11,1024,64,L1,0.01,0.22602739726027396,0.21549284049284048,0.18529687791349603,fixed250,0.17074314574314575,2,54.31342963722199
D,relative10_sequence_ce,23,1024,64,L1,0.1,0.2054794520547945,0.1848151848151848,0.16463542678342313,fixed250,0.17314213564213565,2,54.31342963722199
D,relative10_sequence_ce,101,1024,64,L1,0.01,0.18493150684931506,0.17526640026640028,0.14507788990495007,fixed250,0.13358585858585856,2,54.31342963722199
D,relative10_sequence_ce,11,64,64,L1,0.01,0.2191780821917808,0.1930916305916306,0.12622662604660725,full_count,0.17500000000000002,2,54.31342963722199
D,relative10_sequence_ce,23,64,64,L1,0.1,0.2054794520547945,0.18394938394938395,0.1487189848034597,full_count,0.1674242424242424,2,54.31342963722199
D,relative10_sequence_ce,101,64,64,L1,0.01,0.21232876712328766,0.18696581196581197,0.1419618025723759,full_count,0.13762626262626262,2,54.31342963722199
D,relative10_sequence_ce,11,1024,64,L1,1.0,0.4315068493150685,0.42535520035520036,0.4150931396118451,fixed250,0.44832251082251084,3,117.0136826471659
D,relative10_sequence_ce,23,1024,64,L1,0.1,0.4383561643835616,0.4363289488289488,0.43252519653564686,fixed250,0.4195526695526696,3,117.0136826471659
D,relative10_sequence_ce,101,1024,64,L1,1.0,0.4452054794520548,0.43707473082473075,0.4030470642363226,fixed250,0.4351310726310727,3,117.0136826471659
D,relative10_sequence_ce,11,64,64,L1,10.0,0.3972602739726027,0.3934697247197247,0.40093469315437275,full_count,0.3930315055315055,3,117.0136826471659
D,relative10_sequence_ce,23,64,64,L1,0.1,0.3767123287671233,0.35728854478854477,0.33200929942602514,full_count,0.3528559403559403,3,117.0136826471659
D,relative10_sequence_ce,101,64,64,L1,1.0,0.4589041095890411,0.45290750915750916,0.44417248308933654,full_count,0.3919372294372294,3,117.0136826471659
D,relative10_sequence_ce,11,512,32,L2,0.1,0.3493150684931507,0.3341866466866467,0.3170131326486489,fixed250,0.36673881673881675,2,54.31342963722199
D,relative10_sequence_ce,23,512,32,L2,0.1,0.21232876712328766,0.203996003996004,0.19172260218935888,fixed250,0.2577741702741703,2,54.31342963722199
D,relative10_sequence_ce,101,512,32,L2,0.1,0.3493150684931507,0.3286671661671661,0.30777664601194016,fixed250,0.31164622414622417,2,54.31342963722199
D,relative10_sequence_ce,11,32,32,L2,10.0,0.3013698630136986,0.2969363969363969,0.2949559955851547,full_count,0.30923520923520925,2,54.31342963722199
D,relative10_sequence_ce,23,32,32,L2,1.0,0.23972602739726026,0.22606698856698856,0.20839096770821697,full_count,0.1841269841269841,2,54.31342963722199
D,relative10_sequence_ce,101,32,32,L2,1.0,0.3013698630136986,0.2904706404706405,0.27511368523201846,full_count,0.2525493025493026,2,54.31342963722199
D,relative10_sequence_ce,11,512,32,L2,0.1,0.4315068493150685,0.4206383893883894,0.39865769881348395,fixed250,0.4186207311207311,3,117.0136826471659
D,relative10_sequence_ce,23,512,32,L2,1.0,0.3561643835616438,0.3370615495615495,0.3315206567741397,fixed250,0.3902176527176527,3,117.0136826471659
D,relative10_sequence_ce,101,512,32,L2,0.1,0.4589041095890411,0.4447323509823509,0.4323485059449972,fixed250,0.4039021164021163,3,117.0136826471659
D,relative10_sequence_ce,11,32,32,L2,10.0,0.3287671232876712,0.3189858752358752,0.3058212980532715,full_count,0.324062049062049,3,117.0136826471659
D,relative10_sequence_ce,23,32,32,L2,10.0,0.2602739726027397,0.2463571151071151,0.23292166015682847,full_count,0.3104617604617605,3,117.0136826471659
D,relative10_sequence_ce,101,32,32,L2,0.1,0.3835616438356164,0.36988358863358867,0.35662997088191756,full_count,0.30572390572390573,3,117.0136826471659
D,relative10_sequence_ce,11,512,32,L2,0.01,0.4315068493150685,0.42051212676212674,0.40935671270356866,fixed250,0.3949434824434825,4,242.10347130039656
D,relative10_sequence_ce,23,512,32,L2,0.01,0.4041095890410959,0.38560744810744807,0.37293897423625516,fixed250,0.34510582010582014,4,242.10347130039656
D,relative10_sequence_ce,101,512,32,L2,0.1,0.4931506849315068,0.47925824175824183,0.4602002191365404,fixed250,0.4070466570466571,4,242.10347130039656
D,relative10_sequence_ce,11,32,32,L2,1.0,0.4520547945205479,0.44340451215451204,0.4376118861992399,full_count,0.38624939874939873,4,242.10347130039656
D,relative10_sequence_ce,23,32,32,L2,1.0,0.3424657534246575,0.32791028416028417,0.3040986632532795,full_count,0.28770442520442513,4,242.10347130039656
D,relative10_sequence_ce,101,32,32,L2,1.0,0.4726027397260274,0.4547161172161172,0.4391907746749479,full_count,0.39362073112073115,4,242.10347130039656
D,relative10_sequence_ce,11,512,32,L2,0.01,0.4520547945205479,0.44547397047397047,0.428089453280664,fixed250,0.4168650793650794,5,492.1461612435418
D,relative10_sequence_ce,23,512,32,L2,1.0,0.3972602739726027,0.3859820734820734,0.3813757138244725,fixed250,0.44146825396825395,5,492.1461612435418
D,relative10_sequence_ce,101,512,32,L2,0.1,0.4520547945205479,0.4386828449328448,0.4472686285697795,fixed250,0.4732503607503607,5,492.1461612435418
D,relative10_sequence_ce,11,32,32,L2,1.0,0.410958904109589,0.39377844377844373,0.36426685276755616,full_count,0.37619648869648864,5,492.1461612435418
D,relative10_sequence_ce,23,32,32,L2,0.1,0.3561643835616438,0.3395243645243646,0.2948414910371432,full_count,0.33396464646464646,5,492.1461612435418
D,relative10_sequence_ce,101,32,32,L2,0.1,0.3904109589041096,0.37151112776112777,0.35073189950868366,full_count,0.42665945165945157,5,492.1461612435418
E,relative10_sequence_ce,11,1024,64,L1,1.0,0.15753424657534246,0.16165709290709288,0.15072316367499983,fixed250,0.17936507936507937,2,54.31342963722199
E,relative10_sequence_ce,23,1024,64,L1,0.01,0.3013698630136986,0.276975801975802,0.25492131981473704,fixed250,0.22129028379028381,2,54.31342963722199
E,relative10_sequence_ce,101,1024,64,L1,1.0,0.17123287671232876,0.1707972582972583,0.1450088557039577,fixed250,0.2342352092352092,2,54.31342963722199
E,relative10_sequence_ce,11,64,64,L1,0.01,0.19863013698630136,0.1921176046176046,0.13193225184642238,full_count,0.17840909090909088,2,54.31342963722199
E,relative10_sequence_ce,23,64,64,L1,0.1,0.273972602739726,0.24854589854589856,0.2138484189057979,full_count,0.2322751322751323,2,54.31342963722199
E,relative10_sequence_ce,101,64,64,L1,1.0,0.21232876712328766,0.2063901376401376,0.18197395197395197,full_count,0.17242063492063495,2,54.31342963722199
E,relative10_sequence_ce,11,1024,64,L1,0.1,0.4520547945205479,0.44628565878565873,0.4282594123985702,fixed250,0.4169372294372294,3,117.0136826471659
E,relative10_sequence_ce,23,1024,64,L1,0.1,0.4657534246575342,0.46090714840714836,0.46139036515822385,fixed250,0.47038239538239535,3,117.0136826471659
E,relative10_sequence_ce,101,1024,64,L1,0.1,0.4863013698630137,0.4747710622710623,0.45524333586038024,fixed250,0.42270322270322275,3,117.0136826471659
E,relative10_sequence_ce,11,64,64,L1,0.1,0.3972602739726027,0.38941752691752685,0.3599544195148415,full_count,0.3314213564213564,3,117.0136826471659
E,relative10_sequence_ce,23,64,64,L1,0.1,0.4315068493150685,0.4115904928404928,0.40225663795127514,full_count,0.37352092352092353,3,117.0136826471659
E,relative10_sequence_ce,101,64,64,L1,10.0,0.3698630136986301,0.36501068376068374,0.3552935011679865,full_count,0.45355940355940344,3,117.0136826471659
E,relative10_sequence_ce,11,688,43,L2,0.1,0.3356164383561644,0.333773865023865,0.3157520623340103,fixed250,0.35684824434824436,2,54.31342963722199
E,relative10_sequence_ce,23,688,43,L2,0.1,0.3561643835616438,0.345299839049839,0.3449207027033439,fixed250,0.3197210197210197,2,54.31342963722199
E,relative10_sequence_ce,101,688,43,L2,0.1,0.363013698630137,0.3538634976134976,0.3282417773797084,fixed250,0.38065776815776814,2,54.31342963722199
E,relative10_sequence_ce,11,43,43,L2,1.0,0.3424657534246575,0.33359071484071484,0.3264800197940245,full_count,0.3097943722943723,2,54.31342963722199
E,relative10_sequence_ce,23,43,43,L2,10.0,0.273972602739726,0.2767905705405705,0.2707382515859326,full_count,0.3338684463684463,2,54.31342963722199
E,relative10_sequence_ce,101,43,43,L2,1.0,0.3082191780821918,0.3019445831945832,0.29037991126806917,full_count,0.30436507936507934,2,54.31342963722199
E,relative10_sequence_ce,11,688,43,L2,0.1,0.4383561643835616,0.43445790320790323,0.40842386583964196,fixed250,0.3498677248677248,3,117.0136826471659
E,relative10_sequence_ce,23,688,43,L2,1.0,0.410958904109589,0.40592393717393715,0.41420581052934,fixed250,0.42030423280423285,3,117.0136826471659
E,relative10_sequence_ce,101,688,43,L2,0.01,0.4520547945205479,0.442311161061161,0.4182575557844568,fixed250,0.4423280423280424,3,117.0136826471659
E,relative10_sequence_ce,11,43,43,L2,1.0,0.2808219178082192,0.270990120990121,0.2565018713294575,full_count,0.28694083694083694,3,117.0136826471659
E,relative10_sequence_ce,23,43,43,L2,0.1,0.3835616438356164,0.3655087967587967,0.3522957650127512,full_count,0.36329966329966323,3,117.0136826471659
E,relative10_sequence_ce,101,43,43,L2,1.0,0.3835616438356164,0.3758984071484071,0.3718544310908655,full_count,0.4099927849927851,3,117.0136826471659
E,relative10_sequence_ce,11,672,42,L2,0.1,0.4178082191780822,0.4017822455322455,0.3919194700424505,fixed250,0.36673280423280424,4,242.10347130039656
E,relative10_sequence_ce,23,672,42,L2,1.0,0.4383561643835616,0.42580336330336327,0.4357835350159911,fixed250,0.46356421356421357,4,242.10347130039656
E,relative10_sequence_ce,101,672,42,L2,0.01,0.5068493150684932,0.48975677100677095,0.48269275977609305,fixed250,0.4627645502645503,4,242.10347130039656
E,relative10_sequence_ce,11,42,42,L2,0.1,0.3698630136986301,0.35520868020868024,0.3289554114925661,full_count,0.32381553631553633,4,242.10347130039656
E,relative10_sequence_ce,23,42,42,L2,0.01,0.4452054794520548,0.4285977910977911,0.3705964370518123,full_count,0.3507936507936508,4,242.10347130039656
E,relative10_sequence_ce,101,42,42,L2,1.0,0.3972602739726027,0.38638791763791763,0.376057186196066,full_count,0.43796897546897545,4,242.10347130039656
B,timestep_ce,11,1024,64,L1,0.1,0.3082191780821918,0.30255300255300255,0.2769102484963358,fixed250,0.31627585377585377,2,54.31342963722199
B,timestep_ce,23,1024,64,L1,0.01,0.3150684931506849,0.3040979853479853,0.2903253747551993,fixed250,0.26825396825396824,2,54.31342963722199
B,timestep_ce,101,1024,64,L1,10.0,0.2602739726027397,0.2580863580863581,0.23960325979933825,fixed250,0.29408970658970657,2,54.31342963722199
B,timestep_ce,11,64,64,L1,0.1,0.22602739726027396,0.21852730602730605,0.20970498481940134,full_count,0.2721320346320346,2,54.31342963722199
B,timestep_ce,23,64,64,L1,0.1,0.2945205479452055,0.28641150516150515,0.2627972058135102,full_count,0.1996031746031746,2,54.31342963722199
B,timestep_ce,101,64,64,L1,0.1,0.2808219178082192,0.2742701742701743,0.269905990586215,full_count,0.26253607503607507,2,54.31342963722199
B,timestep_ce,11,1024,64,L1,0.1,0.5068493150684932,0.4929646742146742,0.4899652670028057,fixed250,0.4751443001443001,3,117.0136826471659
B,timestep_ce,23,1024,64,L1,0.01,0.5205479452054794,0.5140755078255078,0.5161713515391213,fixed250,0.4946248196248197,3,117.0136826471659
B,timestep_ce,101,1024,64,L1,0.1,0.5273972602739726,0.514776196026196,0.5088363068385006,fixed250,0.47938311688311686,3,117.0136826471659
B,timestep_ce,11,64,64,L1,0.1,0.4863013698630137,0.475957375957376,0.46819068162316474,full_count,0.40684824434824435,3,117.0136826471659
B,timestep_ce,23,64,64,L1,1.0,0.5684931506849316,0.5543664668664668,0.5470395693157841,full_count,0.4589766714766714,3,117.0136826471659
B,timestep_ce,101,64,64,L1,1.0,0.4520547945205479,0.43420954045954036,0.4323585972850679,full_count,0.4723665223665224,3,117.0136826471659
B,timestep_ce,11,1024,64,L2,0.1,0.4452054794520548,0.43951465201465195,0.4237375378521088,fixed250,0.3954725829725829,2,54.31342963722199
B,timestep_ce,23,1024,64,L2,0.1,0.4452054794520548,0.44405525030525034,0.434324256387119,fixed250,0.43612313612313613,2,54.31342963722199
B,timestep_ce,101,1024,64,L2,0.01,0.4863013698630137,0.478536741036741,0.4621248180470329,fixed250,0.4113455988455989,2,54.31342963722199
B,timestep_ce,11,64,64,L2,1.0,0.4794520547945205,0.4778443778443779,0.47617886518142266,full_count,0.36148388648388646,2,54.31342963722199
B,timestep_ce,23,64,64,L2,0.1,0.4657534246575342,0.45007076257076256,0.4300681866780938,full_count,0.42656926406926404,2,54.31342963722199
B,timestep_ce,101,64,64,L2,1.0,0.5136986301369864,0.5010135697635697,0.4913953176453177,full_count,0.4258958633958634,2,54.31342963722199
B,timestep_ce,11,1024,64,L2,0.1,0.5616438356164384,0.5459880397380397,0.5354797787903429,fixed250,0.4490440115440115,3,117.0136826471659
B,timestep_ce,23,1024,64,L2,0.01,0.6095890410958904,0.5976794039294039,0.5866428006775104,fixed250,0.5072510822510822,3,117.0136826471659
B,timestep_ce,101,1024,64,L2,0.01,0.6232876712328768,0.6008810633810634,0.5973542057213456,fixed250,0.5053932178932179,3,117.0136826471659
B,timestep_ce,11,64,64,L2,1.0,0.4726027397260274,0.4681721056721056,0.47552223935193316,full_count,0.38483044733044736,3,117.0136826471659
B,timestep_ce,23,64,64,L2,1.0,0.5068493150684932,0.4940538628038628,0.4807213368883849,full_count,0.4848003848003848,3,117.0136826471659
B,timestep_ce,101,64,64,L2,0.01,0.5342465753424658,0.5073204573204573,0.48144071138873074,full_count,0.5095358345358346,3,117.0136826471659
C,timestep_ce,11,688,43,L1,0.1,0.273972602739726,0.28112651237651237,0.27409972079530726,fixed250,0.29187109187109184,2,54.31342963722199
C,timestep_ce,23,688,43,L1,0.1,0.3150684931506849,0.307262876012876,0.2981021849468141,fixed250,0.28584656084656085,2,54.31342963722199
C,timestep_ce,101,688,43,L1,1.0,0.18493150684931506,0.18227189477189476,0.1550027674000277,fixed250,0.2124037999037999,2,54.31342963722199
C,timestep_ce,11,43,43,L1,10.0,0.1506849315068493,0.14469696969696969,0.12863731040201629,full_count,0.28744588744588745,2,54.31342963722199
C,timestep_ce,23,43,43,L1,0.01,0.2808219178082192,0.2522907647907648,0.21250457707058476,full_count,0.20227272727272727,2,54.31342963722199
C,timestep_ce,101,43,43,L1,0.01,0.2191780821917808,0.20318154068154068,0.17219574248559757,full_count,0.15984848484848485,2,54.31342963722199
C,timestep_ce,11,688,43,L1,10.0,0.3835616438356164,0.38500041625041614,0.38559094248133824,fixed250,0.45417267917267923,3,117.0136826471659
C,timestep_ce,23,688,43,L1,0.1,0.3287671232876712,0.33010531135531135,0.3137993698958611,fixed250,0.3155483405483405,3,117.0136826471659
C,timestep_ce,101,688,43,L1,0.1,0.3904109589041096,0.37892662892662893,0.36235870219229355,fixed250,0.349050024050024,3,117.0136826471659
C,timestep_ce,11,43,43,L1,10.0,0.3219178082191781,0.32647075147075144,0.3067795494177719,full_count,0.39640452140452137,3,117.0136826471659
C,timestep_ce,23,43,43,L1,1.0,0.2876712328767123,0.29189074814074817,0.28599708262751744,full_count,0.2958694083694084,3,117.0136826471659
C,timestep_ce,101,43,43,L1,0.01,0.3082191780821918,0.2945304695304695,0.2555943893663192,full_count,0.26013708513708517,3,117.0136826471659
C,timestep_ce,11,672,42,L1,0.1,0.5205479452054794,0.5110021922521921,0.5129834331624613,fixed250,0.5262686387686388,4,242.10347130039656
C,timestep_ce,23,672,42,L1,1.0,0.5753424657534246,0.5675116550116549,0.5723870991910042,fixed250,0.46978715728715725,4,242.10347130039656
C,timestep_ce,101,672,42,L1,10.0,0.3835616438356164,0.38745768120768115,0.38327915459957024,fixed250,0.5028679653679654,4,242.10347130039656
C,timestep_ce,11,42,42,L1,0.1,0.5205479452054794,0.505484792984793,0.4702640099925803,full_count,0.3957371332371333,4,242.10347130039656
C,timestep_ce,23,42,42,L1,1.0,0.4794520547945205,0.47577491952491946,0.455401287309182,full_count,0.3974025974025974,4,242.10347130039656
C,timestep_ce,101,42,42,L1,10.0,0.3561643835616438,0.36045135420135416,0.34555330211639507,full_count,0.3628968253968254,4,242.10347130039656
C,timestep_ce,11,688,43,L2,0.01,0.5547945205479452,0.5331883394383393,0.5243671699026559,fixed250,0.4528439153439154,2,54.31342963722199
C,timestep_ce,23,688,43,L2,0.1,0.5273972602739726,0.5206231268731268,0.5186009551219778,fixed250,0.4149531024531025,2,54.31342963722199
C,timestep_ce,101,688,43,L2,1.0,0.3493150684931507,0.3341047841047841,0.32555849604053316,fixed250,0.40199615199615196,2,54.31342963722199
C,timestep_ce,11,43,43,L2,1.0,0.5,0.5012751137751138,0.4781171596646425,full_count,0.40179172679172687,2,54.31342963722199
C,timestep_ce,23,43,43,L2,1.0,0.4452054794520548,0.4372939560439561,0.4202389305778052,full_count,0.33436147186147186,2,54.31342963722199
C,timestep_ce,101,43,43,L2,1.0,0.4520547945205479,0.4372932622932622,0.41879882352828396,full_count,0.39256854256854257,2,54.31342963722199
C,timestep_ce,11,688,43,L2,0.01,0.5821917808219178,0.5708416583416583,0.583208664329564,fixed250,0.46230158730158727,3,117.0136826471659
C,timestep_ce,23,688,43,L2,1.0,0.5547945205479452,0.5446733821733821,0.5409854594362341,fixed250,0.4636363636363636,3,117.0136826471659
C,timestep_ce,101,688,43,L2,0.01,0.5273972602739726,0.5120913808413808,0.5034260223855178,fixed250,0.42295574795574803,3,117.0136826471659
C,timestep_ce,11,43,43,L2,0.1,0.5136986301369864,0.507031857031857,0.49052553058165227,full_count,0.40797258297258293,3,117.0136826471659
C,timestep_ce,23,43,43,L2,0.01,0.4863013698630137,0.46039377289377287,0.4217741493746818,full_count,0.35427489177489174,3,117.0136826471659
C,timestep_ce,101,43,43,L2,0.1,0.4383561643835616,0.4228549228549228,0.40723990195021603,full_count,0.38125901875901874,3,117.0136826471659
C,timestep_ce,11,672,42,L2,0.01,0.6027397260273972,0.5814005439005439,0.5816760371242418,fixed250,0.5426948051948052,4,242.10347130039656
C,timestep_ce,23,672,42,L2,0.1,0.5205479452054794,0.5186389998889999,0.5209027153649747,fixed250,0.4490440115440115,4,242.10347130039656
C,timestep_ce,101,672,42,L2,0.1,0.5273972602739726,0.5091311466311467,0.511561021304091,fixed250,0.5176046176046176,4,242.10347130039656
C,timestep_ce,11,42,42,L2,1.0,0.5205479452054794,0.5053724053724052,0.5014577991494961,full_count,0.47973184223184234,4,242.10347130039656
C,timestep_ce,23,42,42,L2,0.1,0.4246575342465753,0.41300851925851917,0.4039056393962001,full_count,0.42497594997595,4,242.10347130039656
C,timestep_ce,101,42,42,L2,0.1,0.4863013698630137,0.4686389998889999,0.46580013405571213,full_count,0.44501563251563253,4,242.10347130039656
D,timestep_ce,11,1024,64,L1,0.01,0.273972602739726,0.2682844932844933,0.21864347697538533,fixed250,0.2685545935545936,2,54.31342963722199
D,timestep_ce,23,1024,64,L1,0.1,0.3013698630136986,0.2995206182706182,0.27718250750859447,fixed250,0.2516233766233766,2,54.31342963722199
D,timestep_ce,101,1024,64,L1,0.1,0.2945205479452055,0.28883755133755135,0.27699863976179767,fixed250,0.25886243386243385,2,54.31342963722199
D,timestep_ce,11,64,64,L1,0.1,0.2191780821917808,0.21571553446553446,0.2116367837420469,full_count,0.22487373737373736,2,54.31342963722199
D,timestep_ce,23,64,64,L1,0.1,0.2808219178082192,0.2712419524919525,0.2552430592203747,full_count,0.24944684944684944,2,54.31342963722199
D,timestep_ce,101,64,64,L1,10.0,0.23972602739726026,0.23112651237651236,0.2263225587127974,full_count,0.22123015873015872,2,54.31342963722199
D,timestep_ce,11,1024,64,L1,1.0,0.4520547945205479,0.44561618936618935,0.43335967583483104,fixed250,0.442478354978355,3,117.0136826471659
D,timestep_ce,23,1024,64,L1,1.0,0.4315068493150685,0.4245233932733932,0.41630524030028226,fixed250,0.4298520923520923,3,117.0136826471659
D,timestep_ce,101,1024,64,L1,0.1,0.4657534246575342,0.4620705683205683,0.46255188439011974,fixed250,0.4642316017316017,3,117.0136826471659
D,timestep_ce,11,64,64,L1,1.0,0.5205479452054794,0.5169927294927296,0.5117440198690199,full_count,0.36091871091871086,3,117.0136826471659
D,timestep_ce,23,64,64,L1,10.0,0.3835616438356164,0.3878780941280941,0.38195220518292733,full_count,0.38112073112073114,3,117.0136826471659
D,timestep_ce,101,64,64,L1,1.0,0.3972602739726027,0.39529567654567654,0.39103420855089377,full_count,0.51002886002886,3,117.0136826471659
D,timestep_ce,11,512,32,L2,0.1,0.4452054794520548,0.43932109557109555,0.4255169172932331,fixed250,0.36260221260221265,2,54.31342963722199
D,timestep_ce,23,512,32,L2,0.1,0.4589041095890411,0.4436431623931623,0.43454792642779294,fixed250,0.3772486772486772,2,54.31342963722199
D,timestep_ce,101,512,32,L2,0.1,0.4041095890410959,0.4050789488289488,0.38708089454326244,fixed250,0.37493987493987496,2,54.31342963722199
D,timestep_ce,11,32,32,L2,1.0,0.3972602739726027,0.38843448218448223,0.38054057516773737,full_count,0.3142556517556518,2,54.31342963722199
D,timestep_ce,23,32,32,L2,0.1,0.4246575342465753,0.4069749694749694,0.3937814883811644,full_count,0.35731120731120725,2,54.31342963722199
D,timestep_ce,101,32,32,L2,0.1,0.4452054794520548,0.4275627150627151,0.39955902897329043,full_count,0.43849807599807605,2,54.31342963722199
D,timestep_ce,11,512,32,L2,1.0,0.4178082191780822,0.406230574980575,0.38745393359363955,fixed250,0.37847522847522846,3,117.0136826471659
D,timestep_ce,23,512,32,L2,0.1,0.4794520547945205,0.4671800421800421,0.4663161963090124,fixed250,0.3873376623376623,3,117.0136826471659
D,timestep_ce,101,512,32,L2,0.1,0.4657534246575342,0.4531419968919968,0.43194818796297296,fixed250,0.3703042328042328,3,117.0136826471659
D,timestep_ce,11,32,32,L2,1.0,0.3835616438356164,0.37793387168387166,0.35273327055219217,full_count,0.2745731120731121,3,117.0136826471659
D,timestep_ce,23,32,32,L2,1.0,0.4178082191780822,0.4115634365634366,0.39800170614278363,full_count,0.420544733044733,3,117.0136826471659
D,timestep_ce,101,32,32,L2,0.01,0.3767123287671233,0.35744671994671995,0.30709716185297625,full_count,0.315482202982203,3,117.0136826471659
D,timestep_ce,11,512,32,L2,0.1,0.5,0.4850212287712288,0.46935685920113057,fixed250,0.4260642135642136,4,242.10347130039656
D,timestep_ce,23,512,32,L2,0.1,0.5,0.49517427017427024,0.4865493896889963,fixed250,0.4242484367484367,4,242.10347130039656
D,timestep_ce,101,512,32,L2,0.01,0.5205479452054794,0.510490897990898,0.4974228826299259,fixed250,0.458435545935546,4,242.10347130039656
D,timestep_ce,11,32,32,L2,10.0,0.3972602739726027,0.38935023310023315,0.38443735357819664,full_count,0.34177489177489173,4,242.10347130039656
D,timestep_ce,23,32,32,L2,0.1,0.4452054794520548,0.4332986457986457,0.41578877852116225,full_count,0.4399230399230399,4,242.10347130039656
D,timestep_ce,101,32,32,L2,0.1,0.5,0.4866695804195804,0.4663443559038524,full_count,0.4556998556998557,4,242.10347130039656
D,timestep_ce,11,512,32,L2,0.1,0.5273972602739726,0.5100101287601287,0.4990163694537951,fixed250,0.558543771043771,5,492.1461612435418
D,timestep_ce,23,512,32,L2,1.0,0.5,0.4881105006105006,0.49660441769769476,fixed250,0.4634319384319385,5,492.1461612435418
D,timestep_ce,101,512,32,L2,0.01,0.4726027397260274,0.4578074703074703,0.4565592804300644,fixed250,0.45341510341510344,5,492.1461612435418
D,timestep_ce,11,32,32,L2,1.0,0.4794520547945205,0.4705260017760018,0.4697280911096701,full_count,0.43843795093795085,5,492.1461612435418
D,timestep_ce,23,32,32,L2,0.01,0.5068493150684932,0.48903041403041403,0.44906354086969286,full_count,0.3956108706108706,5,492.1461612435418
D,timestep_ce,101,32,32,L2,0.001,0.4383561643835616,0.4191017316017316,0.36986621639472933,full_count,0.42940115440115445,5,492.1461612435418
E,timestep_ce,11,1024,64,L1,0.01,0.3424657534246575,0.332488344988345,0.2992494240008116,fixed250,0.31872294372294374,2,54.31342963722199
E,timestep_ce,23,1024,64,L1,0.1,0.2671232876712329,0.26124292374292374,0.22774101845393405,fixed250,0.2746091871091871,2,54.31342963722199
E,timestep_ce,101,1024,64,L1,10.0,0.1780821917808219,0.1911102786102786,0.17276288142604987,fixed250,0.23604497354497353,2,54.31342963722199
E,timestep_ce,11,64,64,L1,10.0,0.2465753424657534,0.24601856476856476,0.24425674030937192,full_count,0.2773508898508899,2,54.31342963722199
E,timestep_ce,23,64,64,L1,0.1,0.3424657534246575,0.3214174714174714,0.29921823443827683,full_count,0.27507215007215,2,54.31342963722199
E,timestep_ce,101,64,64,L1,0.1,0.21232876712328766,0.20167818292818293,0.17890982374853345,full_count,0.16114718614718612,2,54.31342963722199
E,timestep_ce,11,1024,64,L1,0.1,0.5342465753424658,0.5217414529914529,0.5130405970062768,fixed250,0.5085137085137085,3,117.0136826471659
E,timestep_ce,23,1024,64,L1,0.1,0.4931506849315068,0.48314116439116445,0.48139900283486,fixed250,0.42997835497835496,3,117.0136826471659
E,timestep_ce,101,1024,64,L1,0.1,0.5136986301369864,0.5022401209901209,0.49631535056484344,fixed250,0.4506433381433382,3,117.0136826471659
E,timestep_ce,11,64,64,L1,1.0,0.4315068493150685,0.4271901709401709,0.4085974224135291,full_count,0.47927489177489174,3,117.0136826471659
E,timestep_ce,23,64,64,L1,10.0,0.4041095890410959,0.40395368520368513,0.39636697399644966,full_count,0.36770081770081764,3,117.0136826471659
E,timestep_ce,101,64,64,L1,1.0,0.3972602739726027,0.3895437895437895,0.3906568992063058,full_count,0.48813732563732565,3,117.0136826471659
E,timestep_ce,11,688,43,L2,0.1,0.4178082191780822,0.41646478521478514,0.41404254695921355,fixed250,0.36954665704665707,2,54.31342963722199
E,timestep_ce,23,688,43,L2,10.0,0.2876712328767123,0.28323273948273947,0.2602088394891587,fixed250,0.38145743145743144,2,54.31342963722199
E,timestep_ce,101,688,43,L2,1.0,0.363013698630137,0.3503343878343878,0.3509939417021461,fixed250,0.3830146705146704,2,54.31342963722199
E,timestep_ce,11,43,43,L2,10.0,0.4178082191780822,0.4031211843711844,0.39244133570220524,full_count,0.355988455988456,2,54.31342963722199
E,timestep_ce,23,43,43,L2,10.0,0.3561643835616438,0.35059176934176933,0.32161758902294885,full_count,0.301533189033189,2,54.31342963722199
E,timestep_ce,101,43,43,L2,0.1,0.4452054794520548,0.43669663669663666,0.4230617149734797,full_count,0.3761604136604137,2,54.31342963722199
E,timestep_ce,11,688,43,L2,0.01,0.541095890410959,0.5264763014763015,0.5137641496787387,fixed250,0.40932539682539676,3,117.0136826471659
