objective,architecture,layer,probe_type,mean_feature_dim,mean_probe_val_balanced_accuracy,mean_probe_test_balanced_accuracy,mean_probe_test_macro_f1,mean_probe_test_accuracy,sd_feature_dim,sd_probe_val_balanced_accuracy,sd_probe_test_balanced_accuracy,sd_probe_test_macro_f1,sd_probe_test_accuracy
fixed250_sequence_ce,C,L1,full_count,128.0,0.3664522206188872,0.36594701594701595,0.35054951842918186,0.37442922374429227,0.0,0.01278328959943411,0.039325107351302555,0.03239439347344113,0.03088527227960888
fixed250_sequence_ce,C,L2,fixed250,2048.0,0.47787999037999035,0.541018241018241,0.5326880450694155,0.5525114155251142,0.0,0.01639264419044841,0.05331373668277777,0.07554551921598639,0.05186217667397513
fixed250_sequence_ce,C,L2,full_count,128.0,0.39706389289722627,0.43911065786065784,0.4147209678693689,0.4474885844748859,0.0,0.014436814892542225,0.04623207348704823,0.06722476861509007,0.03772308594031576
fixed250_sequence_ce,C,L3,fixed250,1024.0,0.47030623697290364,0.5238812113812114,0.5223550521687789,0.5342465753424658,0.0,0.014287496079612303,0.015747280356623688,0.020750230339204926,0.011863361695677265
fixed250_sequence_ce,C,L3,full_count,64.0,0.3998717332050665,0.43177632552632556,0.4130968034540316,0.4429223744292237,0.0,0.03257580492411551,0.04767993839583796,0.03453253739463093,0.05140790068126803
fixed250_sequence_ce,D,L1,fixed250,2048.0,0.4505070546737214,0.42791352166352165,0.41183677074619246,0.4337899543378995,0.0,0.012364766976826919,0.061271484071959724,0.0660053829252864,0.06138963314953766
fixed250_sequence_ce,D,L1,full_count,128.0,0.3613716530383197,0.3631179006179006,0.3480627363553325,0.3698630136986301,0.0,0.013973981514137437,0.02418575500979047,0.022118406686029855,0.023726723391354464
fixed250_sequence_ce,D,L2,fixed250,2048.0,0.4730940355940356,0.4853528416028416,0.47899982083845954,0.4977168949771689,0.0,0.044913805050205924,0.00823938189063959,0.0032095925129517963,0.010462501586657189
fixed250_sequence_ce,D,L2,full_count,128.0,0.42204184704184705,0.42317890442890443,0.409359362496305,0.4269406392694064,0.0,0.024324128664496313,0.04065919206161938,0.03928051558485485,0.04560498711287255
fixed250_sequence_ce,D,L3,fixed250,1024.0,0.4808922558922559,0.4913052225552225,0.4943375888430806,0.5045662100456622,0.0,0.046644984444660316,0.02618243232981996,0.02371238183585074,0.027681177289913626
fixed250_sequence_ce,D,L3,full_count,64.0,0.4015512265512265,0.41918521293521294,0.4027801187891134,0.4315068493150685,0.0,0.043745733961755136,0.0035464908891884484,0.004342445947894308,0.011863361695677248
fixed250_sequence_ce,E,L1,fixed250,2048.0,0.43959435626102294,0.41339840714840714,0.40918850217308345,0.4223744292237443,0.0,0.0033021760991844666,0.026562302318729327,0.026573520676973432,0.027681177289913577
fixed250_sequence_ce,E,L1,full_count,128.0,0.3298019881353214,0.36176601176601175,0.3563915465008994,0.3721461187214612,0.0,0.018714859977813615,0.027197923830409358,0.0211246271822413,0.02405400400194687
fixed250_sequence_ce,E,L2,fixed250,2048.0,0.46015913099246425,0.5119782994782994,0.5052483997714715,0.5251141552511416,0.0,0.05884691670607508,0.03444306537773941,0.03749877798097894,0.03088527227960885
fixed250_sequence_ce,E,L2,full_count,128.0,0.3669713003046337,0.4314946627446627,0.42630650749795257,0.43607305936073054,0.0,0.023886759700230516,0.03844746232160921,0.031141086104311606,0.03894685413066661
fixed250_sequence_ce,E,L3,fixed250,1024.0,0.4911455828122495,0.5069220131720131,0.5090673746406598,0.5182648401826485,0.0,0.02946778288433908,0.04314866594414125,0.03934366155859241,0.03954453898559082
fixed250_sequence_ce,E,L3,full_count,64.0,0.3719977553310887,0.44636243386243385,0.4370452870353983,0.45433789954337894,0.0,0.034434247290159946,0.03605369221986314,0.03554982491557249,0.02768117728991357
relative10_sequence_ce,A,L1,fixed250,2048.0,0.4632575757575758,0.4716822529322529,0.46273661315645515,0.4794520547945205,0.0,0.021551679145060326,0.043917964030990936,0.03863519027569961,0.04794520547945206
relative10_sequence_ce,A,L1,full_count,128.0,0.39931457431457434,0.41675269175269175,0.4041763250679302,0.4269406392694064,0.0,0.020600312696345595,0.03120674200680153,0.03401651256013463,0.03088527227960888
relative10_sequence_ce,A,L2,fixed250,2048.0,0.4888067179733846,0.5326428201428202,0.5339334569111788,0.54337899543379,0.0,0.039423413842671624,0.014227708537592598,0.01903953859132511,0.017237064920709484
relative10_sequence_ce,A,L2,full_count,128.0,0.46329365079365087,0.4540272227772228,0.4460445892677793,0.4589041095890411,0.0,0.0227201385167425,0.03940348788900873,0.038778480474454625,0.04277395889313972
relative10_sequence_ce,A,L3,fixed250,1024.0,0.4944825236491903,0.5291294353794354,0.5333331494779666,0.5365296803652968,0.0,0.01803696922098098,0.042169615240834485,0.052714777469261946,0.04662232387365789
relative10_sequence_ce,A,L3,full_count,64.0,0.4300905884239217,0.4238983238983239,0.41679889717105706,0.4337899543378995,0.0,0.014214859149349822,0.0274069831057701,0.034396058546426175,0.030885272279608876
relative10_sequence_ce,B,L1,fixed250,2048.0,0.4604357062690396,0.4211725774225774,0.41450791878272963,0.4246575342465753,0.0,0.0352790353939172,0.03611386530375818,0.04338314893393426,0.041095890410958916
relative10_sequence_ce,B,L1,full_count,128.0,0.3822210197210197,0.42648162023162023,0.40722325760762423,0.4383561643835616,0.0,0.04641111342556759,0.038956958418141736,0.03336101730690697,0.038135372348150814
relative10_sequence_ce,B,L2,fixed250,2048.0,0.4618406285072952,0.5053892866392866,0.501811344070021,0.5136986301369864,0.0,0.032852828755625715,0.037302897785429355,0.034897038208386834,0.04166275705683715
relative10_sequence_ce,B,L2,full_count,128.0,0.4206729998396665,0.41808006808006803,0.4092023557893732,0.4246575342465753,0.0,0.03268911897649934,0.02144518785211916,0.028206201314861432,0.01812158432236018
relative10_sequence_ce,B,L3,fixed250,1024.0,0.482192961359628,0.529576442076442,0.5358723117831913,0.5365296803652968,0.0,0.031171992870640042,0.021271678927578756,0.015573658518910743,0.024054004001946877
relative10_sequence_ce,B,L3,full_count,64.0,0.41541806958473626,0.39029859029859026,0.376808041510681,0.3926940639269407,0.0,0.013471992586559692,0.048756388619890165,0.0567095080225982,0.05140790068126805
relative10_sequence_ce,C,L1,fixed250,2048.0,0.44888367805034474,0.4885651385651386,0.4711835602308135,0.5,0.0,0.017629214460205687,0.041081716619398786,0.036231407595369865,0.042773958893139764
relative10_sequence_ce,C,L1,full_count,128.0,0.40398027898027894,0.4315864690864691,0.41532966107144403,0.4429223744292237,0.0,0.01602927675448548,0.019014552300733352,0.02391126538784111,0.025931088336987554
relative10_sequence_ce,C,L2,fixed250,2048.0,0.4785092993426327,0.5352402227402228,0.540235424539193,0.550228310502283,0.0,0.014711413341181935,0.02391553954626998,0.027547915717878776,0.024054004001946825
relative10_sequence_ce,C,L2,full_count,128.0,0.43786075036075034,0.43282227032227033,0.4051410776699294,0.4406392694063927,0.0,0.00560175863367858,0.01803598057153778,0.019266040976509698,0.03236860017981239
relative10_sequence_ce,C,L3,fixed250,1024.0,0.4609708193041526,0.5031491656491656,0.5085503564030834,0.5136986301369864,0.0,0.04171091115504242,0.024811022324342433,0.01681477950256028,0.027397260273972636
relative10_sequence_ce,C,L3,full_count,64.0,0.394450456950457,0.4155460280460281,0.41270281044901025,0.41780821917808214,0.0,0.03335897802052784,0.04291578265634185,0.04431608247687438,0.04491396249521918
relative10_sequence_ce,D,L1,fixed250,2048.0,0.42503407086740425,0.40023703148703144,0.3838342339566266,0.4041095890410959,0.0,0.009241842399811698,0.024945733121026804,0.01117999115852588,0.024695556681260163
relative10_sequence_ce,D,L1,full_count,128.0,0.39231601731601734,0.37632390757390755,0.3687764280321668,0.3858447488584475,0.0,0.037760910134630184,0.032343057789487505,0.029336044353683834,0.02768117728991357
relative10_sequence_ce,D,L2,fixed250,2048.0,0.45927729677729673,0.4596651034151034,0.44948447081786574,0.4703196347031963,0.0,0.017010252989946007,0.02816215398922057,0.03155237908347904,0.02768117728991357
relative10_sequence_ce,D,L2,full_count,128.0,0.4025252525252525,0.35914317164317167,0.3473464221529638,0.3675799086757991,0.0,0.02624856372245513,0.03859338399339014,0.055501356092166554,0.038946854130666606
relative10_sequence_ce,D,L3,fixed250,1024.0,0.5013828763828764,0.4623075998075998,0.46896343503506444,0.47260273972602745,0.0,0.017893130008589605,0.05013253342350831,0.050206747429139276,0.04794520547945206
relative10_sequence_ce,D,L3,full_count,64.0,0.3942179733846401,0.39738016613016613,0.3857354898690788,0.4063926940639269,0.0,0.043407702348149814,0.06933094764791849,0.073802209684404,0.07029591012940936
relative10_sequence_ce,E,L1,fixed250,2048.0,0.4295314253647587,0.43319620194620195,0.41856016323035977,0.4452054794520548,0.0,0.01652829081264376,0.01682781375048963,0.009676128960406271,0.018121584322360218
relative10_sequence_ce,E,L1,full_count,128.0,0.3914842873176206,0.3788822288822289,0.3686104519626958,0.3904109589041096,0.0,0.041611854052083494,0.024252804615412033,0.03178986873661489,0.02372672339135448
relative10_sequence_ce,E,L2,fixed250,2048.0,0.4352192560525894,0.4645722333222333,0.44696413841555344,0.4771689497716895,0.0,0.05148351907193729,0.022650480501738145,0.031907108641402185,0.02201746749085148
relative10_sequence_ce,E,L2,full_count,128.0,0.4089987173320507,0.3709778647278647,0.35753552228566304,0.3767123287671233,0.0,0.05080997415058249,0.0027437629736129596,0.0045684051446205605,0.0
relative10_sequence_ce,E,L3,fixed250,1024.0,0.47771765271765276,0.47355098605098606,0.4676457127514438,0.4885844748858448,0.0,0.08143770358424382,0.03704401054083665,0.035728399578246986,0.037723085940315794
relative10_sequence_ce,E,L3,full_count,64.0,0.3809904601571268,0.4093425093425093,0.37535543742514754,0.4269406392694064,0.0,0.05509779196524606,0.021699341641680914,0.04043897390501926,0.02092500317331435
timestep_ce,A,L1,fixed250,2048.0,0.46634800384800384,0.487363331113331,0.48066359945541764,0.4977168949771689,0.0,0.012408046984506895,0.014208029841108416,0.02174950424593386,0.01425798629771328
timestep_ce,A,L1,full_count,128.0,0.4665223665223665,0.46612438487438485,0.4443457548459755,0.4703196347031963,0.0,0.028809687209288483,0.042024232354782726,0.04838799939445846,0.041850006346628686
timestep_ce,A,L2,fixed250,2048.0,0.5166005291005291,0.525659988159988,0.5241452924536317,0.5365296803652968,0.0,0.009189621268459547,0.05554934328209657,0.05463338100237503,0.05536235457982714
timestep_ce,A,L2,full_count,128.0,0.5029280904280905,0.5229601417101416,0.5151124737171644,0.5296803652968037,0.0,0.029082500283656762,0.013656038295438907,0.017907181264090525,0.017237064920709432
timestep_ce,A,L3,fixed250,1024.0,0.49719416386083054,0.5558790746290746,0.5521750257264909,0.5684931506849314,0.0,0.005196660575202927,0.0489325672527878,0.047558442103592856,0.04491396249521916
timestep_ce,A,L3,full_count,64.0,0.48027898027898025,0.49838055463055464,0.481927400288567,0.5136986301369864,0.0,0.012556808965632977,0.03145886305319829,0.017897172375628843,0.03624316864472043
timestep_ce,B,L1,fixed250,2048.0,0.4548400673400674,0.48406154031154025,0.47525861615724746,0.4954337899543379,0.0,0.016754381763037878,0.013169439622350712,0.007711281410734114,0.01581781559423636
timestep_ce,B,L1,full_count,128.0,0.4310425685425685,0.5008732008732009,0.4861697255066695,0.5136986301369864,0.0,0.026803153648487066,0.046258038217348973,0.047066381270640355,0.04939111336252041
timestep_ce,B,L2,fixed250,2048.0,0.48599687349687354,0.5522810522810523,0.5418220354086554,0.5684931506849314,0.0,0.011663641801810636,0.04213315830222111,0.0494524228535133,0.0449139624952192
timestep_ce,B,L2,full_count,128.0,0.4797859547859548,0.5368178118178117,0.5275009515576967,0.5525114155251142,0.0,0.06439143104659198,0.014039513407394847,0.008019869170837444,0.022017467490851553
timestep_ce,B,L3,fixed250,1024.0,0.5002264710598043,0.5657312594812595,0.5568215787911353,0.5799086757990868,0.0,0.023528534236985563,0.01585542063739065,0.018251327680872727,0.01046250158665715
timestep_ce,B,L3,full_count,64.0,0.4799923841590508,0.510503848003848,0.5040592235830109,0.5296803652968037,0.0,0.0287720648268555,0.03321668474934215,0.025357817830877597,0.03447412984141892
timestep_ce,C,L1,fixed250,2048.0,0.4963764630431297,0.5167267917267917,0.5179456365406895,0.5251141552511415,0.0,0.035061059162405796,0.04955014107176954,0.045396987711516526,0.0481080080038938
timestep_ce,C,L1,full_count,128.0,0.46524971941638604,0.436028786028786,0.4219135125163576,0.4429223744292237,0.0,0.05574003372569989,0.05558172980365188,0.05929306907864436,0.061389633149537735
timestep_ce,C,L2,fixed250,2048.0,0.5057499599166265,0.5980598105598105,0.6019978881318493,0.6164383561643836,0.0,0.029317419729325698,0.018066489312052333,0.022032846717104707,0.018121584322360156
timestep_ce,C,L2,full_count,128.0,0.45142897226230566,0.5561207311207311,0.55124669080803,0.5684931506849314,0.0,0.030989948191037432,0.037107617297443427,0.04609481115971229,0.03559008508703173
timestep_ce,C,L3,fixed250,1024.0,0.46337782587782583,0.5121487308987309,0.5025169264500838,0.5251141552511416,0.0,0.0367672775638986,0.02233696905640135,0.024918540485342974,0.025931088336987526
timestep_ce,C,L3,full_count,64.0,0.4472422639089306,0.4789495226995227,0.47089163730375444,0.4931506849315068,0.0,0.036721619239859914,0.009950222371414023,0.00987439063040232,0.006849315068493143
timestep_ce,D,L1,fixed250,2048.0,0.4416105499438833,0.4680511618011618,0.4530182358344487,0.4771689497716895,0.0,0.033540576220183464,0.03891675656155346,0.03661791457952509,0.04013332381563231
timestep_ce,D,L1,full_count,128.0,0.43033309283309285,0.37518615643615644,0.3584885145620442,0.37671232876712324,0.0,0.05463821394821313,0.07740921369012511,0.07395265808460294,0.08304353186974069
timestep_ce,D,L2,fixed250,2048.0,0.49987774571107907,0.5384326321826322,0.5287078458133807,0.547945205479452,0.0,0.012312828921006559,0.05754491260144622,0.0615187289383951,0.058520573598065284
timestep_ce,D,L2,full_count,128.0,0.47371933621933615,0.5610648610648611,0.5510886781531633,0.5684931506849314,0.0,0.044455659541600884,0.026458109032039944,0.02426222600653084,0.023726723391354496
timestep_ce,D,L3,fixed250,1024.0,0.4914882956549624,0.5089838402338402,0.5003721194781677,0.5228310502283106,0.0,0.03138122344926987,0.033408400348615065,0.03918597538885024,0.03236860017981238
timestep_ce,D,L3,full_count,64.0,0.43083012666346,0.49531348281348286,0.4789621053681485,0.5068493150684931,0.0,0.014788880670739727,0.045019000673350525,0.056514437345432024,0.04166275705683711
timestep_ce,E,L1,fixed250,2048.0,0.44974747474747473,0.473735754985755,0.46213997075690244,0.4840182648401827,0.0,0.046182911117759705,0.034376340522927956,0.03306220751144795,0.03236860017981235
timestep_ce,E,L1,full_count,128.0,0.43657407407407406,0.4418692418692418,0.42928365775027716,0.45433789954337894,0.0,0.048933824335267766,0.03317565565682991,0.03130009357171412,0.032368600179812385
timestep_ce,E,L2,fixed250,2048.0,0.477507215007215,0.5730593480593481,0.5644144331064166,0.5844748858447488,0.0,0.019923841042150028,0.024270447952856815,0.02298366226227418,0.025931088336987543
timestep_ce,E,L2,full_count,128.0,0.48127104377104374,0.5445757945757946,0.535734766355839,0.5616438356164384,0.0,0.03677422825420627,0.043390059360611084,0.049027389620370704,0.04277395889313975
timestep_ce,E,L3,fixed250,1024.0,0.4927649510982844,0.5307632182632183,0.5204558999885281,0.545662100456621,0.0,0.038359108098700676,0.06177200614102075,0.060605075690222554,0.06214912141011965
timestep_ce,E,L3,full_count,64.0,0.47577160493827164,0.49786417286417284,0.4826555540315674,0.5159817351598174,0.0,0.0358276073320222,0.03384603284492904,0.02422733790620294,0.03514795506470467
