snn_seed,representation,shuffle_index,feature_dim,selected_C,val_BA,test_accuracy,test_BA,test_macro_f1,delta_test_BA_vs_Raw
11,Raw250+SNN250,17,1504,0.01,0.4625992063492063,0.3473684210526316,0.3295304232804233,0.33200005618736267,-0.21742724867724866
11,Raw250+SNN250,18,1504,0.1,0.5227513227513226,0.4421052631578947,0.4371693121693121,0.45021232852115206,-0.10978835978835988
11,Raw250+SNN250,19,1504,1.0,0.6251984126984127,0.37894736842105264,0.3611111111111111,0.3533951886893063,-0.18584656084656087
11,Raw250+SNN125,0,2528,0.1,0.47232142857142856,0.4,0.3913690476190476,0.3879691644784524,-0.15558862433862436
11,Raw250+SNN125,1,2528,10.0,0.4552910052910053,0.29473684210526313,0.2767857142857143,0.27535359755187344,-0.2701719576719577
11,Raw250+SNN125,2,2528,0.1,0.44629629629629625,0.3684210526315789,0.384755291005291,0.3817694144782245,-0.162202380952381
11,Raw250+SNN125,3,2528,0.1,0.49454365079365076,0.35789473684210527,0.3373015873015874,0.3414418398938523,-0.2096560846560846
11,Raw250+SNN125,4,2528,0.1,0.40505952380952376,0.35789473684210527,0.3376322751322751,0.32975272513315995,-0.20932539682539686
11,Raw250+SNN125,5,2528,1.0,0.5232473544973545,0.3684210526315789,0.3726851851851852,0.35793456271397445,-0.1742724867724868
11,Raw250+SNN125,6,2528,0.1,0.4826058201058201,0.3894736842105263,0.3897156084656084,0.387637338295233,-0.1572420634920636
11,Raw250+SNN125,7,2528,0.1,0.4398809523809524,0.37894736842105264,0.39666005291005285,0.37416197991645567,-0.15029761904761912
11,Raw250+SNN125,8,2528,0.01,0.4576058201058201,0.4,0.3978174603174603,0.39520159773222097,-0.14914021164021168
11,Raw250+SNN125,9,2528,0.01,0.48366402116402124,0.35789473684210527,0.37053571428571436,0.35485712544536074,-0.17642195767195762
11,Raw250+SNN125,10,2528,1.0,0.45208333333333334,0.4105263157894737,0.42146164021164023,0.4113503734827264,-0.12549603174603174
11,Raw250+SNN125,11,2528,0.1,0.4687169312169312,0.4,0.39666005291005296,0.3946123321123322,-0.150297619047619
11,Raw250+SNN125,12,2528,0.1,0.460515873015873,0.29473684210526313,0.27116402116402116,0.2590565739879241,-0.2757936507936508
11,Raw250+SNN125,13,2528,1.0,0.46388888888888885,0.29473684210526313,0.2787698412698412,0.2901921908500856,-0.26818783068783075
11,Raw250+SNN125,14,2528,1.0,0.4952380952380952,0.35789473684210527,0.3792989417989418,0.3494112118531623,-0.16765873015873017
11,Raw250+SNN125,15,2528,10.0,0.42218915343915336,0.42105263157894735,0.4280753968253968,0.4117491304991305,-0.11888227513227517
11,Raw250+SNN125,16,2528,10.0,0.4833994708994709,0.3263157894736842,0.30803571428571425,0.3115730975251099,-0.23892195767195773
11,Raw250+SNN125,17,2528,0.1,0.4165343915343916,0.35789473684210527,0.33845899470899465,0.3503813546972115,-0.20849867724867732
11,Raw250+SNN125,18,2528,1.0,0.47681878306878306,0.3473684210526316,0.3330026455026455,0.32065654861707493,-0.21395502645502645
11,Raw250+SNN125,19,2528,0.1,0.4896825396825397,0.4105263157894737,0.3926917989417989,0.3845916596303593,-0.15426587301587308
23,Raw250+SNN250,0,1504,0.1,0.463723544973545,0.4,0.3978174603174603,0.3960366631419263,-0.14914021164021168
23,Raw250+SNN250,1,1504,0.1,0.5192791005291005,0.4105263157894737,0.4006283068783068,0.3968237265257389,-0.14632936507936517
23,Raw250+SNN250,2,1504,0.1,0.4918650793650794,0.45263157894736844,0.46560846560846564,0.45571085834243724,-0.08134920634920634
23,Raw250+SNN250,3,1504,0.1,0.5101521164021164,0.35789473684210527,0.3728505291005291,0.3541014168411867,-0.17410714285714285
23,Raw250+SNN250,4,1504,0.01,0.5113425925925926,0.4105263157894737,0.42824074074074076,0.4081086397262868,-0.11871693121693122
23,Raw250+SNN250,5,1504,0.1,0.5543650793650793,0.4105263157894737,0.4029431216931217,0.39526969132232287,-0.1440145502645503
23,Raw250+SNN250,6,1504,10.0,0.5477513227513228,0.4105263157894737,0.4459325396825397,0.4036151076592253,-0.10102513227513227
23,Raw250+SNN250,7,1504,0.1,0.533531746031746,0.4631578947368421,0.4389880952380953,0.4437743220831456,-0.10796957671957669
23,Raw250+SNN250,8,1504,0.01,0.49986772486772485,0.43157894736842106,0.4255952380952381,0.4333023798813273,-0.1213624338624339
23,Raw250+SNN250,9,1504,1.0,0.4993055555555555,0.4105263157894737,0.4067460317460317,0.41569548872180445,-0.1402116402116403
23,Raw250+SNN250,10,1504,0.1,0.47093253968253973,0.45263157894736844,0.42443783068783064,0.42643240044555836,-0.12251984126984133
23,Raw250+SNN250,11,1504,1.0,0.5484457671957671,0.4631578947368421,0.4548611111111111,0.4517586308027484,-0.09209656084656087
23,Raw250+SNN250,12,1504,0.1,0.5265873015873016,0.43157894736842106,0.4441137566137567,0.4348588488681368,-0.1028439153439153
23,Raw250+SNN250,13,1504,1.0,0.46087962962962964,0.3368421052631579,0.33349867724867727,0.32409067540646486,-0.2134589947089947
23,Raw250+SNN250,14,1504,0.1,0.5190806878306878,0.37894736842105264,0.39136904761904767,0.3844831087671645,-0.1555886243386243
23,Raw250+SNN250,15,1504,0.1,0.4902447089947089,0.4421052631578947,0.4360119047619047,0.4352401423157357,-0.11094576719576726
23,Raw250+SNN250,16,1504,10.0,0.4453373015873015,0.3894736842105263,0.37152777777777785,0.3617879927090453,-0.17542989417989413
23,Raw250+SNN250,17,1504,1.0,0.4849537037037037,0.29473684210526313,0.2741402116402117,0.28206899309840483,-0.2728174603174603
23,Raw250+SNN250,18,1504,10.0,0.5206679894179894,0.3368421052631579,0.3326719576719577,0.3267804172266415,-0.2142857142857143
23,Raw250+SNN250,19,1504,0.1,0.5084325396825398,0.5052631578947369,0.5059523809523809,0.49367487660831305,-0.041005291005291045
23,Raw250+SNN125,0,2528,0.01,0.43826058201058204,0.3263157894736842,0.3050595238095238,0.31139563524474007,-0.2418981481481482
23,Raw250+SNN125,1,2528,1.0,0.40681216931216935,0.3473684210526316,0.34391534391534395,0.3379215419656596,-0.20304232804232802
23,Raw250+SNN125,2,2528,0.1,0.4199074074074074,0.4,0.3959986772486772,0.3906006847183317,-0.15095899470899476
23,Raw250+SNN125,3,2528,0.1,0.44269179894179894,0.4105263157894737,0.42030423280423285,0.4176470588235294,-0.12665343915343913
23,Raw250+SNN125,4,2528,0.01,0.5017195767195768,0.3473684210526316,0.3265542328042328,0.3239858410137048,-0.22040343915343918
23,Raw250+SNN125,5,2528,10.0,0.467526455026455,0.3368421052631579,0.33928571428571436,0.32243362144677934,-0.20767195767195762
23,Raw250+SNN125,6,2528,1.0,0.44732142857142865,0.30526315789473685,0.2962962962962963,0.2821245640324587,-0.2506613756613757
23,Raw250+SNN125,7,2528,1.0,0.4134920634920635,0.3894736842105263,0.4047619047619048,0.392454552671271,-0.14219576719576715
23,Raw250+SNN125,8,2528,0.01,0.43171296296296297,0.3368421052631579,0.345568783068783,0.3213692727417773,-0.20138888888888895
23,Raw250+SNN125,9,2528,0.1,0.4138888888888889,0.37894736842105264,0.3531746031746032,0.35429574510456857,-0.19378306878306878
23,Raw250+SNN125,10,2528,10.0,0.4793650793650794,0.3263157894736842,0.32919973544973546,0.3211651802789574,-0.2177579365079365
23,Raw250+SNN125,11,2528,10.0,0.43865740740740744,0.3368421052631579,0.34490740740740744,0.323152904170706,-0.20205026455026454
23,Raw250+SNN125,12,2528,1.0,0.5127976190476191,0.3684210526315789,0.3541666666666667,0.35957399082399083,-0.1927910052910053
23,Raw250+SNN125,13,2528,10.0,0.44130291005291,0.3368421052631579,0.35201719576719576,0.3152662553591346,-0.19494047619047622
23,Raw250+SNN125,14,2528,0.01,0.4668981481481482,0.25263157894736843,0.23859126984126985,0.24307198362925916,-0.3083664021164021
23,Raw250+SNN125,15,2528,1.0,0.45496031746031745,0.4,0.38872354497354494,0.3756499004951017,-0.15823412698412703
23,Raw250+SNN125,16,2528,0.1,0.46537698412698414,0.3368421052631579,0.3422619047619047,0.3260013050967419,-0.20469576719576726
23,Raw250+SNN125,17,2528,0.01,0.42440476190476195,0.37894736842105264,0.37632275132275134,0.3693473601561837,-0.17063492063492064
23,Raw250+SNN125,18,2528,0.1,0.47708333333333325,0.3368421052631579,0.3161375661375661,0.32591263512316143,-0.23082010582010587
23,Raw250+SNN125,19,2528,1.0,0.4576058201058201,0.35789473684210527,0.3531746031746032,0.3440257101286513,-0.19378306878306878
101,Raw250+SNN250,0,1504,10.0,0.5259920634920635,0.43157894736842106,0.41005291005291,0.38732193732193726,-0.13690476190476197
101,Raw250+SNN250,1,1504,0.01,0.537367724867725,0.4,0.38045634920634924,0.3807973573840447,-0.16650132275132273
101,Raw250+SNN250,2,1504,0.01,0.48921957671957667,0.35789473684210527,0.3349867724867725,0.3318662321859253,-0.21197089947089948
101,Raw250+SNN250,3,1504,0.1,0.5158399470899472,0.42105263157894735,0.41815476190476186,0.39273070067187715,-0.1288029100529101
101,Raw250+SNN250,4,1504,1.0,0.558068783068783,0.4,0.3936838624338625,0.3881527950606898,-0.15327380952380948
101,Raw250+SNN250,5,1504,1.0,0.5000992063492063,0.4421052631578947,0.41865079365079366,0.41344915731357385,-0.1283068783068783
101,Raw250+SNN250,6,1504,0.1,0.5830687830687831,0.3263157894736842,0.30803571428571425,0.3078569034451388,-0.23892195767195773
101,Raw250+SNN250,7,1504,1.0,0.584589947089947,0.3894736842105263,0.3870701058201058,0.3730103122711481,-0.15988756613756616
101,Raw250+SNN250,8,1504,1.0,0.5333002645502645,0.30526315789473685,0.3057208994708995,0.2968410266204384,-0.2412367724867725
101,Raw250+SNN250,9,1504,1.0,0.5598214285714287,0.4,0.3993055555555556,0.40082342766166296,-0.1476521164021164
101,Raw250+SNN250,10,1504,0.01,0.48865740740740743,0.4,0.3993055555555556,0.39205100455100456,-0.1476521164021164
101,Raw250+SNN250,11,1504,0.1,0.5284722222222222,0.37894736842105264,0.36226851851851843,0.3462405785935198,-0.18468915343915354
101,Raw250+SNN250,12,1504,0.1,0.4876984126984127,0.45263157894736844,0.4543650793650793,0.4301765722237858,-0.09259259259259267
101,Raw250+SNN250,13,1504,0.01,0.47645502645502646,0.42105263157894735,0.4163359788359788,0.4147612377875535,-0.1306216931216932
101,Raw250+SNN250,14,1504,0.01,0.5740079365079366,0.4105263157894737,0.4282407407407407,0.40728552493258374,-0.11871693121693128
101,Raw250+SNN250,15,1504,1.0,0.5203373015873016,0.3894736842105263,0.3859126984126984,0.3672235172235172,-0.1610449735449736
101,Raw250+SNN250,16,1504,0.1,0.5342923280423281,0.42105263157894735,0.39517195767195773,0.3966624470300941,-0.15178571428571425
101,Raw250+SNN250,17,1504,1.0,0.4712632275132274,0.3894736842105263,0.4044312169312169,0.391067947646895,-0.14252645502645506
101,Raw250+SNN250,18,1504,1.0,0.5274140211640213,0.4631578947368421,0.4968584656084656,0.46821760755584285,-0.05009920634920639
101,Raw250+SNN250,19,1504,1.0,0.5095899470899471,0.4631578947368421,0.46246693121693117,0.4542684167684168,-0.08449074074074081
101,Raw250+SNN125,0,2528,1.0,0.44570105820105826,0.35789473684210527,0.35697751322751325,0.35280002314316034,-0.18998015873015872
101,Raw250+SNN125,1,2528,0.01,0.4087962962962963,0.3473684210526316,0.34920634920634924,0.3417698987745428,-0.19775132275132273
101,Raw250+SNN125,2,2528,1.0,0.5110780423280422,0.4842105263157895,0.46478174603174605,0.46789234300844207,-0.08217592592592593
101,Raw250+SNN125,3,2528,1.0,0.4315806878306878,0.37894736842105264,0.3731812169312169,0.3707844624511291,-0.17377645502645506
101,Raw250+SNN125,4,2528,0.1,0.5086640211640212,0.35789473684210527,0.33994708994708994,0.343060398207457,-0.20701058201058203
101,Raw250+SNN125,5,2528,1.0,0.4399140211640211,0.3894736842105263,0.38359788359788366,0.38507238089281426,-0.16335978835978832
101,Raw250+SNN125,6,2528,10.0,0.4091269841269842,0.3157894736842105,0.3240740740740741,0.3120641932662393,-0.22288359788359785
101,Raw250+SNN125,7,2528,0.01,0.4410714285714286,0.30526315789473685,0.2857142857142857,0.29286345699389177,-0.2612433862433863
101,Raw250+SNN125,8,2528,0.1,0.4602843915343915,0.35789473684210527,0.3346560846560847,0.3438145188145188,-0.21230158730158727
101,Raw250+SNN125,9,2528,10.0,0.48978174603174596,0.3473684210526316,0.32622354497354494,0.32234117218637337,-0.22073412698412703
101,Raw250+SNN125,10,2528,1.0,0.42367724867724865,0.43157894736842106,0.445271164021164,0.4248297093405789,-0.10168650793650796
101,Raw250+SNN125,11,2528,10.0,0.4978835978835978,0.35789473684210527,0.35813492063492064,0.34098847006455707,-0.18882275132275134
101,Raw250+SNN125,12,2528,0.01,0.4837632275132275,0.3368421052631579,0.33928571428571425,0.33126518304536884,-0.20767195767195773
101,Raw250+SNN125,13,2528,10.0,0.38260582010582006,0.2736842105263158,0.2564484126984127,0.2647378485807278,-0.2905092592592593
101,Raw250+SNN125,14,2528,0.1,0.3680555555555556,0.42105263157894735,0.3993055555555556,0.39556577603757576,-0.1476521164021164
101,Raw250+SNN125,15,2528,0.1,0.3952380952380952,0.3473684210526316,0.3439153439153439,0.3463531802734589,-0.20304232804232808
101,Raw250+SNN125,16,2528,10.0,0.46455026455026455,0.3473684210526316,0.3265542328042328,0.31777787271208324,-0.22040343915343918
101,Raw250+SNN125,17,2528,0.01,0.4650132275132275,0.3263157894736842,0.3280423280423281,0.3260303457554097,-0.2189153439153439
101,Raw250+SNN125,18,2528,1.0,0.4098214285714286,0.3684210526315789,0.34920634920634924,0.3405365632532815,-0.19775132275132273
101,Raw250+SNN125,19,2528,10.0,0.4682539682539682,0.35789473684210527,0.3422619047619048,0.35220423639541293,-0.20469576719576715
