epoch,optimization_train_loss,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,model,split_seed,representation,requested_duration_ms,actual_duration_ms,n_time_bins
18,2.3611671774642273,2.34740628736324,0.21091141730676613,2.3873653411865234,0.20776098901098902,0.2261904761904762,0.13112662273279332,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
19,2.342845830277577,2.3249557783018866,0.2549879802786779,2.3739496866861978,0.2113095238095238,0.2261904761904762,0.13376574420953663,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
20,2.3189159959117323,2.301680111035361,0.24180404543776635,2.3603253137497675,0.203125,0.21428571428571427,0.13299781370644145,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
21,2.2963201639787205,2.2765286843481802,0.2501373787710997,2.3454947698683966,0.1808035714285714,0.19047619047619047,0.10791526433728267,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
22,2.273423136405225,2.249914381239149,0.2593041168622564,2.322995594569615,0.20421245421245424,0.21428571428571427,0.13298254101025717,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
23,2.242703026445657,2.2228577012036084,0.24437782693596652,2.3114089965820312,0.1532738095238095,0.16071428571428573,0.08898335010682064,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
24,2.2253017335567833,2.196927612432644,0.2683059834222625,2.283433096749442,0.23958333333333334,0.25595238095238093,0.1538666948993036,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
25,2.2044919926665365,2.169725062212354,0.2761089445682469,2.2719244275774275,0.18795787545787546,0.20238095238095238,0.12553864032349413,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
26,2.1780976629357167,2.1446302721835284,0.2878634826309245,2.2638151077997115,0.21875,0.23214285714285715,0.14451556819977873,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
27,2.151838241633129,2.12705038778437,0.2655091477765896,2.234967822120303,0.2561851343101343,0.27380952380952384,0.20939143717901398,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
28,2.122633899532774,2.100661559674725,0.28033724603492044,2.2416121619088307,0.18756105006105006,0.19642857142857142,0.1334718225006045,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
29,2.0969032901388043,2.0760196469864756,0.3207763637996196,2.213161831810361,0.19866071428571427,0.21428571428571427,0.1612721265662442,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
30,2.076251835193274,2.051834954155816,0.28274258477746855,2.205529984973726,0.21079822954822958,0.2261904761904762,0.174597869545172,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
31,2.0474796432619073,2.031635452366475,0.3119606940827871,2.2045488357543945,0.23466880341880345,0.24404761904761904,0.1802862271612272,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
32,2.030497757393859,2.0109737244292125,0.3255767598427482,2.198214848836263,0.21995192307692304,0.23214285714285715,0.17287636599659853,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
33,2.0151399471474893,1.9952217517908764,0.29760368568508105,2.1695978073846724,0.23907203907203908,0.25595238095238093,0.20212573605406806,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
34,1.9917996831909917,1.971228921438413,0.32230496692705995,2.171623320806594,0.20175900488400486,0.21428571428571427,0.17835740464259434,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
35,1.9751635877341345,1.9533870465100687,0.3116149825452151,2.1609024774460566,0.20610119047619047,0.22023809523809523,0.16424507841028682,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
36,1.953031975268318,1.9350355616155661,0.3432321772438051,2.1599072955903553,0.2190934065934066,0.23214285714285715,0.19758557942508248,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
37,1.938502228734878,1.920856563800036,0.3342965445799748,2.148293767656599,0.2561736874236874,0.26785714285714285,0.2454311316166223,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
38,1.9268094541141823,1.90734703335872,0.3110242566637916,2.151801336379278,0.21239697802197802,0.2261904761904762,0.18466238057889597,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
39,1.9057383052458052,1.8895621469685617,0.3371317099514774,2.132961091541109,0.21377442002442004,0.2261904761904762,0.19788826863403672,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
40,1.887501380478561,1.874648520031815,0.37146953803930544,2.1401600610642206,0.21983745421245424,0.23214285714285715,0.1918082334619602,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
41,1.8789300471231873,1.86069129448017,0.32593187418768815,2.123929023742676,0.24434142246642246,0.25595238095238093,0.21028455992224107,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
42,1.864405297633237,1.8471513984088377,0.3589200166235049,2.13236395517985,0.19110576923076925,0.20238095238095238,0.1791539179774474,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
43,1.8563970517312456,1.8352675367951143,0.3483013221021942,2.123511723109654,0.17370650183150182,0.18452380952380953,0.15658270303997826,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
44,1.847209255150529,1.8275869757374377,0.3633579036195315,2.1185014815557572,0.22316468253968255,0.23809523809523808,0.19254788086309824,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
45,1.833304529419985,1.813030154949964,0.37631921556340164,2.114385559445336,0.18961767399267396,0.20238095238095238,0.15876175148813268,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
46,1.8121334534271207,1.8033258210188188,0.3758455668702761,2.1164966764904203,0.20902396214896216,0.22023809523809523,0.19267198880499356,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
47,1.8074875047871652,1.793523616510867,0.35823666281515115,2.1053445906866166,0.2104510073260073,0.22023809523809523,0.19459052532209212,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
48,1.796309946717956,1.7834847488243375,0.3947325100304751,2.1193136941818964,0.20123626373626372,0.20833333333333334,0.1866733223709968,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
49,1.7876224820218996,1.7710009720840294,0.37454043355206146,2.0989101954868863,0.2022664835164835,0.21428571428571427,0.18273779983457403,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
50,1.774464670967006,1.7595002756178755,0.3756001349024604,2.1015316191173734,0.19036172161172163,0.20238095238095238,0.16983129939651678,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
51,1.770201792257137,1.7539746986245208,0.39207868917171246,2.0875904900687083,0.18263507326007325,0.19642857142857142,0.15909554104948542,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
52,1.7661932089543693,1.745562235514323,0.3931194172473242,2.100644974481492,0.1950625763125763,0.20833333333333334,0.1858894277338681,small_temporal_cnn,11,raw_timestep,15.625,15.625,256
1,2.493437815012422,2.4804502603143015,0.07670117830001551,2.4865174974714006,0.05128205128205129,0.047619047619047616,0.009456264775413711,small_temporal_gru,11,raw_timestep,15.625,15.625,256
2,2.476028563841334,2.4657791905433126,0.10173444737398225,2.4813892273675826,0.05603250915750915,0.05357142857142857,0.025317693059628544,small_temporal_gru,11,raw_timestep,15.625,15.625,256
3,2.461679991936034,2.4518308339628785,0.12281993750017005,2.476397468930199,0.07268772893772894,0.07142857142857142,0.0497816525715217,small_temporal_gru,11,raw_timestep,15.625,15.625,256
4,2.447353623448178,2.438210701292666,0.14877107362572478,2.4722142900739397,0.08814102564102565,0.08928571428571429,0.06695211568092925,small_temporal_gru,11,raw_timestep,15.625,15.625,256
5,2.433785139139843,2.4243578161083676,0.1775530003727678,2.46808656056722,0.09409340659340659,0.09523809523809523,0.06991976049875588,small_temporal_gru,11,raw_timestep,15.625,15.625,256
6,2.419085648574669,2.410030548927419,0.17793076223308782,2.4634634199596586,0.09735576923076923,0.10119047619047619,0.08445185565006381,small_temporal_gru,11,raw_timestep,15.625,15.625,256
7,2.404458323864567,2.394172028675519,0.19277527111829437,2.4581988198416576,0.12442765567765568,0.13095238095238096,0.10461886705080896,small_temporal_gru,11,raw_timestep,15.625,15.625,256
8,2.388274663149436,2.376527238441963,0.22187453233964863,2.451698348635719,0.09094551282051282,0.09523809523809523,0.08286168128845474,small_temporal_gru,11,raw_timestep,15.625,15.625,256
9,2.370279630025228,2.3567361251863046,0.23795440288899594,2.4442977905273438,0.0964400183150183,0.10119047619047619,0.08020924113601459,small_temporal_gru,11,raw_timestep,15.625,15.625,256
10,2.3492341701339625,2.3341320845565954,0.2539987241658754,2.434589840116955,0.10239239926739925,0.10714285714285714,0.08351202688050635,small_temporal_gru,11,raw_timestep,15.625,15.625,256
11,2.3241980535679145,2.3062387782322786,0.27219399395998234,2.420301528204055,0.10834478021978022,0.1130952380952381,0.0868239052861815,small_temporal_gru,11,raw_timestep,15.625,15.625,256
12,2.2934565339198403,2.2705985495129473,0.2747147115969791,2.4000798634120395,0.12145146520146521,0.125,0.09379565493227411,small_temporal_gru,11,raw_timestep,15.625,15.625,256
13,2.2540075853935577,2.225749313706372,0.2890964351356793,2.3725208100818453,0.12746489621489623,0.13095238095238096,0.10156293511556669,small_temporal_gru,11,raw_timestep,15.625,15.625,256
14,2.2057209434749194,2.1715276146334923,0.2825418692061134,2.341341745285761,0.13307005494505494,0.13690476190476192,0.10101871675895062,small_temporal_gru,11,raw_timestep,15.625,15.625,256
15,2.152017244003104,2.115447942065993,0.27746811151607664,2.3142877306256975,0.1534455128205128,0.16071428571428573,0.11677006935237473,small_temporal_gru,11,raw_timestep,15.625,15.625,256
16,2.098115079807785,2.0592109872110234,0.29862121682615866,2.2839853195917037,0.16059981684981686,0.16666666666666666,0.12033208200191121,small_temporal_gru,11,raw_timestep,15.625,15.625,256
17,2.0444746747206843,2.008259563326086,0.3113834183964998,2.262114933558873,0.16626602564102563,0.17261904761904762,0.13182773649666688,small_temporal_gru,11,raw_timestep,15.625,15.625,256
18,1.9946791508412711,1.9606528372134802,0.3257757351507351,2.2420836857386996,0.1667239010989011,0.17261904761904762,0.13175648893961464,small_temporal_gru,11,raw_timestep,15.625,15.625,256
19,1.9513795260863234,1.9182448237197205,0.32667239593111685,2.238846006847563,0.164381105006105,0.17261904761904762,0.14518252941191032,small_temporal_gru,11,raw_timestep,15.625,15.625,256
20,1.911019046851424,1.8802174022362668,0.33877557053429147,2.2019053413754417,0.18830128205128205,0.19642857142857142,0.16119501792164687,small_temporal_gru,11,raw_timestep,15.625,15.625,256
21,1.8692198731864273,1.842383562643823,0.3399258052601077,2.1940343039376393,0.19460088522588523,0.20238095238095238,0.1684813079122022,small_temporal_gru,11,raw_timestep,15.625,15.625,256
22,1.8328080694630462,1.8079382858436313,0.36105864670544907,2.197457813081287,0.18939255189255189,0.19642857142857142,0.16607423686752887,small_temporal_gru,11,raw_timestep,15.625,15.625,256
23,1.8036544060557143,1.7771448339306333,0.36142015665998223,2.1903898148309615,0.1722184065934066,0.17857142857142858,0.1377720912884252,small_temporal_gru,11,raw_timestep,15.625,15.625,256
24,1.782046942091088,1.747436843328256,0.3658790671145322,2.1829330807640437,0.18858745421245424,0.19642857142857142,0.1526312328505311,small_temporal_gru,11,raw_timestep,15.625,15.625,256
25,1.7529530005385041,1.721000975282937,0.39111143195445525,2.1790135701497397,0.18978937728937728,0.19642857142857142,0.15138053779720775,small_temporal_gru,11,raw_timestep,15.625,15.625,256
26,1.716678567902347,1.6949013444112782,0.3910652894664522,2.1863927387055897,0.20576159951159953,0.21428571428571427,0.17650911317961981,small_temporal_gru,11,raw_timestep,15.625,15.625,256
27,1.7030891742346421,1.6686291484712805,0.41686824811824813,2.1915374483381,0.2005532661782662,0.20833333333333334,0.17186191857999608,small_temporal_gru,11,raw_timestep,15.625,15.625,256
28,1.6784132439135506,1.6454629158323917,0.4243562556062556,2.186128707159133,0.19499771062271062,0.20238095238095238,0.15786566487786,small_temporal_gru,11,raw_timestep,15.625,15.625,256
29,1.647643962996061,1.6222225325162556,0.4300410342198133,2.188937232607887,0.19980921855921854,0.20833333333333334,0.16738324995616738,small_temporal_gru,11,raw_timestep,15.625,15.625,256
30,1.61848961807147,1.5974648273715932,0.45233116072505614,2.2093400955200195,0.18178037240537237,0.19047619047619047,0.16543977943885113,small_temporal_gru,11,raw_timestep,15.625,15.625,256
31,1.5915852180317014,1.5692547012425069,0.45821382910772446,2.20604792095366,0.18698870573870574,0.19642857142857142,0.16427209996593908,small_temporal_gru,11,raw_timestep,15.625,15.625,256
32,1.5651596039846007,1.5443535890719176,0.4694358692541832,2.2261800311860585,0.1549946581196581,0.16071428571428573,0.13500138763350047,small_temporal_gru,11,raw_timestep,15.625,15.625,256
33,1.5363978497387227,1.515256213941914,0.4652737091327208,2.2162908826555525,0.20525412087912087,0.21428571428571427,0.18235317898361372,small_temporal_gru,11,raw_timestep,15.625,15.625,256
34,1.511596549981795,1.4878790033688336,0.4815053269631758,2.2401636214483354,0.1993017399267399,0.20833333333333334,0.17652495210863173,small_temporal_gru,11,raw_timestep,15.625,15.625,256
35,1.4844875525628496,1.4711801780844636,0.48494535147878176,2.2273204440162298,0.21011523199023197,0.22023809523809523,0.18653015091708366,small_temporal_gru,11,raw_timestep,15.625,15.625,256
36,1.4645254479514227,1.4456089747526861,0.47579132197591506,2.276847657703218,0.18092567155067152,0.19047619047619047,0.1617585331124227,small_temporal_gru,11,raw_timestep,15.625,15.625,256
37,1.4376014643495187,1.4164127053954567,0.5082480500721779,2.247582889738537,0.20289987789987787,0.20833333333333334,0.1899668269152939,small_temporal_gru,11,raw_timestep,15.625,15.625,256
38,1.4136596408280186,1.3921073257798169,0.5158119763861041,2.276308332170759,0.17096688034188035,0.17857142857142858,0.15050903988992548,small_temporal_gru,11,raw_timestep,15.625,15.625,256
39,1.3847741895751633,1.367430273092018,0.5271115994226458,2.3004178546723866,0.19803876678876678,0.20238095238095238,0.18493532024845413,small_temporal_gru,11,raw_timestep,15.625,15.625,256
40,1.3625116563193203,1.3401037732010368,0.5407056119992165,2.3080091930571056,0.20880265567765569,0.21428571428571427,0.19996138578443354,small_temporal_gru,11,raw_timestep,15.625,15.625,256
41,1.3433238682756883,1.3175137917700555,0.5480065958990378,2.319188254220145,0.19168956043956045,0.19642857142857142,0.18266677416708257,small_temporal_gru,11,raw_timestep,15.625,15.625,256
42,1.3200801978321195,1.2945411090331007,0.5618698160122578,2.3370102927798317,0.18578678266178264,0.19047619047619047,0.17510074123197564,small_temporal_gru,11,raw_timestep,15.625,15.625,256
43,1.2963284184097994,1.277074817841408,0.5629014232938652,2.350185030982608,0.18092567155067155,0.19047619047619047,0.16322356954868023,small_temporal_gru,11,raw_timestep,15.625,15.625,256
44,1.275824543065245,1.2649875217013888,0.5647311826817641,2.386835461571103,0.17571733821733823,0.17857142857142858,0.16666560929491966,small_temporal_gru,11,raw_timestep,15.625,15.625,256
45,1.2575447271954838,1.2439783604140051,0.5934916354247749,2.4108093352544877,0.18132249694749694,0.18452380952380953,0.16889377958802923,small_temporal_gru,11,raw_timestep,15.625,15.625,256
46,1.2424294958574467,1.2259217268266018,0.5740689068814069,2.3720456077938987,0.19740537240537237,0.20238095238095238,0.1807160118853667,small_temporal_gru,11,raw_timestep,15.625,15.625,256
47,1.2236189819731802,1.2036023489834127,0.5892075930956745,2.4074949537004744,0.19208638583638585,0.20238095238095238,0.17278281082716565,small_temporal_gru,11,raw_timestep,15.625,15.625,256
48,1.1996986773528893,1.1779257976284068,0.6107405430443221,2.4494720640636625,0.1757669413919414,0.18452380952380953,0.1572021989382104,small_temporal_gru,11,raw_timestep,15.625,15.625,256
49,1.1810225450767662,1.180110155661401,0.5953748578748578,2.4411138807024275,0.1878434065934066,0.19642857142857142,0.1590961065961066,small_temporal_gru,11,raw_timestep,15.625,15.625,256
50,1.177562426721025,1.1798540831112012,0.5861499244130058,2.5511378333682107,0.17416819291819294,0.17857142857142858,0.16382471498664197,small_temporal_gru,11,raw_timestep,15.625,15.625,256
51,1.1630298324101127,1.1395397946019843,0.6098542388149947,2.4905521756126765,0.18967872405372407,0.19642857142857142,0.1671171117841165,small_temporal_gru,11,raw_timestep,15.625,15.625,256
52,1.132432840655185,1.109930522286917,0.625470580448778,2.5230917703537714,0.17250457875457872,0.17857142857142858,0.14895280570683797,small_temporal_gru,11,raw_timestep,15.625,15.625,256
53,1.1106616638491489,1.095730731572245,0.6420976939508916,2.5555772327241444,0.17010073260073258,0.17261904761904762,0.16058442560111083,small_temporal_gru,11,raw_timestep,15.625,15.625,256
54,1.0972363551457722,1.0756599418272261,0.6476431646126414,2.5728250231061662,0.19259386446886448,0.19642857142857142,0.17363612921542784,small_temporal_gru,11,raw_timestep,15.625,15.625,256
55,1.074585882372826,1.084775256910664,0.6349035354485936,2.5921230770292736,0.1933379120879121,0.19642857142857142,0.17795806046446647,small_temporal_gru,11,raw_timestep,15.625,15.625,256
56,1.079917204080138,1.0446007206754864,0.66087977316175,2.603217806134905,0.19953830891330893,0.19642857142857142,0.1947345553192327,small_temporal_gru,11,raw_timestep,15.625,15.625,256
57,1.0446569649678357,1.0353944086678624,0.6734509000497373,2.6092733655657088,0.20028235653235651,0.20238095238095238,0.18913862696757433,small_temporal_gru,11,raw_timestep,15.625,15.625,256
58,1.0343609063630335,1.014055639942737,0.6662096769291537,2.652584575471424,0.18051739926739926,0.18452380952380953,0.16631741343342196,small_temporal_gru,11,raw_timestep,15.625,15.625,256
59,1.0183960211851812,0.998733800412224,0.6743310439167999,2.690463429405576,0.1886637667887668,0.19047619047619047,0.18313359792870296,small_temporal_gru,11,raw_timestep,15.625,15.625,256
60,0.9980166543204829,0.9836095813935158,0.6804291299567463,2.697207768758138,0.21024114774114774,0.20833333333333334,0.2058162990405242,small_temporal_gru,11,raw_timestep,15.625,15.625,256
61,0.9827476968555331,0.970360665951135,0.6867900938758497,2.7549050649007163,0.17530906593406592,0.17261904761904762,0.1696821266792804,small_temporal_gru,11,raw_timestep,15.625,15.625,256
62,0.9781207623471754,0.9857677403735915,0.6623080404693777,2.764281227475121,0.20829517704517705,0.20833333333333334,0.20680059510704674,small_temporal_gru,11,raw_timestep,15.625,15.625,256
63,0.9889188787472323,0.9792173533569591,0.6831786454606222,2.735710552760533,0.23769459706959706,0.23809523809523808,0.22006153602698786,small_temporal_gru,11,raw_timestep,15.625,15.625,256
64,0.9670318273878198,0.9409407289772913,0.6999331940102289,2.767376627240862,0.19908043345543347,0.20238095238095238,0.1884073291050035,small_temporal_gru,11,raw_timestep,15.625,15.625,256
65,0.9456029504350146,0.9344378337420257,0.716268212961527,2.7732266017368863,0.21544948107448111,0.21428571428571427,0.21045546760738265,small_temporal_gru,11,raw_timestep,15.625,15.625,256
66,0.9338833994585513,0.9212561473406585,0.7241372710849455,2.7914418265933083,0.21945589133089136,0.22023809523809523,0.21429061158643736,small_temporal_gru,11,raw_timestep,15.625,15.625,256
67,0.923562573062049,0.9084405239273168,0.7222211168432099,2.801648185366676,0.21024114774114774,0.20833333333333334,0.20436360638843767,small_temporal_gru,11,raw_timestep,15.625,15.625,256
68,0.9102803261275062,0.9005570721576299,0.7226525047382606,2.8149834133329845,0.21350351037851037,0.22023809523809523,0.20565628230858116,small_temporal_gru,11,raw_timestep,15.625,15.625,256
69,0.895347750661758,0.8920555114746094,0.7204921382610335,2.8529776618594216,0.20234279609279612,0.20238095238095238,0.20110568663405146,small_temporal_gru,11,raw_timestep,15.625,15.625,256
70,0.8833793731605482,0.874903528945251,0.720924478046571,2.888981592087519,0.20354471916971917,0.20238095238095238,0.19971559184580964,small_temporal_gru,11,raw_timestep,15.625,15.625,256
71,0.8782997526212808,0.8590497030901959,0.738736913010169,2.841449465070452,0.20949710012210013,0.20833333333333334,0.20806683390413974,small_temporal_gru,11,raw_timestep,15.625,15.625,256
72,0.8615960077669635,0.8469705161808422,0.7413811208869348,2.884009452093215,0.21771978021978022,0.22023809523809523,0.20642685119149065,small_temporal_gru,11,raw_timestep,15.625,15.625,256
73,0.8537137087286143,0.8472583218940399,0.7369664638559987,2.918461390904018,0.20135073260073258,0.20833333333333334,0.19192268116072342,small_temporal_gru,11,raw_timestep,15.625,15.625,256
74,0.8418564350350098,0.825401290157806,0.7649257717935042,2.8724675405593145,0.21916971916971917,0.22023809523809523,0.21398072618410033,small_temporal_gru,11,raw_timestep,15.625,15.625,256
75,0.8276861026352057,0.8225962161018163,0.747053729430183,2.9455542791457403,0.19213598901098902,0.19642857142857142,0.18337673190426815,small_temporal_gru,11,raw_timestep,15.625,15.625,256
76,0.8201424446995653,0.8073749622209017,0.7543849318195247,2.882721174330938,0.21817765567765568,0.22023809523809523,0.21010221561180964,small_temporal_gru,11,raw_timestep,15.625,15.625,256
77,0.810249992011728,0.7963962434972607,0.7731090976730511,2.9421016602289107,0.21396138583638583,0.21428571428571427,0.21115184943018026,small_temporal_gru,11,raw_timestep,15.625,15.625,256
78,0.7966981236539796,0.8065834245341879,0.7528623237925562,3.020577385312035,0.20581501831501833,0.20833333333333334,0.199184608494535,small_temporal_gru,11,raw_timestep,15.625,15.625,256
79,0.8037189917494416,0.7824153460296694,0.7677994606046932,2.98376651037307,0.21516330891330893,0.21428571428571427,0.21211330125703934,small_temporal_gru,11,raw_timestep,15.625,15.625,256
80,0.7841925935925178,0.7750262454370782,0.7598088320472041,3.056200481596447,0.19019001831501833,0.19047619047619047,0.17866119841926295,small_temporal_gru,11,raw_timestep,15.625,15.625,256
81,0.7754403702617941,0.7595291577545102,0.7846069667290596,3.0252369471958707,0.19358592796092797,0.19642857142857142,0.188187476964378,small_temporal_gru,11,raw_timestep,15.625,15.625,256
82,0.7684313446220862,0.7576650623505471,0.7728806748065469,2.999300230117071,0.19999618437118438,0.20238095238095238,0.19023740787506083,small_temporal_gru,11,raw_timestep,15.625,15.625,256
83,0.7523726286128382,0.7547047213188507,0.7628788791216116,2.9856615520658947,0.21516330891330893,0.21428571428571427,0.2083583605761025,small_temporal_gru,11,raw_timestep,15.625,15.625,256
84,0.7581369095878281,0.7443699066993825,0.7770398849613965,3.0515649886358354,0.19118208180708182,0.19047619047619047,0.18850459707907527,small_temporal_gru,11,raw_timestep,15.625,15.625,256
85,0.7557951105715593,0.7274041365777422,0.7856139471691796,3.1299277260189964,0.1765491452991453,0.17857142857142858,0.17506444718634698,small_temporal_gru,11,raw_timestep,15.625,15.625,256
86,0.7406352780899912,0.723646459839379,0.7981954306082213,3.0820620400565013,0.20474664224664227,0.20833333333333334,0.19923963670445324,small_temporal_gru,11,raw_timestep,15.625,15.625,256
87,0.7239747908380296,0.7228733038752334,0.8019812120102817,3.1149014064243863,0.20528083028083025,0.20238095238095238,0.20191741187812973,small_temporal_gru,11,raw_timestep,15.625,15.625,256
88,0.7185743653549338,0.7320498020643958,0.7838904902495019,3.106885546729678,0.19358592796092797,0.19642857142857142,0.18900778880617589,small_temporal_gru,11,raw_timestep,15.625,15.625,256
1,2.498247175096716,2.488504373802329,0.1082066189624329,2.489600408644903,0.09836309523809524,0.08928571428571429,0.0527094769030253,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
2,2.485830281015712,2.480000142031496,0.08541666666666665,2.4824640183221724,0.08333333333333333,0.08928571428571429,0.01366120218579235,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
3,2.477711387650272,2.4726616881428525,0.11142537886723931,2.4763168607439314,0.09895833333333333,0.10714285714285714,0.038966480446927375,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
4,2.4702403930248202,2.4645335519338802,0.14087301587301587,2.470198313395182,0.11458333333333333,0.125,0.05033416875522138,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
5,2.4621042570478013,2.454603535074358,0.13552048726467333,2.462377729870024,0.10763888888888888,0.11904761904761904,0.03514162605071696,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
6,2.451351013823375,2.442585655228397,0.12209302325581395,2.452782948811849,0.11180555555555556,0.125,0.034476560253091745,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
7,2.4388236144803606,2.428013319739256,0.13627135138763047,2.44399661109561,0.15208333333333332,0.17261904761904762,0.06817275521319639,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
8,2.423137186958105,2.4101488925126113,0.1902706466659955,2.432518731980097,0.16294642857142858,0.17857142857142858,0.08324599377230955,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
9,2.4056504957331053,2.3895563889349534,0.1886871203731669,2.416359401884533,0.21428571428571427,0.23214285714285715,0.11630823793946161,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
10,2.383223192246955,2.364993625217014,0.21139132185643814,2.4003359022594632,0.19419642857142858,0.21428571428571427,0.11018989793190732,small_temporal_cnn,11,fixed_100ms,100.0,93.75,43
