contrast,architecture,training_family,source,seed,metric,delta,regularization
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,11,balanced_accuracy,0.0009386446886447963,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,11,macro_f1,-0.00525182603181551,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,23,accuracy,-0.006849315068493178,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,23,balanced_accuracy,-0.013663419913420016,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,23,macro_f1,-0.023751854558490715,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,37,accuracy,0.03424657534246578,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,37,balanced_accuracy,0.036081973581973514,
reg_minus_task_only,234x234,local_tsce,temporary_analog_head,37,macro_f1,0.04128868037856459,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,11,accuracy,-0.027397260273972657,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,11,balanced_accuracy,-0.030988455988455954,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,11,macro_f1,-0.02458113959110353,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,23,accuracy,0.020547945205479423,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,23,balanced_accuracy,0.018772893772893817,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,23,macro_f1,0.013349218984922584,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,37,accuracy,0.06849315068493156,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,37,balanced_accuracy,0.07238247863247865,
reg_minus_task_only,34x234,e2e_wc,e2e_wholecount,37,macro_f1,0.07005780528202082,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,11,accuracy,0.0273972602739726,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,11,balanced_accuracy,0.031315906315906306,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,11,macro_f1,0.021976412364264952,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,23,accuracy,-0.006849315068493067,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,23,balanced_accuracy,-0.008644133644133634,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,23,macro_f1,-0.00964788742753464,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,37,accuracy,0.0547945205479452,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,37,balanced_accuracy,0.049871656121656116,
reg_minus_task_only,34x234,e2e_wc,l2_fixed250,37,macro_f1,0.03069896158464347,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,11,accuracy,-0.04109589041095896,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,11,balanced_accuracy,-0.04413503163503163,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,11,macro_f1,-0.052059489394911784,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,23,accuracy,0.07534246575342468,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,23,balanced_accuracy,0.0759636197136197,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,23,macro_f1,0.07029461754248761,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,37,accuracy,0.10273972602739723,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,37,balanced_accuracy,0.10076035076035073,
reg_minus_task_only,34x234,e2e_wc,post_output_fixed250,37,macro_f1,0.09392468978848639,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,11,accuracy,-0.0273972602739726,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,11,balanced_accuracy,-0.039016539016539065,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,11,macro_f1,-0.058353336156861335,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,23,accuracy,0.0,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,23,balanced_accuracy,0.0003316128316128708,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,23,macro_f1,0.010371803712217464,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,37,accuracy,-0.006849315068493178,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,37,balanced_accuracy,-0.017895299145299193,
reg_minus_task_only,34x234,e2e_wc,pre_output_fixed250,37,macro_f1,-0.027214976074379393,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,11,accuracy,0.06164383561643838,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,11,balanced_accuracy,0.06714466089466098,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,11,macro_f1,0.061772430591407024,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,23,accuracy,0.047945205479452024,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,23,balanced_accuracy,0.042433261183261184,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,23,macro_f1,0.0386054149049756,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,37,accuracy,-0.006849315068493178,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,37,balanced_accuracy,-0.0075285825285824615,
reg_minus_task_only,34x234,local_tsce,l2_fixed250,37,macro_f1,-0.0027734821120504183,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,11,accuracy,0.006849315068493178,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,11,balanced_accuracy,0.013564213564213501,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,11,macro_f1,0.021075187737087053,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,23,accuracy,0.07534246575342463,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,23,balanced_accuracy,0.07100468975468982,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,23,macro_f1,0.07761095050311179,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,37,accuracy,-0.0273972602739726,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,37,balanced_accuracy,-0.030665861915861903,
reg_minus_task_only,34x234,local_tsce,temporary_analog_head,37,macro_f1,-0.050299275765315454,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,11,accuracy,-0.05479452054794526,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,11,balanced_accuracy,-0.0520902708402709,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,11,macro_f1,-0.06066576489756087,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,23,accuracy,-0.0547945205479452,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,23,balanced_accuracy,-0.05367063492063484,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,23,macro_f1,-0.04788769085612532,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,37,accuracy,0.05479452054794526,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,37,balanced_accuracy,0.06387501387501388,
reg_minus_task_only,34x34,e2e_wc,e2e_wholecount,37,macro_f1,0.06871505653805682,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,11,accuracy,0.020547945205479534,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,11,balanced_accuracy,0.02848817848817853,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,11,macro_f1,0.031351934370977386,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,23,accuracy,0.041095890410958846,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,23,balanced_accuracy,0.03711219336219329,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,23,macro_f1,0.022320072550672365,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,37,accuracy,-0.006849315068493178,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,37,balanced_accuracy,0.00026362526362533334,
reg_minus_task_only,34x34,e2e_wc,l2_fixed250,37,macro_f1,-0.0069053915535741694,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,11,accuracy,-0.013698630136986356,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,11,balanced_accuracy,-0.02090270840270858,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,11,macro_f1,-0.02011639574559765,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,23,accuracy,0.0,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,23,balanced_accuracy,0.00010614385614382549,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,23,macro_f1,0.012406086069820299,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,37,accuracy,0.08904109589041098,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,37,balanced_accuracy,0.1086982461982462,
reg_minus_task_only,34x34,e2e_wc,post_output_fixed250,37,macro_f1,0.12328728692675123,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,11,accuracy,0.006849315068493178,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,11,balanced_accuracy,0.013647463647463609,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,11,macro_f1,0.042700767421670505,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,23,accuracy,0.013698630136986356,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,23,balanced_accuracy,0.009452353202353159,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,23,macro_f1,-0.023105656028651833,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,37,accuracy,0.04109589041095896,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,37,balanced_accuracy,0.03508297258297255,
reg_minus_task_only,34x34,e2e_wc,pre_output_fixed250,37,macro_f1,0.019760819089443604,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,11,accuracy,-0.013698630136986245,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,11,balanced_accuracy,-0.010281385281385225,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,11,macro_f1,-0.021161000456516033,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,23,accuracy,0.013698630136986356,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,23,balanced_accuracy,0.01203310578310579,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,23,macro_f1,0.006887149939806547,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,37,accuracy,-0.013698630136986356,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,37,balanced_accuracy,-0.017534548784548853,
reg_minus_task_only,34x34,local_tsce,l2_fixed250,37,macro_f1,-0.022943628065347443,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,11,accuracy,-0.006849315068493178,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,11,balanced_accuracy,-0.0010531135531135494,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,11,macro_f1,0.0027994287306490895,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,23,accuracy,0.006849315068493178,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,23,balanced_accuracy,0.004229797979797945,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,23,macro_f1,-0.0011504447339838464,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,37,accuracy,0.0068493150684931225,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,37,balanced_accuracy,0.004435148185148119,
reg_minus_task_only,34x34,local_tsce,temporary_analog_head,37,macro_f1,-0.004960471568425273,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,11,accuracy,-0.047945205479452024,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,11,balanced_accuracy,-0.043950493950493885,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,11,macro_f1,-0.04353651139240089,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,23,accuracy,-0.13013698630136988,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,23,balanced_accuracy,-0.13119172494172493,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,23,macro_f1,-0.14297047859897105,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,37,accuracy,-0.0273972602739726,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,37,balanced_accuracy,-0.020607864357864325,
reg_minus_task_only,34x345,e2e_wc,e2e_wholecount,37,macro_f1,-0.027178719451219413,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,11,accuracy,-0.0684931506849315,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,11,balanced_accuracy,-0.06705447330447317,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,11,macro_f1,-0.08695602009676695,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,23,accuracy,-0.06849315068493156,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,23,balanced_accuracy,-0.06898448773448762,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,23,macro_f1,-0.06515827119721868,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,37,accuracy,0.03424657534246578,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,37,balanced_accuracy,0.03422619047619058,
reg_minus_task_only,34x345,e2e_wc,l2_fixed250,37,macro_f1,0.01180376086463697,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,11,accuracy,-0.07534246575342468,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,11,balanced_accuracy,-0.06814158064158055,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,11,macro_f1,-0.0662056895892284,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,23,accuracy,-0.15753424657534248,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,23,balanced_accuracy,-0.16676864801864788,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,23,macro_f1,-0.16375267736905075,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,37,accuracy,0.1232876712328767,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,37,balanced_accuracy,0.11124777999778002,
reg_minus_task_only,34x345,e2e_wc,post_output_fixed250,37,macro_f1,0.0906174265775474,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,11,accuracy,-0.04794520547945208,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,11,balanced_accuracy,-0.04430291930291935,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,11,macro_f1,-0.037611077832956086,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,23,accuracy,-0.0068493150684931225,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,23,balanced_accuracy,-0.005975274725274593,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,23,macro_f1,-0.02048290057563268,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,37,accuracy,0.013698630136986356,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,37,balanced_accuracy,0.01614843489843487,
reg_minus_task_only,34x345,e2e_wc,pre_output_fixed250,37,macro_f1,0.025078171298501373,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,11,accuracy,0.06849315068493156,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,11,balanced_accuracy,0.06597014097014087,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,11,macro_f1,0.07398079842119543,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,23,accuracy,0.047945205479452024,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,23,balanced_accuracy,0.05221861471861455,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,23,macro_f1,0.043664834242457484,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,37,accuracy,0.0,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,37,balanced_accuracy,0.00045787545787556727,
reg_minus_task_only,34x345,local_tsce,l2_fixed250,37,macro_f1,0.006538513145912805,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,11,accuracy,-0.013698630136986356,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,11,balanced_accuracy,-0.015279859029859066,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,11,macro_f1,-0.031196798155221972,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,23,accuracy,0.0,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,23,balanced_accuracy,0.003780941280941308,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,23,macro_f1,0.012313542655245868,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,37,accuracy,0.013698630136986356,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,37,balanced_accuracy,0.023372460872460865,
reg_minus_task_only,34x345,local_tsce,temporary_analog_head,37,macro_f1,0.033430903763396635,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,11,accuracy,-0.0410958904109589,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,11,balanced_accuracy,-0.03580724830724835,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,11,macro_f1,-0.05060991545974375,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,23,accuracy,-0.0068493150684931225,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,23,balanced_accuracy,-0.01716477966477975,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,23,macro_f1,-0.035556109244153145,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,37,accuracy,0.06164383561643838,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,37,balanced_accuracy,0.051724664224664096,
reg_minus_task_only,34x45,e2e_wc,e2e_wholecount,37,macro_f1,0.06461626679637628,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,11,accuracy,0.0273972602739726,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,11,balanced_accuracy,0.032801226551226526,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,11,macro_f1,0.03411402165486899,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,23,accuracy,-0.041095890410958846,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,23,balanced_accuracy,-0.0511502386502386,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,23,macro_f1,-0.043696370549164754,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,37,accuracy,-0.020547945205479423,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,37,balanced_accuracy,-0.02331349206349198,
reg_minus_task_only,34x45,e2e_wc,l2_fixed250,37,macro_f1,-0.020662016997438082,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,11,accuracy,-0.020547945205479423,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,11,balanced_accuracy,-0.008131451881451868,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,11,macro_f1,0.013773326083804494,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,23,accuracy,-0.006849315068493178,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,23,balanced_accuracy,-0.012871850371850235,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,23,macro_f1,-0.02524255105785589,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,37,accuracy,-0.0136986301369863,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,37,balanced_accuracy,-0.0342712842712844,
reg_minus_task_only,34x45,e2e_wc,post_output_fixed250,37,macro_f1,-0.050039104145070734,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,11,accuracy,-0.013698630136986356,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,11,balanced_accuracy,-0.020926295926295913,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,11,macro_f1,-0.004865431490515437,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,23,accuracy,0.03424657534246578,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,23,balanced_accuracy,0.026806526806526898,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,23,macro_f1,0.019596622888967852,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,37,accuracy,-0.0273972602739726,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,37,balanced_accuracy,-0.027913059163059195,
reg_minus_task_only,34x45,e2e_wc,pre_output_fixed250,37,macro_f1,-0.02281584562286315,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,11,accuracy,-0.006849315068493178,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,11,balanced_accuracy,-0.011864524364524343,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,11,macro_f1,-0.020997295552465545,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,23,accuracy,0.041095890410958846,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,23,balanced_accuracy,0.04981060606060628,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,23,macro_f1,0.044957455781239,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,37,accuracy,0.0273972602739726,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,37,balanced_accuracy,0.026880758130758076,
reg_minus_task_only,34x45,local_tsce,l2_fixed250,37,macro_f1,0.01727174902055728,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,11,accuracy,-0.0684931506849315,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,11,balanced_accuracy,-0.07639582639582637,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,11,macro_f1,-0.08786712533800378,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,23,accuracy,0.020547945205479423,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,23,balanced_accuracy,0.026375707625707623,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,23,macro_f1,0.037458128767905885,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,37,accuracy,0.0136986301369863,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,37,balanced_accuracy,0.021771284271284275,
reg_minus_task_only,34x45,local_tsce,temporary_analog_head,37,macro_f1,0.016033703304335845,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,11,accuracy,-0.0547945205479452,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,11,balanced_accuracy,-0.05108918858918854,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,11,macro_f1,-0.06101869488972134,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,23,accuracy,0.0136986301369863,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,23,balanced_accuracy,0.009115884115884154,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,23,macro_f1,-0.005747690702108621,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,37,accuracy,-0.061643835616438325,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,37,balanced_accuracy,-0.05975413475413477,
reg_minus_task_only,4x4,e2e_wc,e2e_wholecount,37,macro_f1,-0.06725215087965752,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,11,accuracy,-0.08904109589041104,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,11,balanced_accuracy,-0.08516622266622265,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,11,macro_f1,-0.09001594992643575,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,23,accuracy,0.04794520547945208,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,23,balanced_accuracy,0.037533993783993747,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,23,macro_f1,0.03923079733037571,
reg_minus_task_only,4x4,e2e_wc,l2_fixed250,37,accuracy,-0.006849315068493178,
