architecture,training_family,regularization,seed,layer,shift,tau_syn_ms,valid_firing_fraction,valid_spikes_per_neuron_second,active_neuron_sample_fraction,p32_violation_fraction,p84_violation_fraction,mean_max_run_length,p95_max_run_length,global_max_run_length
234x234,local_tsce,task_only,11,L1,4,242.10347130039656,0.1167025624033576,7.468963993814889,0.6159491193737769,0.0391563586385318,0.0767830209006679,3.234344422700587,16.0,81
234x234,local_tsce,task_only,11,L2,2,54.31342963722199,0.1942916146531662,12.43466333780264,0.8126791971965595,0.1138251668180203,0.1626623171630011,8.367633004141446,31.0,97
234x234,local_tsce,task_only,11,L2,3,117.0136826471659,0.2528376254103287,16.18160802626104,0.8287671232876712,0.1834011134362538,0.2322319267599705,13.773176170755017,49.0,94
234x234,local_tsce,task_only,11,L2,4,242.10347130039656,0.3712565874593707,23.760421597399727,0.8789954337899544,0.3113226614924407,0.3586209868562809,24.12573385518591,69.0,104
234x234,local_tsce,task_only,23,L1,2,54.31342963722199,0.0040339359193675,0.258171898839521,0.1672507167887862,8.686382121846251e-05,0.0001136483215826,0.1922586811086333,1.0,6
234x234,local_tsce,task_only,23,L1,3,117.0136826471659,0.0251148149860526,1.6073481591073713,0.4313475629181268,0.0020136613100643,0.0052741239608544,0.6670914303918445,3.0,13
234x234,local_tsce,task_only,23,L1,4,242.10347130039656,0.0964747230900312,6.174382277762,0.5900195694716243,0.0314637399951491,0.0589377289377289,2.7741356816699283,13.0,86
234x234,local_tsce,task_only,23,L2,2,54.31342963722199,0.1901093439363817,12.16699801192843,0.7996177126473399,0.1095846330003553,0.158831947805956,7.9681427206116595,30.0,89
234x234,local_tsce,task_only,23,L2,3,117.0136826471659,0.2734735000847627,17.502304005424815,0.8389614526919401,0.199543964938603,0.2528633063243186,14.808537750876075,51.0,101
234x234,local_tsce,task_only,23,L2,4,242.10347130039656,0.343549812237685,21.98718798321184,0.854044357469015,0.2839255396555906,0.3306851971557853,21.89187866927593,66.0,115
234x234,local_tsce,task_only,37,L1,2,54.31342963722199,0.0049990753155485,0.3199408201951084,0.1991079961771264,0.000110553954278,0.0001852046722087,0.2319209939471169,1.0,7
234x234,local_tsce,task_only,37,L1,3,117.0136826471659,0.0260992186416385,1.6703499930648666,0.4147817776361899,0.0024519287716666,0.0062695990739766,0.6672507167887862,2.0,27
234x234,local_tsce,task_only,37,L1,4,242.10347130039656,0.085035422386317,5.442267032724289,0.577136333985649,0.0256851806936696,0.0487502693385046,2.45075016307893,10.0,86
234x234,local_tsce,task_only,37,L2,2,54.31342963722199,0.1623611046896913,10.391110700140244,0.7586811086333227,0.0912879535673392,0.1340082079343365,6.839917171073591,27.0,81
234x234,local_tsce,task_only,37,L2,3,117.0136826471659,0.2287033612279809,14.637015118590782,0.8110863332271424,0.1584554033245153,0.2050994422813848,11.974195603695444,45.0,102
234x234,local_tsce,task_only,37,L2,4,242.10347130039656,0.3238426583357001,20.725930133484805,0.8411611219830398,0.2646879295011722,0.3097435897435897,20.27413568166993,64.0,108
234x234,local_tsce,task_plus_reg,11,L1,2,54.31342963722199,0.0029281674295313,0.1874027154900057,0.1376234469576298,8.29154657085324e-05,6.313795643481006e-05,0.1610385473080599,1.0,5
234x234,local_tsce,task_plus_reg,11,L1,3,117.0136826471659,0.0143480204047035,0.918273305901028,0.3405543166613571,0.0006613495479132,0.0016079132905398,0.4393118827652118,2.0,11
234x234,local_tsce,task_plus_reg,11,L1,4,242.10347130039656,0.092873315661586,5.943892202341506,0.5923026744944553,0.0243512005821004,0.0535035552682611,2.281148075668624,12.0,65
234x234,local_tsce,task_plus_reg,11,L2,2,54.31342963722199,0.1325169140197574,8.481082497264476,0.7309652755654668,0.0675524144193943,0.1024013469430706,5.445046193055113,21.0,64
234x234,local_tsce,task_plus_reg,11,L2,3,117.0136826471659,0.1953993095689429,12.505555812412348,0.7593182542210896,0.1321198720732815,0.1743175839208671,10.078368907295316,39.14999999999964,90
234x234,local_tsce,task_plus_reg,11,L2,4,242.10347130039656,0.3107663542554199,19.889046672346872,0.8282778864970646,0.2538180127738701,0.2962227968110321,19.70270711024136,63.0,105
234x234,local_tsce,task_plus_reg,23,L1,2,54.31342963722199,0.0029281674295313,0.1874027154900057,0.13109270468302,6.119951040391677e-05,3.5778175313059034e-05,0.1482956355527238,1.0,5
234x234,local_tsce,task_plus_reg,23,L1,3,117.0136826471659,0.0217281581826868,1.3906021236919568,0.389614526919401,0.0015872389149919,0.0038577291381668,0.5896782414781777,2.0,11
234x234,local_tsce,task_plus_reg,23,L1,4,242.10347130039656,0.0789134242166051,5.0504591498627285,0.5632746249184606,0.0213457029670951,0.0446326222796811,2.0487606001304632,9.0,69
234x234,local_tsce,task_plus_reg,23,L2,2,54.31342963722199,0.1320738360534467,8.452725507420594,0.7282574068174578,0.0649978284044695,0.1007639692728612,5.216470213443772,21.0,82
234x234,local_tsce,task_plus_reg,23,L2,3,117.0136826471659,0.2178749210165364,13.943994945058332,0.8110863332271424,0.1455245390294942,0.1931432179311796,10.980089200382288,40.0,94
234x234,local_tsce,task_plus_reg,23,L2,4,242.10347130039656,0.2973567326201521,19.03083088768973,0.8131115459882583,0.2392230576441102,0.2831135531135531,18.525766470971952,62.0,107
234x234,local_tsce,task_plus_reg,37,L1,2,54.31342963722199,0.0051551158167275,0.3299274122705626,0.1913029627269831,0.0001520116871323,0.0001978322634957,0.2271424020388658,1.0,7
234x234,local_tsce,task_plus_reg,37,L1,3,117.0136826471659,0.0211540832524234,1.3538613281551004,0.3818094934692577,0.0016977928692699,0.0041439545406713,0.5743867473717744,2.0,27
234x234,local_tsce,task_plus_reg,37,L1,4,242.10347130039656,0.070008520306731,4.480545299630787,0.5197325505544683,0.020781793192659,0.0398276233570351,2.019569471624266,7.0,85
234x234,local_tsce,task_plus_reg,37,L2,2,54.31342963722199,0.1164505216761446,7.45283338727326,0.7053201656578528,0.0543688553717376,0.0864505945490897,4.512265052564511,18.0,59
234x234,local_tsce,task_plus_reg,37,L2,3,117.0136826471659,0.2108087906668516,13.491762602678502,0.7871933736858873,0.1415900027638488,0.1873240029464379,10.710895189550811,41.0,98
234x234,local_tsce,task_plus_reg,37,L2,4,242.10347130039656,0.286797074694689,18.355012780460097,0.7865296803652968,0.2301378446115288,0.2722861452273217,17.656881930854535,61.0,105
34x234,e2e_wc,task_only,11,L1,3,117.0136826471659,0.0081490225314778,0.5215374420145792,0.2218535958904109,0.0001989601018675,0.0006631787330316,0.2632705479452055,1.0,6
34x234,e2e_wc,task_only,11,L1,4,242.10347130039656,0.0624093977799867,3.994201457919152,0.4870505136986301,0.0126976337011884,0.0301230203619909,1.4043236301369864,7.0,61
34x234,e2e_wc,task_only,11,L2,2,54.31342963722199,0.1187564535269006,7.60041302572164,0.6498884995221408,0.0649543964938603,0.0933010628222666,5.388658808537751,25.0,108
34x234,e2e_wc,task_only,11,L2,3,117.0136826471659,0.1696275833371862,10.856165333579916,0.6411277476903472,0.1233249101749121,0.1539555929706408,9.802803440586176,47.0,108
34x234,e2e_wc,task_only,11,L2,4,242.10347130039656,0.2787915364953138,17.842658335700087,0.7253750815394651,0.2323510388875414,0.2685628097392803,18.51157860404436,65.0,109
34x234,e2e_wc,task_only,23,L1,3,117.0136826471659,0.0101759236249171,0.6512591119946984,0.2680864726027397,0.0003541489813242,0.0009063914027149,0.3273758561643836,1.0,9
34x234,e2e_wc,task_only,23,L1,4,242.10347130039656,0.0587594226308813,3.760603048376408,0.4393193493150685,0.015059953310696,0.031668552036199,1.4901541095890412,7.0,76
34x234,e2e_wc,task_only,23,L2,2,54.31342963722199,0.1046203399756499,6.695701758441598,0.5702453010512902,0.0521163185533225,0.0802504472271914,4.188276521185091,21.0,91
34x234,e2e_wc,task_only,23,L2,3,117.0136826471659,0.1920473284325057,12.291029019680368,0.6666135712010194,0.138472776088759,0.1747174576449542,10.88117234788149,50.0,108
34x234,e2e_wc,task_only,23,L2,4,242.10347130039656,0.2789138186752501,17.850484395216007,0.7204827136333986,0.2276295577653811,0.2675845722904546,18.192433137638616,67.0,107
34x234,e2e_wc,task_only,37,L1,3,117.0136826471659,0.0110508822067594,0.7072564612326043,0.2529965753424658,0.0005265810696095,0.0014182692307692,0.3274828767123288,1.0,11
34x234,e2e_wc,task_only,37,L1,4,242.10347130039656,0.0630125497017892,4.032803180914513,0.5199058219178082,0.0163399299660441,0.0319259049773755,1.7337328767123288,6.0,90
34x234,e2e_wc,task_only,37,L2,2,54.31342963722199,0.0992379058979456,6.3512259774685225,0.5648295635552724,0.0506277885260788,0.0774786909397032,4.171551449506212,19.0,79
34x234,e2e_wc,task_only,37,L2,3,117.0136826471659,0.1541333394978963,9.864533727865366,0.5907932462567697,0.1099320882852292,0.1379480164158686,8.708505893596687,46.0,110
34x234,e2e_wc,task_only,37,L2,4,242.10347130039656,0.2844046830130329,18.201899712834106,0.737279843444227,0.232132751232921,0.2715082956259427,18.31311154598826,66.0,112
34x234,e2e_wc,task_plus_reg,11,L1,3,117.0136826471659,0.0065984302518223,0.4222995361166335,0.2087970890410959,0.0001790640916808,0.0004722850678733,0.2471104452054794,1.0,7
34x234,e2e_wc,task_plus_reg,11,L1,4,242.10347130039656,0.0489083726805831,3.1301358515573225,0.4346104452054795,0.0101761460101867,0.0230967194570135,1.175620719178082,5.0,61
34x234,e2e_wc,task_plus_reg,11,L2,2,54.31342963722199,0.0644543591166181,4.12507898346356,0.5788467664861421,0.0246002290046195,0.0405998105861306,2.5359987257088243,12.0,60
34x234,e2e_wc,task_plus_reg,11,L2,3,117.0136826471659,0.1194595989951762,7.645414335691279,0.5702453010512902,0.0783097090061989,0.1024834262864358,6.403950302644154,32.0,103
34x234,e2e_wc,task_plus_reg,11,L2,4,242.10347130039656,0.2138084193253179,13.683738836820348,0.682648401826484,0.1647465437788018,0.1994527041585865,13.223091976516637,56.0,109
34x234,e2e_wc,task_plus_reg,23,L1,3,117.0136826471659,0.0114572978793903,0.7332670642809808,0.2951626712328767,0.0003766977928692,0.0008865950226244,0.3675085616438356,1.0,10
34x234,e2e_wc,task_plus_reg,23,L1,4,242.10347130039656,0.053345292826375,3.414098740888005,0.4592251712328767,0.0117267084040747,0.0262641402714932,1.3072559931506849,5.0,66
34x234,e2e_wc,task_plus_reg,23,L2,2,54.31342963722199,0.0697038698044292,4.461047667483471,0.5560688117234788,0.0286236032692383,0.0462506576870462,2.7511946479770626,13.0,64
34x234,e2e_wc,task_plus_reg,23,L2,3,117.0136826471659,0.1566646631836885,10.026538443756069,0.6551449506212169,0.1048347613219094,0.1374660633484163,8.255495380694489,40.0,101
34x234,e2e_wc,task_plus_reg,23,L2,4,242.10347130039656,0.2392214175265865,15.310170721701535,0.7002609262883236,0.1926186433826501,0.2263585434173669,15.431506849315069,64.0,108
34x234,e2e_wc,task_plus_reg,37,L1,3,117.0136826471659,0.0085774416003976,0.5489562624254473,0.2208904109589041,0.0002798705432937,0.0007946832579185,0.2696917808219178,1.0,10
34x234,e2e_wc,task_plus_reg,37,L1,4,242.10347130039656,0.0523486684062292,3.350314777998675,0.4761344178082192,0.0117346668081494,0.0247765837104072,1.3330479452054795,5.0,76
34x234,e2e_wc,task_plus_reg,37,L2,2,54.31342963722199,0.067684975418805,4.33183842680352,0.5347244345332909,0.0287677182453508,0.04608228980322,2.725230965275565,14.0,66
34x234,e2e_wc,task_plus_reg,37,L2,3,117.0136826471659,0.1170149644767056,7.488957726509162,0.5468302007008602,0.0782662770955896,0.100608228980322,6.442019751513221,36.0,108
34x234,e2e_wc,task_plus_reg,37,L2,4,242.10347130039656,0.2430792230742529,15.557070276752183,0.7028701891715591,0.1921638774355243,0.2277354018530489,15.237769080234834,61.0,108
34x234,local_tsce,task_only,11,L1,3,117.0136826471659,0.0142711439695162,0.9133532140490392,0.3574486301369863,0.0006300403225806,0.0015837104072398,0.4617936643835616,2.0,11
34x234,local_tsce,task_only,11,L1,4,242.10347130039656,0.0955491012259774,6.115142478462558,0.5814426369863014,0.0278371710526315,0.0569909502262443,2.4749571917808217,12.0,78
34x234,local_tsce,task_only,11,L2,2,54.31342963722199,0.2132418666296792,13.647479464299474,0.8583943931188277,0.127058080309551,0.1805008944543828,9.09939471169162,31.0,81
34x234,local_tsce,task_only,11,L2,3,117.0136826471659,0.2793702898885755,17.879698552868835,0.8431028990124243,0.2127472657638093,0.2610817636535831,15.832112137623447,56.0,107
34x234,local_tsce,task_only,11,L2,4,242.10347130039656,0.3598882893117485,23.032850515951907,0.8641552511415526,0.3047235023041474,0.3478948502477914,23.84703196347032,70.0,107
34x234,local_tsce,task_only,23,L1,3,117.0136826471659,0.0210197150430748,1.3452617627567929,0.4071061643835616,0.0015107703735144,0.0036114253393665,0.5860445205479452,2.0,16
34x234,local_tsce,task_only,23,L1,4,242.10347130039656,0.0818112160371106,5.235917826375083,0.5501926369863014,0.0243566956706281,0.0475410067873303,2.241545376712329,9.0,95
34x234,local_tsce,task_only,23,L2,2,54.31342963722199,0.1998262363801686,12.788879128330793,0.8483593501115004,0.1157499901291112,0.16712827528149,8.394393118827653,29.0,82
34x234,local_tsce,task_only,23,L2,3,117.0136826471659,0.2939417757023749,18.812273644951997,0.8735266008282893,0.2168002526947526,0.272347679680101,15.958585536795155,54.0,105
34x234,local_tsce,task_only,23,L2,4,242.10347130039656,0.3597679794250371,23.025150683202373,0.8529028049575995,0.304254588083111,0.3492199956905839,23.55740378343118,71.0,113
34x234,local_tsce,task_only,37,L1,3,117.0136826471659,0.0143863382206759,0.9207256461232604,0.3247003424657534,0.000770638794567,0.0018778280542986,0.4430650684931507,2.0,10
34x234,local_tsce,task_only,37,L1,4,242.10347130039656,0.0823509464049039,5.27046056991385,0.587542808219178,0.0241670203735144,0.0461962669683257,2.3087542808219177,10.0,86
34x234,local_tsce,task_only,37,L2,2,54.31342963722199,0.1883562963305438,12.054802965154808,0.8082191780821918,0.1112232005369763,0.1587561822582342,8.18636508442179,29.0,99
34x234,local_tsce,task_only,37,L2,3,117.0136826471659,0.2880584708801454,18.43574213632931,0.8467664861420835,0.2173313065108382,0.267688098495212,16.082988212806626,55.0,110
34x234,local_tsce,task_only,37,L2,4,242.10347130039656,0.3472656126731673,22.22499921108271,0.8395303326810176,0.2926368340205352,0.3358586511527688,22.55528375733855,69.44999999999982,107
34x234,local_tsce,task_plus_reg,11,L1,3,117.0136826471659,0.011989262342611,0.767312789927104,0.3226669520547945,0.0004058786078098,0.0009558823529411,0.4041095890410959,2.0,10
34x234,local_tsce,task_plus_reg,11,L1,4,242.10347130039656,0.0710217859509609,4.545394300861497,0.5279323630136986,0.0168108022071307,0.0370418552036199,1.7257063356164384,7.0,63
34x234,local_tsce,task_plus_reg,11,L2,2,54.31342963722199,0.1459075007320418,9.33808004685068,0.7806626314112775,0.0752892170411023,0.1123392612859097,5.9687798661994265,22.0,63
34x234,local_tsce,task_plus_reg,11,L2,3,117.0136826471659,0.2170272936027247,13.889746790574383,0.7844855049378783,0.1531448651636593,0.1965610859728506,11.55240522459382,42.0,107
34x234,local_tsce,task_plus_reg,11,L2,4,242.10347130039656,0.3186436933951844,20.393196377291805,0.8326810176125244,0.2635884065001213,0.305089420383538,20.748695368558383,65.0,106
34x234,local_tsce,task_plus_reg,23,L1,3,117.0136826471659,0.0182511700629556,1.1680748840291584,0.3756421232876712,0.0011194821731748,0.002685237556561,0.5175513698630136,2.0,23
34x234,local_tsce,task_plus_reg,23,L1,4,242.10347130039656,0.0643508739231279,4.118455931080185,0.4997859589041096,0.0153955326825127,0.0333328619909502,1.6114083904109588,7.0,76
34x234,local_tsce,task_plus_reg,23,L2,2,54.31342963722199,0.1374004037788771,8.793625841848137,0.7674418604651163,0.069317329332333,0.1045585604545932,5.564033131570564,21.0,61
34x234,local_tsce,task_plus_reg,23,L2,3,117.0136826471659,0.2332940342441475,14.93081819162544,0.8120420516087926,0.161977336439373,0.2105945490897611,12.219974514176489,45.0,101
34x234,local_tsce,task_plus_reg,23,L2,4,242.10347130039656,0.3176595190760201,20.330209220865285,0.8240378343118069,0.2626465356940738,0.3046757164404223,20.33153946510111,66.0,107
34x234,local_tsce,task_plus_reg,37,L1,3,117.0136826471659,0.01248110296554,0.798790589794566,0.2952696917808219,0.0006048387096774,0.0015257352941176,0.3940496575342466,2.0,10
34x234,local_tsce,task_plus_reg,37,L1,4,242.10347130039656,0.0674158175944334,4.314612326043737,0.5460188356164384,0.0176199066213921,0.0350084841628959,1.8182791095890407,7.0,84
34x234,local_tsce,task_plus_reg,37,L2,2,54.31342963722199,0.138889531030869,8.888929985975619,0.7454603376871615,0.0723536147194693,0.1093338945596127,5.719178082191781,22.0,76
34x234,local_tsce,task_plus_reg,37,L2,3,117.0136826471659,0.2374570407015272,15.197250604897745,0.8018477222045237,0.1686342638291151,0.215790802904346,12.64431347562918,48.0,106
34x234,local_tsce,task_plus_reg,37,L2,4,242.10347130039656,0.3048987819117044,19.51352204234908,0.8091976516634051,0.2490015360983103,0.2910299504417151,19.201076320939336,63.0,107
34x34,e2e_wc,task_only,11,L1,3,117.0136826471659,0.0112256150596421,0.7184393638170974,0.2714041095890411,0.0004244482173174,0.0012627262443438,0.3402183219178082,1.0,10
34x34,e2e_wc,task_only,11,L1,4,242.10347130039656,0.0512717963055003,3.281394963552021,0.4583690068493151,0.0126949808998302,0.0259855769230769,1.3239511986301369,5.0,68
34x34,e2e_wc,task_only,11,L2,3,117.0136826471659,0.1679881647614314,10.75124254473161,0.6758347602739726,0.1142720713073005,0.1476725113122172,9.076947773972602,43.0,108
34x34,e2e_wc,task_only,11,L2,4,242.10347130039656,0.2444978566103379,15.64786282306163,0.6820419520547946,0.1975010611205433,0.2319541855203619,15.79955051369863,64.0,109
34x34,e2e_wc,task_only,23,L1,3,117.0136826471659,0.0129457629224652,0.8285288270377733,0.2901327054794521,0.0005968803056027,0.0015398755656108,0.3784246575342466,1.0,12
34x34,e2e_wc,task_only,23,L1,4,242.10347130039656,0.0599100708250497,3.834244532803181,0.4575128424657534,0.0165561332767402,0.0334007352941176,1.6065924657534247,7.0,69
34x34,e2e_wc,task_only,23,L2,3,117.0136826471659,0.1954238112988734,12.5071239231279,0.6876070205479452,0.1395055178268251,0.1771719457013574,10.857127568493151,51.0,110
34x34,e2e_wc,task_only,23,L2,4,242.10347130039656,0.245011700629556,15.680748840291583,0.6913527397260274,0.1981934422750424,0.2328563348416289,15.91342037671233,65.0,117
34x34,e2e_wc,task_only,37,L1,3,117.0136826471659,0.010106030483764,0.6467859509609013,0.2353381849315068,0.0004058786078098,0.0011736425339366,0.3009417808219178,1.0,9
34x34,e2e_wc,task_only,37,L1,4,242.10347130039656,0.0549373032637508,3.515987408880053,0.4549443493150685,0.013870171901528,0.0273911199095022,1.4782748287671232,5.0,90
34x34,e2e_wc,task_only,37,L2,3,117.0136826471659,0.1702635748011928,10.89686878727634,0.5896832191780822,0.1224957555178268,0.1549830316742081,9.665560787671232,49.0,109
34x34,e2e_wc,task_only,37,L2,4,242.10347130039656,0.2301361104208084,14.728711066931742,0.6690924657534246,0.1793360038200339,0.2159898190045248,14.275363869863014,59.0,112
34x34,e2e_wc,task_plus_reg,11,L1,3,117.0136826471659,0.0081412566269052,0.5210404241219351,0.2087970890410959,0.0003621073853989,0.0010195135746606,0.2649828767123288,1.0,13
34x34,e2e_wc,task_plus_reg,11,L1,4,242.10347130039656,0.036546346918489,2.3389662027833,0.3853809931506849,0.0072845925297113,0.0164225113122171,0.9163099315068494,3.0,60
34x34,e2e_wc,task_plus_reg,11,L2,3,117.0136826471659,0.078043458001988,4.994781312127237,0.5227953767123288,0.0395625530560271,0.0589225113122171,3.56785102739726,18.0,87
34x34,e2e_wc,task_plus_reg,11,L2,4,242.10347130039656,0.1704305417495029,10.90755467196819,0.5992080479452054,0.1284141553480475,0.1562683823529412,10.409888698630136,52.0,109
34x34,e2e_wc,task_plus_reg,23,L1,3,117.0136826471659,0.0091909480616302,0.588220675944334,0.254173801369863,0.0003050721561969,0.0007253959276018,0.307791095890411,1.0,11
34x34,e2e_wc,task_plus_reg,23,L1,4,242.10347130039656,0.0481835549204771,3.0837475149105367,0.4120291095890411,0.0109454584040747,0.0245630656108597,1.2086900684931507,5.0,65
34x34,e2e_wc,task_plus_reg,23,L2,3,117.0136826471659,0.1358994470675944,8.697564612326044,0.5956763698630136,0.0892946201188455,0.1175056561085972,7.193386130136986,37.0,102
34x34,e2e_wc,task_plus_reg,23,L2,4,242.10347130039656,0.1909545332173625,12.2210901259112,0.6314212328767124,0.1467808255517826,0.1763546380090497,11.881849315068491,56.0,107
