variant,coding,objective,layer,threshold_multiplier,shift,mean_value_per_neuron_step_mean,mean_value_per_neuron_step_std,fraction_nonzero_mean,fraction_nonzero_std,fraction_gt1_mean,fraction_gt1_std,fraction_at_cap_mean,fraction_at_cap_std
original,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.0,4,0.15035599628622884,0.025591027455198142,0.15035599628622884,0.025591027455198142,0.0,0.0,0.15035599628622884,0.025591027455198142
original,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.5,2,0.001247245433291945,0.0004943842842763253,0.001247245433291945,0.0004943842842763253,0.0,0.0,0.001247245433291945,0.0004943842842763253
original,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.5,3,0.005983142611049587,0.0033447072429845124,0.005983142611049587,0.0033447072429845124,0.0,0.0,0.005983142611049587,0.0033447072429845124
original,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.5,4,0.06572508025996399,0.015900014122264293,0.06572508025996399,0.015900014122264293,0.0,0.0,0.06572508025996399,0.015900014122264293
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,0.5,2,0.4183971497924986,0.05225562813596938,0.4183971497924986,0.05225562813596938,0.0,0.0,0.4183971497924986,0.05225562813596938
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,0.5,3,0.43890734588409,0.021920468237170393,0.43890734588409,0.021920468237170393,0.0,0.0,0.43890734588409,0.021920468237170393
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,0.5,4,0.452085920109176,0.03928154392130639,0.452085920109176,0.03928154392130639,0.0,0.0,0.452085920109176,0.03928154392130639
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.0,2,0.42011327747761856,0.018734184091020418,0.42011327747761856,0.018734184091020418,0.0,0.0,0.42011327747761856,0.018734184091020418
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.0,3,0.4411851068827813,0.035895006494727155,0.4411851068827813,0.035895006494727155,0.0,0.0,0.4411851068827813,0.035895006494727155
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.0,4,0.4053351902189111,0.030874807382194627,0.4053351902189111,0.030874807382194627,0.0,0.0,0.4053351902189111,0.030874807382194627
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.5,2,0.391331644238621,0.027736228578771716,0.391331644238621,0.027736228578771716,0.0,0.0,0.391331644238621,0.027736228578771716
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.5,3,0.408825240220589,0.029128679497155884,0.408825240220589,0.029128679497155884,0.0,0.0,0.408825240220589,0.029128679497155884
original,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.5,4,0.42765557009743055,0.03627617419409444,0.42765557009743055,0.03627617419409444,0.0,0.0,0.42765557009743055,0.03627617419409444
postencode_mask,bb,l2_wcce,l1,1.0,2,0.005762965876540782,0.001075667412380623,0.005762965876540782,0.001075667412380623,0.0,0.0,0.005762965876540782,0.001075667412380623
postencode_mask,bb,l2_wcce,l1,1.0,3,0.02830176653865134,0.0029264489771928036,0.02830176653865134,0.0029264489771928036,0.0,0.0,0.02830176653865134,0.0029264489771928036
postencode_mask,bb,l2_wcce,l1,1.0,4,0.1297452188925057,0.018897087180133842,0.1297452188925057,0.018897087180133842,0.0,0.0,0.1297452188925057,0.018897087180133842
postencode_mask,bb,l2_wcce,l2,1.0,2,0.3358836244179673,0.0189070854428559,0.3358836244179673,0.0189070854428559,0.0,0.0,0.3358836244179673,0.0189070854428559
postencode_mask,bb,l2_wcce,l2,1.0,3,0.3650330600033142,0.011676634028344682,0.3650330600033142,0.011676634028344682,0.0,0.0,0.3650330600033142,0.011676634028344682
postencode_mask,bb,l2_wcce,l2,1.0,4,0.38969847981475886,0.013544833029025446,0.38969847981475886,0.013544833029025446,0.0,0.0,0.38969847981475886,0.013544833029025446
postencode_mask,bb,l1_l2_joint,l1,1.0,2,0.008558179596578732,0.0033397447666451015,0.008558179596578732,0.0033397447666451015,0.0,0.0,0.008558179596578732,0.0033397447666451015
postencode_mask,bb,l1_l2_joint,l1,1.0,3,0.053304816690430544,0.0058159874654060036,0.053304816690430544,0.0058159874654060036,0.0,0.0,0.053304816690430544,0.0058159874654060036
postencode_mask,bb,l1_l2_joint,l1,1.0,4,0.16450868970248814,0.012978790529530309,0.16450868970248814,0.012978790529530309,0.0,0.0,0.16450868970248814,0.012978790529530309
postencode_mask,bb,l1_l2_joint,l2,1.0,2,0.3282623421887889,0.014791487708159745,0.3282623421887889,0.014791487708159745,0.0,0.0,0.3282623421887889,0.014791487708159745
postencode_mask,bb,l1_l2_joint,l2,1.0,3,0.36038089567024123,0.014988889806499085,0.36038089567024123,0.014988889806499085,0.0,0.0,0.36038089567024123,0.014988889806499085
postencode_mask,bb,l1_l2_joint,l2,1.0,4,0.3870222155105876,0.006583991449775776,0.3870222155105876,0.006583991449775776,0.0,0.0,0.3870222155105876,0.006583991449775776
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1,1.0,2,0.005770249821088112,0.002258761959502706,0.005770249821088112,0.002258761959502706,0.0,0.0,0.005770249821088112,0.002258761959502706
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1,1.0,3,0.031314588102040776,0.005445210703714129,0.031314588102040776,0.005445210703714129,0.0,0.0,0.031314588102040776,0.005445210703714129
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1,1.0,4,0.14270706324969892,0.015929924514647493,0.14270706324969892,0.015929924514647493,0.0,0.0,0.14270706324969892,0.015929924514647493
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2,1.0,2,0.338595072775711,0.011460982276073456,0.338595072775711,0.011460982276073456,0.0,0.0,0.338595072775711,0.011460982276073456
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2,1.0,3,0.36405746668050615,0.012918672349817015,0.36405746668050615,0.012918672349817015,0.0,0.0,0.36405746668050615,0.012918672349817015
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2,1.0,4,0.38558620535364724,0.020944591303142513,0.38558620535364724,0.020944591303142513,0.0,0.0,0.38558620535364724,0.020944591303142513
postencode_mask,mm,l2_wcce,l1,0.5,2,0.03187951870122413,0.0034258852797381025,0.03187951870122413,0.0034258852797381025,0.0,0.0,0.03187951870122413,0.0034258852797381025
postencode_mask,mm,l2_wcce,l1,0.5,3,0.09368183496090472,0.01864884841764888,0.09368183496090472,0.01864884841764888,0.0,0.0,0.09368183496090472,0.01864884841764888
postencode_mask,mm,l2_wcce,l1,0.5,4,0.2297574303388257,0.04590436452095407,0.2297574303388257,0.04590436452095407,0.0,0.0,0.2297574303388257,0.04590436452095407
postencode_mask,mm,l2_wcce,l1,1.0,2,0.003845953070759272,0.0010585121961297597,0.003845953070759272,0.0010585121961297597,0.0,0.0,0.003845953070759272,0.0010585121961297597
postencode_mask,mm,l2_wcce,l1,1.0,3,0.018023535465395927,0.0032393425167240855,0.018023535465395927,0.0032393425167240855,0.0,0.0,0.018023535465395927,0.0032393425167240855
postencode_mask,mm,l2_wcce,l1,1.0,4,0.09046584337282011,0.011357917502990882,0.09046584337282011,0.011357917502990882,0.0,0.0,0.09046584337282011,0.011357917502990882
postencode_mask,mm,l2_wcce,l1,1.5,2,0.0005760819714308086,0.0005222504726315127,0.0005760819714308086,0.0005222504726315127,0.0,0.0,0.0005760819714308086,0.0005222504726315127
postencode_mask,mm,l2_wcce,l1,1.5,3,0.004347181672763069,0.0010426124381670556,0.004347181672763069,0.0010426124381670556,0.0,0.0,0.004347181672763069,0.0010426124381670556
postencode_mask,mm,l2_wcce,l1,1.5,4,0.039646184995022205,0.011989395827437242,0.039646184995022205,0.011989395827437242,0.0,0.0,0.039646184995022205,0.011989395827437242
postencode_mask,mm,l2_wcce,l2,0.5,2,0.37607861561349937,0.015896294901096526,0.37607861561349937,0.015896294901096526,0.0,0.0,0.37607861561349937,0.015896294901096526
postencode_mask,mm,l2_wcce,l2,0.5,3,0.4121852523015314,0.024494781389345882,0.4121852523015314,0.024494781389345882,0.0,0.0,0.4121852523015314,0.024494781389345882
postencode_mask,mm,l2_wcce,l2,0.5,4,0.40191085830620715,0.03606515416461042,0.40191085830620715,0.03606515416461042,0.0,0.0,0.40191085830620715,0.03606515416461042
postencode_mask,mm,l2_wcce,l2,1.0,2,0.37019680004176125,0.0043882059017415955,0.37019680004176125,0.0043882059017415955,0.0,0.0,0.37019680004176125,0.0043882059017415955
postencode_mask,mm,l2_wcce,l2,1.0,3,0.39032350078861705,0.0039461878026659705,0.39032350078861705,0.0039461878026659705,0.0,0.0,0.39032350078861705,0.0039461878026659705
postencode_mask,mm,l2_wcce,l2,1.0,4,0.39340665794154167,0.020894238368741467,0.39340665794154167,0.020894238368741467,0.0,0.0,0.39340665794154167,0.020894238368741467
postencode_mask,mm,l2_wcce,l2,1.5,2,0.33941015917760103,0.003907880265573735,0.33941015917760103,0.003907880265573735,0.0,0.0,0.33941015917760103,0.003907880265573735
postencode_mask,mm,l2_wcce,l2,1.5,3,0.38053570030314215,0.02035755016721669,0.38053570030314215,0.02035755016721669,0.0,0.0,0.38053570030314215,0.02035755016721669
postencode_mask,mm,l2_wcce,l2,1.5,4,0.3958256429186662,0.019550210280782934,0.3958256429186662,0.019550210280782934,0.0,0.0,0.3958256429186662,0.019550210280782934
postencode_mask,mm,l1_l2_joint,l1,0.5,2,0.048414376321353064,0.0076446699470239365,0.048414376321353064,0.0076446699470239365,0.0,0.0,0.048414376321353064,0.0076446699470239365
postencode_mask,mm,l1_l2_joint,l1,0.5,3,0.1397823752474915,0.021670139525028383,0.1397823752474915,0.021670139525028383,0.0,0.0,0.1397823752474915,0.021670139525028383
postencode_mask,mm,l1_l2_joint,l1,0.5,4,0.27441357092519886,0.04555852642313149,0.27441357092519886,0.04555852642313149,0.0,0.0,0.27441357092519886,0.04555852642313149
postencode_mask,mm,l1_l2_joint,l1,1.0,2,0.00814345000391512,0.004822883045921412,0.00814345000391512,0.004822883045921412,0.0,0.0,0.00814345000391512,0.004822883045921412
postencode_mask,mm,l1_l2_joint,l1,1.0,3,0.05054140519256798,0.011506543293774043,0.05054140519256798,0.011506543293774043,0.0,0.0,0.05054140519256798,0.011506543293774043
postencode_mask,mm,l1_l2_joint,l1,1.0,4,0.1680803047082117,0.0025242907499310016,0.1680803047082117,0.0025242907499310016,0.0,0.0,0.1680803047082117,0.0025242907499310016
postencode_mask,mm,l1_l2_joint,l1,1.5,2,0.0010976319115854,6.11247944405137e-05,0.0010976319115854,6.11247944405137e-05,0.0,0.0,0.0010976319115854,6.11247944405137e-05
postencode_mask,mm,l1_l2_joint,l1,1.5,3,0.014481749946866226,0.007163697740435672,0.014481749946866226,0.007163697740435672,0.0,0.0,0.014481749946866226,0.007163697740435672
postencode_mask,mm,l1_l2_joint,l1,1.5,4,0.09234510106603129,0.029817300265488567,0.09234510106603129,0.029817300265488567,0.0,0.0,0.09234510106603129,0.029817300265488567
postencode_mask,mm,l1_l2_joint,l2,0.5,2,0.3768146582100071,0.0037733716385692237,0.3768146582100071,0.0037733716385692237,0.0,0.0,0.3768146582100071,0.0037733716385692237
postencode_mask,mm,l1_l2_joint,l2,0.5,3,0.4297068134277437,0.011966236124511632,0.4297068134277437,0.011966236124511632,0.0,0.0,0.4297068134277437,0.011966236124511632
postencode_mask,mm,l1_l2_joint,l2,0.5,4,0.4131206863765003,0.026755533778581173,0.4131206863765003,0.026755533778581173,0.0,0.0,0.4131206863765003,0.026755533778581173
postencode_mask,mm,l1_l2_joint,l2,1.0,2,0.36447158927779083,0.006090781230134456,0.36447158927779083,0.006090781230134456,0.0,0.0,0.36447158927779083,0.006090781230134456
postencode_mask,mm,l1_l2_joint,l2,1.0,3,0.3847346667114109,0.016749769543475176,0.3847346667114109,0.016749769543475176,0.0,0.0,0.3847346667114109,0.016749769543475176
postencode_mask,mm,l1_l2_joint,l2,1.0,4,0.3730815911048469,0.030406342741571203,0.3730815911048469,0.030406342741571203,0.0,0.0,0.3730815911048469,0.030406342741571203
postencode_mask,mm,l1_l2_joint,l2,1.5,2,0.34208502522456014,0.019794141229954078,0.34208502522456014,0.019794141229954078,0.0,0.0,0.34208502522456014,0.019794141229954078
postencode_mask,mm,l1_l2_joint,l2,1.5,3,0.36362238106424155,0.02317780037699742,0.36362238106424155,0.02317780037699742,0.0,0.0,0.36362238106424155,0.02317780037699742
postencode_mask,mm,l1_l2_joint,l2,1.5,4,0.3878387977225186,0.013608043710831727,0.3878387977225186,0.013608043710831727,0.0,0.0,0.3878387977225186,0.013608043710831727
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,0.5,2,0.03417638921514891,0.0031415377555752506,0.03417638921514891,0.0031415377555752506,0.0,0.0,0.03417638921514891,0.0031415377555752506
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,0.5,3,0.10884313791290536,0.013617136750969455,0.10884313791290536,0.013617136750969455,0.0,0.0,0.10884313791290536,0.013617136750969455
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,0.5,4,0.25924248017271273,0.05981667905155627,0.25924248017271273,0.05981667905155627,0.0,0.0,0.25924248017271273,0.05981667905155627
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.0,2,0.005034844569728291,0.002972349865852092,0.005034844569728291,0.002972349865852092,0.0,0.0,0.005034844569728291,0.002972349865852092
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.0,3,0.01976017092296162,0.003943945024153024,0.01976017092296162,0.003943945024153024,0.0,0.0,0.01976017092296162,0.003943945024153024
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.0,4,0.11546668232714745,0.010306485904575802,0.11546668232714745,0.010306485904575802,0.0,0.0,0.11546668232714745,0.010306485904575802
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.5,2,0.00040549459154110316,0.00036114848178629493,0.00040549459154110316,0.00036114848178629493,0.0,0.0,0.00040549459154110316,0.00036114848178629493
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.5,3,0.004275870554940322,0.0021414887809993346,0.004275870554940322,0.0021414887809993346,0.0,0.0,0.004275870554940322,0.0021414887809993346
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1,1.5,4,0.058863832119646076,0.01599687112970966,0.058863832119646076,0.01599687112970966,0.0,0.0,0.058863832119646076,0.01599687112970966
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,0.5,2,0.37543131574139327,0.012787033290480272,0.37543131574139327,0.012787033290480272,0.0,0.0,0.37543131574139327,0.012787033290480272
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,0.5,3,0.42655234515699636,0.00582367011662702,0.42655234515699636,0.00582367011662702,0.0,0.0,0.42655234515699636,0.00582367011662702
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,0.5,4,0.4181096681096681,0.0206080024416164,0.4181096681096681,0.0206080024416164,0.0,0.0,0.4181096681096681,0.0206080024416164
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.0,2,0.37793829770573956,0.0011559156170836144,0.37793829770573956,0.0011559156170836144,0.0,0.0,0.37793829770573956,0.0011559156170836144
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.0,3,0.3961388525342014,0.009528602977453747,0.3961388525342014,0.009528602977453747,0.0,0.0,0.3961388525342014,0.009528602977453747
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.0,4,0.39122258017606854,0.024954422994954272,0.39122258017606854,0.024954422994954272,0.0,0.0,0.39122258017606854,0.024954422994954272
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.5,2,0.3505095249281296,0.0036925103285515046,0.3505095249281296,0.0036925103285515046,0.0,0.0,0.3505095249281296,0.0036925103285515046
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.5,3,0.3798603420696444,0.01387691217698308,0.3798603420696444,0.01387691217698308,0.0,0.0,0.3798603420696444,0.01387691217698308
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2,1.5,4,0.39182802554895585,0.01987971998453363,0.39182802554895585,0.01987971998453363,0.0,0.0,0.39182802554895585,0.01987971998453363
