variant,coding,objective,probe,count,mean,std
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__fixed250_ordered_mean,3,0.6843880928439751,0.008622517223120504
postencode_mask,bb,l1_l2_joint,l1__post_reset__fixed250_ordered_mean,3,0.7181542517939578,0.02823373465235433
postencode_mask,bb,l2_wcce,l1__post_reset__fixed250_ordered_mean,3,0.72014993448817,0.01593266375903684
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__fixed250_ordered_mean,3,0.7135675666925666,0.013909068565734874
postencode_mask,mm,l1_l2_joint,l1__post_reset__fixed250_ordered_mean,3,0.7331757431022137,0.02391337577362628
postencode_mask,mm,l2_wcce,l1__post_reset__fixed250_ordered_mean,3,0.7165966318539848,0.01637199905463666
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__fixed250_ordered_mean,3,0.7357258006155064,0.001623916706938762
original,bb,l1_l2_joint,l1__post_reset__whole_mean,3,0.45712331649831645,0.015190240606430892
original,bb,l2_wcce,l1__post_reset__whole_mean,3,0.4749531514237397,0.009221603664573202
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__whole_mean,3,0.4772387334887334,0.04561832117799783
original,mm,l1_l2_joint,l1__post_reset__whole_mean,3,0.47598591495650316,0.016011708814928746
original,mm,l2_wcce,l1__post_reset__whole_mean,3,0.464798674908969,0.01562424657205964
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__whole_mean,3,0.4788761959717842,0.02580572000179977
postencode_mask,bb,l1_l2_joint,l1__post_reset__whole_mean,3,0.49229521839815965,0.030800408650264042
postencode_mask,bb,l2_wcce,l1__post_reset__whole_mean,3,0.4657628319393025,0.027716968741389954
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__whole_mean,3,0.4688476012005423,0.032818281150963066
postencode_mask,mm,l1_l2_joint,l1__post_reset__whole_mean,3,0.43989760919907983,0.049369686735312224
postencode_mask,mm,l2_wcce,l1__post_reset__whole_mean,3,0.5008425126072185,0.012536439961853104
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__post_reset__whole_mean,3,0.44636233184027296,0.06028053506457537
original,bb,l1_l2_joint,l1__pre_reset__fixed250_ordered_mean,3,0.6407686880113351,0.027217573093481093
original,bb,l2_wcce,l1__pre_reset__fixed250_ordered_mean,3,0.6688784050916404,0.017308329346551642
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__fixed250_ordered_mean,3,0.6560776029526029,0.011485110685711605
original,mm,l1_l2_joint,l1__pre_reset__fixed250_ordered_mean,3,0.6442650010664717,0.02718641296023623
original,mm,l2_wcce,l1__pre_reset__fixed250_ordered_mean,3,0.6754656767524415,0.007876729136496933
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__fixed250_ordered_mean,3,0.6543825319560613,0.01258064347191447
postencode_mask,bb,l1_l2_joint,l1__pre_reset__fixed250_ordered_mean,3,0.6993403587153587,0.01770927858388522
postencode_mask,bb,l2_wcce,l1__pre_reset__fixed250_ordered_mean,3,0.7011815458506634,0.0061424719274708935
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__fixed250_ordered_mean,3,0.6959108905800083,0.005229175368692497
postencode_mask,mm,l1_l2_joint,l1__pre_reset__fixed250_ordered_mean,3,0.7087328793211146,0.012286697201813546
postencode_mask,mm,l2_wcce,l1__pre_reset__fixed250_ordered_mean,3,0.7041420997303351,0.01684918991383338
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__fixed250_ordered_mean,3,0.709681324938678,0.010087254849006638
original,bb,l1_l2_joint,l1__pre_reset__whole_mean,3,0.5147282592135533,0.030144004457643116
original,bb,l2_wcce,l1__pre_reset__whole_mean,3,0.5057004814357756,0.027406361883329327
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__whole_mean,3,0.5072711942197237,0.023490785134637183
original,mm,l1_l2_joint,l1__pre_reset__whole_mean,3,0.5173281647546353,0.030364303298899227
original,mm,l2_wcce,l1__pre_reset__whole_mean,3,0.518457196398373,0.02103593369651021
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__whole_mean,3,0.5200020567667626,0.013927852846264818
postencode_mask,bb,l1_l2_joint,l1__pre_reset__whole_mean,3,0.5035493033654799,0.03779687443564686
postencode_mask,bb,l2_wcce,l1__pre_reset__whole_mean,3,0.4889653510977041,0.02105182544084444
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__whole_mean,3,0.48761812125782716,0.030448713900565586
postencode_mask,mm,l1_l2_joint,l1__pre_reset__whole_mean,3,0.4984547111385347,0.043459428590322965
postencode_mask,mm,l2_wcce,l1__pre_reset__whole_mean,3,0.485708565671801,0.017011955904487105
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__pre_reset__whole_mean,3,0.48268097643097635,0.01656877986967348
original,bb,l1_l2_joint,l1__spike__fixed250_count,3,0.6195444261620732,0.020758066384942705
original,bb,l2_wcce,l1__spike__fixed250_count,3,0.6090701509819156,0.014635833918193036
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_count,3,0.6164091423282599,0.03330685832744544
original,mm,l1_l2_joint,l1__spike__fixed250_count,3,0.635395432454256,0.023902143098042793
original,mm,l2_wcce,l1__spike__fixed250_count,3,0.6005460430092783,0.007171224272308226
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_count,3,0.6173209279826927,0.004113111731425562
postencode_mask,bb,l1_l2_joint,l1__spike__fixed250_count,3,0.6370301811478282,0.01010997623954815
postencode_mask,bb,l2_wcce,l1__spike__fixed250_count,3,0.6361850975821565,0.02498697740753568
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_count,3,0.6562466196657373,0.02433688487908397
postencode_mask,mm,l1_l2_joint,l1__spike__fixed250_count,3,0.6417412720721544,0.011424995575834221
postencode_mask,mm,l2_wcce,l1__spike__fixed250_count,3,0.6381285993418347,0.021364281878998796
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_count,3,0.6480426436308789,0.02885854167827824
original,bb,l1_l2_joint,l1__spike__fixed250_ordered_mean,3,0.594874556271615,0.021742609790986203
original,bb,l2_wcce,l1__spike__fixed250_ordered_mean,3,0.5768041462894403,0.020890038994658244
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_ordered_mean,3,0.6072203463747581,0.05596795209163016
original,mm,l1_l2_joint,l1__spike__fixed250_ordered_mean,3,0.607339038956686,0.02679227328227859
original,mm,l2_wcce,l1__spike__fixed250_ordered_mean,3,0.5697570063378886,0.029215004231034826
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_ordered_mean,3,0.5913668167344638,0.028376056088257544
postencode_mask,bb,l1_l2_joint,l1__spike__fixed250_ordered_mean,3,0.6296227737404209,0.01988818396197677
postencode_mask,bb,l2_wcce,l1__spike__fixed250_ordered_mean,3,0.6243125066654479,0.02029127100774406
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_ordered_mean,3,0.6481783807151454,0.026688235372264786
postencode_mask,mm,l1_l2_joint,l1__spike__fixed250_ordered_mean,3,0.6254695808004631,0.009984491908415442
postencode_mask,mm,l2_wcce,l1__spike__fixed250_ordered_mean,3,0.6134119284854579,0.03243551610879644
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__fixed250_ordered_mean,3,0.6281255713241007,0.033447307682698685
original,bb,l1_l2_joint,l1__spike__whole_count,3,0.45959515022015024,0.049547189339057086
original,bb,l2_wcce,l1__spike__whole_count,3,0.44251703498027023,0.027940520893554803
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_count,3,0.4150973345826287,0.026259906926768897
original,mm,l1_l2_joint,l1__spike__whole_count,3,0.4694454442616207,0.015278407659308718
original,mm,l2_wcce,l1__spike__whole_count,3,0.41643323316117437,0.018542880053831444
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_count,3,0.45663750057132413,0.0302802909298767
postencode_mask,bb,l1_l2_joint,l1__spike__whole_count,3,0.49031619932355225,0.009534346961861988
postencode_mask,bb,l2_wcce,l1__spike__whole_count,3,0.49891129431570613,0.01960851844353808
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_count,3,0.49700688064658655,0.029137899186677085
postencode_mask,mm,l1_l2_joint,l1__spike__whole_count,3,0.48945645177262814,0.013909655989147788
postencode_mask,mm,l2_wcce,l1__spike__whole_count,3,0.5209672612246141,0.020159557277493113
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_count,3,0.4923245939790058,0.029526718295717982
original,bb,l1_l2_joint,l1__spike__whole_mean,3,0.4143412347456465,0.040532790568400076
original,bb,l2_wcce,l1__spike__whole_mean,3,0.4216967944909121,0.048239934335117106
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_mean,3,0.39412669302375175,0.048894448788166386
original,mm,l1_l2_joint,l1__spike__whole_mean,3,0.44165762070173836,0.06213443097237212
original,mm,l2_wcce,l1__spike__whole_mean,3,0.4080594786477139,0.02929729780244144
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_mean,3,0.43332043093072503,0.044834990737208445
postencode_mask,bb,l1_l2_joint,l1__spike__whole_mean,3,0.4575613792525557,0.04418368495049118
postencode_mask,bb,l2_wcce,l1__spike__whole_mean,3,0.49824208335237746,0.012285141986828256
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_mean,3,0.491152379755321,0.04710735047377994
postencode_mask,mm,l1_l2_joint,l1__spike__whole_mean,3,0.47362396590337763,0.012856859880103795
postencode_mask,mm,l2_wcce,l1__spike__whole_mean,3,0.4945158599570365,0.008311367506025878
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__spike__whole_mean,3,0.4753064201593613,0.007772636760839731
original,bb,l1_l2_joint,l1__syn_current__fixed250_ordered_mean,3,0.6398751371177841,0.00469887222677318
original,bb,l2_wcce,l1__syn_current__fixed250_ordered_mean,3,0.6542693145634323,0.02159988765923977
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__fixed250_ordered_mean,3,0.6412780710574828,0.008914194075492293
original,mm,l1_l2_joint,l1__syn_current__fixed250_ordered_mean,3,0.6306335889056477,0.016305880963428294
original,mm,l2_wcce,l1__syn_current__fixed250_ordered_mean,3,0.6435563211298505,0.010992506252964914
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__fixed250_ordered_mean,3,0.6488954876822524,0.028539436784320433
postencode_mask,bb,l1_l2_joint,l1__syn_current__fixed250_ordered_mean,3,0.6806892453951278,0.010817897550348829
postencode_mask,bb,l2_wcce,l1__syn_current__fixed250_ordered_mean,3,0.6818706484147662,0.004767184237935379
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__fixed250_ordered_mean,3,0.6817412911162912,0.015276286624318475
postencode_mask,mm,l1_l2_joint,l1__syn_current__fixed250_ordered_mean,3,0.6942296741929095,0.011432556389392924
postencode_mask,mm,l2_wcce,l1__syn_current__fixed250_ordered_mean,3,0.6958015296250591,0.007408458314996192
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__fixed250_ordered_mean,3,0.6993076028002498,0.004552435590092678
original,bb,l1_l2_joint,l1__syn_current__whole_mean,3,0.5553316441184087,0.005840748144501783
original,bb,l2_wcce,l1__syn_current__whole_mean,3,0.5485291261026556,0.007851926566778003
original,bb,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__whole_mean,3,0.5574458765635236,0.0032593757799197127
original,mm,l1_l2_joint,l1__syn_current__whole_mean,3,0.5339691694471106,0.04512372131768815
original,mm,l2_wcce,l1__syn_current__whole_mean,3,0.530677818913113,0.01853416350875643
original,mm,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__whole_mean,3,0.5344527476880417,0.01944091491712228
postencode_mask,bb,l1_l2_joint,l1__syn_current__whole_mean,3,0.47907196969696964,0.009857681740646622
postencode_mask,bb,l2_wcce,l1__syn_current__whole_mean,3,0.4825906120023767,0.005083860430255795
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__whole_mean,3,0.4774829269314563,0.016070991725722513
postencode_mask,mm,l1_l2_joint,l1__syn_current__whole_mean,3,0.4841724179959474,0.015027464225956402
postencode_mask,mm,l2_wcce,l1__syn_current__whole_mean,3,0.4854742751801575,0.019894313216783307
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l1__syn_current__whole_mean,3,0.48820334757834755,0.006683341939364497
original,bb,l1_l2_joint,l2__post_reset__fixed250_ordered_mean,3,0.5980380254277313,0.0294814932897002
original,bb,l2_wcce,l2__post_reset__fixed250_ordered_mean,3,0.5777974408489115,0.018300140414732206
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__fixed250_ordered_mean,3,0.5806439203498027,0.031184312485916934
original,mm,l1_l2_joint,l2__post_reset__fixed250_ordered_mean,3,0.5998237941252648,0.012186359899989273
original,mm,l2_wcce,l2__post_reset__fixed250_ordered_mean,3,0.5760218607645078,0.023958155418401086
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__fixed250_ordered_mean,3,0.5724587027895851,0.033787653974906094
postencode_mask,bb,l1_l2_joint,l2__post_reset__fixed250_ordered_mean,3,0.5837987244237244,0.015177748951761013
postencode_mask,bb,l2_wcce,l2__post_reset__fixed250_ordered_mean,3,0.6059392472995414,0.006223152876879061
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__fixed250_ordered_mean,3,0.5964594093270564,0.019066693497471112
postencode_mask,mm,l1_l2_joint,l2__post_reset__fixed250_ordered_mean,3,0.6042576976400507,0.026807725805884787
postencode_mask,mm,l2_wcce,l2__post_reset__fixed250_ordered_mean,3,0.5880635160046924,0.05039349680744198
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__fixed250_ordered_mean,3,0.5728752932797051,0.034265289466925024
original,bb,l1_l2_joint,l2__post_reset__whole_mean,3,0.4067879968615262,0.0017525800128069457
original,bb,l2_wcce,l2__post_reset__whole_mean,3,0.4271870762679586,0.04499064149756903
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__whole_mean,3,0.3769960159666042,0.012790492654894283
original,mm,l1_l2_joint,l2__post_reset__whole_mean,3,0.4465010207657267,0.049742119494944635
original,mm,l2_wcce,l2__post_reset__whole_mean,3,0.40032570234776116,0.023265422488120774
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__whole_mean,3,0.3992578499931441,0.019545190152106852
postencode_mask,bb,l1_l2_joint,l2__post_reset__whole_mean,3,0.5150589606471959,0.027784849426697875
postencode_mask,bb,l2_wcce,l2__post_reset__whole_mean,3,0.4782750677971266,0.0185121791101774
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__whole_mean,3,0.4680137536755184,0.037454254096666244
postencode_mask,mm,l1_l2_joint,l2__post_reset__whole_mean,3,0.4644967777320719,0.01597904508027005
postencode_mask,mm,l2_wcce,l2__post_reset__whole_mean,3,0.44043236855736856,0.01086512663169511
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__post_reset__whole_mean,3,0.46986308217925865,0.01745298253189551
original,bb,l1_l2_joint,l2__pre_reset__fixed250_ordered_mean,3,0.6050969727440316,0.006137117594286098
original,bb,l2_wcce,l2__pre_reset__fixed250_ordered_mean,3,0.6123254604872252,0.038959647103918575
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__fixed250_ordered_mean,3,0.5762195865137042,0.03811677983774019
original,mm,l1_l2_joint,l2__pre_reset__fixed250_ordered_mean,3,0.5907762104453281,0.00705237660830392
original,mm,l2_wcce,l2__pre_reset__fixed250_ordered_mean,3,0.5699694912930208,0.051643215268030826
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__fixed250_ordered_mean,3,0.5771336574645397,0.016684152249101632
postencode_mask,bb,l1_l2_joint,l2__pre_reset__fixed250_ordered_mean,3,0.576916601916602,0.01426381139909193
postencode_mask,bb,l2_wcce,l2__pre_reset__fixed250_ordered_mean,3,0.6071028440513735,0.054362799245435404
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__fixed250_ordered_mean,3,0.5910965804348157,0.031509054307493414
postencode_mask,mm,l1_l2_joint,l2__pre_reset__fixed250_ordered_mean,3,0.6066446897329251,0.025369633435078306
postencode_mask,mm,l2_wcce,l2__pre_reset__fixed250_ordered_mean,3,0.5861503896430367,0.026383386305327317
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__fixed250_ordered_mean,3,0.5819862463244817,0.0077249922389627836
original,bb,l1_l2_joint,l2__pre_reset__whole_mean,3,0.423198043786279,0.016448464848014415
original,bb,l2_wcce,l2__pre_reset__whole_mean,3,0.4156878932614226,0.027622818951495758
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__whole_mean,3,0.395862804134863,0.0092231750443907
original,mm,l1_l2_joint,l2__pre_reset__whole_mean,3,0.43978420136508367,0.03408166674384575
original,mm,l2_wcce,l2__pre_reset__whole_mean,3,0.4149175103219221,0.033084436866543956
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__whole_mean,3,0.38494046802870335,0.03708034761885498
postencode_mask,bb,l1_l2_joint,l2__pre_reset__whole_mean,3,0.5109991315873668,0.043450703654429365
postencode_mask,bb,l2_wcce,l2__pre_reset__whole_mean,3,0.4852916895196307,0.02989936163136545
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__whole_mean,3,0.48572103958133367,0.022329731032603998
postencode_mask,mm,l1_l2_joint,l2__pre_reset__whole_mean,3,0.46853565824154053,0.022759348694343238
postencode_mask,mm,l2_wcce,l2__pre_reset__whole_mean,3,0.4745339899751664,0.0191984462279474
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__pre_reset__whole_mean,3,0.47806662972104147,0.01739898080859497
original,bb,l1_l2_joint,l2__spike__fixed250_count,3,0.6065055723143958,0.009230567760795526
original,bb,l2_wcce,l2__spike__fixed250_count,3,0.6220391128479363,0.03257442848996044
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_count,3,0.6312736623398388,0.0161538797397514
original,mm,l1_l2_joint,l2__spike__fixed250_count,3,0.6252301007815714,0.012687655320957754
original,mm,l2_wcce,l2__spike__fixed250_count,3,0.6072814780535368,0.020070526089578156
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_count,3,0.6120754585828115,0.026166579097342504
postencode_mask,bb,l1_l2_joint,l2__spike__fixed250_count,3,0.6111858117372824,0.034425937586169894
postencode_mask,bb,l2_wcce,l2__spike__fixed250_count,3,0.5919928451178451,0.01108344968131419
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_count,3,0.6191682568520803,0.017104226096989143
postencode_mask,mm,l1_l2_joint,l2__spike__fixed250_count,3,0.6363671119185824,0.026035512911153837
postencode_mask,mm,l2_wcce,l2__spike__fixed250_count,3,0.6201937836129013,0.018296546447812485
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_count,3,0.6410380197144904,0.015489459596281499
original,bb,l1_l2_joint,l2__spike__fixed250_ordered_mean,3,0.6205124872404285,0.011867059835481877
original,bb,l2_wcce,l2__spike__fixed250_ordered_mean,3,0.6243713054374819,0.007805773083640532
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_ordered_mean,3,0.6194933402653992,0.03790965359367414
original,mm,l1_l2_joint,l2__spike__fixed250_ordered_mean,3,0.5981695728019257,0.03896149742911636
original,mm,l2_wcce,l2__spike__fixed250_ordered_mean,3,0.6010220512058747,0.02819132988112398
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_ordered_mean,3,0.6111444859606624,0.03682473866365424
postencode_mask,bb,l1_l2_joint,l2__spike__fixed250_ordered_mean,3,0.6155644872556637,0.024896991082277206
postencode_mask,bb,l2_wcce,l2__spike__fixed250_ordered_mean,3,0.6022076915459268,0.019740998411608715
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_ordered_mean,3,0.614521773161479,0.03345375625508172
postencode_mask,mm,l1_l2_joint,l2__spike__fixed250_ordered_mean,3,0.6081488908694791,0.048724178981414464
postencode_mask,mm,l2_wcce,l2__spike__fixed250_ordered_mean,3,0.6210945712783948,0.027080819481616718
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__fixed250_ordered_mean,3,0.6409332769626889,0.017399971327664347
original,bb,l1_l2_joint,l2__spike__whole_count,3,0.5012608646799824,0.02190907958027451
original,bb,l2_wcce,l2__spike__whole_count,3,0.4978096862288039,0.03539916449024065
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_count,3,0.481885550451727,0.018585963817635914
original,mm,l1_l2_joint,l2__spike__whole_count,3,0.5205055361305362,0.027690653037206317
original,mm,l2_wcce,l2__spike__whole_count,3,0.5121573483705837,0.04297647810995868
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_count,3,0.49311521131374075,0.03473242636365791
postencode_mask,bb,l1_l2_joint,l2__spike__whole_count,3,0.5380258086140439,0.021454821471514278
postencode_mask,bb,l2_wcce,l2__spike__whole_count,3,0.5394564041622866,0.0040388852571989434
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_count,3,0.5339775964775965,0.020570824505496303
postencode_mask,mm,l1_l2_joint,l2__spike__whole_count,3,0.5552587050748815,0.00960943353626461
postencode_mask,mm,l2_wcce,l2__spike__whole_count,3,0.5313019428828253,0.030319673340461286
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_count,3,0.5392970523485229,0.012518181038042938
original,bb,l1_l2_joint,l2__spike__whole_mean,3,0.48147852964029436,0.018191436057487725
original,bb,l2_wcce,l2__spike__whole_mean,3,0.49042375108551584,0.031865671348751685
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_mean,3,0.4794864177217118,0.009125944018415022
original,mm,l1_l2_joint,l2__spike__whole_mean,3,0.5121664419458537,0.013448750253452817
original,mm,l2_wcce,l2__spike__whole_mean,3,0.47752739499063024,0.01719988311455058
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_mean,3,0.48592985854015264,0.02492381790879284
postencode_mask,bb,l1_l2_joint,l2__spike__whole_mean,3,0.5181430157533099,0.030907906089557912
postencode_mask,bb,l2_wcce,l2__spike__whole_mean,3,0.5268335218702865,0.022560342952821104
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_mean,3,0.5128016591251886,0.011662054536991751
postencode_mask,mm,l1_l2_joint,l2__spike__whole_mean,3,0.525633265155324,0.034564244917296386
postencode_mask,mm,l2_wcce,l2__spike__whole_mean,3,0.4957271146609383,0.01351092989200846
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__spike__whole_mean,3,0.5254961473711474,0.01752347072049998
original,bb,l1_l2_joint,l2__syn_current__fixed250_ordered_mean,3,0.6085368199338786,0.010272236224844335
original,bb,l2_wcce,l2__syn_current__fixed250_ordered_mean,3,0.6139941077441078,0.031347684329041774
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__syn_current__fixed250_ordered_mean,3,0.6009713461919345,0.03671574098724871
original,mm,l1_l2_joint,l2__syn_current__fixed250_ordered_mean,3,0.5904436522083581,0.0109726547252636
original,mm,l2_wcce,l2__syn_current__fixed250_ordered_mean,3,0.5812574272133095,0.008864552045709212
original,mm,l2_wcce_plus_0p1_l1_tsce,l2__syn_current__fixed250_ordered_mean,3,0.5870135175282235,0.01700823800312521
postencode_mask,bb,l1_l2_joint,l2__syn_current__fixed250_ordered_mean,3,0.5916439565336624,0.0151294036358867
postencode_mask,bb,l2_wcce,l2__syn_current__fixed250_ordered_mean,3,0.6225194059752883,0.043468591224808395
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,l2__syn_current__fixed250_ordered_mean,3,0.5972710704328351,0.052704252533528666
postencode_mask,mm,l1_l2_joint,l2__syn_current__fixed250_ordered_mean,3,0.6009874384874386,0.022485062194139715
postencode_mask,mm,l2_wcce,l2__syn_current__fixed250_ordered_mean,3,0.5980228853390618,0.05189862465960858
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,l2__syn_current__fixed250_ordered_mean,3,0.6141777884424944,0.027384629470778497
original,bb,l1_l2_joint,l2__syn_current__whole_mean,3,0.4469762195865137,0.019560966710809088
original,bb,l2_wcce,l2__syn_current__whole_mean,3,0.4178916807593278,0.03279702939234099
original,bb,l2_wcce_plus_0p1_l1_tsce,l2__syn_current__whole_mean,3,0.4174848503892621,0.003869843617151322
