variant,coding,objective,rotation,seed,layer,bank,cap,count,fraction_at_cap,fraction_gt1,fraction_nonzero,mean_value_per_neuron_step,shift,start,stop,threshold_multiplier
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,1,1,14,0.015864626329742608,0.0,0.015864626329742608,0.015864626329742608,3,58,72,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,1,1,14,0.12707221718849626,0.0,0.12707221718849626,0.12707221718849626,4,72,86,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,2,1,14,0.00038591899057015337,0.0,0.00038591899057015337,0.00038591899057015337,2,86,100,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,2,1,14,0.006711634618611363,0.0,0.006711634618611363,0.006711634618611363,3,100,114,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l1,2,1,14,0.051687976106580755,0.0,0.051687976106580755,0.051687976106580755,4,114,128,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,0,1,15,0.363644193876752,0.0,0.363644193876752,0.363644193876752,2,0,15,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,0,1,14,0.42507718379811404,0.0,0.42507718379811404,0.42507718379811404,3,15,29,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,0,1,14,0.4145021645021645,0.0,0.4145021645021645,0.4145021645021645,4,29,43,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,1,1,15,0.37921854200923966,0.0,0.37921854200923966,0.37921854200923966,2,43,58,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,1,1,14,0.39589835229370113,0.0,0.39589835229370113,0.39589835229370113,3,58,72,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,1,1,14,0.3759144602167858,0.0,0.3759144602167858,0.3759144602167858,4,72,86,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,2,1,14,0.34668948622436996,0.0,0.34668948622436996,0.34668948622436996,2,86,100,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,2,1,14,0.39572217188496256,0.0,0.39572217188496256,0.39572217188496256,3,100,114,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,11,l2,2,1,14,0.37021376556260277,0.0,0.37021376556260277,0.37021376556260277,4,114,128,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,0,1,15,0.03670425182053089,0.0,0.03670425182053089,0.03670425182053089,2,0,15,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,0,1,14,0.10424007517030773,0.0,0.10424007517030773,0.10424007517030773,3,15,29,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,0,1,14,0.32561075875029366,0.0,0.32561075875029366,0.32561075875029366,4,29,43,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,1,1,15,0.0035040325738000156,0.0,0.0035040325738000156,0.0035040325738000156,2,43,58,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,1,1,14,0.02375079700661096,0.0,0.02375079700661096,0.02375079700661096,3,58,72,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,1,1,14,0.1119458706668009,0.0,0.1119458706668009,0.1119458706668009,4,72,86,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,2,1,14,5.4532031276217326e-05,0.0,5.4532031276217326e-05,5.4532031276217326e-05,2,86,100,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,2,1,14,0.002688848619081177,0.0,0.002688848619081177,0.002688848619081177,3,100,114,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l1,2,1,14,0.04771133259505352,0.0,0.04771133259505352,0.04771133259505352,4,114,128,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,0,1,15,0.37362383525174225,0.0,0.37362383525174225,0.37362383525174225,2,0,15,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,0,1,14,0.42160810765461926,0.0,0.42160810765461926,0.42160810765461926,3,15,29,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,0,1,14,0.39954360884593443,0.0,0.39954360884593443,0.39954360884593443,4,29,43,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,1,1,15,0.37697126301777467,0.0,0.37697126301777467,0.37697126301777467,2,43,58,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,1,1,14,0.405785429041243,0.0,0.405785429041243,0.405785429041243,3,58,72,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,1,1,14,0.4200182892043357,0.0,0.4200182892043357,0.4200182892043357,4,72,86,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,2,1,14,0.3507793885700862,0.0,0.3507793885700862,0.3507793885700862,2,86,100,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,2,1,14,0.36996207926440483,0.0,0.36996207926440483,0.36996207926440483,3,100,114,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,23,l2,2,1,14,0.40933001107419714,0.0,0.40933001107419714,0.40933001107419714,4,114,128,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,15,0.030659306240701588,0.0,0.030659306240701588,0.030659306240701588,2,0,15,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,14,0.09812409812409813,0.0,0.09812409812409813,0.09812409812409813,3,15,29,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,0,1,14,0.24262559146280077,0.0,0.24262559146280077,0.24262559146280077,4,29,43,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,1,1,15,0.008460574739644507,0.0,0.008460574739644507,0.008460574739644507,2,43,58,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,1,1,14,0.019665089432531292,0.0,0.019665089432531292,0.019665089432531292,3,58,72,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,1,1,14,0.10738195912614518,0.0,0.10738195912614518,0.10738195912614518,4,72,86,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,2,1,14,0.0007760327527769388,0.0,0.0007760327527769388,0.0007760327527769388,2,86,100,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,2,1,14,0.003427128427128427,0.0,0.003427128427128427,0.003427128427128427,3,100,114,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l1,2,1,14,0.07719218765730394,0.0,0.07719218765730394,0.07719218765730394,4,114,128,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,15,0.38902591809568554,0.0,0.38902591809568554,0.38902591809568554,2,0,15,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,14,0.43297174401825567,0.0,0.43297174401825567,0.43297174401825567,3,15,29,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,0,1,14,0.4402832309809054,0.0,0.4402832309809054,0.4402832309809054,4,29,43,0.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,1,1,15,0.37762508809020434,0.0,0.37762508809020434,0.37762508809020434,2,43,58,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,1,1,14,0.38673277626766,0.0,0.38673277626766,0.38673277626766,3,58,72,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,1,1,14,0.37773499110708414,0.0,0.37773499110708414,0.37773499110708414,4,72,86,1.0
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,2,1,14,0.35405969998993253,0.0,0.35405969998993253,0.35405969998993253,2,86,100,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,2,1,14,0.37389677505956576,0.0,0.37389677505956576,0.37389677505956576,3,100,114,1.5
postencode_mask,mm,l2_wcce_plus_0p1_l1_tsce,0,37,l2,2,1,14,0.39594030001006747,0.0,0.39594030001006747,0.39594030001006747,4,114,128,1.5
